arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,33,pass,True,,288.0,10.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DeVonta Smith | Isiah Pacheco | Jahmyr Gibbs | Jalen Nailor | Jaylen Waddle | Jordan Addison | Jordyn Tyson | Kenny Gainwell | Mark Andrews | Matthew Stafford | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 44.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jaylen Waddle"": 22.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""Kenny Gainwell"": 21.0, ""Mark Andrews"": 2.0, ""Matthew Stafford"": 6.0, ""TreVeyon Henderson"": 22.0}"
baseline,14,34,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Dylan Sampson | Isiah Pacheco | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jared Goff | Jordan Addison | Khalil Shakir | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Dylan Sampson"": 2.0, ""Isiah Pacheco"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 10.0, ""Jalen Coker"": 3.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 2.0, ""Khalil Shakir"": 6.0, ""Xavier Worthy"": 3.0}"
baseline,14,34,pass,True,,237.0,61.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Kincaid | Isiah Pacheco | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Quentin Johnston | Rico Dowdle | Terrance Ferguson | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 9.0, ""Dalton Kincaid"": 2.0, ""Isiah Pacheco"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 2.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 15.0, ""Rico Dowdle"": 9.0, ""Terrance Ferguson"": 4.0, ""TreVeyon Henderson"": 30.0, ""Xavier Worthy"": 3.0}"
baseline,14,35,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | Josh Downs | Kaelon Black | Mark Andrews | Rashid Shaheed | Sean Tucker | Stefon Diggs | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 5.0, ""Kaelon Black"": 3.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""Sean Tucker"": 2.0, ""Stefon Diggs"": 7.0, ""Trevor Lawrence"": 2.0}"
baseline,14,35,pass,True,,277.0,21.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bucky Irving | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jaylen Waddle | Jordan Addison | Josh Downs | Mark Andrews | Rashid Shaheed | TreVeyon Henderson | Trevor Lawrence,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 31.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jaylen Waddle"": 26.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 5.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 27.0, ""Trevor Lawrence"": 2.0}"
baseline,14,36,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Chase Brown | Chris Rodriguez Jr. | Jahmyr Gibbs | KC Concepcion | Makai Lemon | Michael Wilson | Patrick Mahomes | Ty Johnson | Xavier Worthy | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 8.0, ""Michael Wilson"": 6.0, ""Patrick Mahomes"": 5.0, ""Ty Johnson"": 2.0, ""Xavier Worthy"": 5.0, ""Zachariah Branch"": 2.0}"
baseline,14,36,pass,True,,230.0,68.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | KC Concepcion | Makai Lemon | Rachaad White | Romeo Doubs | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 15.0, ""J.K. Dobbins"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 9.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 8.0, ""Rachaad White"": 4.0, ""Romeo Doubs"": 3.0, ""Sam LaPorta"": 5.0, ""Tony Pollard"": 11.0}"
baseline,14,37,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Schultz | Deebo Samuel Sr. | Jahmyr Gibbs | Jalen McMillan | Jaxson Dart | Jerry Jeudy | KC Concepcion | Makai Lemon | Matthew Golden | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jaxson Dart"": 2.0, ""Jerry Jeudy"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 2.0, ""Sam LaPorta"": 13.0}"
baseline,14,37,pass,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jaxson Dart | KC Concepcion | Makai Lemon | Matthew Golden | Michael Wilson | Rico Dowdle | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 5.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 33.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 14.0, ""Rico Dowdle"": 17.0, ""Tony Pollard"": 17.0}"
baseline,14,38,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jordan Addison | Matthew Golden | Romeo Doubs | Seth McGowan | Tre Harris | Trevor Lawrence,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 8.0, ""Matthew Golden"": 3.0, ""Romeo Doubs"": 2.0, ""Seth McGowan"": 2.0, ""Tre Harris"": 2.0, ""Trevor Lawrence"": 7.0}"
baseline,14,38,pass,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Davante Adams | George Kittle | Jahmyr Gibbs | Jalen Hurts | Kenyon Sadiq | Matthew Golden | Rachaad White | Rico Dowdle | Romeo Doubs | Tony Pollard | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Davante Adams"": 22.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Kenyon Sadiq"": 2.0, ""Matthew Golden"": 3.0, ""Rachaad White"": 7.0, ""Rico Dowdle"": 17.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 17.0, ""Zay Flowers"": 28.0}"
baseline,14,39,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Josh Downs | Makai Lemon | MarShawn Lloyd | Patrick Mahomes | Tre Harris,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen Coker"": 4.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 7.0, ""MarShawn Lloyd"": 2.0, ""Patrick Mahomes"": 3.0, ""Tre Harris"": 2.0}"
baseline,14,39,pass,True,,284.0,14.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Emeka Egbuka | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Josh Downs | Makai Lemon | Mark Andrews | Rhamondre Stevenson | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 13.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 33.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""Jameson Williams"": 16.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 7.0, ""Mark Andrews"": 2.0, ""Rhamondre Stevenson"": 16.0, ""Tony Pollard"": 17.0}"
baseline,14,40,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | DK Metcalf | Deebo Samuel Sr. | George Kittle | Hunter Henry | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Matthew Golden | Tank Bigsby,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Deebo Samuel Sr."": 2.0, ""George Kittle"": 2.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jaxson Dart"": 3.0, ""Matthew Golden"": 2.0, ""Tank Bigsby"": 2.0}"
baseline,14,40,pass,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Emeka Egbuka | George Kittle | Hunter Henry | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Jaylen Warren | Marvin Harrison Jr. | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Emeka Egbuka"": 26.0, ""George Kittle"": 2.0, ""Hunter Henry"": 2.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 14.0, ""Marvin Harrison Jr."": 11.0, ""Tee Higgins"": 24.0}"
baseline,14,41,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaylin Noel | Matthew Golden | Romeo Doubs | Travis Kelce | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 2.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jaylin Noel"": 2.0, ""Matthew Golden"": 11.0, ""Romeo Doubs"": 1.0, ""Travis Kelce"": 4.0, ""Ty Johnson"": 2.0}"
baseline,14,41,pass,True,,223.0,75.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Jaylin Noel | Luther Burden III | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 13.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 6.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 5.0, ""Jaylin Noel"": 1.0, ""Luther Burden III"": 22.0, ""Travis Kelce"": 4.0}"
baseline,14,42,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | De'Zhaun Stribling | Dylan Sampson | Emmett Johnson | George Kittle | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Matthew Golden | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""De'Zhaun Stribling"": 3.0, ""Dylan Sampson"": 2.0, ""Emmett Johnson"": 2.0, ""George Kittle"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 7.0, ""KC Concepcion"": 3.0, ""Matthew Golden"": 2.0, ""Trevor Lawrence"": 6.0}"
baseline,14,42,pass,True,,242.0,56.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dylan Sampson | Harold Fannin Jr. | Isaiah Likely | Jadarian Price | Jahmyr Gibbs | Jalen Coker | Jalen Hurts | KC Concepcion | Makai Lemon | Matthew Golden | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 15.0, ""Isaiah Likely"": 6.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jalen Hurts"": 9.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 9.0, ""Matthew Golden"": 2.0, ""Tony Pollard"": 16.0}"
baseline,14,43,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jalen Nailor | Jordan Addison | Josh Downs | Makai Lemon | Mark Andrews | Matthew Golden | Omar Cooper Jr. | Patrick Mahomes | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordan Addison"": 9.0, ""Josh Downs"": 5.0, ""Makai Lemon"": 6.0, ""Mark Andrews"": 2.0, ""Matthew Golden"": 3.0, ""Omar Cooper Jr."": 2.0, ""Patrick Mahomes"": 4.0, ""Samaje Perine"": 2.0}"
baseline,14,43,pass,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | Emeka Egbuka | Jahmyr Gibbs | KC Concepcion | Makai Lemon | Mark Andrews | Omar Cooper Jr. | Rico Dowdle | Rome Odunze | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Dak Prescott"": 6.0, ""Emeka Egbuka"": 31.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 6.0, ""Mark Andrews"": 2.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 16.0, ""Rome Odunze"": 19.0, ""TreVeyon Henderson"": 19.0}"
baseline,14,44,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dalton Schultz | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Pat Bryant | Quentin Johnston | Tank Bigsby | Tre Tucker | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 5.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Pat Bryant"": 4.0, ""Quentin Johnston"": 11.0, ""Tank Bigsby"": 4.0, ""Tre Tucker"": 2.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,14,44,pass,True,,263.0,35.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DJ Moore | Emeka Egbuka | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jaxson Dart | Rico Dowdle | Romeo Doubs | Tony Pollard | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""DJ Moore"": 17.0, ""Emeka Egbuka"": 31.0, ""George Kittle"": 5.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Rico Dowdle"": 14.0, ""Romeo Doubs"": 4.0, ""Tony Pollard"": 18.0, ""Tre Tucker"": 2.0}"
baseline,14,45,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jayden Reed | Romeo Doubs | Stefon Diggs | Tre Tucker | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 5.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jayden Reed"": 5.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""Tre Tucker"": 2.0, ""Zach Charbonnet"": 7.0}"
baseline,14,45,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jayden Reed | Luther Burden III | Rhamondre Stevenson | Romeo Doubs | Stefon Diggs | Tre Tucker | Tyler Warren,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jayden Reed"": 5.0, ""Luther Burden III"": 24.0, ""Rhamondre Stevenson"": 13.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""Tre Tucker"": 2.0, ""Tyler Warren"": 24.0}"
baseline,14,46,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | De'Zhaun Stribling | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jared Goff | Makai Lemon | Matthew Golden | Nicholas Singleton,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jalen Coker"": 3.0, ""Jared Goff"": 2.0, ""Makai Lemon"": 3.0, ""Matthew Golden"": 7.0, ""Nicholas Singleton"": 3.0}"
baseline,14,46,pass,True,,238.0,60.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Cade Otton | Chase Brown | Davante Adams | George Kittle | Jadarian Price | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Makai Lemon | Tony Pollard | Trevor Lawrence | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Davante Adams"": 23.0, ""George Kittle"": 2.0, ""Jadarian Price"": 23.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jayden Reed"": 8.0, ""Makai Lemon"": 3.0, ""Tony Pollard"": 14.0, ""Trevor Lawrence"": 3.0, ""Zachariah Branch"": 2.0}"
baseline,14,47,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Matthew Golden | Omar Cooper Jr. | Pat Bryant | Ty Johnson | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 4.0, ""Matthew Golden"": 6.0, ""Omar Cooper Jr."": 2.0, ""Pat Bryant"": 3.0, ""Ty Johnson"": 2.0, ""Woody Marks"": 3.0}"
baseline,14,47,pass,True,,255.0,43.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Cade Otton | Chase Brown | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Ladd McConkey | Makai Lemon | Michael Wilson | RJ Harvey | Tee Higgins | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 4.0, ""Ladd McConkey"": 33.0, ""Makai Lemon"": 6.0, ""Michael Wilson"": 12.0, ""RJ Harvey"": 7.0, ""Tee Higgins"": 26.0, ""Woody Marks"": 3.0}"
