arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,0,0,buy,True,,279.0,19.0,0,0,11,12,0,0,53.274862121457886,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jaylen Warren | Jonah Coleman | Jordan Addison | Lamar Jackson | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 6.0, ""Jameson Williams"": 26.0, ""Jaylen Warren"": 19.0, ""Jonah Coleman"": 2.0, ""Jordan Addison"": 6.0, ""Lamar Jackson"": 20.0, ""Rico Dowdle"": 16.0, ""Wan'Dale Robinson"": 9.0}"
bounded_replan,0,5,pass,True,,293.0,5.0,0,0,11,13,0,0,77.6545439640052,Bhayshul Tuten | Breece Hall | Chase Brown | DJ Moore | DK Metcalf | Harold Fannin Jr. | Jaylen Warren | Josh Downs | Josh Jacobs | Lamar Jackson | Luther Burden III | Michael Wilson | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Breece Hall"": 62.0, ""Chase Brown"": 34.0, ""DJ Moore"": 19.0, ""DK Metcalf"": 11.0, ""Harold Fannin Jr."": 12.0, ""Jaylen Warren"": 12.0, ""Josh Downs"": 3.0, ""Josh Jacobs"": 46.0, ""Lamar Jackson"": 20.0, ""Luther Burden III"": 28.0, ""Michael Wilson"": 11.0, ""TreVeyon Henderson"": 24.0}"
bounded_replan,0,6,buy,True,,284.0,14.0,0,0,7,8,0,0,57.201875217864654,Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jalen Hurts | Jaylen Warren | Luther Burden III | Makai Lemon | Marvin Harrison Jr. | Michael Wilson | Rico Dowdle | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""Jaylen Warren"": 17.0, ""Luther Burden III"": 29.0, ""Makai Lemon"": 7.0, ""Marvin Harrison Jr."": 10.0, ""Michael Wilson"": 7.0, ""Rico Dowdle"": 11.0, ""TreVeyon Henderson"": 25.0, ""Wan'Dale Robinson"": 4.0}"
bounded_replan,0,6,pass,True,,274.0,24.0,0,0,13,12,0,0,72.20300218360543,Bhayshul Tuten | Bucky Irving | Chase Brown | Dallas Goedert | Jeremiyah Love | Josh Allen | Luther Burden III | Marvin Harrison Jr. | Michael Wilson | Quentin Johnston | Rhamondre Stevenson | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 33.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Jeremiyah Love"": 58.0, ""Josh Allen"": 36.0, ""Luther Burden III"": 29.0, ""Marvin Harrison Jr."": 10.0, ""Michael Wilson"": 7.0, ""Quentin Johnston"": 8.0, ""Rhamondre Stevenson"": 16.0, ""TreVeyon Henderson"": 25.0, ""Xavier Worthy"": 5.0}"
bounded_replan,0,7,buy,True,,278.0,20.0,0,0,10,7,0,0,21.03707106974042,Bhayshul Tuten | Chase Brown | Courtland Sutton | Dalton Kincaid | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Jordan Addison | Jordyn Tyson | KC Concepcion | Khalil Shakir | Kyren Williams | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 14.0, ""Dalton Kincaid"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jonathon Brooks"": 16.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 11.0, ""KC Concepcion"": 4.0, ""Khalil Shakir"": 4.0, ""Kyren Williams"": 50.0, ""Makai Lemon"": 9.0}"
bounded_replan,0,7,pass,True,,285.0,13.0,0,0,13,10,0,0,24.97273372784167,Bhayshul Tuten | Carnell Tate | Chase Brown | D'Andre Swift | Dalton Kincaid | Derrick Henry | Jadarian Price | Jalen Hurts | Jordyn Tyson | KC Concepcion | Khalil Shakir | Kyren Williams | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 16.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 32.0, ""Dalton Kincaid"": 3.0, ""Derrick Henry"": 67.0, ""Jadarian Price"": 29.0, ""Jalen Hurts"": 15.0, ""Jordyn Tyson"": 11.0, ""KC Concepcion"": 4.0, ""Khalil Shakir"": 4.0, ""Kyren Williams"": 50.0, ""Makai Lemon"": 9.0}"
bounded_replan,0,8,buy,True,,270.0,28.0,0,0,6,3,0,0,22.66808268974097,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Deebo Samuel Sr. | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Kyren Williams | Michael Wilson | RJ Harvey | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Deebo Samuel Sr."": 2.0, ""Harold Fannin Jr."": 5.0, ""J.K. Dobbins"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 15.0, ""Kyren Williams"": 48.0, ""Michael Wilson"": 11.0, ""RJ Harvey"": 8.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,0,8,pass,True,,260.0,38.0,0,0,13,16,0,0,79.65552826891673,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Colston Loveland | DJ Moore | J.K. Dobbins | Jalen Hurts | Jeremiyah Love | Kyren Williams | Michael Wilson | RJ Harvey | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Colston Loveland"": 20.0, ""DJ Moore"": 20.0, ""J.K. Dobbins"": 7.0, ""Jalen Hurts"": 15.0, ""Jeremiyah Love"": 67.0, ""Kyren Williams"": 48.0, ""Michael Wilson"": 11.0, ""RJ Harvey"": 8.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,0,9,buy,True,,258.0,40.0,0,0,11,15,1,0,70.79766423819555,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Josh Allen | Matthew Golden | Michael Wilson | RJ Harvey | Rachaad White | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Josh Allen"": 37.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 5.0, ""RJ Harvey"": 7.0, ""Rachaad White"": 7.0, ""Tony Pollard"": 14.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,0,9,pass,True,,285.0,13.0,0,0,12,18,1,0,168.00735384685123,Bhayshul Tuten | Breece Hall | Brian Thomas Jr. | Chase Brown | Harold Fannin Jr. | Josh Allen | Kenneth Walker III | Marvin Harrison Jr. | Matthew Golden | Michael Wilson | RJ Harvey | Rachaad White | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Breece Hall"": 62.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 3.0, ""Josh Allen"": 37.0, ""Kenneth Walker III"": 61.0, ""Marvin Harrison Jr."": 11.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 5.0, ""RJ Harvey"": 7.0, ""Rachaad White"": 7.0, ""Zay Flowers"": 37.0}"
bounded_replan,0,10,buy,True,,267.0,31.0,0,0,16,16,0,0,58.56350278766536,A.J. Brown | Bhayshul Tuten | Chase Brown | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jordan Addison | Jordyn Tyson | Josh Downs | Lamar Jackson | Michael Wilson | RJ Harvey | Rachaad White,"{""A.J. Brown"": 37.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 4.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 6.0, ""Jordyn Tyson"": 5.0, ""Josh Downs"": 5.0, ""Lamar Jackson"": 19.0, ""Michael Wilson"": 12.0, ""RJ Harvey"": 11.0, ""Rachaad White"": 4.0}"
bounded_replan,0,10,pass,True,,268.0,30.0,0,0,11,7,0,0,54.76113010791153,Bhayshul Tuten | Caleb Williams | Chase Brown | D'Andre Swift | Derrick Henry | J.K. Dobbins | Jameson Williams | Jordan Addison | Jordyn Tyson | Josh Downs | Michael Wilson | RJ Harvey | Trey McBride,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 5.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 35.0, ""Derrick Henry"": 67.0, ""J.K. Dobbins"": 9.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 6.0, ""Jordyn Tyson"": 5.0, ""Josh Downs"": 5.0, ""Michael Wilson"": 12.0, ""RJ Harvey"": 11.0, ""Trey McBride"": 50.0}"
bounded_replan,0,11,buy,True,,282.0,16.0,0,0,9,6,0,0,22.679458364413904,Alec Pierce | Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Kyle Pitts | Kyren Williams | Makai Lemon | Michael Wilson | Patrick Mahomes | RJ Harvey | Rhamondre Stevenson | Wan'Dale Robinson | Xavier Worthy,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Kyle Pitts"": 7.0, ""Kyren Williams"": 52.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 6.0, ""Patrick Mahomes"": 2.0, ""RJ Harvey"": 9.0, ""Rhamondre Stevenson"": 22.0, ""Wan'Dale Robinson"": 9.0, ""Xavier Worthy"": 5.0}"
bounded_replan,0,11,pass,True,,278.0,20.0,0,0,9,6,0,0,19.19939817554382,Alec Pierce | Bhayshul Tuten | Chase Brown | Derrick Henry | Jadarian Price | Jameson Williams | Kyle Pitts | Kyren Williams | Lamar Jackson | Makai Lemon | Michael Wilson | RJ Harvey | Wan'Dale Robinson,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 71.0, ""Jadarian Price"": 23.0, ""Jameson Williams"": 22.0, ""Kyle Pitts"": 7.0, ""Kyren Williams"": 52.0, ""Lamar Jackson"": 19.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 6.0, ""RJ Harvey"": 9.0, ""Wan'Dale Robinson"": 9.0}"
bounded_replan,0,12,buy,True,,269.0,29.0,0,0,10,9,0,0,26.953411582078843,Bhayshul Tuten | Chase Brown | Christian Watson | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Juwan Johnson | Kenny Gainwell | Luther Burden III | Makai Lemon | Rachaad White | Rico Dowdle | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 17.0, ""Juwan Johnson"": 2.0, ""Kenny Gainwell"": 14.0, ""Luther Burden III"": 28.0, ""Makai Lemon"": 3.0, ""Rachaad White"": 4.0, ""Rico Dowdle"": 15.0, ""Stefon Diggs"": 2.0}"
bounded_replan,0,12,pass,True,,259.0,39.0,0,0,18,21,1,0,187.40440135484482,Bhayshul Tuten | Chase Brown | Christian Watson | Colston Loveland | Drake London | Jalen Hurts | Jameson Williams | Juwan Johnson | Makai Lemon | Rachaad White | Rico Dowdle | Tetairoa McMillan | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""Colston Loveland"": 20.0, ""Drake London"": 54.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 17.0, ""Juwan Johnson"": 2.0, ""Makai Lemon"": 3.0, ""Rachaad White"": 4.0, ""Rico Dowdle"": 15.0, ""Tetairoa McMillan"": 36.0, ""Zay Flowers"": 34.0}"
bounded_replan,0,13,buy,True,,287.0,11.0,0,0,8,8,0,0,31.16680537635932,Bhayshul Tuten | Chase Brown | Christian Watson | Chuba Hubbard | Courtland Sutton | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jaylen Warren | Jordyn Tyson | Luther Burden III | Patrick Mahomes | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Chuba Hubbard"": 9.0, ""Courtland Sutton"": 7.0, ""DJ Moore"": 17.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 16.0, ""Jordyn Tyson"": 13.0, ""Luther Burden III"": 21.0, ""Patrick Mahomes"": 3.0, ""TreVeyon Henderson"": 22.0}"
bounded_replan,0,13,pass,True,,277.0,21.0,0,0,12,12,0,0,106.05655785885364,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Chuba Hubbard | Courtland Sutton | Harold Fannin Jr. | Jaylen Warren | Jonathan Taylor | Kyle Monangai | Luther Burden III | Patrick Mahomes | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 15.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Chuba Hubbard"": 9.0, ""Courtland Sutton"": 7.0, ""Harold Fannin Jr."": 7.0, ""Jaylen Warren"": 16.0, ""Jonathan Taylor"": 97.0, ""Kyle Monangai"": 6.0, ""Luther Burden III"": 21.0, ""Patrick Mahomes"": 3.0, ""Tee Higgins"": 34.0}"
bounded_replan,0,14,buy,True,,251.0,47.0,0,0,14,11,0,0,48.982451897953126,Bhayshul Tuten | Chase Brown | Christian Watson | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jaylen Warren | Joe Burrow | KC Concepcion | Khalil Shakir | Kyle Monangai | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""DJ Moore"": 27.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaylen Warren"": 14.0, ""Joe Burrow"": 8.0, ""KC Concepcion"": 4.0, ""Khalil Shakir"": 4.0, ""Kyle Monangai"": 4.0, ""Woody Marks"": 2.0}"
bounded_replan,0,14,pass,True,,242.0,56.0,0,0,17,15,0,0,57.982451897953126,Bhayshul Tuten | Bijan Robinson | Chase Brown | Christian Watson | Harold Fannin Jr. | Jalen Coker | Jaylen Warren | Joe Burrow | KC Concepcion | Khalil Shakir | Kyle Monangai | Tetairoa McMillan | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 100.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Harold Fannin Jr."": 13.0, ""Jalen Coker"": 2.0, ""Jaylen Warren"": 14.0, ""Joe Burrow"": 8.0, ""KC Concepcion"": 4.0, ""Khalil Shakir"": 4.0, ""Kyle Monangai"": 4.0, ""Tetairoa McMillan"": 28.0, ""Woody Marks"": 2.0}"
bounded_replan,0,15,buy,True,,290.0,8.0,0,0,9,8,0,0,19.880261423605702,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Chuba Hubbard | Harold Fannin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Joe Burrow | Luther Burden III | Michael Wilson | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Chuba Hubbard"": 11.0, ""Harold Fannin Jr."": 10.0, ""Jacory Croskey-Merritt"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Joe Burrow"": 10.0, ""Luther Burden III"": 27.0, ""Michael Wilson"": 5.0, ""Rico Dowdle"": 15.0}"
bounded_replan,0,15,pass,True,,287.0,11.0,0,0,11,13,0,0,103.89499796356287,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Chuba Hubbard | Harold Fannin Jr. | Jameson Williams | Lamar Jackson | Luther Burden III | Omarion Hampton | Rhamondre Stevenson | Rico Dowdle | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Chuba Hubbard"": 11.0, ""Harold Fannin Jr."": 10.0, ""Jameson Williams"": 18.0, ""Lamar Jackson"": 19.0, ""Luther Burden III"": 27.0, ""Omarion Hampton"": 64.0, ""Rhamondre Stevenson"": 14.0, ""Rico Dowdle"": 15.0, ""Zay Flowers"": 38.0}"
bounded_replan,0,16,buy,True,,285.0,13.0,0,0,5,3,0,0,14.349277123705576,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Drake Maye | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | KC Concepcion | Luther Burden III | Makai Lemon | Rico Dowdle | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dalton Kincaid"": 3.0, ""Drake Maye"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jaylen Warren"": 14.0, ""KC Concepcion"": 4.0, ""Luther Burden III"": 26.0, ""Makai Lemon"": 2.0, ""Rico Dowdle"": 8.0, ""TreVeyon Henderson"": 20.0}"
bounded_replan,0,16,pass,True,,289.0,9.0,0,0,8,9,0,0,102.61352818243176,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | David Montgomery | Drake Maye | Jameson Williams | Jaylen Warren | KC Concepcion | Luther Burden III | Rico Dowdle | Saquon Barkley | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dalton Kincaid"": 3.0, ""David Montgomery"": 26.0, ""Drake Maye"": 13.0, ""Jameson Williams"": 26.0, ""Jaylen Warren"": 14.0, ""KC Concepcion"": 4.0, ""Luther Burden III"": 26.0, ""Rico Dowdle"": 8.0, ""Saquon Barkley"": 69.0, ""Zay Flowers"": 41.0}"
