arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,0,0,buy,True,,279.0,19.0,0,0,11,12,0,0,53.274862121457886,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jaylen Warren | Jonah Coleman | Jordan Addison | Lamar Jackson | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 6.0, ""Jameson Williams"": 26.0, ""Jaylen Warren"": 19.0, ""Jonah Coleman"": 2.0, ""Jordan Addison"": 6.0, ""Lamar Jackson"": 20.0, ""Rico Dowdle"": 16.0, ""Wan'Dale Robinson"": 9.0}"
bounded_replan,0,34,buy,True,,292.0,6.0,0,0,5,3,0,0,15.776311287391309,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Hunter Henry | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Kyren Williams | Matthew Golden | Parker Washington | Rico Dowdle,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Hunter Henry"": 5.0, ""Jacory Croskey-Merritt"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""Jayden Reed"": 4.0, ""Kyren Williams"": 53.0, ""Matthew Golden"": 4.0, ""Parker Washington"": 14.0, ""Rico Dowdle"": 13.0}"
bounded_replan,0,34,pass,True,,293.0,5.0,0,0,8,3,0,0,78.42167590713163,Alec Pierce | Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Hunter Henry | Jalen Hurts | Jameson Williams | Jonathon Brooks | Kyren Williams | Rhamondre Stevenson | Rico Dowdle,"{""Alec Pierce"": 10.0, ""Amon-Ra St. Brown"": 75.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Harold Fannin Jr."": 11.0, ""Hunter Henry"": 5.0, ""Jalen Hurts"": 13.0, ""Jameson Williams"": 21.0, ""Jonathon Brooks"": 15.0, ""Kyren Williams"": 53.0, ""Rhamondre Stevenson"": 22.0, ""Rico Dowdle"": 13.0}"
bounded_replan,0,35,buy,True,,270.0,28.0,0,0,12,12,0,0,53.61883982952219,Bhayshul Tuten | Brock Purdy | Carnell Tate | Chase Brown | DK Metcalf | Dalton Kincaid | Emeka Egbuka | J.K. Dobbins | Jahmyr Gibbs | Jordan Addison | Rachaad White | Rhamondre Stevenson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 3.0, ""Carnell Tate"": 22.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 10.0, ""Dalton Kincaid"": 2.0, ""Emeka Egbuka"": 38.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 10.0, ""Rachaad White"": 5.0, ""Rhamondre Stevenson"": 15.0, ""Xavier Worthy"": 2.0}"
bounded_replan,0,35,pass,True,,281.0,17.0,0,0,10,9,0,0,75.77545686275604,Bhayshul Tuten | Brock Purdy | Carnell Tate | Chase Brown | D'Andre Swift | Dalton Kincaid | Harold Fannin Jr. | J.K. Dobbins | Jameson Williams | Jordan Addison | Josh Jacobs | Marvin Harrison Jr. | Saquon Barkley,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 3.0, ""Carnell Tate"": 22.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 25.0, ""Dalton Kincaid"": 2.0, ""Harold Fannin Jr."": 10.0, ""J.K. Dobbins"": 8.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 10.0, ""Josh Jacobs"": 54.0, ""Marvin Harrison Jr."": 11.0, ""Saquon Barkley"": 73.0}"
bounded_replan,0,36,buy,True,,293.0,5.0,0,0,8,11,1,0,112.50366001484394,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | DeVonta Smith | Deebo Samuel Sr. | Jahmyr Gibbs | Jalen Coker | Jonathon Brooks | Josh Allen | Mark Andrews | Rhamondre Stevenson,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 15.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""DeVonta Smith"": 37.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jonathon Brooks"": 7.0, ""Josh Allen"": 36.0, ""Mark Andrews"": 2.0, ""Rhamondre Stevenson"": 17.0}"
bounded_replan,0,36,pass,True,,253.0,45.0,0,0,16,14,0,0,74.77206930944425,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | DeVonta Smith | Jalen Hurts | Jonathon Brooks | Malik Nabers | Mark Andrews | RJ Harvey | Rhamondre Stevenson | Zay Flowers,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 23.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""DeVonta Smith"": 37.0, ""Jalen Hurts"": 6.0, ""Jonathon Brooks"": 7.0, ""Malik Nabers"": 45.0, ""Mark Andrews"": 2.0, ""RJ Harvey"": 10.0, ""Rhamondre Stevenson"": 17.0, ""Zay Flowers"": 42.0}"
bounded_replan,0,37,buy,True,,290.0,8.0,0,0,11,11,0,0,20.957113985585636,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Jahmyr Gibbs | Jaxson Dart | Kyle Monangai | Quentin Johnston | Rachaad White | Rico Dowdle | Sam LaPorta | Tee Higgins,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 16.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 8.0, ""Kyle Monangai"": 7.0, ""Quentin Johnston"": 9.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 15.0, ""Sam LaPorta"": 11.0, ""Tee Higgins"": 34.0}"
bounded_replan,0,37,pass,True,,247.0,51.0,0,0,18,16,0,0,77.66168849367847,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Christian Watson | Jaxson Dart | Jordan Mason | Kyle Monangai | Rachaad White | Rome Odunze | Sam LaPorta | Tee Higgins | Tetairoa McMillan | Tyler Allgeier,"{""Amon-Ra St. Brown"": 68.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Jaxson Dart"": 8.0, ""Jordan Mason"": 6.0, ""Kyle Monangai"": 7.0, ""Rachaad White"": 5.0, ""Rome Odunze"": 18.0, ""Sam LaPorta"": 11.0, ""Tee Higgins"": 34.0, ""Tetairoa McMillan"": 27.0, ""Tyler Allgeier"": 2.0}"
bounded_replan,0,38,buy,True,,280.0,18.0,0,0,9,8,0,0,33.84032253502113,Bhayshul Tuten | Chase Brown | Christian Watson | Jahmyr Gibbs | Jalen Hurts | Jordan Addison | Kyle Pitts | Michael Wilson | RJ Harvey | Rhamondre Stevenson | Tee Higgins | Tony Pollard | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 6.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 14.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 7.0, ""Rhamondre Stevenson"": 18.0, ""Tee Higgins"": 27.0, ""Tony Pollard"": 23.0, ""Xavier Worthy"": 2.0}"
bounded_replan,0,38,pass,True,,269.0,29.0,0,0,11,8,0,0,42.10752254490362,Bhayshul Tuten | Chase Brown | Christian Watson | DJ Moore | Jadarian Price | Jalen Hurts | Jordan Addison | Michael Wilson | RJ Harvey | Rhamondre Stevenson | Saquon Barkley | Tee Higgins | Tyler Warren,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""DJ Moore"": 24.0, ""Jadarian Price"": 22.0, ""Jalen Hurts"": 6.0, ""Jordan Addison"": 5.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 7.0, ""Rhamondre Stevenson"": 18.0, ""Saquon Barkley"": 70.0, ""Tee Higgins"": 27.0, ""Tyler Warren"": 22.0}"
bounded_replan,0,39,buy,True,,287.0,11.0,0,0,10,10,0,0,18.377246703399692,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Emeka Egbuka | Jadarian Price | Jahmyr Gibbs | Jalen Hurts | Matthew Golden | Michael Pittman | Tony Pollard | Travis Kelce,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""D'Andre Swift"": 34.0, ""Emeka Egbuka"": 25.0, ""Jadarian Price"": 24.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 10.0, ""Matthew Golden"": 3.0, ""Michael Pittman"": 5.0, ""Tony Pollard"": 11.0, ""Travis Kelce"": 2.0}"
bounded_replan,0,39,pass,True,,285.0,13.0,0,0,12,9,0,0,21.526515032426687,Bhayshul Tuten | Chase Brown | Chuba Hubbard | D'Andre Swift | Emeka Egbuka | Jadarian Price | Jalen Hurts | Matthew Golden | Michael Pittman | Saquon Barkley | Tee Higgins | Tetairoa McMillan | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 12.0, ""D'Andre Swift"": 34.0, ""Emeka Egbuka"": 25.0, ""Jadarian Price"": 24.0, ""Jalen Hurts"": 10.0, ""Matthew Golden"": 3.0, ""Michael Pittman"": 5.0, ""Saquon Barkley"": 69.0, ""Tee Higgins"": 30.0, ""Tetairoa McMillan"": 26.0, ""Travis Kelce"": 2.0}"
bounded_replan,0,40,buy,True,,258.0,40.0,0,0,11,8,0,0,38.82551416521244,Bhayshul Tuten | Chase Brown | Christian Watson | Jadarian Price | Jahmyr Gibbs | Jayden Reed | Jordan Mason | Jordyn Tyson | Kyle Monangai | Matthew Stafford | Quentin Johnston | Tee Higgins | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Jordan Mason"": 5.0, ""Jordyn Tyson"": 5.0, ""Kyle Monangai"": 8.0, ""Matthew Stafford"": 4.0, ""Quentin Johnston"": 4.0, ""Tee Higgins"": 29.0, ""Travis Kelce"": 2.0}"
bounded_replan,0,40,pass,True,,256.0,42.0,0,0,12,11,0,0,74.38251040756074,Bhayshul Tuten | Carnell Tate | Chase Brown | D'Andre Swift | Emeka Egbuka | Jordan Mason | Kyle Monangai | Ladd McConkey | Matthew Stafford | RJ Harvey | Tee Higgins | Tetairoa McMillan | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 17.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 34.0, ""Emeka Egbuka"": 29.0, ""Jordan Mason"": 5.0, ""Kyle Monangai"": 8.0, ""Ladd McConkey"": 34.0, ""Matthew Stafford"": 4.0, ""RJ Harvey"": 15.0, ""Tee Higgins"": 29.0, ""Tetairoa McMillan"": 34.0, ""Travis Kelce"": 2.0}"
bounded_replan,0,41,buy,True,,285.0,13.0,0,0,8,7,0,0,25.01967587954664,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Hurts | Quentin Johnston | RJ Harvey | Rico Dowdle | Romeo Doubs | Tee Higgins | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Harold Fannin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 14.0, ""Quentin Johnston"": 12.0, ""RJ Harvey"": 6.0, ""Rico Dowdle"": 13.0, ""Romeo Doubs"": 3.0, ""Tee Higgins"": 35.0, ""Tony Pollard"": 18.0}"
bounded_replan,0,41,pass,True,,256.0,42.0,0,0,12,11,0,0,78.5959466527137,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Harold Fannin Jr. | Jalen Hurts | Jameson Williams | Jeremiyah Love | RJ Harvey | Rico Dowdle | Tee Higgins | Tony Pollard,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Harold Fannin Jr."": 4.0, ""Jalen Hurts"": 14.0, ""Jameson Williams"": 21.0, ""Jeremiyah Love"": 66.0, ""RJ Harvey"": 6.0, ""Rico Dowdle"": 13.0, ""Tee Higgins"": 35.0, ""Tony Pollard"": 18.0}"
bounded_replan,0,42,buy,True,,281.0,17.0,0,0,7,6,0,0,23.996492397852535,Bhayshul Tuten | Chase Brown | George Kittle | Jadarian Price | Jahmyr Gibbs | Jakobi Meyers | Justin Herbert | Luther Burden III | Quentin Johnston | Rhamondre Stevenson | Tee Higgins | Tony Pollard | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Justin Herbert"": 2.0, ""Luther Burden III"": 23.0, ""Quentin Johnston"": 4.0, ""Rhamondre Stevenson"": 22.0, ""Tee Higgins"": 27.0, ""Tony Pollard"": 16.0, ""Xavier Worthy"": 2.0}"
bounded_replan,0,42,pass,True,,258.0,40.0,0,0,16,15,0,0,78.92792977078969,Bhayshul Tuten | Carnell Tate | Chase Brown | DJ Moore | George Kittle | Jadarian Price | Josh Jacobs | Justin Herbert | Rhamondre Stevenson | Tee Higgins | Tetairoa McMillan | Tony Pollard | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 17.0, ""Chase Brown"": 34.0, ""DJ Moore"": 27.0, ""George Kittle"": 2.0, ""Jadarian Price"": 22.0, ""Josh Jacobs"": 48.0, ""Justin Herbert"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Tee Higgins"": 27.0, ""Tetairoa McMillan"": 28.0, ""Tony Pollard"": 16.0, ""Xavier Worthy"": 2.0}"
bounded_replan,0,43,buy,True,,289.0,9.0,0,0,10,10,0,0,30.664439506605675,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DJ Moore | Dak Prescott | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Kyle Pitts | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""DJ Moore"": 16.0, ""Dak Prescott"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 20.0, ""Jayden Reed"": 9.0, ""Kyle Pitts"": 9.0, ""Rhamondre Stevenson"": 21.0, ""Rico Dowdle"": 13.0, ""Rome Odunze"": 15.0, ""Tony Pollard"": 21.0}"
bounded_replan,0,43,pass,True,,257.0,41.0,0,0,14,13,0,0,73.88325901759342,Bhayshul Tuten | Chase Brown | D'Andre Swift | DJ Moore | Dak Prescott | Emeka Egbuka | Jameson Williams | Kyle Pitts | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | Tetairoa McMillan | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 27.0, ""DJ Moore"": 16.0, ""Dak Prescott"": 5.0, ""Emeka Egbuka"": 35.0, ""Jameson Williams"": 20.0, ""Kyle Pitts"": 9.0, ""Rhamondre Stevenson"": 21.0, ""Rico Dowdle"": 13.0, ""Rome Odunze"": 15.0, ""Tetairoa McMillan"": 30.0, ""Tony Pollard"": 21.0}"
bounded_replan,0,44,buy,True,,293.0,5.0,0,0,9,6,0,0,35.68567753509899,Bhayshul Tuten | Brock Purdy | Carnell Tate | Chase Brown | Christian Watson | D'Andre Swift | George Kittle | Jadarian Price | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Rhamondre Stevenson | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 3.0, ""Carnell Tate"": 15.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""D'Andre Swift"": 28.0, ""George Kittle"": 4.0, ""Jadarian Price"": 18.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jordan Addison"": 5.0, ""Rhamondre Stevenson"": 23.0, ""Tee Higgins"": 28.0}"
bounded_replan,0,44,pass,True,,217.0,81.0,0,0,15,12,0,0,79.72856703081067,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | D'Andre Swift | George Kittle | Jadarian Price | Jameson Williams | Jaylen Waddle | Jaylen Warren | Jordan Addison | Rhamondre Stevenson | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""D'Andre Swift"": 28.0, ""George Kittle"": 4.0, ""Jadarian Price"": 18.0, ""Jameson Williams"": 21.0, ""Jaylen Waddle"": 21.0, ""Jaylen Warren"": 10.0, ""Jordan Addison"": 5.0, ""Rhamondre Stevenson"": 23.0, ""Tee Higgins"": 28.0}"
bounded_replan,0,45,buy,True,,292.0,6.0,0,0,10,11,0,0,37.771369477421445,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | D'Andre Swift | DK Metcalf | George Kittle | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen Hurts | RJ Harvey | Tee Higgins,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""D'Andre Swift"": 37.0, ""DK Metcalf"": 10.0, ""George Kittle"": 6.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""RJ Harvey"": 6.0, ""Tee Higgins"": 27.0}"
bounded_replan,0,45,pass,True,,254.0,44.0,0,0,15,10,0,0,44.17995070644298,Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | George Kittle | Jacory Croskey-Merritt | Jalen Hurts | Ladd McConkey | RJ Harvey | Rachaad White | Saquon Barkley | Tee Higgins | Terry McLaurin,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""George Kittle"": 6.0, ""Jacory Croskey-Merritt"": 8.0, ""Jalen Hurts"": 13.0, ""Ladd McConkey"": 28.0, ""RJ Harvey"": 6.0, ""Rachaad White"": 7.0, ""Saquon Barkley"": 69.0, ""Tee Higgins"": 27.0, ""Terry McLaurin"": 23.0}"
bounded_replan,0,46,buy,True,,291.0,7.0,0,0,7,4,0,0,37.06338529219738,Bhayshul Tuten | Chase Brown | Christian Watson | Emmett Johnson | Jadarian Price | Jahmyr Gibbs | Jalen Hurts | Keenan Allen | Rico Dowdle | Sam LaPorta | Tee Higgins | Tetairoa McMillan | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Emmett Johnson"": 3.0, ""Jadarian Price"": 21.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 14.0, ""Keenan Allen"": 2.0, ""Rico Dowdle"": 9.0, ""Sam LaPorta"": 4.0, ""Tee Higgins"": 26.0, ""Tetairoa McMillan"": 37.0, ""Xavier Worthy"": 2.0}"
bounded_replan,0,46,pass,True,,287.0,11.0,0,0,8,8,0,0,22.697690343310683,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Emeka Egbuka | Jadarian Price | Jalen Hurts | Jaylen Warren | Ladd McConkey | Rico Dowdle | Sam LaPorta | Saquon Barkley | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Christian Watson"": 18.0, ""Emeka Egbuka"": 38.0, ""Jadarian Price"": 21.0, ""Jalen Hurts"": 14.0, ""Jaylen Warren"": 12.0, ""Ladd McConkey"": 30.0, ""Rico Dowdle"": 9.0, ""Sam LaPorta"": 4.0, ""Saquon Barkley"": 65.0, ""Tee Higgins"": 26.0}"
bounded_replan,0,47,buy,True,,273.0,25.0,0,0,12,12,0,0,37.021036580799546,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Jahmyr Gibbs | Jalen Hurts | Jaylen Warren | Matthew Golden | Michael Pittman | Rhamondre Stevenson | Rico Dowdle | Sam LaPorta | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 12.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 16.0, ""Jaylen Warren"": 20.0, ""Matthew Golden"": 2.0, ""Michael Pittman"": 5.0, ""Rhamondre Stevenson"": 22.0, ""Rico Dowdle"": 16.0, ""Sam LaPorta"": 3.0, ""Xavier Worthy"": 3.0}"
bounded_replan,0,47,pass,True,,261.0,37.0,0,0,12,8,0,0,39.23033871888674,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Colston Loveland | Jalen Hurts | Jaylen Warren | Matthew Golden | Michael Pittman | Rhamondre Stevenson | Rico Dowdle | Saquon Barkley | Xavier Worthy,"{""Alec Pierce"": 12.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Colston Loveland"": 28.0, ""Jalen Hurts"": 16.0, ""Jaylen Warren"": 20.0, ""Matthew Golden"": 2.0, ""Michael Pittman"": 5.0, ""Rhamondre Stevenson"": 22.0, ""Rico Dowdle"": 16.0, ""Saquon Barkley"": 73.0, ""Xavier Worthy"": 3.0}"
