arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,4,34,buy,True,,218.0,80.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Brian Thomas Jr. | Brock Purdy | Chase Brown | Christian Watson | Courtland Sutton | Harold Fannin Jr. | Jahmyr Gibbs | Jake Ferguson | Jaylin Noel | Jordan Addison | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 10.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Courtland Sutton"": 8.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 3.0, ""Jaylin Noel"": 2.0, ""Jordan Addison"": 9.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,34,pass,True,,175.0,123.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Blake Corum | Brian Thomas Jr. | Brock Purdy | Chase Brown | Christian Watson | Harold Fannin Jr. | Jake Ferguson | Jaylin Noel | Jordan Addison | RJ Harvey | Wan'Dale Robinson,"{""Amon-Ra St. Brown"": 68.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 10.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Harold Fannin Jr."": 3.0, ""Jake Ferguson"": 3.0, ""Jaylin Noel"": 2.0, ""Jordan Addison"": 9.0, ""RJ Harvey"": 7.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,35,buy,True,,249.0,49.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordyn Tyson | KC Concepcion | Omar Cooper Jr. | RJ Harvey | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dak Prescott"": 8.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Jordyn Tyson"": 8.0, ""KC Concepcion"": 5.0, ""Omar Cooper Jr."": 2.0, ""RJ Harvey"": 10.0, ""Rico Dowdle"": 8.0, ""Rome Odunze"": 17.0}"
baseline,4,35,pass,True,,174.0,124.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | George Kittle | Jameson Williams | KC Concepcion | Omar Cooper Jr. | Rachaad White | Rico Dowdle | Rome Odunze | Tetairoa McMillan | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dak Prescott"": 8.0, ""George Kittle"": 7.0, ""Jameson Williams"": 15.0, ""KC Concepcion"": 5.0, ""Omar Cooper Jr."": 2.0, ""Rachaad White"": 6.0, ""Rico Dowdle"": 8.0, ""Rome Odunze"": 17.0, ""Tetairoa McMillan"": 36.0, ""Tony Pollard"": 11.0}"
baseline,4,36,buy,True,,239.0,59.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brenton Strange | Brian Thomas Jr. | Chase Brown | Isiah Pacheco | Jahmyr Gibbs | Jayden Reed | Jaylen Warren | Jordan Addison | Malik Willis | Quentin Johnston | Rachaad White | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 4.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 12.0, ""Jordan Addison"": 6.0, ""Malik Willis"": 2.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 7.0, ""Tetairoa McMillan"": 31.0}"
baseline,4,36,pass,True,,265.0,33.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Brenton Strange | Brian Thomas Jr. | Chase Brown | Isiah Pacheco | Jayden Reed | Jaylen Warren | Jordan Addison | Josh Allen | Kyren Williams | Quentin Johnston | Rachaad White,"{""Amon-Ra St. Brown"": 75.0, ""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 4.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 12.0, ""Jordan Addison"": 6.0, ""Josh Allen"": 38.0, ""Kyren Williams"": 56.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 7.0}"
baseline,4,37,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Godwin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jared Goff | Jayden Reed | Jaylen Warren | KC Concepcion | Kyren Williams | Mark Andrews | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 7.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""J.K. Dobbins"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 3.0, ""Jaylen Warren"": 16.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 49.0, ""Mark Andrews"": 2.0, ""Quentin Johnston"": 11.0}"
baseline,4,37,pass,True,,245.0,53.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Godwin Jr. | Dalton Schultz | J.K. Dobbins | Jayden Reed | Jaylen Warren | Josh Allen | KC Concepcion | Kyren Williams | Mark Andrews,"{""Amon-Ra St. Brown"": 73.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 7.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Dalton Schultz"": 2.0, ""J.K. Dobbins"": 10.0, ""Jayden Reed"": 3.0, ""Jaylen Warren"": 16.0, ""Josh Allen"": 31.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 49.0, ""Mark Andrews"": 2.0}"
baseline,4,38,buy,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Jahmyr Gibbs | Jayden Reed | Jaylen Warren | Josh Downs | Kyren Williams | Makai Lemon | Mark Andrews | Rachaad White | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 11.0, ""Josh Downs"": 7.0, ""Kyren Williams"": 55.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 3.0, ""Rachaad White"": 9.0, ""Romeo Doubs"": 2.0}"
baseline,4,38,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | David Montgomery | Jayden Reed | Jaylen Warren | Josh Allen | Josh Downs | Kyren Williams | Makai Lemon | Mark Andrews | Rachaad White | Romeo Doubs,"{""Amon-Ra St. Brown"": 67.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""David Montgomery"": 25.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 11.0, ""Josh Allen"": 38.0, ""Josh Downs"": 7.0, ""Kyren Williams"": 55.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 3.0, ""Rachaad White"": 9.0, ""Romeo Doubs"": 2.0}"
baseline,4,39,buy,True,,246.0,52.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Emanuel Wilson | Jahmyr Gibbs | Jordan Addison | Josh Downs | Kyler Murray | Mark Andrews | Quentin Johnston | Rachaad White | Terry McLaurin | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 9.0, ""Josh Downs"": 15.0, ""Kyler Murray"": 2.0, ""Mark Andrews"": 2.0, ""Quentin Johnston"": 9.0, ""Rachaad White"": 12.0, ""Terry McLaurin"": 34.0, ""Xavier Worthy"": 4.0}"
baseline,4,39,pass,True,,218.0,80.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Drake Maye | J.K. Dobbins | Jayden Reed | Jordan Addison | Josh Downs | Mark Andrews | Rachaad White | Ty Johnson | Xavier Worthy,"{""Amon-Ra St. Brown"": 80.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Drake Maye"": 23.0, ""J.K. Dobbins"": 16.0, ""Jayden Reed"": 8.0, ""Jordan Addison"": 9.0, ""Josh Downs"": 15.0, ""Mark Andrews"": 2.0, ""Rachaad White"": 12.0, ""Ty Johnson"": 2.0, ""Xavier Worthy"": 4.0}"
baseline,4,40,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | Kyren Williams | Luther Burden III | Makai Lemon | Rachaad White | T.J. Hockenson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 9.0, ""Kyren Williams"": 45.0, ""Luther Burden III"": 19.0, ""Makai Lemon"": 4.0, ""Rachaad White"": 11.0, ""T.J. Hockenson"": 2.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,40,pass,True,,227.0,71.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Christian Watson | Demond Claiborne | Jerry Jeudy | Jordan Addison | Kyler Murray | Kyren Williams | Luther Burden III | Rachaad White | T.J. Hockenson | Wan'Dale Robinson,"{""Amon-Ra St. Brown"": 77.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Demond Claiborne"": 2.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 9.0, ""Kyler Murray"": 2.0, ""Kyren Williams"": 45.0, ""Luther Burden III"": 19.0, ""Rachaad White"": 11.0, ""T.J. Hockenson"": 2.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,41,buy,True,,268.0,30.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Chase Brown | J.K. Dobbins | Jahmyr Gibbs | Jordan Addison | Kenyon Sadiq | Kyren Williams | Luther Burden III | Quentin Johnston | Romeo Doubs | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 10.0, ""Kenyon Sadiq"": 7.0, ""Kyren Williams"": 44.0, ""Luther Burden III"": 19.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 3.0, ""Tre Tucker"": 3.0}"
baseline,4,41,pass,True,,195.0,103.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | J.K. Dobbins | Jaydon Blue | Jordan Addison | Josh Allen | Kenyon Sadiq | Kyren Williams | Luther Burden III | Quentin Johnston | Romeo Doubs | Tony Pollard | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 9.0, ""Jaydon Blue"": 2.0, ""Jordan Addison"": 10.0, ""Josh Allen"": 34.0, ""Kenyon Sadiq"": 7.0, ""Kyren Williams"": 44.0, ""Luther Burden III"": 19.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 3.0, ""Tony Pollard"": 15.0, ""Tre Tucker"": 3.0}"
baseline,4,42,buy,True,,274.0,24.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Juwan Johnson | Kyren Williams | Luther Burden III | Patrick Mahomes | Quentin Johnston | Rachaad White | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 3.0, ""Juwan Johnson"": 2.0, ""Kyren Williams"": 54.0, ""Luther Burden III"": 16.0, ""Patrick Mahomes"": 2.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 9.0, ""Rome Odunze"": 16.0}"
baseline,4,42,pass,True,,178.0,120.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Jake Ferguson | Joe Burrow | Jordan Addison | Kyren Williams | Luther Burden III | Quentin Johnston | Rachaad White | Rico Dowdle | Rome Odunze | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Jake Ferguson"": 7.0, ""Joe Burrow"": 11.0, ""Jordan Addison"": 3.0, ""Kyren Williams"": 54.0, ""Luther Burden III"": 16.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 9.0, ""Rome Odunze"": 16.0, ""Zachariah Branch"": 2.0}"
baseline,4,43,buy,True,,263.0,35.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Courtland Sutton | J.K. Dobbins | Jahmyr Gibbs | Jake Ferguson | Jayden Reed | Jordan Addison | Josh Downs | Kyren Williams | Makai Lemon | Matthew Stafford | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 7.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 10.0, ""Jayden Reed"": 8.0, ""Jordan Addison"": 7.0, ""Josh Downs"": 4.0, ""Kyren Williams"": 44.0, ""Makai Lemon"": 2.0, ""Matthew Stafford"": 5.0, ""Rico Dowdle"": 12.0}"
baseline,4,43,pass,True,,239.0,59.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | J.K. Dobbins | Jayden Reed | Jaylen Warren | Josh Downs | Kyren Williams | Makai Lemon | Omar Cooper Jr. | Rico Dowdle | Sam Darnold | Tyler Warren,"{""Amon-Ra St. Brown"": 68.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 9.0, ""Jayden Reed"": 8.0, ""Jaylen Warren"": 19.0, ""Josh Downs"": 4.0, ""Kyren Williams"": 44.0, ""Makai Lemon"": 2.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 12.0, ""Sam Darnold"": 3.0, ""Tyler Warren"": 23.0}"
baseline,4,44,buy,True,,271.0,27.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Kyren Williams | Matthew Stafford | Quentin Johnston | Rachaad White | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 7.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 9.0, ""Jordan Addison"": 5.0, ""Kyren Williams"": 52.0, ""Matthew Stafford"": 2.0, ""Quentin Johnston"": 11.0, ""Rachaad White"": 10.0, ""Rico Dowdle"": 8.0}"
baseline,4,44,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jayden Reed | Jerry Jeudy | Jordan Addison | Josh Allen | Kyren Williams | Rachaad White | Rico Dowdle,"{""Amon-Ra St. Brown"": 68.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 7.0, ""Deebo Samuel Sr."": 2.0, ""Jayden Reed"": 9.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 5.0, ""Josh Allen"": 36.0, ""Kyren Williams"": 52.0, ""Rachaad White"": 10.0, ""Rico Dowdle"": 8.0}"
baseline,4,45,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Schultz | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Josh Downs | KC Concepcion | Kyren Williams | Matthew Stafford | Michael Pittman | Quentin Johnston | Rachaad White,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""George Kittle"": 11.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 5.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 45.0, ""Matthew Stafford"": 7.0, ""Michael Pittman"": 6.0, ""Quentin Johnston"": 5.0, ""Rachaad White"": 6.0}"
baseline,4,45,pass,True,,240.0,58.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Dalton Schultz | J.K. Dobbins | Josh Allen | Josh Downs | KC Concepcion | Kyren Williams | Michael Pittman | Quentin Johnston | Rachaad White,"{""Amon-Ra St. Brown"": 72.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dalton Schultz"": 2.0, ""J.K. Dobbins"": 12.0, ""Josh Allen"": 37.0, ""Josh Downs"": 5.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 45.0, ""Michael Pittman"": 6.0, ""Quentin Johnston"": 5.0, ""Rachaad White"": 6.0}"
baseline,4,46,buy,True,,236.0,62.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | DK Metcalf | Isaiah Likely | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Kaytron Allen | Ladd McConkey | Matthew Stafford | Rashid Shaheed | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 2.0, ""Kaytron Allen"": 2.0, ""Ladd McConkey"": 26.0, ""Matthew Stafford"": 4.0, ""Rashid Shaheed"": 2.0, ""Rico Dowdle"": 10.0}"
baseline,4,46,pass,True,,194.0,104.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Isaiah Likely | Jaylen Warren | Jordan Addison | Josh Allen | Kaytron Allen | Kyle Monangai | Rashid Shaheed | Rico Dowdle | Xavier Worthy,"{""Amon-Ra St. Brown"": 69.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 5.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 2.0, ""Josh Allen"": 28.0, ""Kaytron Allen"": 2.0, ""Kyle Monangai"": 6.0, ""Rashid Shaheed"": 2.0, ""Rico Dowdle"": 10.0, ""Xavier Worthy"": 3.0}"
baseline,4,47,buy,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jameson Williams | Josh Downs | Justin Jefferson | Mike Washington Jr. | Pat Bryant | Quentin Johnston | Rachaad White | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Josh Downs"": 4.0, ""Justin Jefferson"": 58.0, ""Mike Washington Jr."": 2.0, ""Pat Bryant"": 2.0, ""Quentin Johnston"": 7.0, ""Rachaad White"": 3.0, ""Terrance Ferguson"": 7.0}"
baseline,4,47,pass,True,,216.0,82.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Jameson Williams | Jayden Reed | Jonathon Brooks | Josh Allen | Josh Downs | Mike Washington Jr. | Pat Bryant | Quentin Johnston | Rachaad White | Terrance Ferguson,"{""Amon-Ra St. Brown"": 73.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jameson Williams"": 15.0, ""Jayden Reed"": 4.0, ""Jonathon Brooks"": 19.0, ""Josh Allen"": 35.0, ""Josh Downs"": 4.0, ""Mike Washington Jr."": 2.0, ""Pat Bryant"": 2.0, ""Quentin Johnston"": 7.0, ""Rachaad White"": 3.0, ""Terrance Ferguson"": 7.0}"
