arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,4,33,pass,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Josh Downs | Justin Herbert | Kyren Williams | Rachaad White | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 13.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jordan Addison"": 9.0, ""Josh Downs"": 3.0, ""Justin Herbert"": 2.0, ""Kyren Williams"": 48.0, ""Rachaad White"": 6.0, ""Rome Odunze"": 16.0}"
baseline,4,34,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brian Thomas Jr. | Caleb Williams | Chase Brown | Chris Godwin Jr. | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jaylin Noel | Kimani Vidal | Makai Lemon | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brian Thomas Jr."": 8.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaylin Noel"": 2.0, ""Kimani Vidal"": 2.0, ""Makai Lemon"": 3.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,34,pass,True,,218.0,80.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Brian Thomas Jr. | Brock Purdy | Chase Brown | Christian Watson | Courtland Sutton | Harold Fannin Jr. | Jahmyr Gibbs | Jake Ferguson | Jaylin Noel | Jordan Addison | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 10.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Courtland Sutton"": 8.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 3.0, ""Jaylin Noel"": 2.0, ""Jordan Addison"": 9.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,35,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Jahmyr Gibbs | Jaxson Dart | Jordyn Tyson | Josh Downs | KC Concepcion | Kaelon Black | Omar Cooper Jr. | Ryan Flournoy,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jordyn Tyson"": 8.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 5.0, ""Kaelon Black"": 2.0, ""Omar Cooper Jr."": 2.0, ""Ryan Flournoy"": 2.0}"
baseline,4,35,pass,True,,273.0,25.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | Christian Watson | Dak Prescott | Emeka Egbuka | Jahmyr Gibbs | Jameson Williams | Jordyn Tyson | KC Concepcion | Mark Andrews | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 4.0, ""Christian Watson"": 14.0, ""Dak Prescott"": 8.0, ""Emeka Egbuka"": 31.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Jordyn Tyson"": 8.0, ""KC Concepcion"": 5.0, ""Mark Andrews"": 8.0, ""Rico Dowdle"": 8.0, ""Rome Odunze"": 17.0}"
baseline,4,36,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Brian Robinson | Chase Brown | Devaughn Vele | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Josh Downs | KC Concepcion | Nicholas Singleton | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 4.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 2.0, ""Nicholas Singleton"": 2.0, ""Trevor Lawrence"": 7.0}"
baseline,4,36,pass,True,,239.0,59.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brenton Strange | Brian Thomas Jr. | Chase Brown | Isiah Pacheco | Jahmyr Gibbs | Jayden Reed | Jaylen Warren | Jordan Addison | Malik Willis | Quentin Johnston | Rachaad White | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 4.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 12.0, ""Jordan Addison"": 6.0, ""Malik Willis"": 2.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 7.0, ""Tetairoa McMillan"": 31.0}"
baseline,4,37,buy,True,,286.0,12.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Isaiah Likely | Jahmyr Gibbs | Jared Goff | Jayden Reed | KC Concepcion | Mark Andrews | Romeo Doubs | Ryan Flournoy | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Isaiah Likely"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 3.0, ""Mark Andrews"": 2.0, ""Romeo Doubs"": 2.0, ""Ryan Flournoy"": 2.0, ""Tre Tucker"": 2.0}"
baseline,4,37,pass,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Godwin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jared Goff | Jayden Reed | Jaylen Warren | KC Concepcion | Kyren Williams | Mark Andrews | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 7.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""J.K. Dobbins"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 3.0, ""Jaylen Warren"": 16.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 49.0, ""Mark Andrews"": 2.0, ""Quentin Johnston"": 11.0}"
baseline,4,38,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Caleb Williams | Chase Brown | Emmett Johnson | Jahmyr Gibbs | Jayden Reed | Josh Downs | KC Concepcion | Makai Lemon | Mark Andrews | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 3.0, ""Caleb Williams"": 7.0, ""Chase Brown"": 34.0, ""Emmett Johnson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 3.0, ""Romeo Doubs"": 2.0}"
baseline,4,38,pass,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Jahmyr Gibbs | Jayden Reed | Jaylen Warren | Josh Downs | Kyren Williams | Makai Lemon | Mark Andrews | Rachaad White | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 11.0, ""Josh Downs"": 7.0, ""Kyren Williams"": 55.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 3.0, ""Rachaad White"": 9.0, ""Romeo Doubs"": 2.0}"
baseline,4,39,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Emanuel Wilson | Jahmyr Gibbs | Jalen McMillan | Jonah Coleman | Makai Lemon | Mark Andrews | Travis Kelce | Tyler Shough | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 9.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jonah Coleman"": 2.0, ""Makai Lemon"": 7.0, ""Mark Andrews"": 2.0, ""Travis Kelce"": 6.0, ""Tyler Shough"": 2.0, ""Xavier Worthy"": 4.0}"
baseline,4,39,pass,True,,251.0,47.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Chase Brown | Christian Watson | Dalton Kincaid | DeVonta Smith | Emanuel Wilson | Jahmyr Gibbs | Jordan Addison | Josh Downs | Kyler Murray | Rachaad White | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Dalton Kincaid"": 5.0, ""DeVonta Smith"": 33.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 9.0, ""Josh Downs"": 15.0, ""Kyler Murray"": 2.0, ""Rachaad White"": 12.0, ""Xavier Worthy"": 4.0}"
baseline,4,40,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | KC Concepcion | Kimani Vidal | Romeo Doubs | T.J. Hockenson | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 9.0, ""KC Concepcion"": 5.0, ""Kimani Vidal"": 2.0, ""Romeo Doubs"": 3.0, ""T.J. Hockenson"": 2.0, ""Wan'Dale Robinson"": 3.0, ""Xavier Worthy"": 6.0}"
baseline,4,40,pass,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | Kyren Williams | Luther Burden III | Makai Lemon | Rachaad White | T.J. Hockenson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 9.0, ""Kyren Williams"": 45.0, ""Luther Burden III"": 19.0, ""Makai Lemon"": 4.0, ""Rachaad White"": 11.0, ""T.J. Hockenson"": 2.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,41,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Jahmyr Gibbs | Jordan James | Kimani Vidal | Quentin Johnston | Romeo Doubs | Ryan Flournoy | Stefon Diggs | T.J. Hockenson | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jordan James"": 4.0, ""Kimani Vidal"": 2.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 3.0, ""Ryan Flournoy"": 2.0, ""Stefon Diggs"": 7.0, ""T.J. Hockenson"": 2.0, ""Tre Tucker"": 3.0}"
baseline,4,41,pass,True,,268.0,30.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Chase Brown | J.K. Dobbins | Jahmyr Gibbs | Jordan Addison | Kenyon Sadiq | Kyren Williams | Luther Burden III | Quentin Johnston | Romeo Doubs | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 10.0, ""Kenyon Sadiq"": 7.0, ""Kyren Williams"": 44.0, ""Luther Burden III"": 19.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 3.0, ""Tre Tucker"": 3.0}"
baseline,4,42,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Justin Herbert | Juwan Johnson | Khalil Shakir | Pat Bryant | Quentin Johnston | Zach Charbonnet | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 3.0, ""Justin Herbert"": 5.0, ""Juwan Johnson"": 2.0, ""Khalil Shakir"": 5.0, ""Pat Bryant"": 2.0, ""Quentin Johnston"": 8.0, ""Zach Charbonnet"": 5.0, ""Zachariah Branch"": 2.0}"
baseline,4,42,pass,True,,275.0,23.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Juwan Johnson | Kyren Williams | Luther Burden III | Patrick Mahomes | Quentin Johnston | Rachaad White | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 3.0, ""Juwan Johnson"": 2.0, ""Kyren Williams"": 55.0, ""Luther Burden III"": 16.0, ""Patrick Mahomes"": 2.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 9.0, ""Rome Odunze"": 16.0}"
baseline,4,43,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Dak Prescott | Denzel Boston | Dylan Sampson | Jahmyr Gibbs | Jayden Reed | Josh Downs | Makai Lemon | MarShawn Lloyd | Pat Freiermuth,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Denzel Boston"": 4.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 8.0, ""Josh Downs"": 4.0, ""Makai Lemon"": 2.0, ""MarShawn Lloyd"": 2.0, ""Pat Freiermuth"": 2.0}"
baseline,4,43,pass,True,,263.0,35.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Courtland Sutton | J.K. Dobbins | Jahmyr Gibbs | Jake Ferguson | Jayden Reed | Jordan Addison | Josh Downs | Kyren Williams | Makai Lemon | Matthew Stafford | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 7.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 10.0, ""Jayden Reed"": 8.0, ""Jordan Addison"": 7.0, ""Josh Downs"": 4.0, ""Kyren Williams"": 44.0, ""Makai Lemon"": 2.0, ""Matthew Stafford"": 5.0, ""Rico Dowdle"": 12.0}"
baseline,4,44,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | KC Concepcion | Matthew Golden | Matthew Stafford | Rachaad White | Terrance Ferguson | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 5.0, ""KC Concepcion"": 2.0, ""Matthew Golden"": 6.0, ""Matthew Stafford"": 2.0, ""Rachaad White"": 10.0, ""Terrance Ferguson"": 2.0, ""Tyrone Tracy Jr."": 5.0}"
baseline,4,44,pass,True,,271.0,27.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Kyren Williams | Matthew Stafford | Quentin Johnston | Rachaad White | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 7.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 9.0, ""Jordan Addison"": 5.0, ""Kyren Williams"": 52.0, ""Matthew Stafford"": 2.0, ""Quentin Johnston"": 11.0, ""Rachaad White"": 10.0, ""Rico Dowdle"": 8.0}"
baseline,4,45,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Schultz | De'Zhaun Stribling | Jahmyr Gibbs | Jared Goff | Jayden Reed | Jerry Jeudy | Josh Downs | Justice Hill | Quentin Johnston | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""De'Zhaun Stribling"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 3.0, ""Jayden Reed"": 11.0, ""Jerry Jeudy"": 3.0, ""Josh Downs"": 5.0, ""Justice Hill"": 2.0, ""Quentin Johnston"": 5.0, ""Samaje Perine"": 2.0}"
baseline,4,45,pass,True,,248.0,50.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Josh Downs | KC Concepcion | Kyren Williams | Matthew Stafford | Michael Pittman | Quentin Johnston | Rachaad White | Romeo Doubs | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 5.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 45.0, ""Matthew Stafford"": 7.0, ""Michael Pittman"": 6.0, ""Quentin Johnston"": 5.0, ""Rachaad White"": 6.0, ""Romeo Doubs"": 3.0, ""Samaje Perine"": 2.0}"
baseline,4,46,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jalen Hurts | Jordan Addison | Kaytron Allen | Khalil Shakir | Rashid Shaheed | Romeo Doubs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 14.0, ""Jordan Addison"": 2.0, ""Kaytron Allen"": 2.0, ""Khalil Shakir"": 5.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 3.0, ""Xavier Worthy"": 3.0}"
baseline,4,46,pass,True,,236.0,62.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | DK Metcalf | Isaiah Likely | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Kaytron Allen | Ladd McConkey | Matthew Stafford | Rashid Shaheed | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 2.0, ""Kaytron Allen"": 2.0, ""Ladd McConkey"": 26.0, ""Matthew Stafford"": 4.0, ""Rashid Shaheed"": 2.0, ""Rico Dowdle"": 10.0}"
baseline,4,47,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chris Godwin Jr. | Emmett Johnson | Jahmyr Gibbs | Jayden Reed | Josh Downs | Mark Andrews | Romeo Doubs | Tre Tucker | Tyjae Spears,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 11.0, ""Emmett Johnson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Josh Downs"": 4.0, ""Mark Andrews"": 2.0, ""Romeo Doubs"": 2.0, ""Tre Tucker"": 2.0, ""Tyjae Spears"": 5.0}"
baseline,4,47,pass,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jameson Williams | Josh Downs | Justin Jefferson | Mike Washington Jr. | Pat Bryant | Quentin Johnston | Rachaad White | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Josh Downs"": 4.0, ""Justin Jefferson"": 58.0, ""Mike Washington Jr."": 2.0, ""Pat Bryant"": 2.0, ""Quentin Johnston"": 7.0, ""Rachaad White"": 3.0, ""Terrance Ferguson"": 7.0}"
