arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,0,buy,True,,248.0,50.0,0,0,0,0,0,0,0.0,Alec Pierce | Alvin Kamara | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | DK Metcalf | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Kyle Pitts | Patrick Mahomes | TreVeyon Henderson,"{""Alec Pierce"": 7.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""D'Andre Swift"": 33.0, ""DK Metcalf"": 9.0, ""Jahmyr Gibbs"": 108.0, ""Jake Ferguson"": 5.0, ""Jakobi Meyers"": 8.0, ""Kyle Pitts"": 4.0, ""Patrick Mahomes"": 2.0, ""TreVeyon Henderson"": 21.0}"
baseline,14,35,buy,True,,275.0,23.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bucky Irving | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jaylen Waddle | Jerry Jeudy | Jordan Addison | Josh Downs | Mark Andrews | Rashid Shaheed | TreVeyon Henderson | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 31.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 19.0, ""Jaylen Waddle"": 26.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 5.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 27.0, ""Trevor Lawrence"": 2.0}"
baseline,14,35,pass,True,,236.0,62.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Jaylen Waddle | Jerry Jeudy | Jordan Addison | Josh Downs | Rashid Shaheed | Tony Pollard | TreVeyon Henderson | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 75.0, ""Harold Fannin Jr."": 12.0, ""Jameson Williams"": 19.0, ""Jaylen Waddle"": 26.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 5.0, ""Rashid Shaheed"": 2.0, ""Tony Pollard"": 15.0, ""TreVeyon Henderson"": 27.0, ""Trevor Lawrence"": 2.0}"
baseline,14,36,buy,True,,278.0,20.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Jadarian Price | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | KC Concepcion | Makai Lemon | Rome Odunze | Sam LaPorta | Tony Pollard | TreVeyon Henderson,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jadarian Price"": 21.0, ""Jahmyr Gibbs"": 108.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 9.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 8.0, ""Rome Odunze"": 26.0, ""Sam LaPorta"": 5.0, ""Tony Pollard"": 11.0, ""TreVeyon Henderson"": 20.0}"
baseline,14,36,pass,True,,156.0,142.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brenton Strange | Chase Brown | Jadarian Price | Jalen Hurts | Justice Hill | KC Concepcion | Makai Lemon | Quentin Johnston | Tony Pollard | TreVeyon Henderson | Xavier Worthy,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Jadarian Price"": 21.0, ""Jalen Hurts"": 12.0, ""Justice Hill"": 5.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 8.0, ""Quentin Johnston"": 14.0, ""Tony Pollard"": 11.0, ""TreVeyon Henderson"": 20.0, ""Xavier Worthy"": 5.0}"
baseline,14,37,buy,True,,250.0,48.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jaxson Dart | KC Concepcion | Makai Lemon | Matthew Golden | Rico Dowdle | Rome Odunze | Tee Higgins | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 108.0, ""Jalen McMillan"": 2.0, ""Jaxson Dart"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 2.0, ""Rico Dowdle"": 17.0, ""Rome Odunze"": 21.0, ""Tee Higgins"": 25.0, ""Tony Pollard"": 17.0}"
baseline,14,37,pass,True,,157.0,141.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brenton Strange | Brian Thomas Jr. | Chase Brown | Dalton Schultz | Jaxson Dart | KC Concepcion | Makai Lemon | Matthew Golden | Rico Dowdle | Rome Odunze | Tee Higgins | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 2.0, ""Brian Thomas Jr."": 17.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Jaxson Dart"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 2.0, ""Rico Dowdle"": 17.0, ""Rome Odunze"": 21.0, ""Tee Higgins"": 25.0, ""Tony Pollard"": 17.0}"
baseline,14,38,buy,True,,274.0,24.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | George Kittle | Jahmyr Gibbs | Jalen Hurts | Makai Lemon | Matthew Golden | Rico Dowdle | Rome Odunze | Romeo Doubs | Tony Pollard | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 13.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jalen Hurts"": 12.0, ""Makai Lemon"": 7.0, ""Matthew Golden"": 3.0, ""Rico Dowdle"": 17.0, ""Rome Odunze"": 25.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 17.0, ""TreVeyon Henderson"": 23.0}"
baseline,14,38,pass,True,,202.0,96.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Emeka Egbuka | George Kittle | Jalen Hurts | Makai Lemon | Matthew Golden | Rico Dowdle | Romeo Doubs | Tony Pollard | Tre Harris | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 27.0, ""Emeka Egbuka"": 40.0, ""George Kittle"": 2.0, ""Jalen Hurts"": 12.0, ""Makai Lemon"": 7.0, ""Matthew Golden"": 3.0, ""Rico Dowdle"": 17.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 17.0, ""Tre Harris"": 2.0, ""Zay Flowers"": 28.0}"
baseline,14,39,buy,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Josh Downs | Makai Lemon | Mark Andrews | Rhamondre Stevenson | Tetairoa McMillan | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 4.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 108.0, ""Jalen Hurts"": 13.0, ""Jameson Williams"": 16.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 7.0, ""Mark Andrews"": 2.0, ""Rhamondre Stevenson"": 16.0, ""Tetairoa McMillan"": 26.0, ""Tony Pollard"": 17.0}"
baseline,14,39,pass,True,,218.0,80.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | De'Von Achane | J.K. Dobbins | Jalen Hurts | Josh Downs | Luther Burden III | Makai Lemon | Mark Andrews | Tetairoa McMillan | Tony Pollard | Tre Harris,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 4.0, ""De'Von Achane"": 74.0, ""J.K. Dobbins"": 9.0, ""Jalen Hurts"": 13.0, ""Josh Downs"": 3.0, ""Luther Burden III"": 16.0, ""Makai Lemon"": 7.0, ""Mark Andrews"": 2.0, ""Tetairoa McMillan"": 26.0, ""Tony Pollard"": 17.0, ""Tre Harris"": 2.0}"
baseline,14,40,buy,True,,268.0,30.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Emeka Egbuka | George Kittle | Hunter Henry | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Rome Odunze | TreVeyon Henderson,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Emeka Egbuka"": 26.0, ""George Kittle"": 2.0, ""Hunter Henry"": 2.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 108.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 5.0, ""Rome Odunze"": 19.0, ""TreVeyon Henderson"": 28.0}"
baseline,14,40,pass,True,,246.0,52.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Emeka Egbuka | George Kittle | Hunter Henry | Jacory Croskey-Merritt | Jalen Hurts | Jayden Reed | Jaylen Warren | Jonathan Taylor | Tee Higgins,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Emeka Egbuka"": 26.0, ""George Kittle"": 2.0, ""Hunter Henry"": 2.0, ""Jacory Croskey-Merritt"": 8.0, ""Jalen Hurts"": 12.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 14.0, ""Jonathan Taylor"": 95.0, ""Tee Higgins"": 24.0}"
baseline,14,41,buy,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jayden Reed | Jaylin Noel | Terry McLaurin | Travis Kelce | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 13.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 9.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 5.0, ""Jaylin Noel"": 2.0, ""Terry McLaurin"": 47.0, ""Travis Kelce"": 4.0, ""TreVeyon Henderson"": 24.0}"
baseline,14,41,pass,True,,160.0,138.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Dylan Sampson | George Kittle | Jakobi Meyers | Jaxson Dart | Jayden Reed | KC Concepcion | Rico Dowdle | Tank Bigsby | Terry McLaurin | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 13.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jakobi Meyers"": 9.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 5.0, ""KC Concepcion"": 8.0, ""Rico Dowdle"": 18.0, ""Tank Bigsby"": 2.0, ""Terry McLaurin"": 47.0, ""Travis Kelce"": 4.0}"
baseline,14,42,buy,True,,253.0,45.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Dylan Sampson | Jahmyr Gibbs | Jalen Hurts | KC Concepcion | Makai Lemon | Mark Andrews | Matthew Golden | Rome Odunze | Tony Pollard | TreVeyon Henderson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jalen Hurts"": 9.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 9.0, ""Mark Andrews"": 6.0, ""Matthew Golden"": 2.0, ""Rome Odunze"": 21.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 25.0}"
baseline,14,42,pass,True,,204.0,94.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Drake London | Dylan Sampson | Emmett Johnson | Jalen Hurts | Juwan Johnson | KC Concepcion | Matthew Golden | Tetairoa McMillan | Tony Pollard | TreVeyon Henderson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Drake London"": 50.0, ""Dylan Sampson"": 2.0, ""Emmett Johnson"": 2.0, ""Jalen Hurts"": 9.0, ""Juwan Johnson"": 3.0, ""KC Concepcion"": 3.0, ""Matthew Golden"": 2.0, ""Tetairoa McMillan"": 40.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 25.0}"
baseline,14,43,buy,True,,278.0,20.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | Jahmyr Gibbs | KC Concepcion | Ladd McConkey | Makai Lemon | Mark Andrews | Omar Cooper Jr. | Rico Dowdle | Rome Odunze | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Dak Prescott"": 6.0, ""Jahmyr Gibbs"": 108.0, ""KC Concepcion"": 3.0, ""Ladd McConkey"": 45.0, ""Makai Lemon"": 6.0, ""Mark Andrews"": 2.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 16.0, ""Rome Odunze"": 19.0, ""TreVeyon Henderson"": 19.0}"
baseline,14,43,pass,True,,273.0,25.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | Drake London | Emeka Egbuka | Jonathan Taylor | KC Concepcion | Makai Lemon | Mark Andrews | Omar Cooper Jr. | Rico Dowdle | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Dak Prescott"": 6.0, ""Drake London"": 53.0, ""Emeka Egbuka"": 31.0, ""Jonathan Taylor"": 83.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 6.0, ""Mark Andrews"": 2.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 16.0, ""TreVeyon Henderson"": 19.0}"
baseline,14,44,buy,True,,250.0,48.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jaxson Dart | Rico Dowdle | Romeo Doubs | Tony Pollard | Tre Tucker | TreVeyon Henderson | Wan'Dale Robinson,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 108.0, ""Jaxson Dart"": 5.0, ""Rico Dowdle"": 13.0, ""Romeo Doubs"": 4.0, ""Tony Pollard"": 18.0, ""Tre Tucker"": 2.0, ""TreVeyon Henderson"": 22.0, ""Wan'Dale Robinson"": 11.0}"
baseline,14,44,pass,True,,246.0,52.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Dalton Schultz | Emeka Egbuka | Jaxson Dart | Jonathan Taylor | Pat Bryant | Rico Dowdle | Romeo Doubs | Tony Pollard | Tre Tucker | TreVeyon Henderson,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Emeka Egbuka"": 31.0, ""Jaxson Dart"": 5.0, ""Jonathan Taylor"": 86.0, ""Pat Bryant"": 4.0, ""Rico Dowdle"": 13.0, ""Romeo Doubs"": 4.0, ""Tony Pollard"": 18.0, ""Tre Tucker"": 2.0, ""TreVeyon Henderson"": 22.0}"
baseline,14,45,buy,True,,244.0,54.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jayden Reed | Rhamondre Stevenson | Rome Odunze | Romeo Doubs | Stefon Diggs | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 108.0, ""Jayden Reed"": 5.0, ""Rhamondre Stevenson"": 13.0, ""Rome Odunze"": 27.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""TreVeyon Henderson"": 26.0, ""Xavier Worthy"": 2.0}"
baseline,14,45,pass,True,,216.0,82.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Schultz | Jacory Croskey-Merritt | Jalen Nailor | Jayden Reed | Jonathan Taylor | Rhamondre Stevenson | Rome Odunze | Romeo Doubs | Stefon Diggs | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""Dalton Schultz"": 6.0, ""Jacory Croskey-Merritt"": 11.0, ""Jalen Nailor"": 2.0, ""Jayden Reed"": 5.0, ""Jonathan Taylor"": 96.0, ""Rhamondre Stevenson"": 13.0, ""Rome Odunze"": 27.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""Tre Tucker"": 2.0}"
baseline,14,46,buy,True,,217.0,81.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Chase Brown | Davante Adams | De'Zhaun Stribling | George Kittle | Jahmyr Gibbs | Jayden Reed | Makai Lemon | Rashid Shaheed | Tony Pollard | Trevor Lawrence | Zachariah Branch,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Davante Adams"": 23.0, ""De'Zhaun Stribling"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jayden Reed"": 8.0, ""Makai Lemon"": 3.0, ""Rashid Shaheed"": 3.0, ""Tony Pollard"": 14.0, ""Trevor Lawrence"": 3.0, ""Zachariah Branch"": 2.0}"
baseline,14,46,pass,True,,245.0,53.0,0,0,0,0,0,0,0.0,Alvin Kamara | Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | De'Zhaun Stribling | Emeka Egbuka | George Kittle | Makai Lemon | Rashid Shaheed | Saquon Barkley | Tony Pollard | Trevor Lawrence | Zachariah Branch,"{""Alvin Kamara"": 3.0, ""Amon-Ra St. Brown"": 66.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Emeka Egbuka"": 40.0, ""George Kittle"": 2.0, ""Makai Lemon"": 3.0, ""Rashid Shaheed"": 3.0, ""Saquon Barkley"": 61.0, ""Tony Pollard"": 14.0, ""Trevor Lawrence"": 3.0, ""Zachariah Branch"": 2.0}"
baseline,14,47,buy,True,,237.0,61.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Luther Burden III | Makai Lemon | RJ Harvey | Rhamondre Stevenson | Rome Odunze | Woody Marks,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 108.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 4.0, ""Luther Burden III"": 18.0, ""Makai Lemon"": 6.0, ""RJ Harvey"": 7.0, ""Rhamondre Stevenson"": 17.0, ""Rome Odunze"": 16.0, ""Woody Marks"": 3.0}"
baseline,14,47,pass,True,,152.0,146.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Cade Otton | Chase Brown | Dalton Kincaid | Jaxson Dart | Jayden Reed | Ladd McConkey | Luther Burden III | Makai Lemon | RJ Harvey | Rome Odunze | Woody Marks,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 10.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 4.0, ""Ladd McConkey"": 33.0, ""Luther Burden III"": 18.0, ""Makai Lemon"": 6.0, ""RJ Harvey"": 7.0, ""Rome Odunze"": 16.0, ""Woody Marks"": 3.0}"
