arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,0,buy,True,,248.0,50.0,0,0,0,0,0,0,0.0,Alec Pierce | Alvin Kamara | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | DK Metcalf | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Kyle Pitts | Patrick Mahomes | TreVeyon Henderson,"{""Alec Pierce"": 7.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""D'Andre Swift"": 33.0, ""DK Metcalf"": 9.0, ""Jahmyr Gibbs"": 108.0, ""Jake Ferguson"": 5.0, ""Jakobi Meyers"": 8.0, ""Kyle Pitts"": 4.0, ""Patrick Mahomes"": 2.0, ""TreVeyon Henderson"": 21.0}"
baseline,14,5,pass,True,,249.0,49.0,0,0,0,0,0,0,0.0,A.J. Brown | Bhayshul Tuten | Bucky Irving | Carnell Tate | Chase Brown | Christian Watson | D'Andre Swift | DK Metcalf | Dalton Kincaid | Jayden Daniels | Jordan James | Luther Burden III | Tony Pollard,"{""A.J. Brown"": 46.0, ""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 33.0, ""Carnell Tate"": 13.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""D'Andre Swift"": 37.0, ""DK Metcalf"": 9.0, ""Dalton Kincaid"": 2.0, ""Jayden Daniels"": 13.0, ""Jordan James"": 2.0, ""Luther Burden III"": 17.0, ""Tony Pollard"": 19.0}"
baseline,14,6,buy,True,,263.0,35.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | D'Andre Swift | Dalton Kincaid | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Daniels | Jordan Addison | KC Concepcion | Michael Wilson | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 34.0, ""Dalton Kincaid"": 8.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 108.0, ""Jayden Daniels"": 12.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 2.0, ""Michael Wilson"": 11.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 4.0}"
baseline,14,6,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Dalton Kincaid | DeVonta Smith | Harold Fannin Jr. | Jayden Daniels | Jaylen Warren | Jordan Addison | Malik Nabers | Michael Wilson | Tetairoa McMillan | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 34.0, ""Dalton Kincaid"": 8.0, ""DeVonta Smith"": 33.0, ""Harold Fannin Jr."": 3.0, ""Jayden Daniels"": 12.0, ""Jaylen Warren"": 17.0, ""Jordan Addison"": 4.0, ""Malik Nabers"": 36.0, ""Michael Wilson"": 11.0, ""Tetairoa McMillan"": 28.0, ""Tony Pollard"": 23.0}"
baseline,14,7,buy,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Jacory Croskey-Merritt | Jahmyr Gibbs | Jakobi Meyers | Jayden Daniels | Jordan Addison | Michael Pittman | Michael Wilson | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""D'Andre Swift"": 24.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 6.0, ""Jayden Daniels"": 11.0, ""Jordan Addison"": 4.0, ""Michael Pittman"": 7.0, ""Michael Wilson"": 11.0, ""Sam LaPorta"": 6.0, ""Tony Pollard"": 23.0}"
baseline,14,7,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Derrick Henry | Emeka Egbuka | Jacory Croskey-Merritt | Jakobi Meyers | Jayden Daniels | Jordan Addison | Michael Wilson | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""D'Andre Swift"": 24.0, ""Derrick Henry"": 62.0, ""Emeka Egbuka"": 30.0, ""Jacory Croskey-Merritt"": 6.0, ""Jakobi Meyers"": 6.0, ""Jayden Daniels"": 11.0, ""Jordan Addison"": 4.0, ""Michael Wilson"": 11.0, ""Sam LaPorta"": 6.0, ""Tony Pollard"": 23.0}"
baseline,14,8,buy,True,,232.0,66.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Deebo Samuel Sr. | Denzel Boston | George Kittle | Jahmyr Gibbs | Jordan Addison | Justin Herbert | Marvin Harrison Jr. | Michael Wilson | RJ Harvey | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Deebo Samuel Sr."": 4.0, ""Denzel Boston"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jordan Addison"": 3.0, ""Justin Herbert"": 3.0, ""Marvin Harrison Jr."": 16.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 10.0, ""Tony Pollard"": 16.0}"
baseline,14,8,pass,True,,228.0,70.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Denzel Boston | Derrick Henry | George Kittle | Jameson Williams | Jordan Addison | Justin Herbert | Michael Wilson | RJ Harvey | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""D'Andre Swift"": 37.0, ""Denzel Boston"": 3.0, ""Derrick Henry"": 64.0, ""George Kittle"": 2.0, ""Jameson Williams"": 23.0, ""Jordan Addison"": 3.0, ""Justin Herbert"": 3.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 10.0, ""Tony Pollard"": 16.0}"
baseline,14,9,buy,True,,250.0,48.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | D'Andre Swift | DK Metcalf | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Lamar Jackson | Marvin Harrison Jr. | Matthew Golden | Quentin Johnston | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""D'Andre Swift"": 33.0, ""DK Metcalf"": 7.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 5.0, ""Lamar Jackson"": 10.0, ""Marvin Harrison Jr."": 9.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 4.0, ""Tony Pollard"": 12.0}"
baseline,14,9,pass,True,,247.0,51.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | CeeDee Lamb | Chase Brown | Chuba Hubbard | D'Andre Swift | DK Metcalf | Emeka Egbuka | George Kittle | Isiah Pacheco | Lamar Jackson | Marvin Harrison Jr. | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 21.0, ""CeeDee Lamb"": 63.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""D'Andre Swift"": 33.0, ""DK Metcalf"": 7.0, ""Emeka Egbuka"": 30.0, ""George Kittle"": 6.0, ""Isiah Pacheco"": 2.0, ""Lamar Jackson"": 10.0, ""Marvin Harrison Jr."": 9.0, ""Tony Pollard"": 12.0}"
baseline,14,10,buy,True,,254.0,44.0,0,0,0,0,0,0,0.0,A.J. Brown | Alec Pierce | Alvin Kamara | Bhayshul Tuten | Brock Purdy | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Khalil Shakir | Kyle Pitts | Pat Freiermuth | Rhamondre Stevenson,"{""A.J. Brown"": 43.0, ""Alec Pierce"": 7.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 6.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 5.0, ""Jaylen Warren"": 15.0, ""Khalil Shakir"": 3.0, ""Kyle Pitts"": 4.0, ""Pat Freiermuth"": 2.0, ""Rhamondre Stevenson"": 14.0}"
baseline,14,10,pass,True,,170.0,128.0,0,0,0,0,0,0,0.0,A.J. Brown | Alec Pierce | Alvin Kamara | Bhayshul Tuten | Brock Purdy | Chase Brown | Jacory Croskey-Merritt | Jakobi Meyers | Jameson Williams | Jaylen Warren | Khalil Shakir | Kyle Pitts | Rhamondre Stevenson,"{""A.J. Brown"": 43.0, ""Alec Pierce"": 7.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 6.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 7.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 19.0, ""Jaylen Warren"": 15.0, ""Khalil Shakir"": 3.0, ""Kyle Pitts"": 4.0, ""Rhamondre Stevenson"": 14.0}"
baseline,14,11,buy,True,,260.0,38.0,0,0,0,0,0,0,0.0,A.J. Brown | Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | George Kittle | Ja'Kobi Lane | Jacory Croskey-Merritt | Jahmyr Gibbs | Jayden Daniels | Kaelon Black | Parker Washington | Seth McGowan,"{""A.J. Brown"": 43.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 14.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""George Kittle"": 6.0, ""Ja'Kobi Lane"": 2.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 108.0, ""Jayden Daniels"": 10.0, ""Kaelon Black"": 2.0, ""Parker Washington"": 9.0, ""Seth McGowan"": 2.0}"
baseline,14,11,pass,True,,211.0,87.0,0,0,0,0,0,0,0.0,A.J. Brown | Bhayshul Tuten | Chase Brown | Christian Watson | George Kittle | Jacory Croskey-Merritt | Jameson Williams | Jayden Daniels | Kaelon Black | Malik Nabers | Rico Dowdle | Seth McGowan | Tee Higgins,"{""A.J. Brown"": 43.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""George Kittle"": 6.0, ""Jacory Croskey-Merritt"": 8.0, ""Jameson Williams"": 16.0, ""Jayden Daniels"": 10.0, ""Kaelon Black"": 2.0, ""Malik Nabers"": 36.0, ""Rico Dowdle"": 10.0, ""Seth McGowan"": 2.0, ""Tee Higgins"": 22.0}"
baseline,14,12,buy,True,,246.0,52.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | Christian Watson | DK Metcalf | Dak Prescott | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Kaelon Black | Marvin Harrison Jr. | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 3.0, ""Christian Watson"": 10.0, ""DK Metcalf"": 15.0, ""Dak Prescott"": 3.0, ""Jahmyr Gibbs"": 108.0, ""Jaylen Warren"": 18.0, ""Jordan Addison"": 3.0, ""Kaelon Black"": 2.0, ""Marvin Harrison Jr."": 16.0, ""Sam LaPorta"": 8.0, ""Tony Pollard"": 15.0}"
baseline,14,12,pass,True,,165.0,133.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Dak Prescott | Dalton Schultz | Demond Claiborne | Jakobi Meyers | Jameson Williams | Kaelon Black | Ladd McConkey | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 14.0, ""Christian Watson"": 10.0, ""Dak Prescott"": 3.0, ""Dalton Schultz"": 2.0, ""Demond Claiborne"": 2.0, ""Jakobi Meyers"": 9.0, ""Jameson Williams"": 19.0, ""Kaelon Black"": 2.0, ""Ladd McConkey"": 36.0, ""Sam LaPorta"": 8.0, ""Tony Pollard"": 15.0}"
baseline,14,13,buy,True,,265.0,33.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Jadarian Price | Jahmyr Gibbs | Marvin Harrison Jr. | Michael Wilson | Sam LaPorta | T.J. Hockenson | Tony Pollard,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""DK Metcalf"": 12.0, ""Dak Prescott"": 7.0, ""Jadarian Price"": 19.0, ""Jahmyr Gibbs"": 108.0, ""Marvin Harrison Jr."": 12.0, ""Michael Wilson"": 9.0, ""Sam LaPorta"": 11.0, ""T.J. Hockenson"": 6.0, ""Tony Pollard"": 17.0}"
baseline,14,13,pass,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Harold Fannin Jr. | Jalen Nailor | Ladd McConkey | Marvin Harrison Jr. | Michael Wilson | T.J. Hockenson | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""DK Metcalf"": 12.0, ""Dak Prescott"": 7.0, ""Harold Fannin Jr."": 4.0, ""Jalen Nailor"": 2.0, ""Ladd McConkey"": 34.0, ""Marvin Harrison Jr."": 12.0, ""Michael Wilson"": 9.0, ""T.J. Hockenson"": 6.0, ""Tony Pollard"": 17.0}"
baseline,14,14,buy,True,,242.0,56.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Dak Prescott | George Kittle | Isaiah Likely | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Kyren Williams | Makai Lemon | MarShawn Lloyd | Michael Wilson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""George Kittle"": 4.0, ""Isaiah Likely"": 11.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 3.0, ""Jordan Addison"": 6.0, ""Kyren Williams"": 43.0, ""Makai Lemon"": 2.0, ""MarShawn Lloyd"": 2.0, ""Michael Wilson"": 11.0}"
baseline,14,14,pass,True,,194.0,104.0,0,0,0,0,0,0,0.0,A.J. Brown | Aaron Jones | Bhayshul Tuten | Chase Brown | Dak Prescott | George Kittle | Isaiah Likely | Jakobi Meyers | Jordan Addison | Kyren Williams | Ladd McConkey | Makai Lemon | MarShawn Lloyd,"{""A.J. Brown"": 40.0, ""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""George Kittle"": 4.0, ""Isaiah Likely"": 11.0, ""Jakobi Meyers"": 3.0, ""Jordan Addison"": 6.0, ""Kyren Williams"": 43.0, ""Ladd McConkey"": 31.0, ""Makai Lemon"": 2.0, ""MarShawn Lloyd"": 2.0}"
baseline,14,15,buy,True,,224.0,74.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Dylan Sampson | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Kyle Pitts | Tony Pollard,"{""Adonai Mitchell"": 1.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 11.0, ""Dak Prescott"": 9.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 4.0, ""Tony Pollard"": 12.0}"
baseline,14,15,pass,True,,141.0,157.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Dylan Sampson | Emeka Egbuka | Jakobi Meyers | Jordan Addison | Kyle Pitts | Tony Pollard,"{""Adonai Mitchell"": 1.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 11.0, ""Dak Prescott"": 9.0, ""Dylan Sampson"": 2.0, ""Emeka Egbuka"": 25.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 4.0, ""Tony Pollard"": 12.0}"
baseline,14,16,buy,True,,239.0,59.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Caleb Douglas | Chase Brown | Dak Prescott | Jahmyr Gibbs | Jameson Williams | Marvin Harrison Jr. | Pat Freiermuth | Quentin Johnston | Rashid Shaheed | Rico Dowdle | Sam LaPorta,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 5.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 28.0, ""Marvin Harrison Jr."": 11.0, ""Pat Freiermuth"": 2.0, ""Quentin Johnston"": 4.0, ""Rashid Shaheed"": 4.0, ""Rico Dowdle"": 16.0, ""Sam LaPorta"": 11.0}"
baseline,14,16,pass,True,,174.0,124.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | George Kittle | Justice Hill | Ladd McConkey | Marvin Harrison Jr. | Pat Freiermuth | Quentin Johnston | Rico Dowdle | Zay Flowers,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 10.0, ""Dak Prescott"": 5.0, ""George Kittle"": 6.0, ""Justice Hill"": 2.0, ""Ladd McConkey"": 31.0, ""Marvin Harrison Jr."": 11.0, ""Pat Freiermuth"": 2.0, ""Quentin Johnston"": 4.0, ""Rico Dowdle"": 16.0, ""Zay Flowers"": 39.0}"
baseline,14,17,buy,True,,232.0,66.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | Dalton Schultz | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jordyn Tyson | Matthew Stafford | Sam LaPorta | Tre Tucker,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Dalton Schultz"": 2.0, ""Jadarian Price"": 19.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 15.0, ""Jordyn Tyson"": 4.0, ""Matthew Stafford"": 4.0, ""Sam LaPorta"": 4.0, ""Tre Tucker"": 2.0}"
