arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,2,0,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jordan James | Matthew Golden | Quentin Johnston | Sean Tucker | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 4.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Coker"": 3.0, ""Jordan James"": 2.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 4.0, ""Sean Tucker"": 2.0, ""Xavier Worthy"": 4.0}"
baseline,2,5,pass,True,,229.0,69.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Jaylen Warren | Jonathon Brooks | Josh Downs | KC Concepcion | Tee Higgins | Xavier Worthy,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Jayden Reed"": 2.0, ""Jaylen Warren"": 19.0, ""Jonathon Brooks"": 11.0, ""Josh Downs"": 5.0, ""KC Concepcion"": 2.0, ""Tee Higgins"": 21.0, ""Xavier Worthy"": 4.0}"
baseline,2,6,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Isaiah Likely | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jaxson Dart | Jayden Reed | Kaelon Black | Rashid Shaheed | Sean Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Isaiah Likely"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jakobi Meyers"": 5.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 3.0, ""Kaelon Black"": 2.0, ""Rashid Shaheed"": 3.0, ""Sean Tucker"": 2.0}"
baseline,2,6,pass,True,,285.0,13.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Courtland Sutton | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jaxson Dart | Jayden Reed | Kenny Gainwell | Kyren Williams | Malik Nabers | Matthew Golden | Michael Wilson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jakobi Meyers"": 5.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 3.0, ""Kenny Gainwell"": 4.0, ""Kyren Williams"": 43.0, ""Malik Nabers"": 34.0, ""Matthew Golden"": 3.0, ""Michael Wilson"": 7.0}"
baseline,2,7,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Chris Godwin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jaxson Dart | Josh Downs | Quentin Johnston | Tank Bigsby | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Godwin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Jalen Coker"": 3.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""Quentin Johnston"": 6.0, ""Tank Bigsby"": 2.0, ""Ty Johnson"": 2.0}"
baseline,2,7,pass,True,,247.0,51.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jaxson Dart | Josh Downs | Kenny Gainwell | Quentin Johnston | Tee Higgins | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""D'Andre Swift"": 25.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Jakobi Meyers"": 6.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""Kenny Gainwell"": 7.0, ""Quentin Johnston"": 6.0, ""Tee Higgins"": 31.0, ""Ty Johnson"": 2.0}"
baseline,2,8,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Dak Prescott | Jahmyr Gibbs | Jakobi Meyers | Jordan James | KC Concepcion | MarShawn Lloyd | Rashid Shaheed | Romeo Doubs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jordan James"": 2.0, ""KC Concepcion"": 3.0, ""MarShawn Lloyd"": 3.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 4.0, ""Xavier Worthy"": 4.0}"
baseline,2,8,pass,True,,240.0,58.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Cade Otton | Chase Brown | Dak Prescott | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | KC Concepcion | RJ Harvey | Rashid Shaheed | Romeo Doubs | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""J.K. Dobbins"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""KC Concepcion"": 3.0, ""RJ Harvey"": 6.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 4.0, ""TreVeyon Henderson"": 42.0, ""Xavier Worthy"": 4.0}"
baseline,2,9,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chig Okonkwo | Dalton Schultz | Ja'Kobi Lane | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Makai Lemon | Quentin Johnston | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Dalton Schultz"": 2.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jalen Coker"": 4.0, ""Makai Lemon"": 10.0, ""Quentin Johnston"": 5.0, ""Xavier Worthy"": 4.0}"
baseline,2,9,pass,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Dak Prescott | Dalton Schultz | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Jonathon Brooks | Quentin Johnston | Tee Higgins | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 29.0, ""Dak Prescott"": 8.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaylen Warren"": 14.0, ""Jonathon Brooks"": 9.0, ""Quentin Johnston"": 5.0, ""Tee Higgins"": 30.0, ""Xavier Worthy"": 4.0}"
baseline,2,10,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Dalton Schultz | Demond Claiborne | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Josh Downs | Omar Cooper Jr. | Quentin Johnston | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Demond Claiborne"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 3.0, ""Josh Downs"": 8.0, ""Omar Cooper Jr."": 2.0, ""Quentin Johnston"": 4.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,2,10,pass,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Dallas Goedert | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jayden Reed | Jordan Addison | KC Concepcion | Quentin Johnston | Rhamondre Stevenson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 35.0, ""Dallas Goedert"": 10.0, ""J.K. Dobbins"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jalen Hurts"": 8.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 3.0, ""KC Concepcion"": 3.0, ""Quentin Johnston"": 4.0, ""Rhamondre Stevenson"": 16.0}"
baseline,2,11,buy,True,,288.0,10.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Kaelon Black | Sam LaPorta | Tank Bigsby | Tre Harris | Wan'Dale Robinson | Xavier Worthy | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jordan Addison"": 4.0, ""Kaelon Black"": 2.0, ""Sam LaPorta"": 3.0, ""Tank Bigsby"": 2.0, ""Tre Harris"": 2.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 2.0, ""Zachariah Branch"": 2.0}"
baseline,2,11,pass,True,,221.0,77.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Drake Maye | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Sam LaPorta | Tank Bigsby | Tony Pollard | Wan'Dale Robinson | Xavier Worthy | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Drake Maye"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jordan Addison"": 4.0, ""Sam LaPorta"": 3.0, ""Tank Bigsby"": 2.0, ""Tony Pollard"": 12.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 2.0, ""Zachariah Branch"": 2.0}"
baseline,2,12,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | George Kittle | Jahmyr Gibbs | Josh Downs | Kaelon Black | Khalil Shakir | Omar Cooper Jr. | Patrick Mahomes | Romeo Doubs | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 8.0, ""Kaelon Black"": 2.0, ""Khalil Shakir"": 2.0, ""Omar Cooper Jr."": 2.0, ""Patrick Mahomes"": 3.0, ""Romeo Doubs"": 2.0, ""Wan'Dale Robinson"": 7.0}"
baseline,2,12,pass,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Allen | Khalil Shakir | Parker Washington | Rachaad White | Romeo Doubs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 4.0, ""Josh Allen"": 30.0, ""Khalil Shakir"": 2.0, ""Parker Washington"": 8.0, ""Rachaad White"": 6.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 19.0, ""Wan'Dale Robinson"": 7.0}"
baseline,2,13,buy,True,,290.0,8.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jaydon Blue | Justice Hill | Juwan Johnson | Romeo Doubs | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Coker"": 2.0, ""Jaydon Blue"": 2.0, ""Justice Hill"": 2.0, ""Juwan Johnson"": 2.0, ""Romeo Doubs"": 4.0, ""Tre Tucker"": 2.0}"
baseline,2,13,pass,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jalen Hurts | Jameson Williams | Jaylen Warren | Jordan Addison | Michael Pittman | Rachaad White | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Coker"": 2.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 21.0, ""Jaylen Warren"": 11.0, ""Jordan Addison"": 6.0, ""Michael Pittman"": 6.0, ""Rachaad White"": 6.0, ""Tetairoa McMillan"": 28.0}"
baseline,2,14,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Isiah Pacheco | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Josh Downs | Juwan Johnson | Matthew Golden | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 7.0, ""Jakobi Meyers"": 5.0, ""Josh Downs"": 3.0, ""Juwan Johnson"": 2.0, ""Matthew Golden"": 2.0, ""Wan'Dale Robinson"": 4.0, ""Xavier Worthy"": 7.0}"
baseline,2,14,pass,True,,276.0,22.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dallas Goedert | Isiah Pacheco | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jordyn Tyson | Josh Allen | Marvin Harrison Jr. | Matthew Golden | Michael Wilson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 7.0, ""Jameson Williams"": 21.0, ""Jordyn Tyson"": 17.0, ""Josh Allen"": 31.0, ""Marvin Harrison Jr."": 20.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 15.0, ""Wan'Dale Robinson"": 4.0}"
baseline,2,15,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Emmett Johnson | Harold Fannin Jr. | Jahmyr Gibbs | Jake Ferguson | Jalen Coker | KC Concepcion | Khalil Shakir | Makai Lemon | Patrick Mahomes | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Emmett Johnson"": 3.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jalen Coker"": 4.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 2.0, ""Makai Lemon"": 3.0, ""Patrick Mahomes"": 4.0, ""Stefon Diggs"": 2.0}"
baseline,2,15,pass,True,,269.0,29.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Josh Allen | KC Concepcion | Khalil Shakir | Makai Lemon | Marvin Harrison Jr. | Rhamondre Stevenson | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 7.0, ""J.K. Dobbins"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Josh Allen"": 37.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 2.0, ""Makai Lemon"": 3.0, ""Marvin Harrison Jr."": 12.0, ""Rhamondre Stevenson"": 14.0, ""Stefon Diggs"": 2.0}"
baseline,2,16,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Daniel Jones | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Kaelon Black | Kenyon Sadiq | Kimani Vidal | Rashid Shaheed | Romeo Doubs | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Daniel Jones"": 2.0, ""George Kittle"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Kaelon Black"": 2.0, ""Kenyon Sadiq"": 6.0, ""Kimani Vidal"": 3.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 2.0, ""Stefon Diggs"": 3.0}"
baseline,2,16,pass,True,,277.0,21.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Allen | Kyle Monangai | Rashid Shaheed | Romeo Doubs | Stefon Diggs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Jordan Addison"": 8.0, ""Josh Allen"": 36.0, ""Kyle Monangai"": 12.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 2.0, ""Stefon Diggs"": 3.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 6.0}"
