arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,2,0,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jordan James | Matthew Golden | Quentin Johnston | Sean Tucker | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 4.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Coker"": 3.0, ""Jordan James"": 2.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 4.0, ""Sean Tucker"": 2.0, ""Xavier Worthy"": 4.0}"
baseline,2,34,pass,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Isaiah Likely | J.K. Dobbins | Jadarian Price | Jahmyr Gibbs | Kyle Pitts | Kyler Murray | Matthew Golden | Romeo Doubs | Tee Higgins | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Isaiah Likely"": 5.0, ""J.K. Dobbins"": 9.0, ""Jadarian Price"": 19.0, ""Jahmyr Gibbs"": 110.0, ""Kyle Pitts"": 8.0, ""Kyler Murray"": 2.0, ""Matthew Golden"": 2.0, ""Romeo Doubs"": 2.0, ""Tee Higgins"": 25.0, ""Tony Pollard"": 15.0}"
baseline,2,35,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Blake Corum | Cade Otton | Chase Brown | Dak Prescott | Germie Bernard | Jahmyr Gibbs | Josh Downs | KC Concepcion | Rashid Shaheed | Romeo Doubs,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Blake Corum"": 9.0, ""Cade Otton"": 3.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Germie Bernard"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 3.0, ""KC Concepcion"": 4.0, ""Rashid Shaheed"": 3.0, ""Romeo Doubs"": 3.0}"
baseline,2,35,pass,True,,247.0,51.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dak Prescott | George Kittle | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Downs | Kenyon Sadiq | Kyle Monangai,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""George Kittle"": 4.0, ""Jadarian Price"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 3.0, ""Kenyon Sadiq"": 7.0, ""Kyle Monangai"": 6.0}"
baseline,2,36,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Germie Bernard | Jahmyr Gibbs | Jared Goff | Khalil Shakir | Kyle Monangai | Makai Lemon | Rachaad White | Travis Kelce,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 3.0, ""Chase Brown"": 34.0, ""Germie Bernard"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Khalil Shakir"": 6.0, ""Kyle Monangai"": 5.0, ""Makai Lemon"": 9.0, ""Rachaad White"": 5.0, ""Travis Kelce"": 2.0}"
baseline,2,36,pass,True,,275.0,23.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Calvin Ridley | Carnell Tate | Chase Brown | D'Andre Swift | Jahmyr Gibbs | Jameson Williams | Jonathon Brooks | Jordan Addison | Michael Wilson | Tony Pollard | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 5.0, ""Calvin Ridley"": 3.0, ""Carnell Tate"": 15.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 32.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Jonathon Brooks"": 9.0, ""Jordan Addison"": 9.0, ""Michael Wilson"": 11.0, ""Tony Pollard"": 16.0, ""Travis Kelce"": 2.0}"
baseline,2,37,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | De'Zhaun Stribling | George Kittle | Jahmyr Gibbs | Jake Ferguson | Jerry Jeudy | KC Concepcion | Makai Lemon | Rachaad White | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 9.0, ""Jerry Jeudy"": 3.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 6.0, ""Rachaad White"": 4.0, ""Woody Marks"": 2.0}"
baseline,2,37,pass,True,,243.0,55.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Bo Nix | Chase Brown | Chuba Hubbard | De'Zhaun Stribling | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jake Ferguson | Makai Lemon | Marvin Harrison Jr. | Rachaad White,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 5.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 17.0, ""De'Zhaun Stribling"": 3.0, ""Emeka Egbuka"": 29.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 9.0, ""Makai Lemon"": 6.0, ""Marvin Harrison Jr."": 10.0, ""Rachaad White"": 4.0}"
baseline,2,38,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Caleb Douglas | Chase Brown | Dalton Schultz | Jahmyr Gibbs | Jayden Reed | Makai Lemon | Matthew Golden | Rashid Shaheed | Sam LaPorta | Sean Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 2.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 9.0, ""Makai Lemon"": 8.0, ""Matthew Golden"": 3.0, ""Rashid Shaheed"": 3.0, ""Sam LaPorta"": 3.0, ""Sean Tucker"": 3.0}"
baseline,2,38,pass,True,,289.0,9.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | D'Andre Swift | Emeka Egbuka | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Michael Wilson | Rachaad White | Rico Dowdle | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""D'Andre Swift"": 35.0, ""Emeka Egbuka"": 29.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jordan Addison"": 3.0, ""Michael Wilson"": 8.0, ""Rachaad White"": 8.0, ""Rico Dowdle"": 7.0, ""Sam LaPorta"": 3.0}"
baseline,2,39,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Dalton Schultz | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Makai Lemon | Matthew Golden | Nicholas Singleton | Patrick Mahomes,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Dalton Schultz"": 2.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 6.0, ""Nicholas Singleton"": 2.0, ""Patrick Mahomes"": 2.0}"
baseline,2,39,pass,True,,237.0,61.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | DK Metcalf | Dalton Schultz | George Kittle | Jacory Croskey-Merritt | Jahmyr Gibbs | Keaton Mitchell | Makai Lemon | Patrick Mahomes | RJ Harvey,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 29.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 16.0, ""Dalton Schultz"": 2.0, ""George Kittle"": 3.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Keaton Mitchell"": 4.0, ""Makai Lemon"": 4.0, ""Patrick Mahomes"": 2.0, ""RJ Harvey"": 11.0}"
baseline,2,40,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Omar Cooper Jr. | Rachaad White | Rashid Shaheed | Stefon Diggs | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 7.0, ""Makai Lemon"": 3.0, ""Omar Cooper Jr."": 3.0, ""Rachaad White"": 7.0, ""Rashid Shaheed"": 2.0, ""Stefon Diggs"": 6.0, ""Woody Marks"": 2.0}"
baseline,2,40,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Drake London | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Jordan Addison | Kyle Monangai | Makai Lemon | Rachaad White | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Drake London"": 50.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 24.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 7.0, ""Kyle Monangai"": 5.0, ""Makai Lemon"": 3.0, ""Rachaad White"": 7.0, ""Woody Marks"": 2.0}"
baseline,2,41,buy,True,,289.0,9.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Baker Mayfield | Bhayshul Tuten | Bijan Robinson | Blake Corum | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Mark Andrews | Romeo Doubs | Seth McGowan | Travis Kelce,"{""Adonai Mitchell"": 2.0, ""Baker Mayfield"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Blake Corum"": 6.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jordan Addison"": 5.0, ""Mark Andrews"": 5.0, ""Romeo Doubs"": 2.0, ""Seth McGowan"": 2.0, ""Travis Kelce"": 2.0}"
baseline,2,41,pass,True,,268.0,30.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | D'Andre Swift | Harold Fannin Jr. | Isiah Pacheco | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Michael Wilson | RJ Harvey | Tre Harris,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""D'Andre Swift"": 30.0, ""Harold Fannin Jr."": 7.0, ""Isiah Pacheco"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jordan Addison"": 5.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 10.0, ""Tre Harris"": 2.0}"
baseline,2,42,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dalton Kincaid | Emmett Johnson | Jahmyr Gibbs | Jalen Nailor | Jordan Addison | Kimani Vidal | Kyle Pitts | Rashid Shaheed,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Emmett Johnson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordan Addison"": 7.0, ""Kimani Vidal"": 4.0, ""Kyle Pitts"": 10.0, ""Rashid Shaheed"": 3.0}"
baseline,2,42,pass,True,,259.0,39.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Carnell Tate | Chase Brown | D'Andre Swift | Dalton Kincaid | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Jordan Addison | Jordan Mason | Rachaad White | Rashid Shaheed,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Carnell Tate"": 22.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 31.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 23.0, ""Jayden Reed"": 5.0, ""Jordan Addison"": 7.0, ""Jordan Mason"": 5.0, ""Rachaad White"": 4.0, ""Rashid Shaheed"": 3.0}"
baseline,2,43,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chig Okonkwo | Chris Godwin Jr. | Devaughn Vele | Jahmyr Gibbs | Makai Lemon | MarShawn Lloyd | Travis Kelce | Tre Tucker | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Godwin Jr."": 8.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Makai Lemon"": 4.0, ""MarShawn Lloyd"": 2.0, ""Travis Kelce"": 2.0, ""Tre Tucker"": 2.0, ""Xavier Worthy"": 6.0}"
baseline,2,43,pass,True,,255.0,43.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Carnell Tate | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Juwan Johnson | Michael Wilson | Rachaad White | Rico Dowdle | Stefon Diggs | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 4.0, ""Carnell Tate"": 27.0, ""Chase Brown"": 34.0, ""Christian Watson"": 27.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Juwan Johnson"": 2.0, ""Michael Wilson"": 8.0, ""Rachaad White"": 8.0, ""Rico Dowdle"": 9.0, ""Stefon Diggs"": 3.0, ""Tre Tucker"": 2.0}"
baseline,2,44,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Baker Mayfield | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Ja'Kobi Lane | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Ryan Flournoy | Sam LaPorta | Zach Charbonnet,"{""Baker Mayfield"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Jordan Addison"": 5.0, ""Ryan Flournoy"": 2.0, ""Sam LaPorta"": 11.0, ""Zach Charbonnet"": 5.0}"
baseline,2,44,pass,True,,247.0,51.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Chris Rodriguez Jr. | D'Andre Swift | Harold Fannin Jr. | Ja'Kobi Lane | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Mark Andrews | Rachaad White | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 15.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""D'Andre Swift"": 29.0, ""Harold Fannin Jr."": 9.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 5.0, ""Makai Lemon"": 9.0, ""Mark Andrews"": 4.0, ""Rachaad White"": 11.0, ""Trevor Lawrence"": 6.0}"
baseline,2,45,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Chris Godwin Jr. | Chris Rodriguez Jr. | Emanuel Wilson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jayden Reed | Rashid Shaheed | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Chris Rodriguez Jr."": 2.0, ""Emanuel Wilson"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jayden Reed"": 9.0, ""Rashid Shaheed"": 2.0, ""Tre Tucker"": 2.0}"
baseline,2,45,pass,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Chuba Hubbard | D'Andre Swift | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Michael Wilson | Rashid Shaheed | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Chuba Hubbard"": 10.0, ""D'Andre Swift"": 28.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jameson Williams"": 18.0, ""Michael Wilson"": 10.0, ""Rashid Shaheed"": 2.0, ""Sam LaPorta"": 4.0, ""Tony Pollard"": 14.0}"
baseline,2,46,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jordan Addison | Kaelon Black | Patrick Mahomes | Ryan Flournoy | Travis Kelce | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 3.0, ""Kaelon Black"": 2.0, ""Patrick Mahomes"": 4.0, ""Ryan Flournoy"": 3.0, ""Travis Kelce"": 4.0, ""Xavier Worthy"": 8.0}"
baseline,2,46,pass,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Chuba Hubbard | D'Andre Swift | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Downs | Juwan Johnson | Kyle Pitts | Makai Lemon | RJ Harvey,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 11.0, ""D'Andre Swift"": 32.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 27.0, ""Jordan Addison"": 3.0, ""Josh Downs"": 3.0, ""Juwan Johnson"": 2.0, ""Kyle Pitts"": 18.0, ""Makai Lemon"": 6.0, ""RJ Harvey"": 7.0}"
baseline,2,47,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Jahmyr Gibbs | Jordan Addison | Khalil Shakir | Kyle Monangai | Makai Lemon | RJ Harvey | Rashid Shaheed | Sam LaPorta | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 5.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 2.0, ""Khalil Shakir"": 2.0, ""Kyle Monangai"": 5.0, ""Makai Lemon"": 4.0, ""RJ Harvey"": 9.0, ""Rashid Shaheed"": 3.0, ""Sam LaPorta"": 3.0, ""Tre Tucker"": 2.0}"
baseline,2,47,pass,True,,252.0,46.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | D'Andre Swift | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Jonathon Brooks | Jordan Addison | Michael Wilson | Rashid Shaheed | Sam LaPorta | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 5.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 28.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 23.0, ""Jaylen Warren"": 12.0, ""Jonathon Brooks"": 7.0, ""Jordan Addison"": 2.0, ""Michael Wilson"": 12.0, ""Rashid Shaheed"": 3.0, ""Sam LaPorta"": 3.0, ""Tre Tucker"": 2.0}"
