arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,1,33,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Derrick Henry | Emeka Egbuka | Harold Fannin Jr. | Jayden Reed | Jordan Addison | Kyren Williams | Makai Lemon | Matthew Stafford | Michael Wilson | Tre Harris | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 71.0, ""Emeka Egbuka"": 37.0, ""Harold Fannin Jr."": 7.0, ""Jayden Reed"": 5.0, ""Jordan Addison"": 4.0, ""Kyren Williams"": 51.0, ""Makai Lemon"": 2.0, ""Matthew Stafford"": 2.0, ""Michael Wilson"": 7.0, ""Tre Harris"": 2.0, ""TreVeyon Henderson"": 21.0}"
baseline,1,34,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | De'Zhaun Stribling | Harold Fannin Jr. | Jahmyr Gibbs | Jaylen Warren | Justin Herbert | Makai Lemon | Marvin Harrison Jr. | Michael Pittman | Michael Wilson | Quentin Johnston | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 19.0, ""Justin Herbert"": 2.0, ""Makai Lemon"": 4.0, ""Marvin Harrison Jr."": 16.0, ""Michael Pittman"": 10.0, ""Michael Wilson"": 25.0, ""Quentin Johnston"": 5.0, ""Rico Dowdle"": 8.0}"
baseline,1,34,pass,True,,205.0,93.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | De'Zhaun Stribling | Harold Fannin Jr. | Justin Herbert | Kyren Williams | Makai Lemon | Marvin Harrison Jr. | Quentin Johnston | Rico Dowdle | Tetairoa McMillan | Zach Charbonnet | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Harold Fannin Jr."": 10.0, ""Justin Herbert"": 2.0, ""Kyren Williams"": 45.0, ""Makai Lemon"": 4.0, ""Marvin Harrison Jr."": 16.0, ""Quentin Johnston"": 5.0, ""Rico Dowdle"": 8.0, ""Tetairoa McMillan"": 31.0, ""Zach Charbonnet"": 3.0, ""Zay Flowers"": 33.0}"
baseline,1,35,buy,True,,240.0,58.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Caleb Williams | Chase Brown | DeVonta Smith | Harold Fannin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jordan Addison | Khalil Shakir | Kyle Monangai | Makai Lemon | Zach Charbonnet,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 6.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 38.0, ""Harold Fannin Jr."": 10.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 2.0, ""Kyle Monangai"": 4.0, ""Makai Lemon"": 4.0, ""Zach Charbonnet"": 2.0}"
baseline,1,35,pass,True,,179.0,119.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Caleb Williams | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jordan Addison | Khalil Shakir | Kyle Monangai | Makai Lemon | Marvin Harrison Jr. | Travis Kelce | Zach Charbonnet,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 6.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 71.0, ""Harold Fannin Jr."": 10.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 2.0, ""Kyle Monangai"": 4.0, ""Makai Lemon"": 4.0, ""Marvin Harrison Jr."": 19.0, ""Travis Kelce"": 5.0, ""Zach Charbonnet"": 2.0}"
baseline,1,36,buy,True,,252.0,46.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Josh Downs | KC Concepcion | Mark Andrews | Rhamondre Stevenson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""Emeka Egbuka"": 36.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jonathon Brooks"": 12.0, ""Josh Downs"": 4.0, ""KC Concepcion"": 3.0, ""Mark Andrews"": 2.0, ""Rhamondre Stevenson"": 20.0, ""Wan'Dale Robinson"": 3.0}"
baseline,1,36,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | Emeka Egbuka | Jonathan Taylor | Jonathon Brooks | Josh Downs | Mark Andrews | Patrick Mahomes | Rhamondre Stevenson | Romeo Doubs | Stefon Diggs | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""Emeka Egbuka"": 36.0, ""Jonathan Taylor"": 91.0, ""Jonathon Brooks"": 12.0, ""Josh Downs"": 4.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 4.0, ""Rhamondre Stevenson"": 20.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0, ""Wan'Dale Robinson"": 3.0}"
baseline,1,37,buy,True,,286.0,12.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Emeka Egbuka | George Kittle | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Josh Downs | Quentin Johnston | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 10.0, ""Emeka Egbuka"": 38.0, ""George Kittle"": 2.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Jonathon Brooks"": 7.0, ""Josh Downs"": 6.0, ""Quentin Johnston"": 12.0, ""Rome Odunze"": 31.0}"
baseline,1,37,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Emeka Egbuka | Harold Fannin Jr. | Jonathan Taylor | Jonathon Brooks | Luther Burden III | Patrick Mahomes | Rachaad White | Rome Odunze | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 10.0, ""Emeka Egbuka"": 38.0, ""Harold Fannin Jr."": 13.0, ""Jonathan Taylor"": 91.0, ""Jonathon Brooks"": 7.0, ""Luther Burden III"": 16.0, ""Patrick Mahomes"": 4.0, ""Rachaad White"": 4.0, ""Rome Odunze"": 31.0, ""Romeo Doubs"": 3.0}"
baseline,1,38,buy,True,,250.0,48.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Brian Thomas Jr. | Brock Purdy | Chase Brown | Chuba Hubbard | Emeka Egbuka | George Kittle | Harold Fannin Jr. | Jahmyr Gibbs | Jordyn Tyson | Rhamondre Stevenson | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 14.0, ""Emeka Egbuka"": 33.0, ""George Kittle"": 5.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Rhamondre Stevenson"": 17.0, ""Romeo Doubs"": 2.0}"
baseline,1,38,pass,True,,233.0,65.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Brock Purdy | Chase Brown | Chuba Hubbard | Drake London | Emeka Egbuka | Harold Fannin Jr. | Jordyn Tyson | Kyren Williams | Rhamondre Stevenson | Rome Odunze | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 14.0, ""Drake London"": 49.0, ""Emeka Egbuka"": 33.0, ""Harold Fannin Jr."": 7.0, ""Jordyn Tyson"": 5.0, ""Kyren Williams"": 42.0, ""Rhamondre Stevenson"": 17.0, ""Rome Odunze"": 15.0, ""Stefon Diggs"": 2.0}"
baseline,1,39,buy,True,,265.0,33.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Kyle Monangai | Mark Andrews | Matthew Golden | Michael Wilson | Rhamondre Stevenson | Romeo Doubs | Zay Flowers,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Kyle Monangai"": 6.0, ""Mark Andrews"": 4.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 9.0, ""Rhamondre Stevenson"": 24.0, ""Romeo Doubs"": 2.0, ""Zay Flowers"": 49.0}"
baseline,1,39,pass,True,,229.0,69.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | Harold Fannin Jr. | Kyle Monangai | Kyren Williams | Matthew Golden | Michael Wilson | Patrick Mahomes | Rhamondre Stevenson | Romeo Doubs | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 6.0, ""Harold Fannin Jr."": 7.0, ""Kyle Monangai"": 6.0, ""Kyren Williams"": 52.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 9.0, ""Patrick Mahomes"": 3.0, ""Rhamondre Stevenson"": 24.0, ""Romeo Doubs"": 2.0, ""TreVeyon Henderson"": 24.0, ""Zay Flowers"": 49.0}"
baseline,1,40,buy,True,,265.0,33.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | Emeka Egbuka | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Jonathon Brooks | Khalil Shakir | Kyle Monangai | Matthew Stafford | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Emeka Egbuka"": 37.0, ""Harold Fannin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Jaylen Warren"": 15.0, ""Jonathon Brooks"": 11.0, ""Khalil Shakir"": 3.0, ""Kyle Monangai"": 6.0, ""Matthew Stafford"": 2.0, ""Quentin Johnston"": 7.0}"
baseline,1,40,pass,True,,210.0,88.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Emeka Egbuka | Harold Fannin Jr. | Jameson Williams | Jaxson Dart | Jaylen Warren | Jonathon Brooks | Khalil Shakir | Kyle Monangai | Kyren Williams | Quentin Johnston | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 37.0, ""Harold Fannin Jr."": 9.0, ""Jameson Williams"": 18.0, ""Jaxson Dart"": 4.0, ""Jaylen Warren"": 15.0, ""Jonathon Brooks"": 11.0, ""Khalil Shakir"": 3.0, ""Kyle Monangai"": 6.0, ""Kyren Williams"": 53.0, ""Quentin Johnston"": 7.0, ""Stefon Diggs"": 2.0}"
baseline,1,41,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | George Kittle | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Matthew Golden | Rhamondre Stevenson | Rome Odunze | Tetairoa McMillan | Wan'Dale Robinson | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jonathon Brooks"": 12.0, ""Matthew Golden"": 2.0, ""Rhamondre Stevenson"": 20.0, ""Rome Odunze"": 18.0, ""Tetairoa McMillan"": 29.0, ""Wan'Dale Robinson"": 3.0, ""Zachariah Branch"": 2.0}"
baseline,1,41,pass,True,,205.0,93.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Harold Fannin Jr. | Jake Ferguson | Jonathon Brooks | KC Concepcion | Matthew Golden | Rhamondre Stevenson | Rome Odunze | Tetairoa McMillan | Wan'Dale Robinson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 8.0, ""Jake Ferguson"": 9.0, ""Jonathon Brooks"": 12.0, ""KC Concepcion"": 2.0, ""Matthew Golden"": 2.0, ""Rhamondre Stevenson"": 20.0, ""Rome Odunze"": 18.0, ""Tetairoa McMillan"": 29.0, ""Wan'Dale Robinson"": 3.0, ""Zay Flowers"": 53.0}"
baseline,1,42,buy,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Emeka Egbuka | George Kittle | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Josh Downs | KC Concepcion | Rhamondre Stevenson,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 10.0, ""Emeka Egbuka"": 38.0, ""George Kittle"": 5.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 2.0, ""Rhamondre Stevenson"": 17.0}"
baseline,1,42,pass,True,,283.0,15.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bucky Irving | Chase Brown | Chris Olave | Chuba Hubbard | Emeka Egbuka | Harold Fannin Jr. | Jaxson Dart | Kyren Williams | Luther Burden III | Rhamondre Stevenson | Rome Odunze | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 33.0, ""Chase Brown"": 34.0, ""Chris Olave"": 39.0, ""Chuba Hubbard"": 10.0, ""Emeka Egbuka"": 38.0, ""Harold Fannin Jr."": 13.0, ""Jaxson Dart"": 3.0, ""Kyren Williams"": 43.0, ""Luther Burden III"": 17.0, ""Rhamondre Stevenson"": 17.0, ""Rome Odunze"": 22.0, ""Xavier Worthy"": 3.0}"
baseline,1,43,buy,True,,269.0,29.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | DK Metcalf | Dallas Goedert | Jahmyr Gibbs | Jaxson Dart | Kenneth Walker III | Kyle Monangai | Quentin Johnston | Rashid Shaheed | Wan'Dale Robinson | Zachariah Branch,"{""Aaron Jones"": 13.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 13.0, ""Dallas Goedert"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 8.0, ""Kenneth Walker III"": 59.0, ""Kyle Monangai"": 4.0, ""Quentin Johnston"": 5.0, ""Rashid Shaheed"": 2.0, ""Wan'Dale Robinson"": 5.0, ""Zachariah Branch"": 2.0}"
baseline,1,43,pass,True,,286.0,12.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Chris Olave | Kenneth Walker III | Kyle Monangai | Omarion Hampton | Pat Freiermuth | Quentin Johnston | Rashid Shaheed | Rome Odunze | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chris Olave"": 39.0, ""Kenneth Walker III"": 59.0, ""Kyle Monangai"": 4.0, ""Omarion Hampton"": 70.0, ""Pat Freiermuth"": 7.0, ""Quentin Johnston"": 5.0, ""Rashid Shaheed"": 2.0, ""Rome Odunze"": 26.0, ""TreVeyon Henderson"": 22.0, ""Wan'Dale Robinson"": 5.0}"
baseline,1,44,buy,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Emeka Egbuka | George Kittle | Harold Fannin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Josh Downs | Matthew Stafford | Rhamondre Stevenson | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 35.0, ""George Kittle"": 3.0, ""Harold Fannin Jr."": 8.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Josh Downs"": 6.0, ""Matthew Stafford"": 2.0, ""Rhamondre Stevenson"": 20.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,1,44,pass,True,,225.0,73.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dallas Goedert | Drake London | Emeka Egbuka | George Kittle | Jacory Croskey-Merritt | Jameson Williams | KC Concepcion | Kenny Gainwell | Patrick Mahomes | Rhamondre Stevenson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 8.0, ""Drake London"": 51.0, ""Emeka Egbuka"": 35.0, ""George Kittle"": 3.0, ""Jacory Croskey-Merritt"": 8.0, ""Jameson Williams"": 16.0, ""KC Concepcion"": 2.0, ""Kenny Gainwell"": 6.0, ""Patrick Mahomes"": 4.0, ""Rhamondre Stevenson"": 20.0, ""Rome Odunze"": 27.0}"
baseline,1,45,buy,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | George Kittle | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Khalil Shakir | Quentin Johnston | Rhamondre Stevenson | Romeo Doubs | Terry McLaurin,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 10.0, ""George Kittle"": 2.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jonathon Brooks"": 12.0, ""Khalil Shakir"": 4.0, ""Quentin Johnston"": 9.0, ""Rhamondre Stevenson"": 19.0, ""Romeo Doubs"": 2.0, ""Terry McLaurin"": 36.0}"
baseline,1,45,pass,True,,244.0,54.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | C.J. Stroud | Chase Brown | Chuba Hubbard | Drake London | Harold Fannin Jr. | Jalen Coker | Jonathon Brooks | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Romeo Doubs | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""C.J. Stroud"": 2.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 10.0, ""Drake London"": 53.0, ""Harold Fannin Jr."": 12.0, ""Jalen Coker"": 3.0, ""Jonathon Brooks"": 12.0, ""Kyren Williams"": 51.0, ""Quentin Johnston"": 9.0, ""Rhamondre Stevenson"": 19.0, ""Romeo Doubs"": 2.0, ""Tetairoa McMillan"": 26.0}"
baseline,1,46,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jared Goff | Josh Downs | Khalil Shakir | Luther Burden III | Mark Andrews | Rhamondre Stevenson | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""Harold Fannin Jr."": 8.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Josh Downs"": 9.0, ""Khalil Shakir"": 3.0, ""Luther Burden III"": 19.0, ""Mark Andrews"": 2.0, ""Rhamondre Stevenson"": 15.0, ""TreVeyon Henderson"": 37.0}"
baseline,1,46,pass,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | J.K. Dobbins | Jonathan Taylor | Josh Downs | Khalil Shakir | Luther Burden III | Mark Andrews | Patrick Mahomes | Rhamondre Stevenson | Rome Odunze | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""J.K. Dobbins"": 8.0, ""Jonathan Taylor"": 95.0, ""Josh Downs"": 9.0, ""Khalil Shakir"": 3.0, ""Luther Burden III"": 19.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 4.0, ""Rhamondre Stevenson"": 15.0, ""Rome Odunze"": 23.0, ""TreVeyon Henderson"": 37.0}"
baseline,1,47,buy,True,,250.0,48.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Caleb Douglas | Chase Brown | Emeka Egbuka | George Kittle | Harold Fannin Jr. | Jahmyr Gibbs | Jonathon Brooks | Makai Lemon | Michael Wilson | Rashid Shaheed,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 2.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 37.0, ""George Kittle"": 5.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jonathon Brooks"": 17.0, ""Makai Lemon"": 5.0, ""Michael Wilson"": 5.0, ""Rashid Shaheed"": 3.0}"
baseline,1,47,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Caleb Douglas | Chase Brown | Emeka Egbuka | Harold Fannin Jr. | Jonathan Taylor | Jonathon Brooks | Khalil Shakir | Michael Wilson | Rome Odunze | Tank Bigsby,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 2.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 37.0, ""Harold Fannin Jr."": 11.0, ""Jonathan Taylor"": 87.0, ""Jonathon Brooks"": 17.0, ""Khalil Shakir"": 2.0, ""Michael Wilson"": 5.0, ""Rome Odunze"": 22.0, ""Tank Bigsby"": 3.0}"
