arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,0,buy,True,,259.0,39.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jameson Williams | Josh Allen | Kenyon Sadiq | Quentin Johnston | Rashid Shaheed | Tony Pollard | Tyler Allgeier | Woody Marks,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 23.0, ""Josh Allen"": 34.0, ""Kenyon Sadiq"": 2.0, ""Quentin Johnston"": 8.0, ""Rashid Shaheed"": 2.0, ""Tony Pollard"": 12.0, ""Tyler Allgeier"": 2.0, ""Woody Marks"": 3.0}"
baseline,14,5,pass,True,,222.0,76.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Deebo Samuel Sr. | Ja'Marr Chase | Jake Ferguson | Josh Allen | Kenny Gainwell | RJ Harvey | Rashid Shaheed | Sam LaPorta | Ty Johnson | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Deebo Samuel Sr."": 5.0, ""Ja'Marr Chase"": 95.0, ""Jake Ferguson"": 3.0, ""Josh Allen"": 29.0, ""Kenny Gainwell"": 14.0, ""RJ Harvey"": 8.0, ""Rashid Shaheed"": 2.0, ""Sam LaPorta"": 13.0, ""Ty Johnson"": 3.0, ""Zachariah Branch"": 2.0}"
baseline,14,6,buy,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Isaiah Likely | Jahmyr Gibbs | Jaydon Blue | Joe Burrow | Khalil Shakir | Kyle Pitts | Makai Lemon | Ryan Flournoy | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 7.0, ""D'Andre Swift"": 28.0, ""Isaiah Likely"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jaydon Blue"": 3.0, ""Joe Burrow"": 17.0, ""Khalil Shakir"": 3.0, ""Kyle Pitts"": 11.0, ""Makai Lemon"": 2.0, ""Ryan Flournoy"": 2.0, ""TreVeyon Henderson"": 29.0}"
baseline,14,6,pass,True,,252.0,46.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Drake Maye | Isaiah Likely | Ja'Marr Chase | Jaydon Blue | Kyle Pitts | Kyren Williams | Makai Lemon | Ryan Flournoy | TreVeyon Henderson,"{""Antonio Williams"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 7.0, ""Drake Maye"": 16.0, ""Isaiah Likely"": 10.0, ""Ja'Marr Chase"": 80.0, ""Jaydon Blue"": 3.0, ""Kyle Pitts"": 11.0, ""Kyren Williams"": 42.0, ""Makai Lemon"": 2.0, ""Ryan Flournoy"": 2.0, ""TreVeyon Henderson"": 29.0}"
baseline,14,7,buy,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | Chris Godwin Jr. | De'Zhaun Stribling | Isiah Pacheco | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Josh Allen | Khalil Shakir | Rashid Shaheed | Rhamondre Stevenson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Godwin Jr."": 16.0, ""De'Zhaun Stribling"": 3.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jameson Williams"": 24.0, ""Josh Allen"": 37.0, ""Khalil Shakir"": 5.0, ""Rashid Shaheed"": 3.0, ""Rhamondre Stevenson"": 16.0}"
baseline,14,7,pass,True,,184.0,114.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chig Okonkwo | Chris Godwin Jr. | De'Zhaun Stribling | Isiah Pacheco | Jadarian Price | Jakobi Meyers | Jameson Williams | Josh Allen | Khalil Shakir | Rashid Shaheed | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Godwin Jr."": 16.0, ""De'Zhaun Stribling"": 3.0, ""Isiah Pacheco"": 2.0, ""Jadarian Price"": 22.0, ""Jakobi Meyers"": 3.0, ""Jameson Williams"": 24.0, ""Josh Allen"": 37.0, ""Khalil Shakir"": 5.0, ""Rashid Shaheed"": 3.0, ""Tony Pollard"": 22.0}"
baseline,14,8,buy,True,,245.0,53.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | DK Metcalf | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jauan Jennings | Kenny Gainwell | Makai Lemon | Parker Washington | Patrick Mahomes | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 17.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 24.0, ""Jauan Jennings"": 2.0, ""Kenny Gainwell"": 7.0, ""Makai Lemon"": 5.0, ""Parker Washington"": 12.0, ""Patrick Mahomes"": 2.0, ""Travis Kelce"": 2.0}"
baseline,14,8,pass,True,,244.0,54.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Carnell Tate | Chase Brown | DK Metcalf | J.K. Dobbins | Jameson Williams | Jauan Jennings | Kenny Gainwell | Makai Lemon | Parker Washington | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 97.0, ""Brock Purdy"": 2.0, ""Carnell Tate"": 22.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 17.0, ""J.K. Dobbins"": 9.0, ""Jameson Williams"": 24.0, ""Jauan Jennings"": 2.0, ""Kenny Gainwell"": 7.0, ""Makai Lemon"": 5.0, ""Parker Washington"": 12.0, ""Travis Kelce"": 2.0}"
baseline,14,9,buy,True,,263.0,35.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | George Kittle | Germie Bernard | Jahmyr Gibbs | Jalen Coker | Jalen Hurts | Jameson Williams | Kenyon Sadiq | Michael Wilson | Rhamondre Stevenson | Tony Pollard,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Germie Bernard"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jalen Hurts"": 10.0, ""Jameson Williams"": 27.0, ""Kenyon Sadiq"": 7.0, ""Michael Wilson"": 6.0, ""Rhamondre Stevenson"": 21.0, ""Tony Pollard"": 23.0}"
baseline,14,9,pass,True,,212.0,86.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | George Kittle | Germie Bernard | Jameson Williams | Jared Goff | Kenyon Sadiq | Malik Nabers | Michael Wilson | Rashee Rice | Rhamondre Stevenson | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 12.0, ""George Kittle"": 2.0, ""Germie Bernard"": 3.0, ""Jameson Williams"": 27.0, ""Jared Goff"": 3.0, ""Kenyon Sadiq"": 7.0, ""Malik Nabers"": 36.0, ""Michael Wilson"": 6.0, ""Rashee Rice"": 42.0, ""Rhamondre Stevenson"": 21.0, ""Stefon Diggs"": 8.0}"
baseline,14,10,buy,True,,272.0,26.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | DK Metcalf | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Jordan Addison | Mark Andrews | Parker Washington | Patrick Mahomes,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 14.0, ""DK Metcalf"": 12.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 5.0, ""Mark Andrews"": 8.0, ""Parker Washington"": 14.0, ""Patrick Mahomes"": 2.0}"
baseline,14,10,pass,True,,198.0,100.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | DK Metcalf | Jameson Williams | Jaylen Warren | Jonah Coleman | Jordan Addison | Mark Andrews | Patrick Mahomes | Tetairoa McMillan | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 14.0, ""DK Metcalf"": 12.0, ""Jameson Williams"": 25.0, ""Jaylen Warren"": 14.0, ""Jonah Coleman"": 2.0, ""Jordan Addison"": 5.0, ""Mark Andrews"": 8.0, ""Patrick Mahomes"": 2.0, ""Tetairoa McMillan"": 42.0, ""TreVeyon Henderson"": 18.0}"
baseline,14,11,buy,True,,238.0,60.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Douglas | Chase Brown | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jauan Jennings | Jaylen Warren | KC Concepcion | Matthew Stafford | Parker Washington | Travis Kelce | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 27.0, ""Jauan Jennings"": 2.0, ""Jaylen Warren"": 20.0, ""KC Concepcion"": 2.0, ""Matthew Stafford"": 5.0, ""Parker Washington"": 9.0, ""Travis Kelce"": 2.0, ""Wan'Dale Robinson"": 5.0}"
baseline,14,11,pass,True,,200.0,98.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Douglas | Chase Brown | Dylan Sampson | J.K. Dobbins | Jameson Williams | Jaylen Warren | Josh Allen | KC Concepcion | Luther Burden III | Parker Washington | Travis Kelce | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""J.K. Dobbins"": 9.0, ""Jameson Williams"": 27.0, ""Jaylen Warren"": 20.0, ""Josh Allen"": 36.0, ""KC Concepcion"": 2.0, ""Luther Burden III"": 41.0, ""Parker Washington"": 9.0, ""Travis Kelce"": 2.0, ""Wan'Dale Robinson"": 5.0}"
baseline,14,12,buy,True,,259.0,39.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Isiah Pacheco | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Makai Lemon | Parker Washington | Travis Kelce,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 16.0, ""Isiah Pacheco"": 5.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 15.0, ""Jameson Williams"": 24.0, ""Makai Lemon"": 3.0, ""Parker Washington"": 12.0, ""Travis Kelce"": 2.0}"
baseline,14,12,pass,True,,204.0,94.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Isiah Pacheco | J.K. Dobbins | Jameson Williams | Kyler Murray | Makai Lemon | Parker Washington | Pat Bryant | Puka Nacua | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 16.0, ""Isiah Pacheco"": 5.0, ""J.K. Dobbins"": 9.0, ""Jameson Williams"": 24.0, ""Kyler Murray"": 2.0, ""Makai Lemon"": 3.0, ""Parker Washington"": 12.0, ""Pat Bryant"": 2.0, ""Puka Nacua"": 74.0, ""Travis Kelce"": 2.0}"
baseline,14,13,buy,True,,255.0,43.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Carnell Tate | Chase Brown | Chuba Hubbard | Courtland Sutton | DK Metcalf | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Khalil Shakir | Pat Freiermuth | Sam LaPorta,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 14.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 15.0, ""Courtland Sutton"": 12.0, ""DK Metcalf"": 17.0, ""J.K. Dobbins"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Khalil Shakir"": 6.0, ""Pat Freiermuth"": 4.0, ""Sam LaPorta"": 5.0}"
baseline,14,13,pass,True,,239.0,59.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Carnell Tate | Chase Brown | Chuba Hubbard | Courtland Sutton | DK Metcalf | J.K. Dobbins | Pat Freiermuth | Patrick Mahomes | Sam LaPorta | Tee Higgins,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 87.0, ""Carnell Tate"": 14.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 15.0, ""Courtland Sutton"": 12.0, ""DK Metcalf"": 17.0, ""J.K. Dobbins"": 13.0, ""Pat Freiermuth"": 4.0, ""Patrick Mahomes"": 2.0, ""Sam LaPorta"": 5.0, ""Tee Higgins"": 23.0}"
baseline,14,14,buy,True,,225.0,73.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Chase Brown | DK Metcalf | Dylan Sampson | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jayden Daniels | Jordan Addison | Travis Kelce | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 14.0, ""Dylan Sampson"": 2.0, ""J.K. Dobbins"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jameson Williams"": 21.0, ""Jayden Daniels"": 9.0, ""Jordan Addison"": 6.0, ""Travis Kelce"": 3.0, ""Wan'Dale Robinson"": 3.0}"
baseline,14,14,pass,True,,165.0,133.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Brock Purdy | Chase Brown | DK Metcalf | David Montgomery | DeVonta Smith | Dylan Sampson | J.K. Dobbins | Jakobi Meyers | Jameson Williams | Jordan Addison | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 14.0, ""David Montgomery"": 28.0, ""DeVonta Smith"": 32.0, ""Dylan Sampson"": 2.0, ""J.K. Dobbins"": 7.0, ""Jakobi Meyers"": 3.0, ""Jameson Williams"": 21.0, ""Jordan Addison"": 6.0, ""Travis Kelce"": 3.0}"
baseline,14,15,buy,True,,214.0,84.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Carnell Tate | Chase Brown | Courtland Sutton | DK Metcalf | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jalen Coker | Jordan Mason | Jordyn Tyson | Patrick Mahomes,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 11.0, ""DK Metcalf"": 11.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jordan Mason"": 7.0, ""Jordyn Tyson"": 7.0, ""Patrick Mahomes"": 2.0}"
baseline,14,15,pass,True,,211.0,87.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brian Robinson | Carnell Tate | Chase Brown | DK Metcalf | Dylan Sampson | George Kittle | Jalen Coker | Jordan Mason | Jordyn Tyson | Parker Washington | Patrick Mahomes,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 103.0, ""Brian Robinson"": 2.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jalen Coker"": 3.0, ""Jordan Mason"": 7.0, ""Jordyn Tyson"": 7.0, ""Parker Washington"": 15.0, ""Patrick Mahomes"": 2.0}"
baseline,14,16,buy,True,,263.0,35.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | George Kittle | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Matthew Golden | Matthew Stafford | Quentin Johnston | RJ Harvey | Rashid Shaheed,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dalton Kincaid"": 2.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Kyren Williams"": 51.0, ""Matthew Golden"": 2.0, ""Matthew Stafford"": 3.0, ""Quentin Johnston"": 9.0, ""RJ Harvey"": 9.0, ""Rashid Shaheed"": 3.0}"
baseline,14,16,pass,True,,179.0,119.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Dalton Kincaid | George Kittle | Jameson Williams | Kyren Williams | Matthew Golden | Quentin Johnston | Rashid Shaheed | Sam Darnold,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""D'Andre Swift"": 34.0, ""Dalton Kincaid"": 2.0, ""George Kittle"": 5.0, ""Jameson Williams"": 21.0, ""Kyren Williams"": 51.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 9.0, ""Rashid Shaheed"": 3.0, ""Sam Darnold"": 2.0}"
baseline,14,17,buy,True,,284.0,14.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jalen Nailor | Jameson Williams | Jordan Mason | Kyren Williams | Mark Andrews | Quentin Johnston | Rachaad White | Rashid Shaheed | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jameson Williams"": 20.0, ""Jordan Mason"": 7.0, ""Kyren Williams"": 52.0, ""Mark Andrews"": 9.0, ""Quentin Johnston"": 10.0, ""Rachaad White"": 10.0, ""Rashid Shaheed"": 3.0, ""Trevor Lawrence"": 8.0}"
