method,season,component,weight,prior_rows,prior_seasons
causal_full_lasso_rf,2022,full_random_forest,0.6501182097531567,2035,5
causal_full_lasso_rf,2023,full_lasso,0.4052900009678551,2460,6
causal_full_lasso_rf,2023,full_random_forest,0.5947099990321448,2460,6
causal_full_lasso_rf,2024,full_lasso,0.41186241366985854,2873,7
causal_full_lasso_rf,2024,full_random_forest,0.5881375863301415,2873,7
causal_full_lasso_rf,2025,full_lasso,0.40204976587859753,3280,8
causal_full_lasso_rf,2025,full_random_forest,0.5979502341214025,3280,8
causal_full_lasso_tree_average,2017,full_lasso,0.0,0,0
causal_full_lasso_tree_average,2017,full_rf_lgbm_average,1.0,0,0
causal_full_lasso_tree_average,2018,full_lasso,0.0,407,1
causal_full_lasso_tree_average,2018,full_rf_lgbm_average,1.0,407,1
causal_full_lasso_tree_average,2019,full_lasso,0.2449581005136278,812,2
causal_full_lasso_tree_average,2019,full_rf_lgbm_average,0.7550418994863722,812,2
causal_full_lasso_tree_average,2020,full_lasso,0.2520693094600983,1199,3
causal_full_lasso_tree_average,2020,full_rf_lgbm_average,0.7479306905399017,1199,3
causal_full_lasso_tree_average,2021,full_lasso,0.2917304635079092,1618,4
causal_full_lasso_tree_average,2021,full_rf_lgbm_average,0.7082695364920908,1618,4
causal_full_lasso_tree_average,2022,full_lasso,0.28506219651035425,2035,5
causal_full_lasso_tree_average,2022,full_rf_lgbm_average,0.7149378034896458,2035,5
causal_full_lasso_tree_average,2023,full_lasso,0.33883264072387387,2460,6
causal_full_lasso_tree_average,2023,full_rf_lgbm_average,0.6611673592761261,2460,6
causal_full_lasso_tree_average,2024,full_lasso,0.36041460059083263,2873,7
causal_full_lasso_tree_average,2024,full_rf_lgbm_average,0.6395853994091674,2873,7
causal_full_lasso_tree_average,2025,full_lasso,0.35068652946757295,3280,8
causal_full_lasso_tree_average,2025,full_rf_lgbm_average,0.649313470532427,3280,8
causal_full_lasso_rf_lgbm,2017,full_lasso,0.0,0,0
causal_full_lasso_rf_lgbm,2017,full_random_forest,0.5,0,0
causal_full_lasso_rf_lgbm,2017,full_lightgbm,0.5,0,0
causal_full_lasso_rf_lgbm,2018,full_lasso,0.0,407,1
causal_full_lasso_rf_lgbm,2018,full_random_forest,0.5,407,1
causal_full_lasso_rf_lgbm,2018,full_lightgbm,0.5,407,1
causal_full_lasso_rf_lgbm,2019,full_lasso,0.25189632767192577,812,2
causal_full_lasso_rf_lgbm,2019,full_random_forest,0.46447985322543367,812,2
causal_full_lasso_rf_lgbm,2019,full_lightgbm,0.2836238191026407,812,2
causal_full_lasso_rf_lgbm,2020,full_lasso,0.26012854098003185,1199,3
causal_full_lasso_rf_lgbm,2020,full_random_forest,0.48192067395522675,1199,3
causal_full_lasso_rf_lgbm,2020,full_lightgbm,0.2579507850647414,1199,3
causal_full_lasso_rf_lgbm,2021,full_lasso,0.293823451886661,1618,4
causal_full_lasso_rf_lgbm,2021,full_random_forest,0.375182030137766,1618,4
causal_full_lasso_rf_lgbm,2021,full_lightgbm,0.33099451797557305,1618,4
causal_full_lasso_rf_lgbm,2022,full_lasso,0.2958945661899795,2035,5
causal_full_lasso_rf_lgbm,2022,full_random_forest,0.44980855287677524,2035,5
causal_full_lasso_rf_lgbm,2022,full_lightgbm,0.2542968809332453,2035,5
causal_full_lasso_rf_lgbm,2023,full_lasso,0.343678392281427,2460,6
causal_full_lasso_rf_lgbm,2023,full_random_forest,0.37189354595224344,2460,6
causal_full_lasso_rf_lgbm,2023,full_lightgbm,0.2844280617663296,2460,6
causal_full_lasso_rf_lgbm,2024,full_lasso,0.37726468772489585,2873,7
causal_full_lasso_rf_lgbm,2024,full_random_forest,0.46545669122173866,2873,7
causal_full_lasso_rf_lgbm,2024,full_lightgbm,0.1572786210533655,2873,7
causal_full_lasso_rf_lgbm,2025,full_lasso,0.36886119155488317,3280,8
causal_full_lasso_rf_lgbm,2025,full_random_forest,0.48113355869856494,3280,8
causal_full_lasso_rf_lgbm,2025,full_lightgbm,0.150005249746552,3280,8
