"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","AVG"
"66","George Kittle","SF","9","TE7","77","66","66","69","69.5"
"67","James Conner","ARI","11","RB18","71","61","75","72","69.8"
"68","David Montgomery","DET","5","RB19","67","72","69","74","70.5"
"69","Evan Engram","DEN","14 ","TE8","73","71","76","64","71.0"
"70","Xavier Worthy","KC","6","WR36","84","99","52","51","71.5"
"71","Aaron Jones Sr.","MIN","6","RB20","64","57","83","85","72.3"
"72","Jayden Reed","GB","10","WR37","68","96","59","66","72.3"
"73","Najee Harris","LAC","5","RB21","65","64","80","83","73.0"
"74","Diontae Johnson","CLE","10","WR38","76","86","67","67","74.0"
"75","D'Andre Swift","CHI","7","RB22","79","53","89","77","74.5"
"76","Rhamondre Stevenson","NE","14","RB23","72","56","86","91","76.3"
"77","Joe Burrow","CIN","12","QB8","63","60","90","92","76.3"
"78","Jordan Love","GB","10","QB9","74","55","92","99","80.0"
"79","Rome Odunze","CHI","7","WR39","83","120","61","59","80.8"
"80","Zamir White","LV","10 ","RB24","78","68","94","89","82.3"
"81","Raheem Mostert","LV","10","RB25","82","78","84","87","82.8"
"82","Jaxon Smith-Njigba","SEA","10","WR40","81","104","74","73","83.0"
"83","Dak Prescott","DAL","7 ","QB10","75","62","100","98","83.8"
"84","Javonte Williams","DAL","7","RB26","80","70","97","90","84.3"
"85","Christian Watson","GB","10","WR41","85","105","72","75","84.3"
"86","Jake Ferguson","DAL","7","TE9","91","91","82","80","86.0"
"87","Brian Thomas Jr.","JAC","12","WR42","100","116","68","70","88.5"
"88","Jayden Daniels","WAS","14","QB11","88","79","95","93","88.8"
"89","Tony Pollard","TEN","5","RB27","86","83","96","95","90.0"
"90","DeAndre Hopkins","BAL","14","WR43","94","107","85","84","92.5"
"91","Jaylen Warren","PIT","9","RB28","90","90","91","100","92.8"
"92","Courtland Sutton","DEN","14","WR44","95","112","88","82","94.3"
"93","Marquise Brown","KC","6","WR45","87","127","79","86","94.8"
"94","Ladd McConkey","LAC","5","WR46","107","119","78","81","96.3"
"95","Jameson Williams","DET","5","WR47","108","108","81","88","96.3"
"96","Brian Robinson Jr.","WAS","14","RB29","97","85","106","106","98.5"
"97","Caleb Williams","CHI","7","QB12","102","81","107","105","98.8"
"98","David Njoku","CLE","10","TE10","98","94","101","104","99.3"
"99","Keon Coleman","BUF","12","WR48","118","126","77","79","100.0"
"100","Devin Singletary","NYG","11","RB30","109","76","109","108","100.5"
"101","Brock Bowers","LV","10","TE11","110","102","93","97","100.5"
"102","Brock Purdy","SF","9","QB13","89","89","114","112","101.0"
"103","Jordan Addison","MIN","6","WR49","93","123","87","102","101.3"
"104","Chase Brown","CIN","12","RB31","105","97","104","103","102.3"
"105","Zack Moss","CIN","12 ","RB32","103","92","108","107","102.5"
"106","Tyjae Spears","TEN","5","RB33","96","100","111","109","104.0"
"107","Khalil Shakir","BUF","12","WR50","111","130","103","78","105.5"
"108","Jonathon Brooks","CAR","11 ","RB34","104","106","105","113","107.0"
"109","Jared Goff","DET","5","QB14","99","82","125","123","107.3"
"110","Tua Tagovailoa","MIA","6","QB15","92","95","123","119","107.3"
"111","Jerome Ford","CLE","10","RB35","116","103","112","101","108.0"
"112","Romeo Doubs","GB","10","WR51","112","129","98","94","108.3"
"113","Trevor Lawrence","JAC","12 ","QB16","106","101","117","120","111.0"
"114","Austin Ekeler","WAS","14","RB36","101","98","128","122","112.3"
"115","Joshua Palmer","BUF","12","WR52","129","137","99","96","115.3"
"116","Blake Corum","LAR","6","RB37","121","113","116","117","116.8"
"117","Curtis Samuel","BUF","12","WR53","127","134","102","111","118.5"
"118","Dallas Goedert","PHI","5","TE12","117","117","119","124","119.3"
"119","Gus Edwards","","","RB38","120","128","122","121","122.8"
"120","Rico Dowdle","CAR","11","RB39","138","125","115","116","123.5"
"121","Jakobi Meyers","LV","10","WR54","123","145","121","110","124.8"
"122","Trey Benson","ARI","11","RB40","122","118","131","131","125.5"
"123","Kirk Cousins","ATL","12","QB17","114","109","146","134","125.8"
"124","Nick Chubb","HU","14 O","RB41","113","110","133","150","126.5"
"125","Justin Herbert","LAC","5 ","QB18","115","111","138","142","126.5"
"126","Dontayvion Wicks","GB","10","WR55","142","155","110","114","130.3"
"127","Ezekiel Elliott","","","RB42","130","114","137","140","130.3"
"128","Chuba Hubbard","CAR","11","RB43","132","124","141","128","131.3"
"129","Rashid Shaheed","N","12 O","WR56","128","167","113","118","131.5"
"130","Tyler Lockett","TEN","5","WR57","125","152","118","132","131.8"
"131","Dalton Schultz","HOU","14","TE13","126","136","132","133","131.8"
"132","Matthew Stafford","LAR","6","QB19","119","122","149","151","135.3"
"133","Jerry Jeudy","CLE","10","WR58","145","146","124","127","135.5"
"134","Pat Freiermuth","PIT","9","TE14","131","132","136","144","135.8"
"135","Mike Williams","LAC","5","WR59","136","154","130","126","136.5"
"136","J.K. Dobbins","DEN","14","RB44","153","121","142","137","138.3"
"137","Aaron Rodgers","PIT","9","QB20","124","115","158","157","138.5"
"138","Gabe Davis ","","","WR60","149","149","127","130","138.8"
"139","Ty Chandler","MIN","6","RB45","147","138","135","135","138.8"
"140","Brandin Cooks","NO","12","WR61","137","165","129","125","139.0"
"141","Zach Charbonnet","SEA","10","RB46","135","141","139","145","140.0"
"142","T.J. Hockenson","MIN","6","TE15","139","131","145","147","140.5"
"143","Jaleel McLaughlin","DEN","14","RB47","146","140","147","139","143.0"
"144","Jaylen Wright","MIA","6","RB48","144","144","143","149","145.0"
"145","Adonai Mitchell","IND","14","WR62","158","174","120","129","145.3"
"146","Cole Kmet","CHI","7","TE16","140","133","154","158","146.3"
"147","Darnell Mooney","ATL","12","WR63","151","166","134","136","146.8"
"148","Tyler Allgeier","ATL","12","RB49","152","148","144","143","146.8"
"149","Baker Mayfield","TB","11","QB21","133","135","164","165","149.3"
"150","Deshaun Watson","CLE","10 ","QB22","134","147","162","161","151.0"
"151","Michael Wilson","ARI","11","WR64","162","161","140","141","151.0"
"152","Ja'Lynn Polk","NE","14","WR65","171","178","126","138","153.3"
"153","Geno Smith","LV","10","QB23","141","143","167","170","155.3"
"154","Luke Musgrave","GB","10","TE17","150","153","155","164","155.5"
"155","Adam Thielen","CAR","11","WR66","155","163","153","153","156.0"
"156","Taysom Hill","N","12 O","TE18","143","139","235","115","158.0"
"157","Ray Davis","BUF","12","RB50","163","169","152","148","158.0"
"158","Will Levis","TEN","5","QB24","148","142","177","166","158.3"
"159","Bucky Irving","TB","11","RB51","167","150","157","159","158.3"
"160","Josh Downs","IND","14","WR67","154","188","148","154","161.0"
"161","Antonio Gibson","NE","14","RB52","156","157","169","162","161.0"
"162","Braelon Allen","NYJ","12","RB53","165","171","161","163","165.0"
"163","Jordan Mason","MIN","6","RB54","202","156","151","152","165.3"
"164","MarShawn Lloyd","GB","10","RB55","160","160","168","174","165.5"
"165","Xavier Legette","CAR","11","WR68","189","179","150","146","166.0"
"166","Tyler Conklin","LAC","5","TE19","157","168","171","176","168.0"
"167","Khalil Herbert","IND","14","RB56","170","180","163","169","170.5"
"168","Kimani Vidal","LAC","5","RB57","182","172","174","156","171.0"
"169","Hunter Henry","NE","14","TE20","168","173","166","184","172.8"
"170","Isaiah Likely","BAL","14","TE21","175","181","173","167","174.0"
"171","Jahan Dotson","PHI","5","WR69","159","190","172","180","175.3"
"172","Bo Nix","DEN","14","QB25","180","158","185","179","175.5"
"173","DeMario Douglas","NE","14","WR70","181","196","156","172","176.3"
"174","Bryce Young","CAR","11","QB26","164","162","196","192","178.5"
"175","Derek Carr","","","QB27","161","151","203","202","179.3"
"176","Cade Otton","TB","11","TE22","169","183","179","188","179.8"
"177","Sam Darnold","SEA","10","QB28","185","170","184","183","180.5"
"178","Quentin Johnston","LAC","5","WR71","172","185","189","190","184.0"
"179","Tyrone Tracy Jr.","NYG","11","RB58","194","176","183","186","184.8"
"180","Wan'Dale Robinson","NYG","11","WR72","186","210","176","168","185.0"
"181","Daniel Jones","IND","14","QB29","183","159","201","200","185.8"
"182","Noah Fant","SEA","10","TE23","195","195","170","185","186.3"
"183","Jonnu Smith","PIT","9","TE24","188","175","191","191","186.3"
"184","Jalen Tolbert","DAL","7","WR73","215","211","160","160","186.5"
"185","Rashod Bateman","BAL","14","WR74","190","228","165","178","190.3"
"186","Samaje Perine","CIN","12","RB59","234","184","178","173","192.3"
"187","Marvin Mims Jr.","DEN","14","WR75","176","209","190","196","192.8"
"188","Tank Bigsby","JAC","12","RB60","216","191","188","182","194.3"
"189","Jalen McMillan","TB","11","WR76","236","233","159","155","195.8"
"190","Greg Dortch","ARI","11","WR77","224","214","175","171","196.0"
"191","Juwan Johnson","NO","12","TE25","205","194","192","193","196.0"
"192","Jermaine Burton","CIN","12","WR78","211","205","182","187","196.3"
"193","Ben Sinnott","WAS","14","TE26","210","198","181","198","196.8"
"194","Chig Okonkwo","TEN","5","TE27","193","164","213","220","197.5"
"195","Justin Fields","NYJ","12","QB30","187","193","210","206","199.0"
"196","Drake Maye","NE","14","QB31","208","201","193","194","199.0"
"197","Luke McCaffrey","WAS","14","WR79","230","204","194","177","201.3"
"198","Roschon Johnson","CHI","7","RB61","178","215","220","203","204.0"
"199","Audric Estime","DEN","14","RB62","209","213","200","195","204.3"
"200","Andrei Iosivas","CIN","12","WR80","229","234","186","175","206.0"
"201","Justice Hill","BAL","14","RB63","225","217","195","189","206.5"
"202","Russell Wilson","NYG","11","QB32","200","177","229","222","207.0"
"203","Tyler Boyd","","","WR81","218","219","204","197","209.5"
"204","Gardner Minshew II","KC","6 ","QB33","221","182","223","215","210.3"
"205","Dyami Brown","JAC","12","WR82","248","186","206","212","213.0"
"206","Alexander Mattison","MIA","6","RB64","219","203","221","217","215.0"
"207","Colby Parkinson","LAR","6","TE28","226","232","198","205","215.3"
"208","Greg Dulcich","NYG","11","TE29","235","208","209","213","216.3"
"209","Mike Gesicki","CIN","12","TE30","213","223","219","225","220.0"
"210","Dalvin Cook","","","RB65","250","197","215","219","220.3"
"211","Troy Franklin","DEN","14","WR83","204","221","233","223","220.3"
"212","Will Shipley","PHI","5","RB66","239","222","211","209","220.3"
"213","Cam Akers","NO","12","RB67","277","200","205","208","222.5"
"214","Carson Steele","KC","6","RB68","269","189","218","216","223.0"
"215","Dameon Pierce","HOU","14","RB69","223","218","224","230","223.8"
"216","Demarcus Robinson","SF","9","WR84","196","","180","181","185.7"
"217","Zach Ertz","WAS","14","TE31","233","216","226","238","228.3"
"218","Roman Wilson","PIT","9","WR85","231","229","207","247","228.5"
"219","Darius Slayton","NYG","11","WR86","260","212","222","224","229.5"
"220","Ricky Pearsall","SF","9","WR87","203","207","187","","199.0"
"221","Keaton Mitchell","BAL","14","RB70","246","227","230","257","240.0"
"222","Dallas Cowboys","DST","7","DST1","173","80","","","126.5"
"223","Kenneth Gainwell","PIT","9","RB71","257","199","261","249","241.5"
"224","Baltimore Ravens","DST","14","DST2","166","93","","","129.5"
"225","Dawson Knox","BUF","12","TE32","276","224","231","244","243.8"
"226","New York Jets","DST","12","DST3","179","88","","","133.5"
"227","Clyde Edwards-Helaire","NO","12","RB72","262","206","270","255","248.3"
"228","Kendre Miller","NO","12","RB73","174","","238","231","214.3"
"229","Ja'Tavion Sanders","CAR","11","TE33","282","225","239","253","249.8"
"230","Miles Sanders","DAL","7","RB74","249","226","284","241","250.0"
"231","Malachi Corley","NYJ","12","WR88","244","","199","210","217.7"
"232","Malik Washington","MIA","6","WR89","272","","197","199","222.7"
"233","Jordan Whittington","LAR","6","WR90","273","","202","204","226.3"
"234","Eric Gray","NYG","11","RB75","287","231","263","258","259.8"
"235","Jamaal Williams","","","RB76","256","202","234","","230.7"
"236","Tucker Kraft","GB","10","TE34","251","","217","228","232.0"
"237","Joe Flacco","CLE","10","QB34","270","220","298","264","263.0"
"238","Hayden Hurst","","","TE35","258","","248","201","235.7"
"239","Noah Brown","WAS","14 ","WR91","288","","216","207","237.0"
"240","Josh Reynolds","NYJ","12","WR92","286","","212","214","237.3"
"241","Jalen Nailor","MIN","6","WR93","290","","214","211","238.3"
"242","Theo Johnson","NYG","11 ","TE36","285","","208","229","240.7"
"243","Jalin Hyatt","NYG","11","WR94","279","","227","221","242.3"
"244","D","","'Onta Foreman","","","RB77","237","","255","237","243.0"
"245","Jacoby Brissett","ARI","11","QB35","264","187","279","","243.3"
"246","Tre Tucker","LV","10","WR95","268","","228","234","243.3"
"247","Trey Sermon","PIT","9","RB78","283","","225","227","245.0"
"248","Dylan Laube","LV","10","RB79","255","","243","240","246.0"
"249","Elijah Moore","BUF","12","WR96","252","","246","246","248.0"
"250","Tim Patrick","DET","5","WR97","241","","271","233","248.3"
"251","Isaac Guerendo","SF","9","RB80","274","","262","218","251.3"
"252","Michael Mayer","LV","10","TE37","227","","254","273","251.3"
"253","Javon Baker","NE","14","WR98","271","","236","250","252.3"
"254","Jauan Jennings","SF","9","WR99","275","","240","243","252.7"
"255","Van Jefferson","TEN","5","WR100","280","","256","232","256.0"
"256","Emanuel Wilson","GB","10","RB81","306","","237","226","256.3"
"257","Kalif Raymond","DET","5","WR101","305","","232","245","260.7"
"258","Devontez Walker","BAL","14","WR102","291","","260","235","262.0"
"259","A.T. Perry","DEN","14","WR103","266","","259","262","262.3"
"260","JuJu Smith-Schuster","KC","6","WR104","300","","253","236","263.0"
"261","Zay Jones","ARI","11","WR105","263","","274","252","263.0"
"262","Alec Pierce","IND","14","WR106","294","","250","261","268.3"
"263","Ray-Ray McCloud III","ATL","12","WR107","316","","241","251","269.3"
"264","Cordarrelle Patterson","PIT","9","RB82","284","","264","260","269.3"
"265","Gerald Everett","","","TE38","304","","251","265","273.3"
"266","Kendrick Bourne","NE","14","WR108","303","","252","266","273.7"
"267","Justin Watson","HOU","14","WR109","293","","282","248","274.3"
"268","Jacob Cowing","SF","9","WR110","319","","249","256","274.7"
"269","Treylon Burks","TEN","5 ","WR111","292","","257","276","275.0"
"270","Daniel Bellinger","NYG","11","TE39","301","230","302","","277.7"
"271","Brenden Rice","LAC","5","WR112","329","","242","269","280.0"
"272","Mack Hollins","NE","14","WR113","","","244","242","243.0"
"273","Kylen Granson","PHI","5","TE40","317","","247","278","280.7"
"274","Sione Vaki","DET","5","RB83","315","","265","267","282.3"
"275","K.J. Osborn","WAS","14","WR114","302","","275","274","283.7"
"276","Allen Lazard","NYJ","12","WR115","334","","267","254","285.0"
"277","DJ Chark Jr.","","","WR116","261","","","239","250.0"
"278","Bo Melton","GB","10","WR117","338","","266","263","289.0"
"279","Aidan O'Connell","LV","10","QB36","259","","335","275","289.7"
"280","Cedric Tillman","CLE","10","WR118","326","","273","270","289.7"
"281","John Metchie III","HOU","14","WR119","","","245","272","258.5"
"282","Parker Washington","JAC","12","WR120","","","258","271","264.5"
"283","San Francisco 49ers","DST","9","DST4","177","","","","177.0"
"284","Devaughn Vele","DEN","14","WR121","340","","268","281","296.3"
"285","Calvin Austin III","PIT","9","WR122","331","","283","279","297.7"
"286","Cleveland Browns","DST","10","DST5","184","","","","184.0"
"287","Kansas City Chiefs","DST","6","DST6","191","","","","191.0"
"288","Pittsburgh Steelers","DST","9","DST7","192","","","","192.0"
"289","Olamide Zaccheaus","CHI","7","WR123","","","280","268","274.0"
"290","Kareem Hunt","KC","6","RB84","","192","412","","302.0"
"291","Will Dissly","LAC","5","TE41","","","272","277","274.5"
"292","Buffalo Bills","DST","12","DST8","197","","","","197.0"
"293","Houston Texans","DST","14","DST9","198","","","","198.0"
"294","Miami Dolphins","DST","6","DST10","199","","","","199.0"
"295","Philadelphia Eagles","DST","5","DST11","201","","","","201.0"
"296","Jonathan Mingo","DAL","7","WR124","281","","276","","278.5"
"297","Michael Penix Jr.","ATL","12","QB37","289","","269","","279.0"
"298","Indianapolis Colts","DST","14","DST12","206","","","","206.0"
"299","Chicago Bears","DST","7","DST13","207","","","","207.0"
"300","New Orleans Saints","DST","12","DST14","214","","","","214.0"
"301","Tyquan Thornton","KC","6","WR125","","","290","280","285.0"
"302","Odell Beckham Jr.","","","WR126","312","","","259","285.5"
"303","Las Vegas Raiders","DST","10","DST15","217","","","","217.0"
"304","Detroit Lions","DST","5","DST16","220","","","","220.0"
"305","Green Bay Packers","DST","10","DST17","222","","","","222.0"
"306","Jameis Winston","NYG","11","QB38","298","","285","","291.5"
"307","Tampa Bay Buccaneers","DST","11","DST18","228","","","","228.0"
"308","Jacksonville Jaguars","DST","12","DST19","232","","","","232.0"
"309","Sam Howell","MIN","6","QB39","299","","292","","295.5"
"310","Cincinnati Bengals","DST","12","DST20","238","","","","238.0"
"311","Minnesota Vikings","DST","6","DST21","240","","","","240.0"
"312","Atlanta Falcons","DST","12","DST22","242","","","","242.0"
"313","Seattle Seahawks","DST","10","DST23","245","","","","245.0"
"314","New England Patriots","DST","14","DST24","247","","","","247.0"
"315","Los Angeles Chargers","DST","5","DST25","254","","","","254.0"
"316","Deuce Vaughn","DAL","7","RB85","321","","294","","307.5"
"317","Noah Gray","KC","6","TE42","328","","291","","309.5"
"318","Denver Broncos","DST","14","DST26","265","","","","265.0"
"319","New York Giants","DST","11","DST27","267","","","","267.0"
"320","Tyler Higbee","LAR","6","TE43","323","","303","","313.0"
"321","Pierre Strong Jr.","CLE","10","RB86","333","","296","","314.5"
"322","Skyy Moore","KC","6","WR127","309","","322","","315.5"
"323","Nelson Agholor","","","WR128","","","277","","277.0"
"324","Los Angeles Rams","DST","6","DST28","278","","","","278.0"
"325","Cade Stover","HOU","14","TE44","314","","321","","317.5"
"326","Taulia Tagovailoa","","","QB40","","","281","","281.0"
"327","Erick All Jr.","CIN","12 ","TE45","336","","301","","318.5"
"328","Tutu Atwell","LAR","6","WR129","330","","307","","318.5"
"329","Josh Whyle","TEN","5","TE46","325","","316","","320.5"
"330","Johnny Wilson","PHI","5","WR130","","","286","","286.0"
"331","Kenny McIntosh","SEA","10","RB87","","","287","","287.0"
"332","Xavier Gipson","NYJ","12","WR131","","","288","","288.0"
"333","Emari Demercado","ARI","11 ","RB88","307","","337","","322.0"
"334","Jake Bobo","SEA","10","WR132","","","289","","289.0"
"335","Ty Johnson","BUF","12","RB89","308","","338","","323.0"
"336","Jared Wiley","KC","6 ","TE47","350","","297","","323.5"
"337","Trey Palmer","TB","11","WR133","","","293","","293.0"
"338","Ryan Flournoy","DAL","7","WR134","","","295","","295.0"
"339","Deneric Prince","","","RB90","296","","361","","328.5"
"340","Tennessee Titans","DST","5","DST29","297","","","","297.0"
"341","Casey Washington","ATL","12","WR135","348","","305","","326.5"
"342","Julius Chestnut","TEN","5","RB91","","","299","","299.0"
"343","Velus Jones Jr.","NO","12","WR136","","","300","","300.0"
"344","Jamari Thrash","CLE","10","WR137","","","304","","304.0"
"345","Spencer Rattler","NO","12","QB41","351","","310","","330.5"
"346","Tyler Goodson","IND","14","RB92","","","306","","306.0"
"347","Lucas Krull","DEN","14","TE48","343","","319","","331.0"
"348","Rasheen Ali","BAL","14","RB93","","","308","","308.0"
"349","Davis Allen","LAR","6","TE49","","","309","","309.0"
"350","Joshua Dobbs","NE","14","QB42","310","","355","","332.5"
"351","Jeff Wilson Jr.","","","RB94","339","","326","","332.5"
"352","Mason Rudolph","PIT","9","QB43","","","311","","311.0"
"353","Joshua Kelley","","","RB95","311","","","","311.0"
"354","D","","'Ernest Johnson","","","RB96","","","312","","312.0"
"355","Evan Hull","PIT","9","RB97","313","","","","313.0"
"356","Isaiah Williams","CIN","12","WR138","","","313","","313.0"
"357","Josh Oliver","MIN","6","TE50","320","","349","","334.5"
"358","Cedrick Wilson Jr.","NO","12","WR139","","","314","","314.0"
"359","Johnny Mundt","JAC","12","TE51","353","","317","","335.0"
"360","Tyler Scott","CHI","7","WR140","","","315","","315.0"
"361","Isaiah Spiller","","","RB98","318","","","","318.0"
"362","Jalen Brooks","DAL","7","WR141","","","318","","318.0"
"363","Isaiah Davis","NYJ","12","RB99","327","","348","","337.5"
"364","KaVontae Turpin","DAL","7","WR142","","","320","","320.0"
"365","Carolina Panthers","DST","11","DST30","322","","","","322.0"
"366","Tanner McLachlan","CIN","12","TE52","","","323","","323.0"
"367","Arizona Cardinals","DST","11","DST31","324","","","","324.0"
"368","Will Mallory","IND","14","TE53","","","324","","324.0"
"369","Mecole Hardman Jr.","GB","10","WR143","","","325","","325.0"
"370","Mo Alie-Cox","IND","14","TE54","","","327","","327.0"
"371","Jimmy Garoppolo","LAR","6","QB44","","","328","","328.0"
"372","Malik Willis","GB","10","QB45","","","329","","329.0"
"373","Trey Lance","LAC","5","QB46","","","330","","330.0"
"374","Ian Thomas","LV","10","TE55","","","331","","331.0"
"375","Marquez Valdes-Scantling","SEA","10","WR144","332","","","","332.0"
"376","Sean Tucker","TB","11","RB100","","","332","","332.0"
"377","P.J. Walker","","","QB47","","","333","","333.0"
"378","Daurice Fountain","","","WR145","","","334","","334.0"
"379","Jerick McKinnon","","","RB101","335","","","","335.0"
"380","Jaheim Bell","NE","14","TE56","","","336","","336.0"
"381","Brock Wright","DET","5","TE57","342","","350","","346.0"
"382","Bub Means","NO","12","WR146","349","","343","","346.0"
"383","Michael Carter","ARI","11","RB102","337","","427","","382.0"
"384","JaMycal Hasty","","","RB103","","","339","","339.0"
"385","Tommy Tremble","CAR","11","TE58","","","340","","340.0"
"386","Derius Davis","LAC","5","WR147","","","341","","341.0"
"387","Jaret Patterson","LAC","5","RB104","341","","413","","377.0"
"388","Darnell Washington","PIT","9","TE59","","","342","","342.0"
"389","Jake Browning","CIN","12","QB48","346","","353","","349.5"
"390","Robert Woods","PIT","9","WR148","","","344","","344.0"
"391","Tyrod Taylor","NYJ","12","QB49","344","","393","","368.5"
"392","Jeremy McNichols","WAS","14","RB105","345","","","","345.0"
"393","Xavier Hutchinson","HOU","14","WR149","","","345","","345.0"
"394","Brenton Strange","JAC","12","TE60","","","346","","346.0"
"395","Darren Waller","MIA","6","TE61","347","","","","347.0"
"396","Ronnie Bell","DET","5","WR150","","","347","","347.0"
"397","Chris Conley","","","WR151","","","351","","351.0"
"398","Ronnie Rivers","LAR","6","RB106","","","352","","352.0"
"399","Drew Lock","SEA","10","QB50","352","","369","","360.5"
"400","Pharaoh Brown","MIA","6","TE62","","","354","","354.0"
"401","Hendon Hooker","DET","5","QB51","354","","392","","373.0"
"402","Carson Wentz","","","QB52","355","","396","","375.5"
"403","Charlie Woerner","ATL","12","TE63","","","356","","356.0"
"404","Tommy DeVito","NYG","11","QB53","","","357","","357.0"
"405","Devin Duvernay","CHI","7","WR152","","","358","","358.0"
"406","La","","'Mical Perine","","","RB107","","","360","","360.0"
"407","Jordan Matthews","","","TE64","","","362","","362.0"
"408","Grant Calcaterra","PHI","5","TE65","","","363","","363.0"
"409","Tanner Hudson","CIN","12","TE66","","","364","","364.0"
"410","Durham Smythe","CHI","7","TE67","","","365","","365.0"
"411","Nick Westbrook-Ikhine","MIA","6","WR153","","","366","","366.0"
"412","Nick Mullens","JAC","12","QB54","","","367","","367.0"
"413","Brandon Powell","","","WR154","","","368","","368.0"
"414","Braxton Berrios","HOU","14","WR155","","","370","","370.0"
"415","Elijah Higgins","ARI","11","TE68","","","371","","371.0"
"416","Craig Reynolds","DET","5","RB108","","","372","","372.0"
