"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","AVG"
"53","Nick Chubb","HU","7 O","RB17","13","8","10","","10.3"
"54","Dalton Kincaid","BUF","13","TE6","145","112","116","40","103.3"
"55","Kadarius Toney","","","WR25","105","142","99","69","103.8"
"56","Jerick McKinnon","","","RB18","118","119","126","58","105.3"
"57","Garrett Wilson","NYJ","7","WR26","16","17","13","","15.3"
"58","Davante Adams","LAR","10","WR27","15","20","16","","17.0"
"59","Derrick Henry","BAL","13","RB19","19","21","20","","20.0"
"60","Nico Collins","HOU","7","WR28","133","133","118","52","109.0"
"61","Sam LaPorta","DET","9","TE7","154","116","131","36","109.3"
"62","Chris Olave","NO","11","WR29","24","25","18","","22.3"
"63","Elijah Mitchell","KC","10","RB20","131","118","134","61","111.0"
"64","Josh Jacobs","GB","6","RB21","27","18","25","","23.3"
"65","Tyler Higbee","LAR","10","TE8","138","120","130","72","115.0"
"66","Dalton Schultz","HOU","7","TE9","124","134","140","63","115.3"
"67","Calvin Ridley","TEN","7","WR30","34","32","21","","29.0"
"68","Kenneth Gainwell","PIT","6","RB22","136","127","144","57","116.0"
"69","Tee Higgins","CIN","7","WR31","26","36","27","","29.7"
"70","Rhamondre Stevenson","NE","11","RB23","29","29","33","","30.3"
"71","Brock Purdy","SF","9","QB8","149","156","157","5","116.8"
"72","Jameson Williams","DET","9","WR32","120","161","135","53","117.3"
"73","DK Metcalf","PIT","6","WR33","30","35","30","","31.7"
"74","Travis Etienne Jr.","JAC","9","RB24","37","26","36","","33.0"
"75","Joe Mixon","HOU","7","RB25","35","34","38","","35.7"
"76","Keenan Allen","","","WR34","32","42","35","","36.3"
"77","Rashee Rice","KC","10","WR35","170","147","151","17","121.3"
"78","Joe Burrow","CIN","7 ","QB9","40","27","45","","37.3"
"79","Justin Herbert","LAC","5 ","QB10","45","31","48","","41.3"
"80","DJ Moore","CHI","13","WR36","43","52","37","","44.0"
"81","Justin Fields","NYJ","7","QB11","46","47","39","","44.0"
"82","Kenneth Walker III","SEA","5","RB26","48","37","50","","45.0"
"83","T.J. Hockenson","MIN","13 ","TE10","47","39","52","","46.0"
"84","Breece Hall","NYJ","7","RB27","41","57","43","","47.0"
"85","Dameon Pierce","HOU","7","RB28","57","33","54","","48.0"
"86","Jonathan Taylor","IND","11","RB29","21","69","57","","49.0"
"87","DeAndre Hopkins","BAL","13","WR37","44","58","46","","49.3"
"88","Mike Williams","LAC","5 ","WR38","56","56","41","","51.0"
"89","Jake Ferguson","DAL","7","TE11","183","159","160","30","133.0"
"90","Drake London","ATL","11","WR39","52","63","42","","52.3"
"91","Devin Singletary","NYG","13","RB30","152","150","169","68","134.8"
"92","J.K. Dobbins","DEN","9 ","RB31","58","43","64","","55.0"
"93","Trevor Lawrence","JAC","9","QB12","55","50","62","","55.7"
"94","Terry McLaurin","WAS","14","WR40","51","53","63","","55.7"
"95","Darren Waller","MIA","10","TE12","66","51","53","","56.7"
"96","Alexander Mattison","MIA","10","RB32","67","45","60","","57.3"
"97","Christian Kirk","HU","7 O","WR41","59","61","55","","58.3"
"98","Miles Sanders","DAL","7","RB33","65","49","70","","61.3"
"99","Javonte Williams","DAL","7","RB34","53","60","74","","62.3"
"100","Tyler Lockett","TEN","7","WR42","64","76","56","","65.3"
"101","Cam Akers","N","11 O","RB35","62","59","76","","65.7"
"102","Jerry Jeudy","CLE","5","WR43","49","84","68","","67.0"
"103","Michael Pittman Jr.","IND","11","WR44","63","72","78","","71.0"
"104","Jahan Dotson","PHI","10","WR45","78","85","59","","74.0"
"105","Kyle Pitts","ATL","11","TE13","74","71","77","","74.0"
"106","James Conner","ARI","14","RB36","76","66","82","","74.7"
"107","Alvin Kamara","NO","11","RB37","83","65","80","","76.0"
"108","Deshaun Watson","CLE","5 ","QB13","77","77","89","","81.0"
"109","Jordan Addison","MIN","13","WR46","87","90","72","","83.0"
"110","Jaxon Smith-Njigba","SEA","5","WR47","85","101","71","","85.7"
"111","Khalil Herbert","IND","11","RB38","92","78","91","","87.0"
"112","Courtland Sutton","DEN","9","WR48","88","92","87","","89.0"
"113","Marquise Brown","KC","10 ","WR49","80","104","84","","89.3"
"114","Evan Engram","DEN","9","TE14","94","86","96","","92.0"
"115","Brian Robinson Jr.","WAS","14","RB39","95","82","101","","92.7"
"116","Antonio Gibson","NE","11","RB40","96","83","100","","93.0"
"117","A.J. Dillon","PHI","10","RB41","98","87","104","","96.3"
"118","Kirk Cousins","ATL","11 ","QB14","91","91","113","","98.3"
"119","Daniel Jones","IND","11 ","QB15","93","102","106","","100.3"
"120","Pat Freiermuth","PIT","6","TE15","102","97","103","","100.7"
"121","Treylon Burks","TEN","7","WR50","97","109","98","","101.3"
"122","Anthony Richardson Sr.","IND","11 ","QB16","104","100","102","","102.0"
"123","Michael Thomas","","","WR51","108","107","95","","103.3"
"124","Geno Smith","LV","13","QB17","99","108","115","","107.3"
"125","Skyy Moore","KC","10","WR52","101","136","86","","107.7"
"126","Zach Charbonnet","SEA","5","RB42","107","111","105","","107.7"
"127","Aaron Rodgers","PIT","6 ","QB18","110","96","122","","109.3"
"128","Jamaal Williams","","","RB43","114","95","121","","110.0"
"129","Quentin Johnston","LAC","5","WR53","106","135","90","","110.3"
"130","Jaylen Warren","PIT","6","RB44","123","105","109","","112.3"
"131","Samaje Perine","CIN","7","RB45","111","110","119","","113.3"
"132","JuJu Smith-Schuster","KC","10","WR54","115","115","120","","116.7"
"133","Rashaad Penny","","","RB46","116","117","128","","120.3"
"134","Matthew Stafford","LAR","10","QB19","140","","175","49","121.3"
"135","Romeo Doubs","GB","6","WR55","122","130","112","","121.3"
"136","Jordan Love","GB","6","QB20","139","","152","75","122.0"
"137","Michael Gallup","WAS","14","WR56","162","","153","65","126.7"
"138","Tank Bigsby","JAC","9","RB47","134","124","123","","127.0"
"139","Allen Lazard","NYJ","7","WR57","128","131","125","","128.0"
"140","Kenny Pickett","CLE","5","QB21","129","122","138","","129.7"
"141","Damien Harris","","","RB48","130","121","139","","130.0"
"142","Jakobi Meyers","LV","13","WR58","119","149","132","","133.3"
"143","Adam Thielen","CAR","7","WR59","142","123","136","","133.7"
"144","Tyler Allgeier","ATL","11","RB49","125","139","142","","135.3"
"145","Marquez Valdes-Scantling","SEA","5","WR60","175","","141","92","136.0"
"146","Gus Edwards","","","RB50","194","","191","24","136.3"
"147","Derek Carr","","","QB22","121","141","149","","137.0"
"148","Tyler Boyd","","","WR61","135","163","114","","137.3"
"149","Dawson Knox","BUF","13","TE16","166","","183","66","138.3"
"150","Juwan Johnson","NO","11","TE17","148","125","143","","138.7"
"151","Ezekiel Elliott","","","RB51","146","126","145","","139.0"
"152","Jayden Reed","GB","6","WR62","195","","158","67","140.0"
"153","Darnell Mooney","ATL","11","WR63","137","146","137","","140.0"
"154","Chig Okonkwo","TEN","7","TE18","132","140","156","","142.7"
"155","Cole Kmet","CHI","13","TE19","141","137","150","","142.7"
"156","Jerome Ford","CLE","5","RB52","185","","197","47","143.0"
"157","Roschon Johnson","CHI","13","RB53","150","138","148","","145.3"
"158","C.J. Stroud","HOU","7","QB23","182","","209","56","149.0"
"159","Van Jefferson","TEN","7","WR64","174","148","133","","151.7"
"160","Kareem Hunt","KC","10","RB54","188","","184","84","152.0"
"161","Gerald Everett","","","TE20","153","144","161","","152.7"
"162","Donovan Peoples-Jones","NO","11","WR65","165","128","167","","153.3"
"163","Clyde Edwards-Helaire","NO","11","RB55","199","","195","70","154.7"
"164","Tyjae Spears","TEN","7","RB56","158","154","154","","155.3"
"165","Greg Dulcich","NYG","13","TE21","147","152","168","","155.7"
"166","K.J. Osborn","WAS","14","WR66","157","155","155","","155.7"
"167","Sam Howell","MIN","13","QB24","164","145","162","","157.0"
"168","Isaiah Likely","BAL","13","TE22","241","","208","26","158.3"
"169","Kyren Williams","LAR","10","RB57","240","","216","28","161.3"
"170","Puka Nacua","LAR","10","WR67","253","","194","37","161.3"
"171","Irv Smith Jr.","HOU","7","TE23","173","151","170","","164.7"
"172","Luke Musgrave","GB","6","TE24","191","157","163","","170.3"
"173","Chuba Hubbard","CAR","7","RB58","177","162","179","","172.7"
"174","Baker Mayfield","TB","5","QB25","227","","219","76","174.0"
"175","Leonard Fournette","","","RB59","201","","244","77","174.0"
"176","D","","'Onta Foreman","","","RB60","160","158","206","","174.7"
"177","Deon Jackson","","","RB61","239","132","164","","178.3"
"178","Deuce Vaughn","DAL","7","RB62","214","153","188","","185.0"
"179","Khalil Shakir","BUF","13","WR68","255","","248","59","187.3"
"180","Ryan Tannehill","","","QB26","204","160","199","","187.7"
"181","Cade Otton","TB","5","TE25","252","","214","98","188.0"
"182","Mecole Hardman Jr.","GB","6","WR69","251","","212","101","188.0"
"183","Richie James Jr.","","","WR70","254","","225","88","189.0"
"184","Rico Dowdle","CAR","7","RB63","266","","237","71","191.3"
"185","Taysom Hill","NO","11","TE26","256","164","178","","199.3"
"186","Justice Hill","BAL","13","RB64","299","","256","45","200.0"
"187","Josh Reynolds","NYJ","7","WR71","273","","238","95","202.0"
"188","Latavius Murray","","","RB65","257","","263","89","203.0"
"189","Noah Gray","KC","10","TE27","298","","224","90","204.0"
"190","Russell Wilson","NYG","13","QB27","117","","146","","131.5"
"191","Zay Jones","ARI","14","WR72","144","","124","","134.0"
"192","Jalen Tolbert","DAL","7","WR73","308","","262","91","220.3"
"193","Marvin Mims Jr.","DEN","9","WR74","172","","117","","144.5"
"194","Durham Smythe","CHI","13","TE28","337","","249","80","222.0"
"195","Quez Watkins","ARI","14","WR75","333","","251","85","223.0"
"196","Jordan Mason","MIN","13","RB66","306","","276","93","225.0"
"197","Justin Watson","HOU","7","WR76","","","250","54","152.0"
"198","Nelson Agholor","","","WR77","342","","274","74","230.0"
"199","Rondale Moore","MIN","13","WR78","151","","171","","161.0"
"200","Jonathan Mingo","DAL","7","WR79","178","","147","","162.5"
"201","Jauan Jennings","SF","9","WR80","","","267","62","164.5"
"202","Kendre Miller","NO","11","RB67","159","","172","","165.5"
"203","Alec Pierce","IND","11","WR81","171","","165","","168.0"
"204","Jeff Wilson Jr.","","","RB68","155","","182","","168.5"
"205","Bryce Young","CAR","7","QB28","161","","180","","170.5"
"206","DJ Chark Jr.","","","WR82","169","","173","","171.0"
"207","Jalin Hyatt","NYG","13","WR83","189","","159","","174.0"
"208","Rashid Shaheed","NO","11","WR84","179","","177","","178.0"
"209","Curtis Samuel","BUF","13","WR85","184","","174","","179.0"
"210","Kyler Murray","ARI","14","QB29","163","","196","","179.5"
"211","Isaiah Hodgins","SF","9","WR86","213","","166","","189.5"
"212","Joshua Palmer","BUF","13","WR87","192","","193","","192.5"
"213","Jimmy Garoppolo","LAR","10","QB30","187","","203","","195.0"
"214","Tyler Conklin","LAC","5","TE29","206","","187","","196.5"
"215","Cedrick Wilson Jr.","NO","11","WR88","","","308","86","197.0"
"216","Hunter Henry","NE","11","TE30","209","","185","","197.0"
"217","Melvin Gordon","III","","RB69","312","","383","83","259.3"
"218","Tank Dell","HU","7 O","WR89","224","","176","","200.0"
"219","Hayden Hurst","","","TE31","200","","201","","200.5"
"220","Hunter Renfrow","CAR","7","WR90","212","","190","","201.0"
"221","Dontayvion Wicks","GB","6","WR91","","","307","99","203.0"
"222","Zamir White","LV","13","RB70","196","","210","","203.0"
"223","Ty Chandler","MIN","13","RB71","221","","186","","203.5"
"224","Mac Jones","SF","9","QB31","193","","215","","204.0"
"225","Tucker Kraft","GB","6","TE32","343","","348","94","261.7"
"226","Parris Campbell","DAL","7","WR92","203","","207","","205.0"
"227","Desmond Ridder","","","QB32","207","","205","","206.0"
"228","Michael Mayer","LV","13","TE33","215","","204","","209.5"
"229","Darius Slayton","NYG","13","WR93","232","","192","","212.0"
"230","Joe Flacco","CLE","5","QB33","","","","50","50.0"
"231","DeVante Parker","","","WR94","245","","181","","213.0"
"232","Justyn Ross","KC","10","WR95","238","","189","","213.5"
"233","Mike Gesicki","CIN","7","TE34","197","","231","","214.0"
"234","Zack Moss","CIN","7","RB72","231","","202","","216.5"
"235","Sean Tucker","TB","5","RB73","234","","200","","217.0"
"236","Chase Claypool","","","WR96","225","","211","","218.0"
"237","Michael Wilson","ARI","14","WR97","246","","198","","222.0"
"238","Cordarrelle Patterson","PIT","6","RB74","218","","226","","222.0"
"239","Trey McBride","ARI","14","TE35","211","","235","","223.0"
"240","Demarcus Robinson","SF","9","WR98","","","370","79","224.5"
"241","Evan Hull","PIT","6 ","RB75","233","","217","","225.0"
"242","Noah Fant","SEA","5","TE36","230","","223","","226.5"
"243","Joshua Kelley","","","RB76","236","","221","","228.5"
"244","Zach Ertz","WAS","14","TE37","229","","228","","228.5"
"245","Robert Woods","PIT","6","WR99","237","","222","","229.5"
"246","Chase Brown","CIN","7","RB77","220","","240","","230.0"
"247","John Metchie III","HOU","7","WR100","228","","232","","230.0"
"248","Josh Downs","IND","11","WR101","249","","213","","231.0"
"249","Wan'Dale Robinson","NYG","13","WR102","244","","218","","231.0"
"250","Noah Brown","WAS","14","WR103","366","","394","96","285.3"
"251","Allen Robinson","II","","WR104","242","","230","","236.0"
"252","Julio Jones","","","WR105","","","","100","100.0"
"253","Keaontay Ingram","KC","10","RB78","270","","234","","252.0"
"254","Marvin Jones Jr.","","","WR106","271","","239","","255.0"
"255","Mack Hollins","NE","11","WR107","293","","220","","256.5"
"256","Calvin Austin III","PIT","6","WR108","279","","236","","257.5"
"257","Cedric Tillman","CLE","5","WR109","269","","246","","257.5"
"258","Kendrick Bourne","NE","11 ","WR110","283","","233","","258.0"
"259","Terrace Marshall Jr.","PHI","10","WR111","264","","253","","258.5"
"260","Isaiah Spiller","","","RB79","265","","255","","260.0"
"261","Deonte Harty","","","WR112","294","","227","","260.5"
"262","Logan Thomas","","","TE38","278","","247","","262.5"
"263","Cole Turner","WAS","14","TE39","286","","241","","263.5"
"264","San Francisco 49ers","DST","9","DST1","156","","","","156.0"
"265","Tutu Atwell","LAR","10","WR113","303","","229","","266.0"
"266","Chris Evans","","","RB80","287","","245","","266.0"
"267","Pierre Strong Jr.","CLE","5","RB81","267","","266","","266.5"
"268","Jelani Woods","IND","11","TE40","247","","288","","267.5"
"269","Chase Edmonds","","","RB82","263","","273","","268.0"
"270","Sam Darnold","SEA","5","QB34","272","","264","","268.0"
"271","Dallas Cowboys","DST","7","DST2","167","","","","167.0"
"272","Philadelphia Eagles","DST","10","DST3","168","","","","168.0"
"273","Trey Lance","LAC","5","QB35","258","","287","","272.5"
"274","New England Patriots","DST","11","DST4","176","","","","176.0"
"275","Zach Evans","NYJ","7","RB83","260","","292","","276.0"
"276","Tyquan Thornton","KC","10","WR114","275","","279","","277.0"
"277","Buffalo Bills","DST","13","DST5","180","","","","180.0"
"278","New York Jets","DST","7","DST6","181","","","","181.0"
"279","Trey Palmer","TB","5","WR115","316","","242","","279.0"
"280","Daniel Bellinger","NYG","13","TE41","291","","270","","280.5"
"281","Pittsburgh Steelers","DST","6","DST7","186","","","","186.0"
"282","Randall Cobb","","","WR116","319","","243","","281.0"
"283","Adam Trautman","DEN","9","TE42","302","","260","","281.0"
"284","Baltimore Ravens","DST","13","DST8","190","","","","190.0"
"285","Joshua Dobbs","NE","11","QB36","292","","278","","285.0"
"286","New Orleans Saints","DST","11","DST9","198","","","","198.0"
"287","Luke Schoonmaker","DAL","7","TE43","310","","265","","287.5"
"288","Will Levis","TEN","7","QB37","274","","303","","288.5"
"289","Jacksonville Jaguars","DST","9","DST10","202","","","","202.0"
"290","Dyami Brown","JAC","9","WR117","323","","257","","290.0"
"291","A.T. Perry","DEN","9","WR118","297","","283","","290.0"
"292","Miami Dolphins","DST","10","DST11","205","","","","205.0"
"293","Kansas City Chiefs","DST","10","DST12","208","","","","208.0"
"294","Denver Broncos","DST","9","DST13","210","","","","210.0"
"295","Darnell Washington","PIT","6","TE44","325","","261","","293.0"
"296","Matt Breida","","","RB84","314","","272","","293.0"
"297","Aidan O'Connell","LV","13","QB38","318","","271","","294.5"
"298","DeWayne McBride","","","RB85","284","","306","","295.0"
"299","Greg Dortch","ARI","14","WR119","304","","286","","295.0"
"300","Trayveon Williams","NE","11","RB86","322","","269","","295.5"
"301","Washington Commanders","DST","14","DST14","216","","","","216.0"
"302","Cincinnati Bengals","DST","7","DST15","217","","","","217.0"
"303","Los Angeles Chargers","DST","5","DST16","219","","","","219.0"
"304","Mike White","BUF","13","QB39","305","","290","","297.5"
"305","DeMario Douglas","NE","11","WR120","338","","258","","298.0"
"306","Green Bay Packers","DST","6","DST17","222","","","","222.0"
"307","Trent Sherfield Sr.","DEN","9","WR121","321","","277","","299.0"
"308","Cleveland Browns","DST","5","DST18","223","","","","223.0"
"309","Seattle Seahawks","DST","5","DST19","226","","","","226.0"
"310","Salvon Ahmed","IND","11","RB87","350","","254","","302.0"
"311","Sterling Shepard","TB","5","WR122","329","","275","","302.0"
"312","Albert Okwuegbunam Jr.","IND","11","TE45","315","","289","","302.0"
"313","Kayshon Boutte","NE","11","WR123","320","","285","","302.5"
"314","Indianapolis Colts","DST","11","DST20","235","","","","235.0"
"315","Jimmy Graham","","","TE46","332","","281","","306.5"
"316","Kalif Raymond","DET","9","WR124","346","","268","","307.0"
"317","Jake Bobo","SEA","5","WR125","289","","329","","309.0"
"318","Tampa Bay Buccaneers","DST","5","DST21","243","","","","243.0"
"319","James Robinson","","","RB88","311","","311","","311.0"
"320","Detroit Lions","DST","9","DST22","248","","","","248.0"
"321","New York Giants","DST","13","DST23","250","","","","250.0"
"322","Braxton Berrios","HOU","7","WR126","367","","259","","313.0"
"323","Myles Gaskin","","","RB89","","","252","","252.0"
"324","Laviska Shenault Jr.","BUF","13","WR127","335","","293","","314.0"
"325","Andrei Iosivas","CIN","7","WR128","324","","304","","314.0"
"326","Kyle Trask","TB","5","QB40","277","","356","","316.5"
"327","Eric Gray","NYG","13","RB90","334","","300","","317.0"
"328","Carolina Panthers","DST","7","DST24","259","","","","259.0"
"329","Israel Abanikanda","SF","9","RB91","288","","347","","317.5"
"330","Tennessee Titans","DST","7","DST25","261","","","","261.0"
"331","Michael Carter","ARI","14","RB92","262","","","","262.0"
"332","Devin Duvernay","CHI","13","WR129","345","","296","","320.5"
"333","Colt McCoy","","","QB41","268","","","","268.0"
"334","Chris Rodriguez Jr.","WAS","14 ","RB93","364","","284","","324.0"
"335","Austin Hooper","NE","11","TE47","330","","321","","325.5"
"336","Minnesota Vikings","DST","13","DST26","276","","","","276.0"
"337","Houston Texans","DST","7","DST27","280","","","","280.0"
"338","Kylen Granson","PHI","10","TE48","","","280","","280.0"
"339","Robert Tonyan","KC","10","TE49","374","","282","","328.0"
"340","Atlanta Falcons","DST","11","DST28","281","","","","281.0"
"341","Nick Westbrook-Ikhine","MIA","10","WR130","358","","299","","328.5"
"342","Los Angeles Rams","DST","10","DST29","282","","","","282.0"
"343","Deneric Prince","","","RB94","285","","381","","333.0"
"344","Clayton Tune","ARI","14","QB42","290","","377","","333.5"
"345","Tyler Scott","CHI","13","WR131","","","291","","291.0"
"346","C.J. Uzomah","","","TE50","","","295","","295.0"
"347","Tom Brady","","","QB43","373","","298","","335.5"
"348","Jacoby Brissett","ARI","14","QB44","295","","404","","349.5"
"349","Chicago Bears","DST","13","DST30","296","","","","296.0"
"350","Dorian Thompson-Robinson","PHI","10","QB45","","","297","","297.0"
"351","Malik Davis","","","RB95","307","","367","","337.0"
"352","Olamide Zaccheaus","CHI","13","WR132","","","301","","301.0"
"353","Gardner Minshew II","KC","10","QB46","301","","420","","360.5"
"354","Julius Chestnut","TEN","7","RB96","","","302","","302.0"
"355","Ronald Jones","II","","RB97","359","","319","","339.0"
"356","DeeJay Dallas","ARI","14","RB98","","","305","","305.0"
"357","Tyrion Davis-Price","TEN","7","RB99","357","","325","","341.0"
"358","Xavier Hutchinson","HOU","7","WR133","","","309","","309.0"
"359","Boston Scott","","","RB100","336","","349","","342.5"
"360","D","","'Ernest Johnson","","","RB101","309","","400","","354.5"
"361","Zack Kuntz","NYJ","7","TE51","","","310","","310.0"
"362","Kene Nwangwu","NYJ","7","RB102","","","312","","312.0"
"363","Jalen Guyton","","","WR134","","","313","","313.0"
"364","Jaleel McLaughlin","DEN","9","RB103","313","","","","313.0"
"365","Malik Willis","GB","6","QB47","","","314","","314.0"
"366","Ronnie Bell","DET","9","WR135","","","315","","315.0"
"367","Ross Dwelley","SF","9","TE52","","","316","","316.0"
"368","Kenny McIntosh","SEA","5","RB104","317","","375","","346.0"
"369","Corey Clement","","","RB105","","","317","","317.0"
"370","Patrick Ricard","BAL","13","RB106","","","318","","318.0"
"371","Trenton Irwin","JAC","9","WR136","339","","355","","347.0"
"372","Jamal Agnew","ATL","11","WR137","","","320","","320.0"
"373","Derius Davis","LAC","5","WR138","","","322","","322.0"
"374","Kyle Juszczyk","SF","9","RB107","","","323","","323.0"
"375","Isaiah McKenzie","","","WR139","375","","324","","349.5"
"376","Donald Parham Jr.","PIT","6","TE53","347","","352","","349.5"
"377","Connor Heyward","PIT","6","TE54","","","326","","326.0"
"378","Mo Alie-Cox","IND","11","TE55","326","","409","","367.5"
"379","Brandon Powell","","","WR140","","","327","","327.0"
"380","Denzel Mims","","","WR141","327","","","","327.0"
"381","Marquise Goodwin","","","WR142","","","328","","328.0"
"382","Kenyan Drake","","","RB108","328","","385","","356.5"
"383","Samori Toure","CHI","13","WR143","","","330","","330.0"
"384","Las Vegas Raiders","DST","13","DST31","331","","","","331.0"
"385","Brock Wright","DET","9","TE56","","","331","","331.0"
"386","Jalen Reagor","LAC","5","WR144","","","332","","332.0"
"387","Zach Wilson","MIA","10","QB48","363","","345","","354.0"
"388","Marquez Callaway","","","WR145","","","333","","333.0"
"389","Stetson Bennett","LAR","10","QB49","","","334","","334.0"
"390","Malik Cunningham","BAL","13","QB50","","","335","","335.0"
"391","KaVontae Turpin","DAL","7","WR146","","","336","","336.0"
"392","A.J. Rose Jr.","","","RB109","","","338","","338.0"
"393","Matt Ryan","","","QB51","","","339","","339.0"
"394","Arizona Cardinals","DST","14","DST32","340","","","","340.0"
"395","Ben Sims","GB","6","TE57","","","341","","341.0"
"396","Blaine Gabbert","","","QB52","341","","419","","380.0"
"397","Jesper Horsted","","","TE58","","","342","","342.0"
"398","Brenden Knox","","","RB110","","","344","","344.0"
"399","Bailey Zappe","KC","10","QB53","344","","","","344.0"
"400","Tre Tucker","LV","13","WR147","","","346","","346.0"
"401","Jonnu Smith","PIT","6","TE59","365","","358","","361.5"
"402","Jameis Winston","NYG","13","QB54","353","","371","","362.0"
"403","Taylor Heinicke","LAC","5","QB55","348","","398","","373.0"
"404","Scotty Miller","PIT","6","WR148","349","","402","","375.5"
"405","Raheem Blackshear","CAR","7","RB111","","","350","","350.0"
"406","Jordan Akins","","","TE60","","","351","","351.0"
"407","Jason Brownlee","KC","10","WR149","351","","","","351.0"
"408","Davis Mills","HOU","7","QB56","352","","","","352.0"
"409","Ameer Abdullah","","","RB112","","","353","","353.0"
"410","JaMycal Hasty","","","RB113","","","354","","354.0"
"411","Skylar Thompson","PIT","6","QB57","354","","","","354.0"
"412","Kenny Golladay","","","WR150","355","","","","355.0"
"413","Tyler Johnson","NYJ","7","WR151","356","","","","356.0"
"414","Ben Skowronek","PIT","6","WR152","","","357","","357.0"
"415","Colby Parkinson","LAR","10","TE61","","","359","","359.0"
"416","Zach Pascal","NYG","13","WR153","","","360","","360.0"
"417","La","","'Mical Perine","","","RB114","360","","","","360.0"
"418","Josh Oliver","MIN","13","TE62","","","361","","361.0"
"419","Jeremy Ruckert","NYJ","7","TE63","361","","428","","394.5"
"420","David Bell","CLE","5","WR154","","","362","","362.0"
"421","Elijah Dotson","ATL","11","RB115","362","","","","362.0"
"422","Josh","Ali","","WR155","","","363","","363.0"
"423","Brandon Johnson","PIT","6","WR156","","","364","","364.0"
"424","Tyler Huntley","","","QB58","","","365","","365.0"
"425","Robbie Chosen","","","WR157","","","366","","366.0"
"426","Keaton Mitchell","BAL","13 ","RB116","","","368","","368.0"
"427","Marcus Mariota","WAS","14","QB59","368","","412","","390.0"
"428","Tyrod Taylor","NYJ","7","QB60","369","","","","369.0"
