"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","AVG"
"115","Devin Singletary","NYG","10","RB41","122","109","","","115.5"
"116","Marquez Callaway","","","WR49","129","104","","","116.5"
"117","Mike Williams","LAC","7","WR50","104","130","","","117.0"
"118","Darnell Mooney","ATL","6","WR51","112","124","","","118.0"
"119","Jonnu Smith","PIT","7","TE13","126","111","","","118.5"
"120","Tony Pollard","TEN","13","RB42","117","122","","","119.5"
"121","Trevor Lawrence","JAC","7","QB15","125","116","","","120.5"
"122","DeVante Parker","","","WR52","120","123","","","121.5"
"123","Marvin Jones Jr.","","","WR53","113","131","","","122.0"
"124","Kirk Cousins","ATL","6","QB16","131","118","","","124.5"
"125","Sony Michel","","","RB43","157","95","","","126.0"
"126","David Johnson","","","RB44","121","132","","","126.5"
"127","Justin Fields","NYJ","6","QB17","128","125","","","126.5"
"128","J.D. McKissic","","","RB45","137","117","","","127.0"
"129","Mecole Hardman Jr.","GB","13","WR54","116","140","","","128.0"
"130","Henry Ruggs III ","","","WR55","130","129","","","129.5"
"131","Hunter Henry","NE","14","TE14","145","119","","","132.0"
"132","Trey Lance","LAC","7","QB18","133","139","","","136.0"
"133","Russell Gage Jr.","SF","6","WR56","132","142","","","137.0"
"134","Baker Mayfield","TB","9 ","QB19","136","138","","","137.0"
"135","Phillip Lindsay","","","RB46","148","127","","","137.5"
"136","Rob Gronkowski","","","TE15","143","135","","","139.0"
"137","Jakobi Meyers","LV","8","WR57","144","136","","","140.0"
"138","James White ","","","RB47","139","141","","","140.0"
"139","Evan Engram","DEN","11","TE16","135","146","","","140.5"
"140","Elijah Moore","BUF","7","WR58","127","156","","","141.5"
"141","Tua Tagovailoa","MIA","14","QB20","141","145","","","143.0"
"142","Alexander Mattison","MIA","14","RB48","142","150","","","146.0"
"143","Cole Beasley","","","WR59","146","148","","","147.0"
"144","Gerald Everett","","","TE17","153","144","","","148.5"
"145","Rhamondre Stevenson","NE","14","RB49","164","134","","","149.0"
"146","Ben Roethlisberger","","","QB21","155","143","","","149.0"
"147","Jalen Reagor","LAC","7","WR60","138","164","","","151.0"
"148","Tevin Coleman","","","RB50","178","128","","","153.0"
"149","Giovani Bernard","","","RB51","149","166","","","157.5"
"150","Rondale Moore","MIN","7","WR61","134","182","","","158.0"
"151","Sterling Shepard","TB","9 ","WR62","154","162","","","158.0"
"152","Austin Hooper","NE","14","TE18","168","149","","","158.5"
"153","Ryan Fitzpatrick ","","","QB22","159","161","","","160.0"
"154","Kenneth Gainwell","PIT","7","RB52","158","167","","","162.5"
"155","Carson Wentz","","","QB23","162","165","","","163.5"
"156","Latavius Murray","","","RB53","150","181","","","165.5"
"157","Terrace Marshall Jr.","PHI","14","WR63","152","179","","","165.5"
"158","Cole Kmet","CHI","10","TE19","156","175","","","165.5"
"159","Derek Carr","","","QB24","171","163","","","167.0"
"160","Baltimore Ravens","DST","8","DST1","183","152","","","167.5"
"161","Jared Cook","","","TE20","182","155","","","168.5"
"162","Zach Ertz","WAS","9","TE21","180","158","","","169.0"
"163","Jameis Winston","NYG","10 ","QB25","187","154","","","170.5"
"164","Chuba Hubbard","CAR","13","RB54","167","176","","","171.5"
"165","Nelson Agholor","","","WR64","161","184","","","172.5"
"166","Gabe Davis","","","WR65","147","208","","","177.5"
"167","Damien Williams","","","RB55","165","190","","","177.5"
"168","Emmanuel Sanders","","","WR66","166","189","","","177.5"
"169","Zach Wilson","MIA","14","QB26","185","174","","","179.5"
"170","Sam Darnold","SEA","9","QB27","188","172","","","180.0"
"171","Daniel Jones","IND","14 ","QB28","181","180","","","180.5"
"172","Rashaad Penny","","","RB56","163","199","","","181.0"
"173","Tampa Bay Buccaneers","DST","9","DST2","176","186","","","181.0"
"174","Bryan Edwards","","","WR67","172","192","","","182.0"
"175","Anthony Firkser","","","TE22","186","183","","","184.5"
"176","Los Angeles Rams","DST","11","DST3","160","211","","","185.5"
"177","Ty","","'Son Williams","","","RB57","211","160","","","185.5"
"178","Buffalo Bills","DST","7","DST4","198","173","","","185.5"
"179","Tre","","'Quan Smith","","","WR68","184","198","","","191.0"
"180","Christian Kirk","HOU","10","WR69","196","187","","","191.5"
"181","Indianapolis Colts","DST","14","DST5","189","194","","","191.5"
"182","Tony Jones Jr.","","","RB58","225","159","","","192.0"
"183","Blake Jarwin","","","TE23","173","213","","","193.0"
"184","Adam Trautman","DEN","11","TE24","174","216","","","195.0"
"185","Mac Jones","SF","6","QB29","214","177","","","195.5"
"186","Miami Dolphins","DST","14","DST6","190","203","","","196.5"
"187","Darrel Williams","","","RB59","193","200","","","196.5"
"188","Kansas City Chiefs","DST","12","DST7","205","193","","","199.0"
"189","Marquez Valdes-Scantling","SEA","9","WR70","192","209","","","200.5"
"190","Tyrell Williams","","","WR71","199","202","","","200.5"
"191","Eric Ebron","","","TE25","197","207","","","202.0"
"192","Amon-Ra St. Brown","DET","9","WR72","200","206","","","203.0"
"193","Parris Campbell","DAL","7","WR73","175","236","","","205.5"
"194","A.J. Green","","","WR74","202","212","","","207.0"
"195","Tarik Cohen","","","RB60","207","210","","","208.5"
"196","Jerick McKinnon","","","RB61","227","191","","","209.0"
"197","Jamison Crowder","","","WR75","179","242","","","210.5"
"198","T.Y. Hilton","","","WR76","151","280","","","215.5"
"199","Devontae Booker","","","RB62","226","204","","","215.0"
"200","Boston Scott","","","RB63","236","196","","","216.0"
"201","Rashod Bateman","BAL","8","WR77","177","257","","","217.0"
"202","Randall Cobb","","","WR78","194","240","","","217.0"
"203","Malcolm Brown","","","RB64","208","226","","","217.0"
"204","San Francisco 49ers","DST","6","DST8","191","244","","","217.5"
"205","Ty Johnson","BUF","7","RB65","219","223","","","221.0"
"206","Atlanta Falcons","DST","6","DST9","292","168","","","230.0"
"207","Carlos Hyde ","","","RB66","232","215","","","223.5"
"208","Pittsburgh Steelers","DST","7","DST10","169","289","","","229.0"
"209","Washington Commanders","DST","9","DST11","170","283","","","226.5"
"210","Mark Ingram","II","","RB67","253","197","","","225.0"
"211","Jared Goff","DET","9","QB30","220","232","","","226.0"
"212","Denver Broncos","DST","11","DST12","203","251","","","227.0"
"213","Sammy Watkins","","","WR79","215","241","","","228.0"
"214","Wayne Gallman Jr.","","","RB68","241","217","","","229.0"
"215","Allen Lazard","NYJ","6","WR80","239","220","","","229.5"
"216","Marlon Mack","","","RB69","230","231","","","230.5"
"217","Deshaun Watson","CLE","13","QB31","204","263","","","233.5"
"218","Pat Freiermuth","PIT","7","TE26","245","222","","","233.5"
"219","Teddy Bridgewater","","","QB32","240","227","","","233.5"
"220","Byron Pringle","","","WR81","247","224","","","235.5"
"221","Green Bay Packers","DST","13","DST13","222","250","","","236.0"
"222","New England Patriots","DST","14","DST14","195","290","","","242.5"
"223","KJ Hamler","BUF","7 ","WR82","212","262","","","237.0"
"224","Justin Jackson","","","RB70","238","238","","","238.0"
"225","Cleveland Browns","DST","13","DST15","201","301","","","251.0"
"226","New Orleans Saints","DST","6","DST16","209","273","","","241.0"
"227","Salvon Ahmed","IND","14","RB71","224","258","","","241.0"
"228","John Brown","","","WR83","206","","","","206.0"
"229","Joshua Palmer","BUF","7","WR84","261","225","","","243.0"
"230","Los Angeles Chargers","DST","7","DST17","210","293","","","251.5"
"231","Xavier Jones","","","RB72","213","","","","213.0"
"232","Donald Parham Jr.","PIT","7","TE27","256","235","","","245.5"
"233","Chicago Bears","DST","10","DST18","216","277","","","246.5"
"234","Chris Herndon","IV","","TE28","244","249","","","246.5"
"235","Arizona Cardinals","DST","12","DST19","218","276","","","247.0"
"236","Darrynton Evans","BUF","7 ","RB73","217","","","","217.0"
"237","Todd Gurley","II","","RB74","284","218","","","251.0"
"238","Dan Arnold","","","TE29","237","260","","","248.5"
"239","Hayden Hurst","","","TE30","221","286","","","253.5"
"240","Las Vegas Raiders","DST","8","DST20","338","221","","","279.5"
"241","Jimmy Garoppolo","LAR","11","QB33","267","233","","","250.0"
"242","Seattle Seahawks","DST","9","DST21","234","267","","","250.5"
"243","Jeff Wilson Jr.","","","RB75","223","281","","","252.0"
"244","Denzel Mims","","","WR85","242","261","","","251.5"
"245","Minnesota Vikings","DST","7","DST22","228","299","","","263.5"
"246","Benny Snell Jr.","","","RB76","304","228","","","266.0"
"247","New York Giants","DST","10","DST23","229","287","","","258.0"
"248","Darius Slayton","NYG","10","WR86","231","297","","","264.0"
"249","Van Jefferson","TEN","13","WR87","233","","","","233.0"
"250","O.J. Howard","","","TE31","257","255","","","256.0"
"251","Le","","'Veon Bell","","","RB77","279","234","","","256.5"
"252","Breshad Perriman","","","WR88","235","","","","235.0"
"253","Hunter Renfrow","CAR","13","WR89","272","243","","","257.5"
"254","Kadarius Toney","","","WR90","270","245","","","257.5"
"255","Joshua Kelley","","","RB78","287","237","","","262.0"
"256","Dyami Brown","JAC","7","WR91","248","268","","","258.0"
"257","Dalton Schultz","HOU","10","TE32","271","247","","","259.0"
"258","Tyler Kroft","","","TE33","263","256","","","259.5"
"259","Tyler Conklin","LAC","7","TE34","274","246","","","260.0"
"260","Quez Watkins","ARI","12","WR92","243","295","","","269.0"
"261","Donovan Peoples-Jones","NO","6","WR93","246","282","","","264.0"
"262","Taysom Hill","NO","6","TE35","255","271","","","263.0"
"263","Dawson Knox","BUF","7","TE36","249","278","","","263.5"
"264","Philadelphia Eagles","DST","14","DST24","250","294","","","272.0"
"265","C.J. Uzomah","","","TE37","264","265","","","264.5"
"266","Carolina Panthers","DST","13","DST25","251","284","","","267.5"
"267","Nico Collins","HOU","10","WR94","252","","","","252.0"
"268","Dallas Cowboys","DST","7","DST26","266","264","","","265.0"
"269","Alex Collins","","","RB79","294","252","","","273.0"
"270","Larry Rountree","III","","RB80","277","254","","","265.5"
"271","Juwan Johnson","NO","6","TE38","291","253","","","272.0"
"272","DeSean Jackson","","","WR95","254","","","","254.0"
"273","Josh Reynolds","NYJ","6","WR96","276","259","","","267.5"
"274","Justice Hill","BAL","8 ","RB81","258","","","","258.0"
"275","Cam Newton","","","QB34","259","","","","259.0"
"276","Samaje Perine","CIN","10","RB82","260","285","","","272.5"
"277","Tennessee Titans","DST","13","DST27","262","298","","","280.0"
"278","Qadree Ollison","","","RB83","265","","","","265.0"
"279","Mekhi Sargent","","","RB84","375","266","","","320.5"
"280","Jermar Jefferson","","","RB85","268","","","","268.0"
"281","Demarcus Robinson","SF","6","WR97","269","","","","269.0"
"282","Tyrod Taylor","NYJ","6","QB35","285","269","","","277.0"
"283","Jaret Patterson","LAC","7","RB86","273","275","","","274.0"
"284","Chris Evans","","","RB87","305","272","","","288.5"
"285","Quintez Cephus ","","","WR98","275","","","","275.0"
"286","Mo Alie-Cox","IND","14","TE39","278","","","","278.0"
"287","New York Jets","DST","6","DST28","280","","","","280.0"
"288","Dee Eskridge","MIA","14","WR99","281","","","","281.0"
"289","Drew Lock","SEA","9","QB36","282","","","","282.0"
"290","Tim Patrick","DET","9","WR100","283","","","","283.0"
"291","Anthony McFarland Jr.","","","RB88","286","","","","286.0"
"292","Jimmy Graham","","","TE40","288","","","","288.0"
"293","Adam Humphries","","","WR101","289","","","","289.0"
"294","Amari Rodgers","","","WR102","290","","","","290.0"
"295","DeeJay Dallas","ARI","12","RB89","293","","","","293.0"
"296","Jake Funk","","","RB90","295","","","","295.0"
"297","Zach Pascal","NYG","10","WR103","296","","","","296.0"
"298","Jack Doyle","","","TE41","303","292","","","297.5"
"299","Cam Akers","NO","6","RB91","298","","","","298.0"
"300","Will Dissly","LAC","7","TE42","299","","","","299.0"
"301","Javian Hawkins","TEN","13","RB92","300","","","","300.0"
"302","J.J. Taylor","HOU","10","RB93","301","","","","301.0"
"303","Kylin Hill ","","","RB94","302","","","","302.0"
"304","Jacksonville Jaguars","DST","7","DST29","321","288","","","304.5"
"305","Keelan Cole Sr.","","","WR104","306","","","","306.0"
"306","JaMycal Hasty","","","RB95","322","291","","","306.5"
"307","Cincinnati Bengals","DST","10","DST30","317","296","","","306.5"
"308","Harrison Bryant","PHI","14","TE43","307","","","","307.0"
"309","Preston Williams","","","WR105","308","","","","308.0"
"310","Antonio Callaway","","","WR106","309","","","","309.0"
"311","Kendrick Bourne","NE","14","WR107","319","300","","","309.5"
"312","David Njoku","CLE","13","TE44","310","","","","310.0"
"313","Jordan Akins","","","TE45","311","","","","311.0"
"314","Demetric Felton Jr.","WAS","9","RB96","312","","","","312.0"
"315","Rashard Higgins","","","WR108","313","","","","313.0"
"316","N","","'Keal Harry","","","WR109","314","","","","314.0"
"317","Olamide Zaccheaus","CHI","10","WR110","315","","","","315.0"
"318","Keke Coutee","","","WR111","316","","","","316.0"
"319","Tyron Billy-Johnson","","","WR112","318","","","","318.0"
"320","Jacob Harris","","","TE46","320","","","","320.0"
"321","Jalen Guyton","","","WR113","323","","","","323.0"
"322","Kyle Rudolph","","","TE47","324","","","","324.0"
"323","Jacob Hollister","","","TE48","325","","","","325.0"
"324","Eno Benjamin","","","RB97","326","","","","326.0"
"325","Andy Dalton","CAR","13","QB37","327","","","","327.0"
"326","Matt Breida","","","RB98","328","","","","328.0"
"327","Elijah Mitchell","KC","12","RB99","329","","","","329.0"
"328","Detroit Lions","DST","9","DST31","330","","","","330.0"
"329","Cordarrelle Patterson","PIT","7","RB100","331","","","","331.0"
"330","Duke Johnson Jr.","","","RB101","332","","","","332.0"
"331","Marquise Goodwin","","","WR114","333","","","","333.0"
"332","Anthony Miller","BAL","8","WR115","334","","","","334.0"
"333","Michael Strachan","WAS","9","WR116","335","","","","335.0"
"334","D","","'Ernest Johnson","","","RB102","336","","","","336.0"
"335","Foster Moreau","NO","6","TE49","337","","","","337.0"
"336","Albert Okwuegbunam Jr.","IND","14","TE50","339","","","","339.0"
"337","James Washington","","","WR117","340","","","","340.0"
"338","K.J. Osborn","WAS","9","WR118","341","","","","341.0"
"339","Khalil Herbert","IND","14","RB103","343","","","","343.0"
"340","Isaiah McKenzie","","","WR119","344","","","","344.0"
"341","Ihmir Smith-Marsette","NYG","10","WR120","345","","","","345.0"
"342","Cornell Powell","","","WR121","347","","","","347.0"
"343","Collin Johnson","LV","8","WR122","348","","","","348.0"
"344","Scotty Miller","PIT","7","WR123","349","","","","349.0"
"345","Ke","","'Shawn Vaughn","","","RB104","350","","","","350.0"
"346","Kalen Ballage","","","RB105","351","","","","351.0"
"347","Travis Fulgham","","","WR124","352","","","","352.0"
"348","Devin Funchess","","","WR125","353","","","","353.0"
"349","Royce Freeman","","","RB106","354","","","","354.0"
"350","Brian Hill","","","RB107","355","","","","355.0"
"351","Kylen Granson","PHI","14","TE51","356","","","","356.0"
"352","Albert Wilson","","","WR126","357","","","","357.0"
"353","Tutu Atwell","LAR","11 ","WR127","358","","","","358.0"
"354","D","","'Onta Foreman","","","RB108","359","","","","359.0"
"355","Jordan Howard","","","RB109","360","","","","360.0"
"356","Devin Duvernay","CHI","10","WR128","361","","","","361.0"
"357","Rodney Smith","","","WR129","362","","","","362.0"
"358","Chris Conley","","","WR130","363","","","","363.0"
"359","Josh Adams","","","RB110","364","","","","364.0"
"360","Noah Gray","KC","12","TE52","365","","","","365.0"
"361","Darwin Thompson","","","RB111","366","","","","366.0"
"362","Josh Oliver","MIN","7","TE53","367","","","","367.0"
"363","Tylan Wallace","BAL","8","WR131","368","","","","368.0"
"364","Gardner Minshew II","KC","12","QB38","369","","","","369.0"
"365","Derek Carrier","","","TE54","370","","","","370.0"
"366","Tyler Johnson","NYJ","6","WR132","371","","","","371.0"
"367","Kene Nwangwu","NYJ","6","RB112","372","","","","372.0"
"368","Marcus Mariota","WAS","9","QB39","373","","","","373.0"
"369","Gerrid Doaks","","","RB113","374","","","","374.0"
"370","La","","'Mical Perine","","","RB114","376","","","","376.0"
"371","Jordan Love","GB","13","QB40","377","","","","377.0"
"372","Devonta Freeman","","","RB115","378","","","","378.0"
"373","Darren Fells","","","TE55","379","","","","379.0"
"374","Houston Texans","DST","10","DST32","380","","","","380.0"
"375","Dez Fitzpatrick","LAC","7","WR133","381","","","","381.0"
"376","Adrian Peterson ","","","RB116","382","","","","382.0"
"377","Andy Isabella","","","WR134","383","","","","383.0"
"378","Trent Sherfield Sr.","DEN","11","WR135","384","","","","384.0"
"379","Mohamed Sanu Sr.","","","WR136","385","","","","385.0"
"380","Peyton Barber","","","RB117","386","","","","386.0"
"381","Brevin Jordan","HOU","10","TE56","387","","","","387.0"
"382","Patrick Ricard","BAL","8","RB118","388","","","","388.0"
"383","Tyler Ervin","","","RB119","389","","","","389.0"
"384","Dede Westbrook","","","WR137","390","","","","390.0"
"385","Devin Asiasi","","","TE57","391","","","","391.0"
"386","Chad Henne","","","QB41","392","","","","392.0"
"387","Alex Armah Jr.","","","RB120","393","","","","393.0"
"388","Greg Ward","","","WR138","394","","","","394.0"
"389","Mike Glennon","","","QB42","395","","","","395.0"
"390","Cedrick Wilson Jr.","NO","6","WR139","396","","","","396.0"
"391","Jalen Hurd","","","WR140","397","","","","397.0"
"392","Daurice Fountain","","","WR141","398","","","","398.0"
"393","Mitchell Trubisky","BUF","7","QB43","399","","","","399.0"
"394","Jordan Wilkins","","","RB121","400","","","","400.0"
""
""
