method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,zero_active_actual_rate,zero_active_predicted_rate,zero_active_brier,zero_active_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,weighted_draft_distance,weighted_support_distance,mean_effective_draft_weight,draft_capital_coverage
recency_hl4,WR,432.0,1.7232779249892385,2.4038630020896297,-0.19259038158849864,0.7824074074074074,0.5121179357228203,0.03676794298463293,19.2740264271551,27.606639757121837,-0.32658616814016017,0.7777777777777778,0.4971592664716099,0.026200854949769814,0.16898148148148148,0.16378110196089252,0.14198251576144397,0.4971572480634945,0.05324074074074074,0.051154811237918194,0.051239789140532926,0.4606144360582545,0.09722222222222222,0.10208569298568107,0.0830710655865823,0.7185592185592186,0.02546296296296296,0.02853518075775842,0.024484543806753217,0.7611746922910818,0.5983258353176522,0.026660105608038075,-0.4609110352355622,46.568125572455955,0.05000000000000002,1.473719378701542,2.193262095623679,0.17714371180782904,0.9050925925925926,0.125,0.10467446449234226,0.10851203476071786,0.605281207133059,0.004629629629629629,0.006617797356351114,0.00471690736142845,0.5883720930232558,4.4360329325762216,0.494247500605002,0.09420715459652922,0.28021587447932733,0.23152589221187303,0.0,0.9444444444444444
recency_hl8,QB,144.0,2.5755309734207525,3.665880838942442,0.6612755840991184,0.7569444444444444,0.4701961893711297,0.10034963314449774,22.646882569935592,34.48753498082917,6.1151819756976655,0.7638888888888888,0.4525348065798698,0.10764735954150206,0.22916666666666666,0.20957946075198317,0.181390957099387,0.4804804804804805,0.0625,0.095970016043808,0.06378233883120704,0.3893004115226337,0.13194444444444445,0.13380642574702795,0.11801156697929523,0.4888421052631579,0.04861111111111111,0.023684073737041386,0.03522039732823126,0.8759124087591241,0.38863210755799643,-0.16960855236717307,-5.00791241143483,62.74094163818729,0.05000000000000002,1.4556861221044732,2.2248498090632562,0.3817646279527056,0.8958333333333334,0.1527777777777778,0.12519903359012652,0.099217999297798,0.7075260804769001,0.034722222222222224,0.016890300255047355,0.025154923542474207,0.8510791366906475,7.5113918981495225,0.24586729114104738,0.3525060701085118,0.29209460100080775,0.2455893890364044,0.0,0.9791666666666666
recency_hl8,RB,360.0,2.0965188006324444,2.944448855115321,-0.008817988885867859,0.8305555555555556,0.5048289796312586,0.03628284626042921,23.128833733964523,32.97381617055096,-0.9895516267965079,0.8138888888888889,0.5089860044213655,0.02539381096781526,0.21388888888888888,0.20281166160240172,0.16991125603913426,0.5130099582396402,0.09722222222222222,0.10419968293379966,0.08796711873748553,0.5861098901098901,0.12777777777777777,0.12145909432007745,0.106653707070682,0.6919828302409304,0.044444444444444446,0.037423108386827164,0.04025032417863636,0.7481831395348837,0.6092583504660036,0.02649223116433511,-0.21891444091943593,57.471410394652494,0.050000000000000024,1.6687659376895492,2.528066789272038,0.0028745893697968467,0.9166666666666666,0.1527777777777778,0.15262690371350182,0.12594555045730108,0.6274813710879285,0.013888888888888888,0.00583886917127546,0.01390038868556276,0.49746478873239436,5.615687858271499,0.38496502740347815,0.18888694024498137,0.329705388516369,0.2862282436373531,0.0,0.875
recency_hl8,TE,144.0,1.3964925706637996,2.0013051776802184,-0.11845281947016535,0.8263888888888888,0.5188617901454341,0.05186142927251636,15.972902599613052,23.001378456255573,-0.06635077435489214,0.8333333333333334,0.5024781401979752,0.04111683834049962,0.11805555555555555,0.1297784250155873,0.1046145873119185,0.554886521537749,0.041666666666666664,0.04039903443224212,0.04042640549358675,0.5144927536231884,0.09027777777777778,0.10906551648517243,0.08241344102895767,0.5907222548443922,0.013888888888888888,0.014109659347606947,0.013922808082010558,0.5704225352112676,0.5535621346584071,0.05188489671248292,-1.2086218717686756,55.76210442949007,0.05000000000000002,1.4410848475844646,2.1598178899039175,0.11671769237290726,0.9305555555555556,0.09027777777777778,0.1126654772380201,0.08263825510611654,0.5642982971227246,0.006944444444444444,0.0030696754912350934,0.006988233156492958,0.3706293706293706,5.894630269876607,0.3561035506211737,0.2112330345757717,0.3363401811469978,0.26631521593245044,0.0,0.9097222222222222
recency_hl8,WR,432.0,1.7220405445767841,2.40391025208898,-0.19267074189860778,0.7986111111111112,0.5137620309602011,0.048215374035262715,19.24929506683729,27.62971282337208,0.009011636195766426,0.7939814814814815,0.4958247158411896,0.023667555831660594,0.16898148148148148,0.16717622753168443,0.1411293580411851,0.5252413477315221,0.05324074074074074,0.05656935872715684,0.05138447182234093,0.4413734453066865,0.09722222222222222,0.10770827141789316,0.08342033376696138,0.7131257631257631,0.02546296296296296,0.02900277183042456,0.024374005322577743,0.7730511768516519,0.6011221256802248,0.02370390811660109,-0.5471907316566557,55.82895746025116,0.050000000000000024,1.476331032772556,2.1894657750341775,0.207430869345334,0.8981481481481481,0.125,0.10361843199026831,0.10860259025559538,0.6065549676660787,0.004629629629629629,0.006784059345492858,0.004704263106458947,0.5906976744186047,5.454232840358185,0.3896101958211161,0.16825821501764274,0.283179077906657,0.23044183811662208,0.0,0.9444444444444444
support_only,QB,144.0,2.5733369248386833,3.6678704573375334,0.6629794785391074,0.7708333333333334,0.472795570906054,0.12167771845725028,22.69279162860474,34.67551068391789,6.729573198923465,0.75,0.44809206976377247,0.118244356544071,0.22916666666666666,0.20077353508738488,0.18041952792938587,0.4875784875784876,0.0625,0.08682615291324676,0.06356435986844006,0.38189300411522636,0.13194444444444445,0.1325158542348902,0.11609647533545552,0.5490526315789473,0.04861111111111111,0.022141348219274763,0.035534361895530595,0.8540145985401459,0.3729813595609042,-0.15297403745679608,-4.76237858027877,66.70792408781415,0.05000000000000002,1.4669746475173098,2.2434958869631725,0.3719557713322976,0.9097222222222222,0.1527777777777778,0.12707227279785036,0.10026423251746075,0.7019374068554396,0.034722222222222224,0.014986248062512635,0.02567361181046744,0.8446043165467626,8.853432446509345,0.1571881713013994,0.47803273937318885,0.3050358590869682,0.23296307553790982,0.0,0.9791666666666666
support_only,RB,360.0,2.0996251453538317,2.944541455866846,-0.008733402812821032,0.8277777777777777,0.5066004651572933,0.03072960156489929,23.147804533172184,33.04269998233955,-0.49375606050994886,0.8194444444444444,0.5057045198384161,0.03949371409323704,0.21388888888888888,0.20238951369653546,0.17103962829891903,0.4821256482033867,0.09722222222222222,0.10969131165022881,0.08874409293478858,0.538989010989011,0.12777777777777777,0.1238871337037177,0.10722296833090941,0.6809747992245915,0.044444444444444446,0.03794802011190874,0.04051633629867753,0.712390988372093,0.6055210118060799,0.017785888265598758,-0.31350845621758,64.62245090349253,0.05000000000000002,1.6749442250801632,2.533746823734909,0.0462243624257732,0.9166666666666666,0.1527777777777778,0.15033093181532614,0.12644972954340672,0.6204470938897169,0.013888888888888888,0.006040889266974223,0.013943859240096224,0.4450704225352113,6.994906564304685,0.2697759701382684,0.30613914216220084,0.3344608544254614,0.25368957848905177,0.0,0.875
support_only,TE,144.0,1.395391197293677,2.0012401202420396,-0.11874490645946054,0.8194444444444444,0.5221923571734184,0.067551812998079,15.966025353145078,23.059101188793097,0.1917397341412227,0.8402777777777778,0.5040127224767245,0.047322474666400716,0.11805555555555555,0.12886933756864297,0.10399215169742959,0.5794349235757295,0.041666666666666664,0.04319121508189964,0.03972459463349816,0.607487922705314,0.09027777777777778,0.1061730253935789,0.0819361678463685,0.6071638285378743,0.013888888888888888,0.013546630129948658,0.013721245835057605,0.6161971830985915,0.5483494997457153,0.03271843099429307,-1.1903350248858244,62.09781026549384,0.05000000000000002,1.4386500366445512,2.1188626072221197,0.24779088537879723,0.9166666666666666,0.09027777777777778,0.10548019701191277,0.08248781083465054,0.5337639459776864,0.006944444444444444,0.00245518203335848,0.0069733745917900285,0.38461538461538464,7.379766935442531,0.2425982624774869,0.34170453078053753,0.334384867198317,0.2339714027472125,0.0,0.9097222222222222
support_only,WR,432.0,1.7231173544069758,2.4038915383296087,-0.1925760563984568,0.8078703703703703,0.5156880984906465,0.04915839701368635,19.251437432496626,27.639368125760416,0.382811519783462,0.8055555555555556,0.4963114618228876,0.023114652959458137,0.16898148148148148,0.16950100433354132,0.14167069704657406,0.507040103789064,0.05324074074074074,0.06212212680133349,0.05125082644659743,0.4592324864462634,0.09722222222222222,0.11387940034860768,0.08478532329739986,0.6835164835164835,0.02546296296296296,0.029236027935173894,0.0244667211819636,0.743683869574606,0.6093810544430546,0.055195947623461916,-0.6595025214504728,62.27589093317289,0.050000000000000024,1.4809226166860503,2.186703047147525,0.2341161613186726,0.9004629629629629,0.125,0.10233259818617449,0.10919084815864274,0.5945032333921223,0.004629629629629629,0.006914391861935721,0.00469859184300781,0.5848837209302326,6.788143052999586,0.2770388689126167,0.2795599414994588,0.28630838795651664,0.19314504756302406,0.0,0.9444444444444444
support_recency_hl8,QB,144.0,2.5742427691990852,3.6660283906888846,0.6613645095895392,0.75,0.47143868163196295,0.11242690629359625,22.578942531827654,34.4863994139642,6.057917581587328,0.7708333333333334,0.45297777425685776,0.09958153432188155,0.22916666666666666,0.2094899618634359,0.18246742186726128,0.44116844116844117,0.0625,0.0953250006769066,0.0635270673059962,0.39423868312757204,0.13194444444444445,0.13332661900278514,0.11751360363866582,0.4993684210526316,0.04861111111111111,0.023615449203964713,0.03532314219883413,0.886339937434828,0.3864737994751925,-0.1774977895667551,-5.003684148996562,62.88834999454419,0.050000000000000024,1.4548711781314068,2.2213965474342756,0.36957300341411714,0.9027777777777778,0.1527777777777778,0.12686757405410917,0.09841969057298733,0.7034277198211625,0.034722222222222224,0.017044337767959907,0.025168671251100467,0.8503597122302158,7.447911613575461,0.2513619521410441,0.3478536592575272,0.2920038495839325,0.22673449126872766,0.0,0.9791666666666666
support_recency_hl8,RB,360.0,2.0959376099859433,2.944495266781515,-0.00869430336576786,0.825,0.5049095815363197,0.03635271894719083,23.134087798523858,32.99593107511711,-0.9400785358057492,0.8111111111111111,0.5071905319087232,0.027773007527757188,0.21388888888888888,0.20222020972871768,0.17069254756081956,0.49864623009499337,0.09722222222222222,0.10450053944426953,0.08770566386955646,0.5945494505494505,0.12777777777777777,0.12171602562237648,0.10690020875777641,0.6928136250346164,0.044444444444444446,0.03867655073544789,0.04034317064479144,0.7203851744186046,0.6119219437552563,0.031252555961079946,-0.2191551380537655,58.02044830393374,0.050000000000000024,1.6694517432036802,2.5297771630790686,0.007356385564944566,0.9166666666666666,0.1527777777777778,0.1522126907828688,0.12615776101122667,0.6202086438152012,0.013888888888888888,0.005943256498895214,0.013850064450345433,0.4569014084507042,5.604829083417801,0.38605805485186384,0.18814187246231676,0.3294484303683284,0.25337077739224834,0.0,0.875
support_recency_hl8,TE,144.0,1.3976610867832993,2.0012302965335937,-0.11854097972968503,0.8194444444444444,0.5191124189366187,0.07122820504635152,15.957684717271945,22.942434892544245,-0.08474713316735892,0.8263888888888888,0.5019409137824627,0.038691569915092566,0.11805555555555555,0.12860035365407363,0.1043890341932364,0.556739231125521,0.041666666666666664,0.03928085413881712,0.04093869229114688,0.4190821256038647,0.09027777777777778,0.10744990168386866,0.08237515005753246,0.5842630651790958,0.013888888888888888,0.013947384475926031,0.013855645824765657,0.5897887323943662,0.5619276701794307,0.0444377461618841,-1.2141377033879073,55.527365065079884,0.05000000000000002,1.433498016048481,2.1431896525513108,0.1279253960841974,0.9097222222222222,0.09027777777777778,0.1122426027856246,0.08310627589608754,0.5425719318849089,0.006944444444444444,0.0028414592991229896,0.006987966742590151,0.38461538461538464,5.914510906016229,0.3553752745657995,0.21302567569343966,0.3365529117013085,0.23413323866343885,0.0,0.9097222222222222
support_recency_hl8,WR,432.0,1.7223508806660492,2.403852530284677,-0.19258029224341508,0.7962962962962963,0.5145195533150608,0.04325235297087876,19.25683774771564,27.611841388882922,0.019396348420044868,0.7939814814814815,0.49610468208402286,0.022459478755811946,0.16898148148148148,0.1675103847298402,0.1410593994935152,0.5175716411645743,0.05324074074074074,0.05661056037338197,0.051175283793760386,0.4600829169767195,0.09722222222222222,0.10795889966021004,0.0838978800054412,0.6998168498168498,0.02546296296296296,0.028898441105710354,0.024359891636195858,0.7660332541567696,0.6045554757799395,0.03572666105821184,-0.5537831214674945,55.48977111556495,0.05000000000000002,1.4771176985174865,2.1918391345217176,0.20593380065172248,0.8981481481481481,0.125,0.10327586281435679,0.10905276910052496,0.595776993925142,0.004629629629629629,0.006942115939340573,0.0047045987043376975,0.5895348837209302,5.470856323924007,0.3879969312468799,0.16920748853429782,0.28355571197059354,0.19453188395285798,0.0,0.9444444444444444
