player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Roy Williams,1728,WR,15,DAL,492,84,17.1,71,14.4,11,15.5,5,1,153,2.15,1,16.7,45.5
Justin Gage,1452,WR,12,TEN,336,60,17.9,183,54.5,29,15.8,13,5,179,0.98,3,27.8,44.8
Chansi Stuckey,3851,WR,11,CLV,176,39,22.2,143,81.3,32,22.4,14,6,122,0.85,0,30.0,43.8
Leonard Pope,3017,TE,12,KC,234,29,12.4,105,44.9,7,6.7,3,1,31,0.30,1,25.0,42.9
Ruvell Martin,2111,WR,8,STR,97,11,11.3,60,61.9,7,11.7,3,0,69,1.15,0,0.0,42.9
Daniel Coats,3908,TE,16,CIN,193,29,15.0,42,21.8,7,16.7,3,2,27,0.64,0,40.0,42.9
Robert Royal,1151,TE,13,CLV,203,24,11.8,48,23.6,5,10.4,2,1,20,0.42,0,33.3,40.0
Owen Daniels,3043,TE,8,HST,239,53,22.2,23,9.6,5,21.7,2,0,12,0.52,0,0.0,40.0
Jacob Tamme,4441,TE,8,IND,47,9,19.1,32,68.1,5,15.6,2,0,14,0.44,0,0.0,40.0
Greg Olsen,3647,TE,16,CHI,491,105,21.4,135,27.5,33,24.4,13,2,178,1.32,3,13.3,39.4
Eddie Royal,4356,WR,14,DEN,351,69,19.7,59,16.8,13,22.0,5,0,42,0.71,0,0.0,38.5
Todd Watkins,3163,WR,10,OAK,98,18,18.4,73,74.5,13,17.8,5,1,60,0.82,0,16.7,38.5
Sean Ryan,1865,TE,8,KC,177,23,13.0,65,36.7,8,12.3,3,2,11,0.17,0,40.0,37.5
Nate Washington,2832,WR,16,TEN,483,89,18.4,42,8.7,8,19.0,3,2,51,1.21,1,40.0,37.5
Louis Murphy,5048,WR,16,OAK,427,91,21.3,160,37.5,33,20.6,12,3,140,0.88,1,20.0,36.4
Mike Wallace,5007,WR,16,PIT,443,71,16.0,96,21.7,15,15.6,5,3,152,1.58,2,37.5,33.3
Laurent Robinson,3691,WR,3,STR,82,22,26.8,10,12.2,3,30.0,1,1,45,4.50,0,50.0,33.3
Brandon Lloyd,1436,WR,2,DEN,82,18,22.0,13,15.9,3,23.1,1,0,15,1.15,0,0.0,33.3
Nate Hughes,4902,WR,7,JAX,118,12,10.2,46,39.0,6,13.0,2,0,15,0.33,0,0.0,33.3
Jake O'Connell,5161,TE,4,KC,27,9,33.3,13,48.1,3,23.1,1,0,4,0.31,0,0.0,33.3
Leonard Weaver,2835,FB,16,PHI,171,21,12.3,20,11.7,3,15.0,1,1,9,0.45,0,50.0,33.3
Malcom Floyd,2044,WR,16,SD,351,74,21.1,51,14.5,6,11.8,2,1,23,0.45,0,33.3,33.3
Johnnie Lee Higgins,3715,WR,14,OAK,227,40,17.6,63,27.8,16,25.4,5,4,65,1.03,0,44.4,31.3
Steve Heiden,481,TE,7,CLV,89,15,16.9,16,18.0,4,25.0,1,1,10,0.63,0,50.0,25.0
James Jones,3694,WR,16,GB,412,59,14.3,30,7.3,4,13.3,1,0,15,0.50,0,0.0,25.0
Mark Clayton,2239,WR,14,BLT,457,70,15.3,97,21.2,9,9.3,2,0,15,0.15,0,0.0,22.2
Alge Crumpler,805,TE,16,TEN,206,37,18.0,18,8.7,1,5.6,0,0,0,0.00,0,,0.0
Kenny Britt,4953,WR,16,TEN,377,70,18.6,19,5.0,1,5.3,0,0,0,0.00,0,,0.0
Willis McGahee,1339,HB,14,BLT,58,20,34.5,3,5.2,2,66.7,0,0,0,0.00,0,,0.0
Kenneth Darby,3862,HB,15,STR,94,23,24.5,2,2.1,2,100.0,0,1,0,0.00,0,100.0,0.0
Richard Quinn,4987,TE,4,DEN,11,1,9.1,5,45.5,1,20.0,0,0,0,0.00,0,,0.0
Brad Hoover,740,FB,11,CAR,75,9,12.0,1,1.3,1,100.0,0,1,0,0.00,0,100.0,0.0
Torry Holt,441,WR,15,JAX,481,90,18.7,30,6.2,1,3.3,0,0,0,0.00,0,,0.0
Devin Aromashodu,3178,WR,9,CHI,157,40,25.5,14,8.9,3,21.4,0,1,0,0.00,0,100.0,0.0
Jordy Nelson,4350,WR,13,GB,144,28,19.4,16,11.1,1,6.3,0,1,0,0.00,0,100.0,0.0
Greg Estandia,3597,TE,2,JAX,16,2,12.5,3,18.8,1,33.3,0,1,0,0.00,0,100.0,0.0
Dantrell Savage,4822,HB,5,KC,26,11,42.3,1,3.8,1,100.0,0,0,0,0.00,0,,0.0
John Standeford,2183,WR,2,DET,11,3,27.3,2,18.2,1,50.0,0,0,0,0.00,0,,0.0
Brandon Pettigrew,4943,TE,11,DET,247,52,21.1,19,7.7,1,5.3,0,0,0,0.00,0,,0.0
Darren Sproles,2347,HB,16,SD,206,52,25.2,2,1.0,1,50.0,0,0,0,0.00,0,,0.0
Xavier Omon,4493,HB,3,BUF,5,1,20.0,1,20.0,1,100.0,0,0,0,0.00,0,,0.0
Michael Matthews,4218,TE,3,NE,4,1,25.0,1,25.0,1,100.0,0,0,0,0.00,0,,0.0
Kassim Osgood,1676,WR,4,SD,30,5,16.7,9,30.0,1,11.1,0,0,0,0.00,0,,0.0
Aaron Brown,5116,HB,13,DET,62,14,22.6,8,12.9,2,25.0,0,0,0,0.00,0,,0.0
Chris Chambers,821,WR,7,SD,155,26,16.8,24,15.5,2,8.3,0,0,0,0.00,0,,0.0
John Gilmore,1176,TE,10,TB,28,5,17.9,2,7.1,1,50.0,0,0,0,0.00,0,,0.0
Darius Reynaud,4661,WR,5,MIN,12,1,8.3,6,50.0,1,16.7,0,0,0,0.00,0,,0.0
Shawn Nelson,5045,TE,12,BUF,192,28,14.6,13,6.8,1,7.7,0,1,0,0.00,0,100.0,0.0
Chester Taylor,1182,HB,16,MIN,206,58,28.2,8,3.9,2,25.0,0,0,0,0.00,0,,0.0
Limas Sweed,4367,WR,5,PIT,23,5,21.7,3,13.0,1,33.3,0,0,0,0.00,0,,0.0
Brian Robiskie,4959,WR,10,CLV,141,16,11.3,18,12.8,2,11.1,0,0,0,0.00,0,,0.0
Peyton Hillis,4541,FB,9,DEN,21,6,28.6,3,14.3,2,66.7,0,1,0,0.00,0,100.0,0.0
Tom Santi,4510,TE,3,IND,30,11,36.7,1,3.3,1,100.0,0,0,0,0.00,0,,0.0
Knowshon Moreno,4935,HB,16,DEN,259,38,14.7,1,0.4,1,100.0,0,1,0,0.00,0,100.0,0.0
John Owens,1133,TE,16,SEA,61,6,9.8,10,16.4,1,10.0,0,1,0,0.00,0,100.0,0.0
Mike Hart,4516,HB,5,IND,42,7,16.7,2,4.8,1,50.0,0,0,0,0.00,0,,0.0
