player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Stepfan Taylor,7922,HB,11,ARZ,36,9,25.0,6,16.7,2,33.3,2,0,45,7.50,0,0.0,100.0
Mike Tolbert,4740,FB,16,CAR,215,26,12.1,15,7.0,1,6.7,1,0,10,0.67,0,0.0,100.0
Trent Richardson,7009,HB,2,CLV,32,9,28.1,2,6.3,1,50.0,1,0,9,4.50,0,0.0,100.0
Jonathan Stewart,4327,HB,6,CAR,37,7,18.9,1,2.7,1,100.0,1,0,2,2.00,0,0.0,100.0
Armanti Edwards,5613,WR,1,CLV,4,1,25.0,1,25.0,1,100.0,1,0,10,10.00,0,0.0,100.0
Domenik Hixon,3075,WR,13,CAR,76,9,11.8,15,19.7,1,6.7,1,0,4,0.27,0,0.0,100.0
Antone Smith,5440,HB,6,ATL,14,3,21.4,5,35.7,1,20.0,1,0,6,1.20,0,0.0,100.0
Julio Jones,6158,WR,5,ATL,211,57,27.0,23,10.9,4,17.4,4,0,94,4.09,1,0.0,100.0
Patrick DiMarco,6997,FB,13,ATL,65,9,13.8,24,36.9,4,16.7,4,0,33,1.38,0,0.0,100.0
Jeremy Ross,6476,WR,2,GB,5,2,40.0,1,20.0,1,100.0,1,0,8,8.00,0,0.0,100.0
Ryan Taylor,6370,TE,11,GB,59,9,15.3,18,30.5,2,11.1,2,0,11,0.61,0,0.0,100.0
DeAngelo Williams,2972,HB,15,CAR,159,31,19.5,9,5.7,2,22.2,2,0,13,1.44,0,0.0,100.0
Anthony Sherman,6288,FB,16,KC,117,21,17.9,14,12.0,1,7.1,1,0,9,0.64,0,0.0,100.0
Ahmad Bradshaw,3866,HB,3,IND,34,7,20.6,3,8.8,1,33.3,1,0,6,2.00,0,0.0,100.0
Lamar Miller,7097,HB,16,MIA,279,30,10.8,35,12.5,2,5.7,2,0,19,0.54,0,0.0,100.0
David Reed,5679,WR,5,IND,47,3,6.4,5,10.6,1,20.0,1,0,2,0.40,0,0.0,100.0
Stanley Havili,6392,FB,13,IND,110,19,17.3,3,2.7,1,33.3,1,0,1,0.33,0,0.0,100.0
Marlon Moore,5887,WR,8,MIA,47,10,21.3,6,12.8,1,16.7,1,0,7,1.17,0,0.0,100.0
Deonte Thompson,7513,WR,6,BLT,99,18,18.2,7,7.1,1,14.3,1,0,6,0.86,0,0.0,100.0
Justice Cunningham,8037,TE,1,IND,3,1,33.3,1,33.3,1,100.0,1,0,4,4.00,0,0.0,100.0
Jack Doyle,8520,TE,12,IND,53,6,11.3,15,28.3,1,6.7,1,0,-4,-0.27,0,0.0,100.0
Cyrus Gray,7655,HB,11,KC,33,10,30.3,1,3.0,1,100.0,1,0,3,3.00,0,0.0,100.0
Tyrod Taylor,6332,QB,1,BLT,2,1,50.0,2,100.0,1,50.0,1,0,6,3.00,0,0.0,100.0
Visanthe Shiancoe,1406,TE,1,TEN,18,2,11.1,10,55.6,1,10.0,1,0,-1,-0.10,0,0.0,100.0
Mike Preston,6413,WR,7,TEN,41,7,17.1,11,26.8,2,18.2,2,0,10,0.91,0,0.0,100.0
Frank Gore,2282,HB,16,SF,242,24,9.9,2,0.8,1,50.0,1,0,5,2.50,0,0.0,100.0
Garrett Celek,7274,TE,8,SF,34,4,11.8,6,17.6,1,16.7,1,0,30,5.00,0,0.0,100.0
Brandon Bolden,7469,HB,10,NE,152,26,17.1,5,3.3,1,20.0,1,0,4,0.80,0,0.0,100.0
Austin Collie,5051,WR,7,NE,79,10,12.7,22,27.8,2,9.1,2,0,24,1.09,0,0.0,100.0
Eric Page,8539,WR,8,TB,40,9,22.5,10,25.0,1,10.0,1,0,3,0.30,0,0.0,100.0
Skye Dawson,8453,WR,7,TB,54,7,13.0,16,29.6,2,12.5,2,0,12,0.75,0,0.0,100.0
LeSean McCoy,4976,HB,16,PHI,399,59,14.8,16,4.0,4,25.0,4,0,44,2.75,1,0.0,100.0
Jeff Demps,7760,HB,2,TB,8,3,37.5,2,25.0,1,50.0,1,0,8,4.00,0,0.0,100.0
James Casey,5076,TE,11,PHI,35,6,17.1,8,22.9,1,12.5,1,0,11,1.38,0,0.0,100.0
Tom Crabtree,5458,TE,7,TB,44,6,13.6,8,18.2,2,25.0,2,0,14,1.75,0,0.0,100.0
Joel Dreessen,2415,TE,9,DEN,55,9,16.4,12,21.8,2,16.7,2,0,9,0.75,1,0.0,100.0
Brian Leonard,3668,HB,16,TB,149,31,20.8,3,2.0,1,33.3,1,0,5,1.67,0,0.0,100.0
Damaris Johnson,7530,WR,9,PHI,29,3,10.3,9,31.0,1,11.1,1,0,8,0.89,0,0.0,100.0
Montee Ball,7839,HB,15,DEN,122,27,22.1,3,2.5,1,33.3,1,0,6,2.00,0,0.0,100.0
Travaris Cadet,7457,HB,3,NO,9,2,22.2,2,22.2,1,50.0,1,0,3,1.50,1,0.0,100.0
DeMarco Murray,6223,HB,14,DAL,304,59,19.4,7,2.3,1,14.3,1,0,1,0.14,0,0.0,100.0
Phillip Tanner,6420,HB,3,DAL,14,4,28.6,1,7.1,1,100.0,1,0,7,7.00,0,0.0,100.0
Kassim Osgood,1676,WR,8,SF,10,1,10.0,3,30.0,1,33.3,1,0,17,5.67,0,0.0,100.0
James Hanna,7175,TE,16,DAL,97,12,12.4,24,24.7,4,16.7,4,0,14,0.58,0,0.0,100.0
Marquess Wilson,8019,WR,8,CHI,37,2,5.4,10,27.0,1,10.0,1,0,3,0.30,0,0.0,100.0
Terrance Williams,7855,WR,16,DAL,490,72,14.7,32,6.5,3,9.4,3,0,57,1.78,0,0.0,100.0
Tony Fiammetta,5052,FB,15,CHI,49,5,10.2,2,4.1,1,50.0,1,0,6,3.00,0,0.0,100.0
Patrick Edwards,7463,WR,4,DET,89,11,12.4,5,5.6,1,20.0,1,0,8,1.60,0,0.0,100.0
Malcom Floyd,2044,WR,2,SD,53,11,20.8,9,17.0,1,11.1,1,0,31,3.44,0,0.0,100.0
Stephen Burton,6388,WR,4,JAX,85,12,14.1,18,21.2,2,11.1,2,0,35,1.94,0,0.0,100.0
Joshua Cribbs,2544,WR,5,NYJ,6,2,33.3,2,33.3,2,100.0,2,0,6,3.00,0,0.0,100.0
Juron Criner,7160,WR,1,OAK,46,8,17.4,6,13.0,1,16.7,1,0,6,1.00,0,0.0,100.0
Mike Goodson,5034,HB,2,NYJ,13,3,23.1,3,23.1,1,33.3,1,0,9,3.00,0,0.0,100.0
Taiwan Jones,6277,CB,2,OAK,7,2,28.6,3,42.9,2,66.7,2,0,55,18.33,0,0.0,100.0
Peyton Hillis,4541,HB,7,NYG,73,20,27.4,1,1.4,1,100.0,1,0,5,5.00,0,0.0,100.0
Louis Murphy,5048,WR,14,NYG,69,13,18.8,5,7.2,1,20.0,1,0,5,1.00,0,0.0,100.0
Rashad Jennings,5174,HB,15,OAK,212,38,17.9,7,3.3,1,14.3,1,0,12,1.71,0,0.0,100.0
Darren McFadden,4318,HB,9,OAK,126,23,18.3,7,5.6,2,28.6,2,0,8,1.14,0,0.0,100.0
Luke Willson,7940,TE,16,SEA,178,26,14.6,31,17.4,2,6.5,2,0,33,1.06,0,0.0,100.0
Larry Donnell,7638,TE,13,NYG,47,6,12.8,20,42.6,1,5.0,1,0,11,0.55,0,0.0,100.0
Ricardo Lockette,6622,WR,8,SEA,36,7,19.4,9,25.0,2,22.2,2,0,32,3.56,0,0.0,100.0
Jerome Felton,4460,FB,13,MIN,67,7,10.4,10,14.9,1,10.0,1,0,7,0.70,0,0.0,100.0
Justin Forsett,4547,HB,9,JAX,56,16,28.6,4,7.1,1,25.0,1,0,10,2.50,0,0.0,100.0
Percy Harvin,4945,WR,1,SEA,11,1,9.1,6,54.5,1,16.7,1,0,17,2.83,0,0.0,100.0
Earl Bennett,4384,WR,15,CHI,363,42,11.6,109,30.0,16,14.7,15,0,121,1.11,3,0.0,93.8
Cordarrelle Patterson,7810,WR,16,MIN,290,72,24.8,50,17.2,21,42.0,19,0,195,3.90,2,0.0,90.5
Clay Harbor,5648,TE,16,JAX,185,32,17.3,40,21.6,10,25.0,9,0,102,2.55,1,0.0,90.0
Junior Hemingway,7222,WR,16,KC,141,19,13.5,63,44.7,10,15.9,9,0,89,1.41,2,0.0,90.0
James Jones,3694,WR,14,GB,526,88,16.7,64,12.2,9,14.1,8,0,116,1.81,1,0.0,88.9
Darren Sproles,2347,HB,15,NO,265,84,31.7,106,40.0,34,32.1,30,0,265,2.50,0,0.0,88.2
Brandon Pettigrew,4943,TE,14,DET,422,60,14.2,127,30.1,16,12.6,14,0,190,1.50,1,0.0,87.5
Julius Thomas,6281,TE,14,DEN,436,87,20.0,136,31.2,29,21.3,25,0,314,2.31,4,0.0,86.2
Andrew Quarless,5677,TE,16,GB,306,46,15.0,86,28.1,12,14.0,10,0,112,1.30,0,0.0,83.3
Michael Hoomanawanui,5655,TE,13,NE,200,16,8.0,70,35.0,6,8.6,5,0,52,0.74,0,0.0,83.3
Keenan Allen,7857,WR,15,SD,510,101,19.8,61,12.0,12,19.7,10,1,186,3.05,2,9.1,83.3
Josh Cooper,7672,WR,4,CLV,78,11,14.1,49,62.8,6,12.2,5,0,44,0.90,0,0.0,83.3
Myles White,8243,WR,7,GB,71,11,15.5,57,80.3,6,10.5,5,1,29,0.51,0,16.7,83.3
Dane Sanzenbacher,6570,WR,9,CIN,50,8,16.0,44,88.0,6,13.6,5,1,54,1.23,0,16.7,83.3
Leonard Hankerson,6231,WR,10,WAS,269,46,17.1,39,14.5,12,30.8,10,1,103,2.64,3,9.1,83.3
Zach Miller,3654,TE,14,SEA,293,49,16.7,76,25.9,12,15.8,10,0,101,1.33,0,0.0,83.3
Matt Forte,4358,HB,16,CHI,433,85,19.6,23,5.3,6,26.1,5,0,55,2.39,0,0.0,83.3
Delanie Walker,3120,TE,15,TEN,481,79,16.4,184,38.3,34,18.5,28,1,321,1.74,3,3.4,82.4
DeSean Jackson,4363,WR,16,PHI,545,119,21.8,145,26.6,34,23.4,28,0,373,2.57,2,0.0,82.4
John Carlson,4352,TE,13,MIN,217,44,20.3,68,31.3,11,16.2,9,0,97,1.43,0,0.0,81.8
Jacob Tamme,4441,TE,12,DEN,150,24,16.0,106,70.7,16,15.1,13,0,115,1.08,0,0.0,81.3
Chris Owusu,7276,WR,9,TB,192,18,9.4,76,39.6,10,13.2,8,0,74,0.97,0,0.0,80.0
DeAndre Hopkins,7808,WR,16,HST,629,91,14.5,120,19.1,10,8.3,8,0,89,0.74,0,0.0,80.0
Eric Decker,5611,WR,16,DEN,636,135,21.2,205,32.2,40,19.5,32,1,350,1.71,2,3.0,80.0
Robert Meachem,3643,WR,15,NO,182,29,15.9,40,22.0,5,12.5,4,0,64,1.60,1,0.0,80.0
Shane Vereen,6208,HB,8,NE,199,66,33.2,10,5.0,5,50.0,4,0,24,2.40,2,0.0,80.0
Theo Riddick,7980,HB,11,DET,32,7,21.9,15,46.9,5,33.3,4,0,26,1.73,0,0.0,80.0
Lestar Jean,6705,WR,8,HST,65,7,10.8,37,56.9,5,13.5,4,1,35,0.95,0,20.0,80.0
Drew Davis,6525,WR,16,ATL,233,17,7.3,122,52.4,10,8.2,8,0,172,1.41,1,0.0,80.0
Antonio Brown,5718,WR,16,PIT,605,159,26.3,72,11.9,19,26.4,15,0,173,2.40,1,0.0,78.9
Lance Kendricks,6199,TE,15,STR,182,41,22.5,50,27.5,14,28.0,11,0,101,2.02,1,0.0,78.6
Brent Celek,3778,TE,16,PHI,318,45,14.2,107,33.6,14,13.1,11,0,104,0.97,0,0.0,78.6
Randall Cobb,6216,WR,6,GB,209,40,19.1,198,94.7,36,18.2,28,1,424,2.14,4,3.4,77.8
DeVier Posey,7070,WR,12,HST,165,21,12.7,82,49.7,9,11.0,7,0,84,1.02,0,0.0,77.8
Kenny Stills,7926,WR,16,NO,495,46,9.3,82,16.6,9,11.0,7,0,131,1.60,0,0.0,77.8
Danny Woodhead,4914,HB,16,SD,302,83,27.5,29,9.6,9,31.0,7,1,39,1.34,1,12.5,77.8
Marvin Jones Jr.,7158,WR,16,CIN,377,77,20.4,62,16.4,13,21.0,10,1,147,2.37,5,9.1,76.9
T.Y. Hilton,7092,WR,16,IND,532,134,25.2,234,44.0,60,25.6,46,3,516,2.21,2,6.1,76.7
Rob Housler,6221,TE,13,ARZ,291,56,19.2,103,35.4,17,16.5,13,2,141,1.37,0,13.3,76.5
Pierre Garcon,4519,WR,16,WAS,613,174,28.4,113,18.4,29,25.7,22,1,184,1.63,1,4.3,75.9
Marques Colston,3197,WR,15,NO,533,107,20.1,299,56.1,58,19.4,44,1,590,1.97,5,2.2,75.9
Vincent Brown,6234,WR,16,SD,518,65,12.5,92,17.8,12,13.0,9,0,92,1.00,0,0.0,75.0
Andre Caldwell,4411,WR,14,DEN,143,29,20.3,27,18.9,4,14.8,3,0,22,0.81,1,0.0,75.0
Riley Cooper,5682,WR,16,PHI,526,81,15.4,96,18.3,12,12.5,9,0,177,1.84,2,0.0,75.0
Tiquan Underwood,5177,WR,12,TB,354,44,12.4,79,22.3,8,10.1,6,0,83,1.05,0,0.0,75.0
Nick Williams,8005,WR,5,WAS,38,9,23.7,15,39.5,4,26.7,3,0,15,1.00,0,0.0,75.0
Zach Ertz,7816,TE,16,PHI,244,54,22.1,104,42.6,20,19.2,15,1,178,1.71,2,6.3,75.0
Darrius Heyward-Bey,4930,WR,16,IND,381,58,15.2,63,16.5,12,19.0,9,0,113,1.79,1,0.0,75.0
Tyler Eifert,7802,TE,15,CIN,301,56,18.6,109,36.2,20,18.3,15,2,139,1.28,0,11.8,75.0
Kevin Ogletree,5387,WR,10,DET,107,25,23.4,8,7.5,4,50.0,3,0,42,5.25,0,0.0,75.0
Darius Johnson,8418,WR,10,ATL,292,40,13.7,32,11.0,4,12.5,3,0,27,0.84,0,0.0,75.0
Chris Ogbonnaya,5135,HB,16,CLV,267,68,25.5,17,6.4,4,23.5,3,1,31,1.82,0,25.0,75.0
Kerry Taylor,6760,WR,7,JAX,186,29,15.6,50,26.9,8,16.0,6,0,67,1.34,0,0.0,75.0
Cole Beasley,7330,WR,14,DAL,198,52,26.3,183,92.4,47,25.7,35,1,333,1.82,2,2.8,74.5
Kellen Winslow,1727,TE,12,NYJ,209,43,20.6,137,65.6,27,19.7,20,0,259,1.89,1,0.0,74.1
Julian Edelman,5156,WR,16,NE,594,146,24.6,294,49.5,73,24.8,54,6,506,1.72,3,10.0,74.0
Antonio Gates,1609,TE,16,SD,549,108,19.7,323,58.8,65,20.1,48,3,483,1.50,0,5.9,73.8
Andrew Hawkins,6125,WR,8,CIN,82,16,19.5,70,85.4,15,21.4,11,1,186,2.66,0,8.3,73.3
Kendall Wright,7026,WR,16,TEN,536,134,25.0,366,68.3,86,23.5,63,5,694,1.90,2,7.4,73.3
Steve Smith,837,WR,15,CAR,456,103,22.6,71,15.6,15,21.1,11,0,106,1.49,2,0.0,73.3
Tim Wright,8392,TE,16,TB,386,72,18.7,240,62.2,44,18.3,32,3,322,1.34,2,8.6,72.7
Jordan Reed,7866,TE,9,WAS,226,59,26.1,78,34.5,22,28.2,16,2,153,1.96,0,11.1,72.7
Reggie Bush,2947,HB,14,DET,302,76,25.2,55,18.2,18,32.7,13,3,155,2.82,1,18.8,72.2
Heath Miller,2247,TE,14,PIT,474,73,15.4,135,28.5,18,13.3,13,1,133,0.99,0,7.1,72.2
Jordy Nelson,4350,WR,16,GB,644,120,18.6,336,52.2,57,17.0,41,3,624,1.86,3,6.8,71.9
Nate Burleson,1386,WR,9,DET,293,51,17.4,190,64.8,32,16.8,23,3,242,1.27,1,11.5,71.9
Eddie Royal,4356,WR,15,SD,435,66,15.2,373,85.7,53,14.2,38,3,515,1.38,7,7.3,71.7
Tony Gonzalez,237,TE,16,ATL,609,112,18.4,424,69.6,81,19.1,58,4,672,1.58,4,6.5,71.6
Austin Pettis,6230,WR,16,STR,376,58,15.4,151,40.2,28,18.5,20,1,187,1.24,3,4.8,71.4
Anthony Fasano,2998,TE,9,KC,236,32,13.6,51,21.6,7,13.7,5,1,54,1.06,1,16.7,71.4
Jerrel Jernigan,6235,WR,15,NYG,147,42,28.6,93,63.3,24,25.8,17,1,211,2.27,1,5.6,70.8
Mike Brown,7698,WR,11,JAX,361,50,13.9,140,38.8,24,17.1,17,1,271,1.94,0,5.6,70.8
Brandon Gibson,5118,WR,7,MIA,195,43,22.1,185,94.9,41,22.2,29,3,313,1.69,2,9.4,70.7
Demaryius Thomas,5547,WR,16,DEN,657,138,21.0,86,13.1,17,19.8,12,1,97,1.13,2,7.7,70.6
Emmanuel Sanders,5606,WR,16,PIT,537,108,20.1,77,14.3,17,22.1,12,0,168,2.18,2,0.0,70.6
Nate Washington,2832,WR,16,TEN,556,101,18.2,133,23.9,20,15.0,14,0,191,1.44,0,0.0,70.0
Kyle Rudolph,6195,TE,8,MIN,231,43,18.6,93,40.3,23,24.7,16,0,186,2.00,2,0.0,69.6
Jordan Cameron,6254,TE,15,CLV,622,109,17.5,375,60.3,60,16.0,41,3,376,1.00,2,6.8,68.3
Golden Tate,5585,WR,16,SEA,446,93,20.9,86,19.3,22,25.6,15,0,140,1.63,0,0.0,68.2
Larry Fitzgerald,1724,WR,16,ARZ,596,129,21.6,288,48.3,47,16.3,32,1,386,1.34,4,3.0,68.1
Anquan Boldin,1369,WR,16,SF,462,123,26.6,221,47.8,59,26.7,40,1,637,2.88,1,2.4,67.8
Jonathan Dwyer,5711,HB,14,PIT,59,10,16.9,5,8.5,3,60.0,2,1,8,1.60,0,33.3,66.7
Gavin Escobar,7828,TE,16,DAL,121,14,11.6,79,65.3,9,11.4,6,0,105,1.33,2,0.0,66.7
Marcus Easley,5631,WR,7,BUF,36,5,13.9,11,30.6,3,27.3,2,0,13,1.18,0,0.0,66.7
Martellus Bennett,4375,TE,16,CHI,520,88,16.9,322,61.9,51,15.8,34,2,460,1.43,1,5.6,66.7
Andre Holmes,6489,WR,10,OAK,249,52,20.9,23,9.2,3,13.0,2,0,41,1.78,1,0.0,66.7
Jeff Cumberland,5861,TE,15,NYJ,246,37,15.0,76,30.9,9,11.8,6,0,86,1.13,0,0.0,66.7
Bilal Powell,6278,HB,16,NYJ,270,49,18.1,11,4.1,3,27.3,2,0,13,1.18,0,0.0,66.7
Jeremy Ebert,7219,WR,5,JAX,45,7,15.6,27,60.0,3,11.1,2,0,10,0.37,0,0.0,66.7
Gary Barnidge,4455,TE,16,CLV,102,16,15.7,35,34.3,6,17.1,4,0,67,1.91,1,0.0,66.7
Harry Douglas,4398,WR,16,ATL,640,125,19.5,389,60.8,72,18.5,48,6,574,1.48,0,11.1,66.7
Zach Sudfeld,8313,TE,10,NYJ,59,7,11.9,22,37.3,3,13.6,2,0,10,0.45,0,0.0,66.7
Roddy White,2244,WR,13,ATL,524,94,17.9,109,20.8,15,13.8,10,1,116,1.06,0,9.1,66.7
Mike Williams,5625,WR,6,TB,226,39,17.3,19,8.4,3,15.8,2,0,7,0.37,0,0.0,66.7
Jared Cook,5012,TE,16,STR,400,79,19.8,210,52.5,51,24.3,34,6,406,1.93,3,15.0,66.7
Chris Givens,7096,WR,16,STR,438,77,17.6,64,14.6,9,14.1,6,0,156,2.44,0,0.0,66.7
Michael Egnew,7080,TE,16,MIA,82,10,12.2,39,47.6,6,15.4,4,0,44,1.13,0,0.0,66.7
Jason Witten,1384,TE,16,DAL,540,108,20.0,281,52.0,72,25.6,48,4,582,2.07,4,7.7,66.7
LaVon Brazill,7191,WR,10,IND,181,25,13.8,17,9.4,3,17.6,2,0,21,1.24,0,0.0,66.7
Jermichael Finley,4405,TE,6,GB,152,34,22.4,48,31.6,9,18.8,6,0,109,2.27,1,0.0,66.7
Doug Baldwin,6615,WR,16,SEA,424,73,17.2,294,69.3,50,17.0,33,1,568,1.93,0,2.9,66.0
Dwayne Bowe,3639,WR,15,KC,546,101,18.5,143,26.2,29,20.3,19,5,199,1.39,1,20.8,65.5
Rishard Matthews,7211,WR,16,MIA,363,62,17.1,323,89.0,57,17.6,37,1,399,1.24,2,2.6,64.9
Jeremy Kerley,6305,WR,12,NYJ,325,63,19.4,251,77.2,45,17.9,29,1,361,1.44,2,3.3,64.4
Brandon Stokley,498,WR,6,BLT,102,19,18.6,83,81.4,14,16.9,9,1,72,0.87,0,10.0,64.3
Greg Olsen,3647,TE,16,CAR,482,97,20.1,258,53.5,42,16.3,27,5,299,1.16,2,15.6,64.3
Dexter McCluster,5561,WR,15,KC,428,78,18.2,340,79.4,56,16.5,36,3,329,0.97,2,7.7,64.3
A.J. Green,6156,WR,16,CIN,620,172,27.7,121,19.5,28,23.1,18,3,239,1.98,2,14.3,64.3
Chris Hogan,6468,WR,11,BUF,121,16,13.2,83,68.6,14,16.9,9,0,74,0.89,0,0.0,64.3
Jerricho Cotchery,1829,WR,16,PIT,438,74,16.9,343,78.3,53,15.5,34,3,495,1.44,6,8.1,64.2
Reggie Wayne,800,WR,7,IND,254,57,22.4,179,70.5,39,21.8,25,3,317,1.77,2,10.7,64.1
Wes Welker,2204,WR,13,DEN,472,109,23.1,398,84.3,89,22.4,57,8,688,1.73,7,12.3,64.0
Alshon Jeffery,7048,WR,16,CHI,600,140,23.3,126,21.0,25,19.8,16,0,367,2.91,5,0.0,64.0
Brandon Marshall,3064,WR,16,CHI,606,158,26.1,265,43.7,61,23.0,39,7,566,2.14,5,15.2,63.9
Jermaine Kearse,7428,WR,15,SEA,237,38,16.0,80,33.8,11,13.8,7,0,115,1.44,1,0.0,63.6
Keshawn Martin,7121,WR,14,HST,285,35,12.3,205,71.9,22,10.7,14,1,127,0.62,2,6.7,63.6
Lance Moore,2718,WR,13,NO,334,52,15.6,173,51.8,30,17.3,19,3,237,1.37,2,13.6,63.3
Victor Cruz,5827,WR,14,NYG,500,118,23.6,343,68.6,68,19.8,43,1,561,1.64,3,2.3,63.2
Brandon Myers,5126,TE,16,NYG,442,71,16.1,275,62.2,46,16.7,29,1,311,1.13,4,3.3,63.0
Dennis Pitta,5638,TE,4,BLT,127,31,24.4,101,79.5,27,26.7,17,3,138,1.37,1,15.0,63.0
Greg Jennings,2997,WR,15,MIN,494,101,20.4,325,65.8,59,18.2,37,4,383,1.18,2,9.8,62.7
Jimmy Graham,5619,TE,16,NO,537,134,25.0,267,49.7,67,25.1,42,3,480,1.80,8,6.7,62.7
Danny Amendola,4717,WR,12,NE,372,82,22.0,288,77.4,67,23.3,42,8,501,1.74,2,16.0,62.7
Jacquizz Rodgers,6297,HB,15,ATL,237,58,24.5,27,11.4,8,29.6,5,0,48,1.78,1,0.0,62.5
Justin Hunter,7815,WR,14,TEN,212,41,19.3,35,16.5,8,22.9,5,0,93,2.66,1,0.0,62.5
Jacoby Jones,3689,WR,12,BLT,361,63,17.5,30,8.3,8,26.7,5,1,61,2.03,0,16.7,62.5
Charles Clay,6326,TE,16,MIA,467,98,21.0,237,50.7,42,17.7,26,5,324,1.37,3,16.1,61.9
Justin Blackmon,7011,WR,4,JAX,158,46,29.1,69,43.7,21,30.4,13,1,205,2.97,1,7.1,61.9
Coby Fleener,7038,TE,16,IND,480,84,17.5,244,50.8,47,19.3,29,0,256,1.05,2,0.0,61.7
Dez Bryant,5549,WR,16,DAL,611,156,25.5,70,11.5,18,25.7,11,1,209,2.99,1,8.3,61.1
Andre Johnson,1319,WR,16,HST,612,176,28.8,147,24.0,38,25.9,23,1,264,1.80,0,4.2,60.5
Virgil Green,6356,TE,15,DEN,65,11,16.9,19,29.2,5,26.3,3,1,10,0.53,0,25.0,60.0
Ryan Broyles,7057,WR,6,DET,111,14,12.6,78,70.3,10,12.8,6,2,74,0.95,0,25.0,60.0
Jarius Wright,7118,WR,16,MIN,309,41,13.3,76,24.6,5,6.6,3,0,38,0.50,0,0.0,60.0
Marlon Brown,8179,WR,14,BLT,516,83,16.1,318,61.6,55,17.3,33,5,311,0.98,5,13.2,60.0
Josh Morgan,4488,WR,14,WAS,190,31,16.3,43,22.6,5,11.6,3,1,40,0.93,0,25.0,60.0
Mike Wallace,5007,WR,16,MIA,642,137,21.3,18,2.8,5,27.8,3,1,26,1.44,0,25.0,60.0
Da'Rick Rogers,8444,WR,5,IND,131,22,16.8,16,12.2,5,31.3,3,1,100,6.25,1,25.0,60.0
Weslye Saunders,6496,TE,6,IND,59,8,13.6,33,55.9,5,15.2,3,1,35,1.06,0,25.0,60.0
Greg Little,6211,WR,16,CLV,666,88,13.2,157,23.6,15,9.6,9,2,151,0.96,1,18.2,60.0
Jim Dray,5756,TE,16,ARZ,211,30,14.2,28,13.3,5,17.9,3,0,27,0.96,0,0.0,60.0
Mohamed Sanu,7084,WR,16,CIN,462,73,15.8,240,51.9,40,16.7,24,4,219,0.91,1,14.3,60.0
Giovani Bernard,7818,HB,16,CIN,301,69,22.9,11,3.7,5,45.5,3,0,38,3.45,0,0.0,60.0
Mychal Rivera,7965,TE,16,OAK,338,53,15.7,115,34.0,15,13.0,9,3,96,0.83,1,25.0,60.0
Steve Johnson,4538,WR,12,BUF,380,95,25.0,270,71.1,69,25.6,41,8,461,1.71,3,16.3,59.4
Vincent Jackson,2278,WR,16,TB,551,156,28.3,211,38.3,64,30.3,38,5,514,2.44,2,11.6,59.4
Rod Streater,7416,WR,16,OAK,489,94,19.2,231,47.2,39,16.9,23,3,266,1.15,1,11.5,59.0
Rob Gronkowski,5567,TE,7,NE,215,64,29.8,121,56.3,34,28.1,20,0,261,2.16,2,0.0,58.8
Santana Moss,786,WR,16,WAS,454,77,17.0,353,77.8,58,16.4,34,6,354,1.00,2,15.0,58.6
