player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Dominic Rhodes,979,HB,3,IND,3,1,4,38,0.11
Ben Hartsock,1789,TE,15,NYJ,2,1,7,66,0.11
Andrew Whitworth,3000,T,8,CIN,1,1,1,10,0.10
Gary Banks,4862,WR,2,SD,2,1,2,26,0.08
Dennis Pitta,5638,TE,6,BLT,5,1,1,23,0.04
Matthew Slater,4467,WR,5,NE,1,0,,5,
Adam Snyder,2311,G,4,SF,1,0,,7,
Matthew Mulligan,4701,TE,8,NYJ,1,0,,15,
Devin Thomas,4348,WR,1,CAR,1,0,,2,
Arnaz Battle,1499,WR,2,PIT,2,0,,6,
Demetrius Williams,3056,WR,2,CLV,2,0,,5,
Darcy Johnson,3377,TE,4,STR,2,0,,19,
Jerome Johnson,5258,FB,1,ARZ,1,0,,3,
Gary Barnidge,4455,TE,14,CAR,7,0,,70,
Jeremy Horne,5852,WR,1,KC,1,0,,4,
John Matthews,5306,WR,2,JAX,1,0,,8,
Brian Clark,3271,WR,2,DET,1,0,,3,
David Reed,5679,WR,3,BLT,1,0,,5,
Zach Strief,3155,TE,12,NO,1,0,,47,
Daniel Coats,3908,FB,5,CIN,1,0,,7,
Carlton Mitchell,5700,WR,2,CLV,1,0,,2,
Daniel Coats,3908,FB,3,DEN,1,0,,4,
Antone Smith,5440,HB,4,ATL,1,0,,8,
Dorin Dickerson,5750,WR,4,HST,1,0,,10,
Quinton Ganther,3191,HB,3,SEA,1,0,,13,
Stefan Logan,4909,WR,8,DET,1,0,,15,
Marc Mariani,5745,WR,4,TEN,1,0,,10,
Armanti Edwards,5613,WR,2,CAR,2,0,,10,
