player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Todd Heap,801,TE,2,ARZ,12,8,94,43,2.19
Isaac Redman,5233,HB,14,PIT,21,19,244,112,2.18
Lance Moore,2718,WR,15,NO,100,65,1041,482,2.16
Dez Bryant,5549,WR,16,DAL,137,92,1382,650,2.13
Travaris Cadet,7457,HB,6,NO,8,5,44,21,2.10
Danario Alexander,6106,WR,10,SD,54,37,658,313,2.10
Brian Hartline,5031,WR,16,MIA,118,74,1083,519,2.09
Roddy White,2244,WR,16,ATL,138,92,1351,646,2.09
Joe Morgan,6696,WR,14,NO,19,10,379,182,2.08
Julio Jones,6158,WR,16,ATL,127,79,1198,579,2.07
Danny Amendola,4717,WR,11,STR,94,62,664,324,2.05
Randy Moss,342,WR,16,SF,47,28,434,212,2.05
Victor Cruz,5827,WR,16,NYG,137,86,1092,536,2.04
Mike Preston,6413,WR,4,TEN,7,5,59,29,2.03
Cedric Peerman,5109,HB,9,CIN,9,9,85,42,2.02
Dwayne Bowe,3639,WR,13,KC,107,59,801,399,2.01
Darren Sproles,2347,HB,13,NO,92,75,667,335,1.99
Joique Bell,5797,HB,15,DET,65,52,485,245,1.98
Reggie Wayne,800,WR,16,IND,179,106,1355,685,1.98
Fred Davis,4362,TE,7,WAS,32,24,325,165,1.97
Shane Vereen,6208,HB,13,NE,10,8,149,76,1.96
Robert Turbin,7106,HB,16,SEA,23,19,181,93,1.95
Chris Ogbonnaya,5135,HB,12,CLV,29,24,187,97,1.93
Dorin Dickerson,5750,FB,7,BUF,15,9,117,61,1.92
Plaxico Burress,586,WR,3,PIT,7,3,42,22,1.91
Rueben Randle,7065,WR,14,NYG,32,19,298,156,1.91
Michael Robinson,3045,FB,16,SEA,15,13,126,66,1.91
C.J. Spiller,5534,HB,16,BUF,55,43,459,241,1.90
Steve Johnson,4538,WR,16,BUF,144,79,1046,550,1.90
Jeremy Kerley,6305,WR,16,NYJ,88,56,827,436,1.90
Jimmy Graham,5619,TE,15,NO,131,85,982,518,1.90
Chris Givens,7096,WR,15,STR,77,42,698,367,1.90
Jacob Tamme,4441,TE,16,DEN,80,52,555,294,1.89
Jeremy Stewart,7534,HB,4,OAK,8,8,62,33,1.88
Jim Dray,5756,TE,2,ARZ,2,2,15,8,1.88
Ladarius Green,7110,TE,4,SD,4,4,56,30,1.87
Jordy Nelson,4350,WR,12,GB,71,49,745,400,1.86
Leonard Hankerson,6231,WR,16,WAS,55,38,543,292,1.86
Niles Paul,6307,TE,16,WAS,15,8,152,82,1.85
Tom Crabtree,5458,TE,14,GB,9,7,176,95,1.85
Marques Colston,3197,WR,16,NO,126,83,1154,624,1.85
Greg Olsen,3647,TE,16,CAR,96,69,843,463,1.82
Golden Tate,5585,WR,15,SEA,65,46,688,378,1.82
Mario Manningham,4409,WR,12,SF,55,42,449,248,1.81
Davone Bess,4694,WR,13,MIA,96,61,778,433,1.80
T.Y. Hilton,7092,WR,15,IND,88,50,861,478,1.80
Eric Decker,5611,WR,16,DEN,120,85,1064,590,1.80
Antonio Brown,5718,WR,13,PIT,98,66,787,437,1.80
Heath Miller,2247,TE,15,PIT,93,71,816,456,1.79
Keith Toston,5821,HB,1,JAX,4,3,41,23,1.78
Sidney Rice,3660,WR,16,SEA,75,50,748,422,1.77
Josh Cooper,7672,WR,6,CLV,16,9,106,60,1.77
Jason Snelling,3860,HB,16,ATL,35,31,203,115,1.77
Santana Moss,786,WR,16,WAS,60,41,573,324,1.77
Michael Hoomanawanui,5655,TE,13,NE,5,5,109,62,1.76
Garrett Celek,7274,TE,7,SF,6,4,51,29,1.76
Cory Harkey,7306,TE,3,STR,2,1,21,12,1.75
Anquan Boldin,1369,WR,15,BLT,108,65,921,526,1.75
Mike Williams,5625,WR,16,TB,120,63,996,569,1.75
Brent Celek,3778,TE,15,PHI,83,57,684,393,1.74
Lestar Jean,6705,WR,14,HST,11,6,151,87,1.74
Hakeem Nicks,4952,WR,13,NYG,96,53,692,398,1.74
David Ausberry,6393,TE,15,OAK,11,7,92,53,1.74
David Nelson,5862,WR,1,BUF,5,2,31,18,1.72
Anthony McCoy,5708,TE,16,SEA,23,18,291,169,1.72
Curtis Brinkley,5514,HB,6,SD,12,12,77,45,1.71
Ryan Grant,2609,HB,4,GB,2,1,34,20,1.70
Ronnie Brown,2219,HB,14,SD,56,49,371,218,1.70
Brandon Myers,5126,TE,16,OAK,101,79,806,478,1.69
Dennis Pitta,5638,TE,16,BLT,90,61,669,396,1.69
Miles Austin,3211,WR,16,DAL,115,66,943,569,1.66
Joshua Cribbs,2544,WR,14,CLV,10,7,63,38,1.66
Jason Witten,1384,TE,16,DAL,146,110,1039,628,1.65
Darrel Young,5438,FB,16,WAS,9,8,109,66,1.65
Tony Gonzalez,237,TE,16,ATL,120,92,929,566,1.64
Owen Daniels,3043,TE,15,HST,98,62,716,437,1.64
Lavelle Hawkins,4440,WR,6,TEN,11,5,62,38,1.63
Ryan Broyles,7057,WR,10,DET,30,22,310,190,1.63
Danny Woodhead,4914,HB,16,NE,50,40,446,275,1.62
Felix Jones,4336,HB,15,DAL,34,25,262,162,1.62
Torrey Smith,6210,WR,16,BLT,104,49,855,529,1.62
LaMichael James,7063,HB,4,SF,5,3,29,18,1.61
Pierre Thomas,4080,HB,15,NO,45,39,354,220,1.61
Hayden Smith,7005,TE,4,NYJ,1,1,16,10,1.60
Damaris Johnson,7530,WR,13,PHI,28,19,256,160,1.60
Josh Gordon,7618,WR,16,CLV,89,51,805,505,1.59
DeSean Jackson,4363,WR,11,PHI,75,46,709,446,1.59
Kendall Wright,7026,WR,15,TEN,95,64,626,398,1.57
Doug Baldwin,6615,WR,14,SEA,46,29,366,233,1.57
Derek Hagan,3027,WR,13,OAK,34,20,259,166,1.56
Sammie Stroughter,5157,WR,1,TB,2,1,14,9,1.56
Malcom Floyd,2044,WR,14,SD,82,56,814,523,1.56
Micheal Spurlock,3517,WR,5,JAX,19,14,121,78,1.55
Rod Streater,7416,WR,16,OAK,71,39,584,377,1.55
Ramses Barden,5008,WR,11,NYG,19,14,220,142,1.55
Armanti Edwards,5613,WR,15,CAR,9,5,121,78,1.55
Mohamed Massaquoi,4973,WR,9,CLV,32,17,254,165,1.54
Brandon Lloyd,1436,WR,16,NE,128,74,911,594,1.53
Aaron Hernandez,5637,TE,10,NE,80,51,483,316,1.53
Brandon LaFell,5602,WR,14,CAR,69,44,677,442,1.53
Mike Wallace,5007,WR,15,PIT,116,64,838,547,1.53
Jermaine Gresham,5546,TE,16,CIN,92,64,737,485,1.52
Jermichael Finley,4405,TE,16,GB,85,61,667,440,1.52
Jacquizz Rodgers,6297,HB,16,ATL,58,52,401,266,1.51
Rhett Ellison,7128,FB,16,MIN,9,7,65,43,1.51
Denarius Moore,6300,WR,15,OAK,110,51,741,495,1.50
Isaiah Stanback,3719,TE,2,JAX,1,1,6,4,1.50
Martellus Bennett,4375,TE,16,NYG,88,55,626,421,1.49
Kenny Britt,4953,WR,14,TEN,85,45,589,395,1.49
Emmanuel Sanders,5606,WR,16,PIT,69,44,624,420,1.49
Dustin Keller,4344,TE,8,NYJ,36,28,317,213,1.49
Clyde Gates,6263,WR,11,NYJ,33,16,224,151,1.48
Rashard Mendenhall,4337,HB,6,PIT,9,9,62,42,1.48
Leon Washington,3062,HB,10,SEA,7,4,31,21,1.48
Jason Avant,3054,WR,14,PHI,71,54,648,440,1.47
Stefan Logan,4909,HB,8,DET,7,6,28,19,1.47
David Reed,5679,WR,2,BLT,6,5,66,45,1.47
Jared Cook,5012,TE,13,TEN,68,45,523,359,1.46
Brandon Gibson,5118,WR,16,STR,75,51,691,474,1.46
Mike Tolbert,4740,FB,16,CAR,35,27,268,183,1.46
James Casey,5076,FB,16,HST,41,34,330,226,1.46
Ryan Mathews,5537,HB,12,SD,52,39,252,173,1.46
Roy Helu,6257,HB,3,WAS,7,7,45,31,1.45
Brandon Stokley,498,WR,15,DEN,57,45,544,378,1.44
Kyle Williams,5729,WR,11,SF,21,14,212,148,1.43
Delanie Walker,3120,TE,16,SF,37,21,344,243,1.42
Dwayne Allen,7066,TE,16,IND,64,45,521,368,1.42
Alshon Jeffery,7048,WR,10,CHI,48,24,367,261,1.41
Doug Martin,7035,HB,16,TB,62,49,472,334,1.41
Willis McGahee,1339,HB,10,DEN,31,26,221,157,1.41
Reagan Mauia,3797,FB,2,ARZ,1,1,7,5,1.40
Jacoby Jones,3689,WR,16,BLT,50,30,406,291,1.40
Andrew Hawkins,6125,WR,14,CIN,74,51,533,382,1.40
Ray Rice,4369,HB,16,BLT,80,61,478,341,1.40
Marcedes Lewis,2973,TE,16,JAX,75,52,540,389,1.39
Mohamed Sanu,7084,WR,8,CIN,24,16,154,111,1.39
Nate Washington,2832,WR,16,TEN,86,46,746,540,1.38
Jerrel Jernigan,6235,WR,8,NYG,5,3,22,16,1.38
Charles Clay,6326,TE,14,MIA,28,18,212,154,1.38
Travis Benjamin,7100,WR,14,CLV,36,18,298,217,1.37
Jerricho Cotchery,1829,WR,14,PIT,26,17,205,150,1.37
James Hanna,7175,TE,14,DAL,11,8,86,63,1.37
Earl Bennett,4384,WR,12,CHI,47,29,375,273,1.37
Jeremy Maclin,4942,WR,15,PHI,118,69,861,627,1.37
Fred Jackson,3368,HB,10,BUF,39,34,217,159,1.36
Knowshon Moreno,4935,HB,8,DEN,24,21,167,123,1.36
Laurent Robinson,3691,WR,7,JAX,40,24,252,185,1.36
Justin Blackmon,7011,WR,16,JAX,129,64,865,637,1.36
Michael Floyd,7019,WR,16,ARZ,79,45,562,416,1.35
Josh Morgan,4488,WR,16,WAS,69,48,510,382,1.34
Scott Chandler,3745,TE,15,BUF,70,43,571,428,1.33
Armando Allen,6723,HB,5,CHI,2,2,16,12,1.33
Benjamin Watson,1753,TE,16,CLV,74,49,501,376,1.33
Brian Quick,7037,WR,15,STR,27,11,156,117,1.33
Dominique Jones,6988,TE,4,IND,1,1,8,6,1.33
Ahmad Bradshaw,3866,HB,14,NYG,26,23,245,185,1.32
Danny Ware,4095,HB,16,TB,19,14,100,76,1.32
Jordan Shipley,5608,WR,6,JAX,33,23,244,185,1.32
Marcel Reece,4702,FB,16,OAK,71,52,496,375,1.32
LeSean McCoy,4976,HB,12,PHI,63,55,367,280,1.31
Lance Kendricks,6199,TE,16,STR,57,41,500,383,1.31
Jeff Cumberland,5861,TE,15,NYJ,52,29,359,275,1.31
Damian Williams,5601,WR,13,TEN,45,30,324,248,1.31
Vernon Davis,2951,TE,16,SF,56,41,548,423,1.30
Tiquan Underwood,5177,WR,14,TB,53,28,425,328,1.30
Craig Stevens,4399,TE,15,TEN,31,23,275,212,1.30
Julian Edelman,5156,WR,9,NE,31,21,235,181,1.30
Jonathan Stewart,4327,HB,9,CAR,22,17,157,121,1.30
Cyrus Gray,7655,HB,4,KC,3,2,18,14,1.29
James Jones,3694,WR,16,GB,93,64,784,610,1.29
Gary Barnidge,4455,TE,16,CAR,6,6,78,61,1.28
Kevin Ogletree,5387,WR,15,DAL,55,32,436,341,1.28
Jordan Cameron,6254,TE,14,CLV,31,20,226,176,1.28
Greg Jennings,2997,WR,8,GB,58,36,366,285,1.28
Andre Roberts,5612,WR,15,ARZ,107,64,759,599,1.27
Vonta Leach,2100,FB,16,BLT,23,21,143,113,1.27
DeAngelo Williams,2972,HB,16,CAR,19,13,187,147,1.27
Braylon Edwards,2220,WR,3,NYJ,18,10,125,99,1.26
Greg Camarillo,2523,WR,3,NO,5,4,44,35,1.26
Reggie Bush,2947,HB,16,MIA,48,35,292,231,1.26
Brandon Tate,5006,WR,15,CIN,24,13,211,168,1.26
Devon Wylie,7107,WR,5,KC,12,6,53,42,1.26
Toby Gerhart,5576,HB,16,MIN,25,20,155,124,1.25
Juron Criner,7160,WR,12,OAK,29,16,151,121,1.25
Jorvorskie Lane,7002,FB,16,MIA,12,11,79,63,1.25
Eddie Royal,4356,WR,10,SD,42,23,234,189,1.24
Matt Forte,4358,HB,15,CHI,59,44,340,274,1.24
Joel Dreessen,2415,TE,16,DEN,57,41,356,288,1.24
Marlon Moore,5887,WR,13,MIA,11,6,116,94,1.23
Donnie Avery,4347,WR,16,IND,112,60,781,642,1.22
DeMarco Murray,6223,HB,10,DAL,41,35,251,205,1.22
Michael Bush,3716,HB,12,CHI,11,9,83,68,1.22
Kahlil Bell,5243,HB,3,CHI,1,1,11,9,1.22
Dexter McCluster,5561,WR,16,KC,70,52,452,369,1.22
Chaz Schilens,4540,WR,14,NYJ,41,28,289,239,1.21
Logan Paulsen,5795,TE,16,WAS,34,24,302,250,1.21
Deonte Thompson,7513,WR,2,BLT,6,5,51,42,1.21
Shaun Chapas,6372,FB,2,DET,2,1,6,5,1.20
Zach Miller,3654,TE,16,SEA,46,38,396,331,1.20
Ben Hartsock,1789,TE,10,CAR,3,2,30,25,1.20
Darrius Heyward-Bey,4930,WR,15,OAK,77,41,606,509,1.19
Tony Scheffler,3006,TE,15,DET,83,42,504,422,1.19
Shaun Draughn,6440,HB,14,KC,27,24,158,134,1.18
Brandon Pettigrew,4943,TE,14,DET,95,59,567,479,1.18
Lawrence Vickers,3125,FB,16,DAL,15,13,104,88,1.18
Larry Fitzgerald,1724,WR,16,ARZ,148,71,798,674,1.18
Greg Little,6211,WR,16,CLV,87,54,647,554,1.17
Clay Harbor,5648,TE,14,PHI,38,25,186,159,1.17
Ryan Williams,6190,HB,5,ARZ,10,7,44,38,1.16
Garrett Graham,5642,TE,15,HST,35,28,263,226,1.16
Trent Richardson,7009,HB,15,CLV,61,51,367,317,1.16
Jamaal Charles,4387,HB,16,KC,43,35,236,204,1.16
Dwayne Harris,6328,WR,13,DAL,27,17,222,191,1.16
Cedric Benson,2221,HB,5,GB,15,14,97,84,1.15
Alex Green,6248,HB,10,GB,27,17,121,105,1.15
Kyle Rudolph,6195,TE,16,MIN,86,53,493,430,1.15
Daniel Fells,3309,TE,11,NE,9,4,85,74,1.15
Greg Jones II,1776,FB,12,JAX,13,11,64,56,1.14
Dallas Clark,1340,TE,16,TB,69,47,435,381,1.14
Phillip Tanner,6420,HB,6,DAL,5,4,41,36,1.14
LaVon Brazill,7191,WR,14,IND,24,11,186,163,1.14
Cole Beasley,7330,WR,9,DAL,24,15,128,113,1.13
Ed Dickson,5595,TE,13,BLT,31,21,225,200,1.13
Kevin Walter,1549,WR,16,HST,64,41,518,458,1.13
Tony Moeaki,5617,TE,15,KC,49,33,453,401,1.13
Terrance Copper,2016,WR,8,KC,12,8,79,70,1.13
Coby Fleener,7038,TE,12,IND,45,26,281,252,1.12
Armon Binns,6590,WR,3,MIA,11,6,67,60,1.12
Armon Binns,6590,WR,8,CIN,29,18,210,190,1.11
Kendall Hunter,6267,HB,11,SF,12,9,60,54,1.11
Daryl Richardson,7233,HB,15,STR,31,24,163,148,1.10
Mewelde Moore,1840,HB,9,IND,8,6,77,70,1.10
Donald Jones,6000,WR,12,BUF,62,41,443,401,1.10
Jonathan Baldwin,6178,WR,15,KC,46,20,325,297,1.09
Rashad Jennings,5174,HB,10,JAX,23,19,130,119,1.09
Justin Forsett,4547,HB,9,HST,4,3,38,35,1.09
Luke Stocker,6256,TE,16,TB,21,16,165,151,1.09
Daniel Thomas,6214,HB,12,MIA,20,14,142,132,1.08
Rob Housler,6221,TE,15,ARZ,65,45,417,389,1.07
Micheal Spurlock,3517,WR,7,SD,10,9,79,74,1.07
Joe McKnight,5636,HB,9,NYJ,2,1,18,17,1.06
Will Johnson,7639,FB,16,PIT,22,15,137,129,1.06
Jake O'Connell,5161,TE,3,KC,3,3,18,17,1.06
Dante Rosario,3771,TE,12,SD,17,10,95,90,1.06
Jerome Simpson,4360,WR,12,MIN,48,26,274,262,1.05
Orson Charles,7116,TE,16,CIN,9,8,101,96,1.05
Brandon Jackson,3679,HB,2,CLV,3,2,20,19,1.05
Ben Tate,5583,HB,10,HST,11,11,49,47,1.04
Michael Jenkins,1750,WR,16,MIN,66,40,449,435,1.03
Antonio Gates,1609,TE,15,SD,76,49,538,523,1.03
Rishard Matthews,7211,WR,7,MIA,18,11,151,148,1.02
Montell Owens,3452,HB,10,JAX,10,8,113,111,1.02
Nate Burleson,1386,WR,6,DET,41,27,240,240,1.00
DeVier Posey,7070,WR,9,HST,13,6,87,87,1.00
Taiwan Jones,6277,HB,3,OAK,1,1,7,7,1.00
Matt Asiata,6432,FB,2,MIN,1,1,2,2,1.00
Joe Adams,7104,WR,4,CAR,1,1,7,7,1.00
Darren McFadden,4318,HB,12,OAK,58,42,258,258,1.00
John Kuhn,2686,FB,14,GB,17,14,140,140,1.00
Kahlil Bell,5243,HB,2,NYJ,1,1,2,2,1.00
LaRon Byrd,7486,WR,2,ARZ,2,1,8,8,1.00
Jabar Gaffney,1040,WR,3,MIA,11,4,68,68,1.00
Steven Jackson,1745,HB,16,STR,49,38,321,323,0.99
Lance Ball,4808,HB,11,DEN,11,8,65,66,0.98
Devin Hester,3002,WR,15,CHI,40,23,242,247,0.98
Charly Martin,5366,WR,4,SEA,6,4,42,43,0.98
Ryan Whalen,6319,WR,7,CIN,12,7,53,54,0.98
Steve Smith,3667,WR,9,STR,23,14,131,135,0.97
Mikel Leshoure,6209,HB,14,DET,45,34,214,220,0.97
Peyton Hillis,4541,HB,13,KC,12,10,62,64,0.97
Austin Pettis,6230,WR,14,STR,46,30,261,270,0.97
Stephen Hill,7047,WR,11,NYJ,46,21,252,261,0.97
Braylon Edwards,2220,WR,10,SEA,16,8,74,77,0.96
Dezmon Briscoe,5714,WR,5,WAS,5,2,22,23,0.96
Tandon Doss,6275,WR,14,BLT,14,7,123,130,0.95
Marshawn Lynch,3628,HB,16,SEA,28,23,196,209,0.94
Harry Douglas,4398,WR,15,ATL,56,38,395,419,0.94
Matthew Mulligan,4701,TE,16,STR,12,8,84,89,0.94
Titus Young,6196,WR,10,DET,53,33,383,408,0.94
Marvin Jones Jr.,7158,WR,10,CIN,31,18,201,215,0.93
Matt Willis,4283,WR,15,DEN,19,10,90,97,0.93
William Powell,6939,HB,11,ARZ,23,19,132,143,0.92
Jalen Parmele,4490,HB,8,JAX,9,7,60,65,0.92
Ben Obomanu,3194,WR,8,SEA,8,4,58,63,0.92
David Wilson,7036,HB,11,NYG,9,4,34,37,0.92
Jermaine Kearse,7428,WR,7,SEA,6,3,31,34,0.91
Nate Byham,5705,TE,10,TB,4,3,18,20,0.90
Lamar Miller,7097,HB,9,MIA,7,6,45,50,0.90
Shonn Greene,4988,HB,16,NYJ,26,19,151,169,0.89
Andre Brown,5053,HB,8,NYG,14,12,86,97,0.89
Donald Brown,4950,HB,10,IND,12,9,93,106,0.88
Vick Ballard,7162,HB,16,IND,24,17,152,173,0.88
Anthony Fasano,2998,TE,16,MIA,61,41,332,387,0.86
Jamar Newsome,6603,WR,6,KC,14,5,73,85,0.86
Michael Turner,1873,HB,16,ATL,29,19,128,149,0.86
Javon Ringer,5097,HB,2,TEN,4,3,12,14,0.86
Louis Murphy,5048,WR,16,CAR,55,25,336,390,0.86
James Starks,5716,HB,6,GB,6,4,31,36,0.86
Lance Dunbar,7332,HB,7,DAL,11,6,33,39,0.85
Kris Durham,6259,WR,4,DET,20,8,125,147,0.85
Frank Gore,2282,HB,16,SF,34,28,234,274,0.85
Maurice Jones-Drew,3005,HB,5,JAX,18,14,86,101,0.85
Devin Aromashodu,3178,WR,15,MIN,21,11,182,213,0.85
Robert Meachem,3643,WR,12,SD,32,14,207,246,0.84
Brad Smith,3048,WR,14,BUF,20,14,152,181,0.84
Jed Collins,4743,FB,14,NO,15,14,70,83,0.84
Marcus Thigpen,5488,HB,3,MIA,2,1,15,18,0.83
Seyi Ajirotutu,6035,WR,3,SD,3,3,45,55,0.82
Bilal Powell,6278,HB,14,NYJ,29,17,140,173,0.81
Konrad Reuland,6469,TE,15,NYJ,16,11,83,103,0.81
Ronnie Hillman,7069,HB,14,DEN,12,10,62,77,0.81
Jeff King,3100,TE,16,ARZ,26,17,129,159,0.81
Dion Lewis,6301,HB,7,PHI,2,2,24,30,0.80
Andre Holmes,6489,WR,2,DAL,2,2,11,14,0.79
Chris Ivory,6007,HB,6,NO,3,2,15,19,0.79
T.J. Graham,7071,WR,15,BUF,58,31,322,415,0.78
Riley Cooper,5682,WR,11,PHI,44,23,248,319,0.78
Will Heller,1623,TE,16,DET,22,17,150,194,0.77
Kevin Smith,4378,HB,11,DET,15,10,79,103,0.77
Adrian Peterson,3623,HB,16,MIN,48,40,217,283,0.77
Erik Lorig,5775,FB,16,TB,16,12,83,109,0.76
Delone Carter,6271,HB,6,IND,2,1,13,17,0.76
Brian Robiskie,4959,WR,5,DET,6,4,44,59,0.75
Corey McIntyre,1278,FB,7,BUF,1,1,9,12,0.75
Bernard Pierce,7085,HB,15,BLT,10,7,47,63,0.75
Beanie Wells,4954,HB,8,ARZ,1,1,24,32,0.75
Jonathan Dwyer,5711,HB,13,PIT,24,17,106,143,0.74
D.J. Williams Jr.,6293,TE,12,GB,14,7,57,78,0.73
Donald Driver,533,WR,13,GB,13,8,77,108,0.71
Kevin Elliott,7367,WR,9,JAX,29,10,108,152,0.71
Evan Royster,6329,HB,14,WAS,19,14,104,147,0.71
DuJuan Harris,6595,HB,3,GB,2,2,17,24,0.71
Baron Batch,6384,HB,7,PIT,6,4,31,44,0.70
Alex Smith,2288,TE,11,CLV,16,13,47,67,0.70
Devery Henderson,1771,WR,15,NO,44,22,316,454,0.70
Ryan Taylor,6370,TE,10,GB,1,1,11,16,0.69
Early Doucet,4395,WR,12,ARZ,51,28,207,306,0.68
Lee Smith,6311,TE,9,BUF,4,4,13,19,0.68
LaRod Stephens-Howling,5164,HB,14,ARZ,28,17,106,155,0.68
Dave Thomas,3031,TE,15,NO,16,11,86,129,0.67
Drew Davis,6525,WR,11,ATL,6,4,40,61,0.66
Darius Reynaud,4661,HB,12,TEN,8,5,35,53,0.66
Mike Cox,4716,FB,8,ATL,3,3,22,34,0.65
Bruce Miller,6363,FB,16,SF,13,12,84,130,0.65
Jordan White,7226,WR,2,NYJ,3,1,13,20,0.65
Chris Johnson,4338,HB,16,TEN,44,37,238,366,0.65
Leonard Pope,3017,TE,6,PIT,3,3,9,14,0.64
Isaiah Pead,7053,HB,13,STR,4,3,16,25,0.64
Chris Rainey,7152,HB,15,PIT,21,14,60,96,0.63
Kellen Davis,4472,TE,16,CHI,43,18,223,361,0.62
Anthony Sherman,6288,FB,13,ARZ,7,5,39,63,0.62
Ruvell Martin,2111,WR,9,BUF,6,4,41,67,0.61
Quinn Johnson,5069,FB,15,TEN,8,5,40,66,0.61
Brian Leonard,3668,HB,15,CIN,15,11,67,109,0.61
Randy McMichael,1114,TE,15,SD,11,9,51,84,0.61
Arian Foster,5398,HB,16,HST,53,40,217,364,0.60
Taylor Thompson,7140,TE,16,TEN,12,6,46,77,0.60
Nate Eachus,7722,FB,8,KC,3,1,19,33,0.58
Andre Caldwell,4411,WR,4,DEN,4,1,18,31,0.58
John Phillips,5132,TE,16,DAL,10,8,55,99,0.56
Mardy Gilyard,5623,WR,2,NYJ,5,2,15,27,0.56
Brandon Banks,6053,WR,8,WAS,8,8,15,27,0.56
Jerome Felton,4460,FB,16,MIN,4,3,35,64,0.55
Steve Maneri,6028,TE,13,KC,10,5,51,93,0.55
Stephen Burton,6388,WR,11,MIN,11,5,35,65,0.54
Jason Hill,3692,WR,3,NYJ,3,2,15,28,0.54
Jarrett Boykin,7363,WR,10,GB,6,5,27,51,0.53
Keshawn Martin,7121,WR,14,HST,26,10,85,161,0.53
Lex Hilliard,4518,FB,11,NYJ,7,3,24,45,0.53
Eric Weems,4097,WR,8,CHI,3,2,27,51,0.53
Arrelious Benn,5564,WR,7,TB,6,4,26,50,0.52
David Paulson,7660,TE,14,PIT,8,7,51,99,0.52
Deion Branch,1072,WR,10,NE,28,16,145,292,0.50
Austin Collie,5051,WR,1,IND,1,1,6,12,0.50
Steve Breaston,3758,WR,10,KC,14,7,74,152,0.49
Evan Rodriguez,7111,FB,12,CHI,6,4,21,43,0.49
Weslye Saunders,6496,TE,9,IND,4,2,15,31,0.48
Mike Thomas,5030,WR,7,JAX,24,13,80,171,0.47
Toney Clemons,7215,WR,4,JAX,9,3,41,90,0.46
Le'Ron McClain,3753,FB,16,SD,8,8,29,63,0.46
Anthony Allen,6377,HB,6,BLT,4,2,12,26,0.46
Courtney Roby,2285,WR,5,NO,2,1,9,20,0.45
Bear Pascoe,5108,TE,15,NYG,6,4,35,79,0.44
Kyle Adams,6556,TE,15,CHI,8,4,40,91,0.44
Jamie Harper,6282,HB,8,TEN,1,1,8,18,0.44
BenJarvus Green-Ellis,4599,HB,15,CIN,26,22,104,236,0.44
Henry Hynoski,6666,FB,16,NYG,15,11,50,117,0.43
Will Ta'ufo'ou,5226,FB,4,JAX,1,1,5,12,0.42
Chris Cooley,1802,TE,6,WAS,3,1,8,19,0.42
Stanley Havili,6392,FB,15,PHI,11,7,43,102,0.42
Richard Gordon,6333,TE,6,OAK,5,2,9,22,0.41
Keiland Williams,5794,HB,3,DET,2,2,9,22,0.41
Mark Ingram II,6180,HB,16,NO,10,6,29,71,0.41
Alfred Morris,7165,HB,16,WAS,15,11,77,194,0.40
Brandon Bolden,7469,HB,6,NE,2,2,11,28,0.39
