player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Mike Tolbert,4740,FB,14,SD,22,17,192,91,2.11
Chris Chambers,821,WR,9,KC,59,36,608,292,2.08
Robert Meachem,3643,WR,16,NO,61,45,725,348,2.08
Brian Hartline,5031,WR,16,MIA,54,31,506,245,2.07
Chad Johnson,806,WR,16,CIN,124,72,1047,505,2.07
Hines Ward,380,WR,16,PIT,129,95,1167,567,2.06
Laurent Robinson,3691,WR,3,STR,22,13,167,82,2.04
Davone Bess,4694,WR,16,MIA,106,76,760,372,2.04
Greg Jennings,2997,WR,16,GB,107,68,1113,548,2.03
Steve Smith,837,WR,15,CAR,123,65,953,469,2.03
Mario Manningham,4409,WR,14,NYG,96,57,825,408,2.02
Matthew Mulligan,4701,TE,1,NYJ,1,1,2,1,2.00
Sammy Morris,678,HB,12,NE,26,19,180,90,2.00
Anquan Boldin,1369,WR,15,ARZ,118,85,1029,514,2.00
Matt Lawrence,4887,HB,1,BLT,1,1,4,2,2.00
Jeremy Shockey,1021,TE,13,NO,65,48,569,287,1.98
Zach Miller,5104,TE,13,JAX,28,21,212,107,1.98
Steve Slaton,4403,HB,11,HST,52,44,417,212,1.97
Dantrell Savage,4822,HB,5,KC,11,7,51,26,1.96
Ben Obomanu,3194,WR,7,SEA,5,4,41,21,1.95
Roddy White,2244,WR,16,ATL,152,85,1153,591,1.95
Jason Witten,1384,TE,16,DAL,118,93,1009,518,1.95
Derrick Mason,271,WR,16,BLT,128,73,1028,528,1.95
Zach Miller,3654,TE,15,OAK,92,66,805,418,1.93
Devin Aromashodu,3178,WR,9,CHI,40,24,298,157,1.90
Chester Taylor,1182,HB,16,MIN,58,44,389,206,1.89
Danny Woodhead,4914,HB,6,NYJ,13,8,87,46,1.89
Lex Hilliard,4518,HB,7,MIA,20,20,158,84,1.88
Calvin Johnson,3618,WR,14,DET,132,67,986,527,1.87
Kenny Britt,4953,WR,16,TEN,70,42,701,377,1.86
Donald Driver,533,WR,16,GB,109,70,1061,572,1.85
Vernon Davis,2951,TE,16,SF,116,78,965,521,1.85
Evan Moore,4771,TE,5,CLV,20,12,158,86,1.84
Spencer Havner,3345,TE,14,GB,9,7,112,61,1.84
Devin Hester,3002,WR,13,CHI,89,57,757,414,1.83
Donald Brown,4950,HB,11,IND,12,11,169,93,1.82
Bernard Scott,5133,HB,7,CIN,5,5,67,37,1.81
Bear Pascoe,5108,TE,3,NYG,1,1,9,5,1.80
Derek Hagan,3027,WR,7,NYG,8,8,101,56,1.80
Tony Scheffler,3006,TE,15,DEN,46,31,416,232,1.79
Ray Rice,4369,HB,16,BLT,92,75,684,385,1.78
Braylon Edwards,2220,WR,12,NYJ,70,35,541,304,1.78
Lance Moore,2718,WR,7,NO,18,14,153,86,1.78
Chris Cooley,1802,TE,7,WAS,40,28,315,178,1.77
Kellen Winslow,1727,TE,16,TB,117,77,902,509,1.77
Darren McFadden,4318,HB,12,OAK,29,20,239,135,1.77
Larry Fitzgerald,1724,WR,16,ARZ,147,97,1092,619,1.76
Chris Henry,2300,WR,8,CIN,22,12,236,134,1.76
Rock Cartwright,1211,HB,11,WAS,30,27,242,138,1.75
Pierre Thomas,4080,HB,13,NO,42,39,302,173,1.75
Devery Henderson,1771,WR,16,NO,82,51,804,459,1.75
Mike Sims-Walker,3695,WR,15,JAX,100,63,869,498,1.74
Mike Wallace,5007,WR,16,PIT,71,39,756,443,1.71
Brandon Stokley,498,WR,16,DEN,28,19,327,192,1.70
Nate Burleson,1386,WR,13,SEA,100,63,812,480,1.69
Patrick Crayton,1932,WR,16,DAL,64,37,622,370,1.68
Marcedes Lewis,2973,TE,15,JAX,49,32,518,311,1.67
Arian Foster,5398,HB,4,HST,8,8,93,56,1.66
Tony Gonzalez,237,TE,16,ATL,125,83,862,520,1.66
Terrell Owens,188,WR,16,BUF,105,55,829,510,1.63
Julian Edelman,5156,WR,11,NE,50,37,359,221,1.62
Mike Thomas,5030,WR,14,JAX,59,48,453,281,1.61
Michael Gaines,1946,TE,8,CLV,9,5,59,37,1.59
Jeremy Maclin,4942,WR,15,PHI,86,55,762,480,1.59
Heath Miller,2247,TE,16,PIT,90,74,773,487,1.59
Mohamed Massaquoi,4973,WR,16,CLV,87,34,624,394,1.58
Santana Moss,786,WR,16,WAS,113,70,909,576,1.58
Jabar Gaffney,1040,WR,16,DEN,85,54,732,462,1.58
Michael Crabtree,4933,WR,11,SF,82,48,625,398,1.57
Ladell Betts,1063,HB,10,WAS,20,17,170,109,1.56
Adrian Peterson,3623,HB,16,MIN,55,43,436,282,1.55
Visanthe Shiancoe,1406,TE,16,MIN,76,56,566,370,1.53
Fred Davis,4362,TE,16,WAS,65,48,509,333,1.53
Brad Cottam,4390,TE,8,KC,15,9,120,79,1.52
Brian Westbrook,1094,HB,8,PHI,30,25,181,120,1.51
Pierre Garcon,4519,WR,14,IND,88,47,765,511,1.50
Zach Potter,5302,TE,1,JAX,1,1,3,2,1.50
Torry Holt,441,WR,15,JAX,90,51,722,481,1.50
Billy Bajema,2466,TE,14,STR,10,8,94,63,1.49
Marcus Mason,4256,HB,8,WAS,6,6,58,39,1.49
LaRod Stephens-Howling,5164,HB,16,ARZ,15,10,83,56,1.48
Beanie Wells,4954,HB,15,ARZ,15,12,143,97,1.47
Ryan Moats,2294,HB,8,HST,14,13,106,72,1.47
Willis McGahee,1339,HB,14,BLT,20,15,85,58,1.47
Steve Breaston,3758,WR,15,ARZ,79,55,712,484,1.47
Dave Thomas,3031,TE,15,NO,46,35,356,244,1.46
Kevin Smith,4378,HB,13,DET,54,40,409,280,1.46
Johnny Knox,5064,WR,15,CHI,75,45,527,360,1.46
Dustin Keller,4344,TE,16,NYJ,78,45,522,360,1.45
Dwayne Bowe,3639,WR,11,KC,83,47,589,405,1.45
Brandon Lloyd,1436,WR,2,DEN,18,8,117,82,1.43
Brandon Pettigrew,4943,TE,11,DET,52,31,354,247,1.43
Earl Bennett,4384,WR,16,CHI,85,54,717,504,1.42
Justin Forsett,4547,HB,16,SEA,51,41,350,249,1.41
Antonio Bryant,1070,WR,13,TB,83,39,600,427,1.41
T.J. Houshmandzadeh,921,WR,16,SEA,129,79,911,644,1.41
Jason Avant,3054,WR,16,PHI,55,41,587,419,1.40
Demetrius Williams,3056,WR,10,BLT,15,8,142,102,1.39
Kelley Washington,1380,WR,15,BLT,45,34,431,310,1.39
Todd Heap,801,TE,16,BLT,67,50,578,416,1.39
Quinton Ganther,3191,HB,8,WAS,10,9,99,71,1.39
Austin Collie,5051,WR,16,IND,85,60,676,485,1.39
John Phillips,5132,FB,15,DAL,9,7,62,45,1.38
Felix Jones,4336,HB,14,DAL,21,19,119,87,1.37
Muhsin Muhammad,173,WR,14,CAR,86,53,581,424,1.37
Daniel Fells,3309,TE,14,STR,32,20,237,173,1.37
Early Doucet,4395,WR,9,ARZ,23,17,214,156,1.37
Bo Scaife,2396,TE,14,TEN,63,45,440,321,1.37
Korey Hall,3807,FB,10,GB,7,5,41,30,1.37
Greg Camarillo,2523,WR,16,MIA,69,50,552,402,1.37
Ahmad Bradshaw,3866,HB,15,NYG,29,21,207,151,1.37
Reggie Bush,2947,HB,14,NO,62,46,335,247,1.36
Antwaan Randle El,1069,WR,16,WAS,66,50,532,390,1.36
Jerome Felton,4460,FB,13,DET,14,12,126,93,1.35
Chaz Schilens,4540,WR,8,OAK,49,29,365,270,1.35
Aaron Brown,5116,HB,13,DET,14,9,84,62,1.35
Sam Aiken,1439,WR,12,NE,42,20,326,242,1.35
Brandon Jackson,3679,HB,12,GB,25,21,187,140,1.34
Chris Johnson,4338,HB,16,TEN,62,49,495,369,1.34
Kevin Walter,1549,WR,14,HST,68,53,611,460,1.33
Craig Davis,3646,WR,1,SD,7,6,52,39,1.33
Domenik Hixon,3075,WR,14,NYG,28,15,187,141,1.33
Brian Leonard,3668,HB,14,CIN,34,30,219,166,1.32
Ted Ginn Jr.,3625,WR,16,MIA,73,38,454,343,1.32
Rashard Mendenhall,4337,HB,14,PIT,32,25,261,198,1.32
Jason Snelling,3860,HB,14,ATL,34,30,260,198,1.31
Travis Beckum,5023,TE,10,NYG,10,8,55,42,1.31
Laveranues Coles,638,WR,16,CIN,75,43,514,394,1.30
David Anderson,3196,WR,16,HST,52,38,370,285,1.30
Michael Jenkins,1750,WR,15,ATL,87,50,635,493,1.29
Mark Jones,1922,WR,1,TEN,2,1,9,7,1.29
Mike Hart,4516,HB,5,IND,7,5,54,42,1.29
Sammie Stroughter,5157,WR,13,TB,58,31,319,247,1.29
Tyrell Sutton,5395,HB,6,CAR,9,6,62,48,1.29
Fred Jackson,3368,HB,16,BUF,56,44,354,275,1.29
Marshawn Lynch,3628,HB,13,BUF,32,27,193,151,1.28
Leon Washington,3062,HB,7,NYJ,22,15,131,102,1.28
Corey McIntyre,1278,FB,9,BUF,8,7,55,43,1.28
Kevin Boss,3769,TE,15,NYG,63,41,545,427,1.28
Maurice Morris,1061,HB,14,DET,35,26,210,164,1.28
Chris Jennings,5480,HB,8,CLV,13,9,56,44,1.27
Tyler Grisham,5230,WR,2,PIT,2,1,14,11,1.27
Matt Forte,4358,HB,16,CHI,66,57,481,378,1.27
Ben Patrick,3831,TE,9,ARZ,14,12,146,115,1.27
Lance Long,4648,WR,7,KC,37,20,178,141,1.26
Jason Wright,2212,HB,12,ARZ,9,9,53,42,1.26
Legedu Naanee,3788,WR,15,SD,27,24,242,192,1.26
Isaac Bruce,80,WR,9,SF,44,21,264,210,1.26
Greg Olsen,3647,TE,16,CHI,105,59,612,491,1.25
Earnest Graham,1613,FB,12,TB,20,14,109,87,1.25
Jerious Norwood,3024,HB,10,ATL,21,19,186,149,1.25
Frank Gore,2282,HB,14,SF,60,51,398,318,1.25
Louis Murphy,5048,WR,16,OAK,91,34,521,427,1.22
Andre Caldwell,4411,WR,16,CIN,80,51,452,369,1.22
Correll Buckhalter,869,HB,14,DEN,36,31,240,199,1.21
Mark Bradley,2256,WR,13,KC,49,24,320,265,1.21
Roy Williams,1728,WR,15,DAL,84,38,597,492,1.21
Lavelle Hawkins,4440,WR,8,TEN,11,7,110,92,1.20
Benjamin Watson,1753,TE,16,NE,40,29,404,338,1.20
Tashard Choice,4436,HB,16,DAL,21,15,132,110,1.20
Casey Fitzsimmons,1607,TE,9,DET,26,18,128,107,1.20
Bernard Berrian,1799,WR,16,MIN,90,55,618,515,1.20
Donnie Avery,4347,WR,16,STR,92,47,589,493,1.19
Nate Washington,2832,WR,16,TEN,89,47,576,483,1.19
DeAngelo Williams,2972,HB,13,CAR,40,29,252,211,1.19
Lee Evans,1734,WR,16,BUF,83,44,612,515,1.19
Jared Cook,5012,TE,13,TEN,13,9,74,62,1.19
Jamal Lewis,583,HB,9,CLV,11,8,88,74,1.19
Tim Castille,3906,FB,6,KC,6,4,37,31,1.19
Maurice Stovall,3035,WR,11,TB,43,24,363,308,1.18
Brandon Gibson,5118,WR,9,STR,64,34,353,300,1.18
Johnnie Lee Higgins,3715,WR,14,OAK,40,19,263,227,1.16
Brandon Jacobs,2327,HB,15,NYG,28,18,184,158,1.16
L.J. Smith,1376,TE,9,BLT,3,2,37,32,1.16
John Paul Foschi,2046,TE,15,CIN,36,27,260,224,1.16
Michael Sellers,432,FB,15,WAS,21,16,143,123,1.16
Rashad Jennings,5174,HB,15,JAX,18,16,101,88,1.15
David Clowney,3773,WR,13,NYJ,20,14,191,166,1.15
Ricky Williams,440,HB,16,MIA,48,34,253,221,1.14
Dante Rosario,3771,TE,14,CAR,45,26,313,275,1.14
Justin Gage,1452,WR,12,TEN,60,28,383,336,1.14
Chansi Stuckey,3851,WR,11,CLV,39,19,198,176,1.13
Tim Hightower,4463,HB,16,ARZ,74,63,428,379,1.13
Jaymar Johnson,4507,WR,2,MIN,1,1,9,8,1.13
Justin Fargas,1410,HB,12,OAK,19,17,113,100,1.13
Chris Ogbonnaya,5135,HB,2,STR,2,1,19,17,1.12
Maurice Jones-Drew,3005,HB,16,JAX,66,53,374,333,1.12
Chansi Stuckey,3851,WR,4,NYJ,25,11,120,108,1.11
Luke Lawton,2099,FB,10,OAK,10,7,31,28,1.11
Derrick Ward,1949,HB,14,TB,21,20,150,135,1.11
Devin Thomas,4348,WR,14,WAS,41,25,325,295,1.10
Ahmard Hall,3336,FB,16,TEN,16,12,79,72,1.10
Josh Reed,1043,WR,14,BUF,44,27,291,268,1.09
Marion Barber III,2326,HB,15,DAL,33,26,221,204,1.08
Alge Crumpler,805,TE,16,TEN,37,27,222,206,1.08
Jake Nordin,4245,FB,4,DET,2,2,26,24,1.08
Brian Finneran,423,WR,10,ATL,15,11,111,103,1.08
James Jones,3694,WR,16,GB,59,32,440,412,1.07
Willie Parker,2142,HB,14,PIT,7,6,64,60,1.07
Jerome Harrison,3090,HB,14,CLV,44,33,219,204,1.07
Mike Goodson,5034,HB,5,CAR,2,2,15,14,1.07
Mark Clayton,2239,WR,14,BLT,70,34,485,457,1.06
Anthony Fasano,2998,TE,14,MIA,51,31,339,319,1.06
Danny Amendola,4717,WR,14,STR,61,43,326,309,1.06
LeSean McCoy,4976,HB,16,PHI,49,40,308,290,1.06
Brandon Jones,2313,WR,6,SF,4,1,18,17,1.06
Joel Dreessen,2415,TE,16,HST,34,25,316,299,1.06
Kevin Faulk,470,HB,15,NE,48,37,301,285,1.06
Joseph Addai,2975,HB,15,IND,62,51,351,333,1.05
Patrick Cobbs,3272,HB,5,MIA,4,3,23,22,1.05
Julius Jones,1764,HB,14,SEA,40,35,232,221,1.05
Mewelde Moore,1840,HB,16,PIT,27,21,153,146,1.05
Will Heller,1623,TE,16,DET,47,29,296,285,1.04
Keenan Burton,4442,WR,9,STR,40,25,253,243,1.04
Jonathan Stewart,4327,HB,16,CAR,25,18,139,134,1.04
Malcolm Kelly,4365,WR,16,WAS,38,25,347,336,1.03
Greg Lewis,1650,WR,12,MIN,11,8,96,94,1.02
Ruvell Martin,2111,WR,8,STR,11,6,99,97,1.02
Bobby Wade,1448,WR,12,KC,70,37,367,363,1.01
Jamaal Charles,4387,HB,15,KC,52,40,297,293,1.01
John Carlson,4352,TE,16,SEA,79,50,532,526,1.01
Gijon Robinson,4056,TE,12,IND,14,9,62,62,1.00
Yamon Figurs,3690,WR,3,DET,2,1,7,7,1.00
Joe Klopfenstein,2991,TE,1,BUF,2,1,11,11,1.00
Josh Morgan,4488,WR,16,SF,73,52,527,528,1.00
Sam Gado,2599,HB,11,STR,3,3,25,25,1.00
Edgar Jones,4280,TE,3,BLT,2,1,8,8,1.00
Dwayne Jarrett,3661,WR,13,CAR,29,17,196,197,0.99
Joshua Cribbs,2544,WR,16,CLV,31,20,139,141,0.99
Heath Evans,843,FB,6,NO,12,10,70,71,0.99
Deion Branch,1072,WR,14,SEA,75,45,437,445,0.98
Eddie Royal,4356,WR,14,DEN,69,37,345,351,0.98
Kellen Davis,4472,TE,13,CHI,13,9,75,77,0.97
Marty Booker,487,WR,16,ATL,29,16,181,186,0.97
Justin Griffith,1433,FB,13,SEA,24,19,118,123,0.96
Laurence Maroney,2966,HB,15,NE,15,14,99,103,0.96
Delanie Walker,3120,TE,16,SF,32,21,233,242,0.96
Kevin Curtis,1389,WR,3,PHI,15,6,77,82,0.94
Kory Sperry,5369,TE,6,MIA,5,3,31,33,0.94
Kenneth Darby,3862,HB,15,STR,23,17,87,94,0.93
Braylon Edwards,2220,WR,4,CLV,22,10,139,150,0.93
Garrett Wolfe,3709,HB,5,CHI,3,2,12,13,0.92
Todd Watkins,3163,WR,10,OAK,18,8,90,98,0.92
Troy Williamson,2224,WR,2,JAX,4,3,34,37,0.92
Steven Jackson,1745,HB,15,STR,66,50,323,355,0.91
Marko Mitchell,5167,WR,9,WAS,7,4,32,35,0.91
Dennis Northcutt,605,WR,15,DET,56,34,348,383,0.91
Jerheme Urban,1709,WR,9,ARZ,28,18,186,204,0.91
Vonta Leach,2100,FB,16,HST,23,20,155,170,0.91
Peyton Hillis,4541,FB,9,DEN,6,4,19,21,0.90
Cadillac Williams,2222,HB,16,TB,39,29,221,246,0.90
Reggie Brown,2252,WR,14,PHI,20,9,155,175,0.89
Randy McMichael,1114,TE,16,STR,56,32,310,348,0.89
Ramses Barden,5008,WR,2,NYG,1,1,16,18,0.89
Jeff King,3100,TE,16,CAR,31,24,193,218,0.89
Joey Haynos,4711,TE,16,MIA,33,19,162,185,0.88
Naufahu Tahi,3526,FB,15,MIN,11,10,67,76,0.88
Wallace Wright,3563,WR,5,NYJ,2,2,21,24,0.88
Rashied Davis,2554,WR,11,CHI,7,5,35,40,0.88
Glen Coffee,4997,HB,11,SF,15,11,83,97,0.86
Michael Bush,3716,HB,14,OAK,17,16,105,122,0.86
Ronnie Brown,2219,HB,9,MIA,18,14,98,114,0.86
Deon Butler,5014,WR,16,SEA,40,15,175,207,0.85
Brian Clark,3271,WR,13,TB,17,6,65,77,0.84
Knowshon Moreno,4935,HB,16,DEN,38,28,217,259,0.84
Stefan Logan,4909,WR,5,PIT,1,1,5,6,0.83
Daniel Graham,1028,TE,16,DEN,34,27,286,346,0.83
John Gilmore,1176,TE,10,TB,5,3,23,28,0.82
James Hardy,4355,WR,2,BUF,1,1,9,11,0.82
Le'Ron McClain,3753,FB,16,BLT,25,20,137,168,0.82
Shawn Nelson,5045,TE,12,BUF,28,17,158,192,0.82
Leonard Weaver,2835,FB,16,PHI,21,15,140,171,0.82
Steve Heiden,481,TE,7,CLV,15,10,73,89,0.82
Ryan Grant,2609,HB,16,GB,30,25,197,243,0.81
LaDainian Tomlinson,777,HB,14,SD,24,20,154,190,0.81
Brad Smith,3048,WR,11,NYJ,12,7,63,79,0.80
Chris Chambers,821,WR,7,SD,26,9,122,155,0.79
Martellus Bennett,4375,TE,14,DAL,28,14,153,194,0.79
Andre' Davis,1054,WR,12,HST,10,6,59,76,0.78
Daniel Coats,3908,TE,16,CIN,29,16,150,193,0.78
Anthony Becht,602,TE,16,ARZ,10,7,64,83,0.77
Donald Lee,1465,TE,16,GB,51,36,262,340,0.77
Mike Cox,4716,FB,16,KC,13,10,79,103,0.77
Tony Stewart,887,TE,15,OAK,13,10,78,102,0.76
Desmond Clark,529,TE,11,CHI,31,19,145,192,0.76
Kris Wilson,1782,TE,7,SD,5,4,28,37,0.76
Sean Ryan,1865,TE,8,KC,23,14,135,177,0.76
James Casey,5076,TE,11,HST,11,6,64,84,0.76
Ernest Wilford,1841,TE,15,JAX,17,11,123,165,0.75
Cameron Morrah,5172,TE,2,SEA,1,1,3,4,0.75
Chris Baker,1091,TE,16,NE,18,14,142,190,0.75
Brian Robiskie,4959,WR,10,CLV,16,7,106,141,0.75
Jacob Tamme,4441,TE,8,IND,9,3,35,47,0.74
Leonard Pope,3017,TE,12,KC,29,20,174,234,0.74
Ahman Green,374,HB,7,GB,4,3,18,25,0.72
Justin Peelle,1104,TE,15,ATL,15,12,115,159,0.72
Larry Johnson,1343,HB,7,KC,14,11,72,100,0.72
Steve Johnson,4538,WR,4,BUF,3,2,10,14,0.71
Jerramy Stevens,1035,TE,16,TB,30,15,130,182,0.71
Eric Weems,4097,WR,14,ATL,6,6,50,70,0.71
Tory Humphrey,2644,TE,1,NO,1,1,7,10,0.70
Mike Furrey,726,WR,13,CLV,38,22,160,228,0.70
Kenneth Moore,4450,WR,11,CAR,12,6,59,84,0.70
Jeff Dugan,1936,TE,16,MIN,6,6,52,76,0.68
John Kuhn,2686,FB,12,GB,7,7,47,69,0.68
Courtney Roby,2285,WR,6,NO,1,1,6,9,0.67
Clinton Portis,1058,HB,7,WAS,9,9,57,85,0.67
Bryant Johnson,1333,WR,16,DET,83,36,426,635,0.67
Derek Fine,4446,TE,8,BUF,12,9,64,95,0.67
Adrian Peterson,1177,HB,4,CHI,2,2,11,17,0.65
Bobby Engram,177,WR,5,KC,9,5,61,95,0.64
Chris Brown,1407,HB,14,HST,19,16,74,116,0.64
Jason Hill,3692,WR,10,SF,15,9,90,141,0.64
Robert Royal,1151,TE,13,CLV,24,11,130,203,0.64
Quinten Lawrence,5099,WR,2,KC,2,1,9,14,0.64
Edgerrin James,439,HB,7,SEA,3,3,19,30,0.63
Arnaz Battle,1499,WR,6,SF,5,5,40,65,0.62
Cedric Benson,2221,HB,13,CIN,21,17,111,178,0.62
Michael Clayton,1736,WR,12,TB,44,16,230,386,0.60
Greg Estandia,3597,TE,4,CLV,9,4,45,75,0.60
Stephen Spach,2789,TE,7,ARZ,9,4,38,63,0.60
Michael Robinson,3045,HB,10,SF,9,6,24,41,0.59
Ovie Mughelli,1445,FB,14,ATL,9,7,51,86,0.59
Joey Galloway,117,WR,3,NE,20,7,67,114,0.59
Deshawn Wynn,3844,HB,4,GB,6,2,19,32,0.59
Nate Hughes,4902,WR,7,JAX,12,5,70,118,0.59
Roscoe Parrish,2272,WR,6,BUF,4,3,14,24,0.58
Kassim Osgood,1676,WR,4,SD,5,1,17,30,0.57
Kolby Smith,3764,HB,3,KC,2,2,9,16,0.56
Moran Norris,865,FB,15,SF,9,7,31,55,0.56
Derrick Williams,5005,WR,9,DET,13,6,52,98,0.53
Brandon Myers,5126,TE,7,OAK,6,4,19,36,0.53
Darnell Dinkins,1236,TE,8,NO,6,5,22,42,0.52
Sinorice Moss,2989,WR,7,NYG,3,1,18,35,0.51
Verron Haynes,1156,FB,6,ATL,4,3,20,39,0.51
Danny Ware,4095,HB,5,NYG,4,3,15,30,0.50
David Johnson,5165,FB,11,PIT,3,2,9,18,0.50
Jeremi Johnson,1430,FB,16,CIN,12,6,41,83,0.49
Kyle Eckel,2574,FB,6,NO,3,2,14,29,0.48
John Standeford,2183,WR,2,DET,3,1,5,11,0.45
Dan Kreider,749,FB,13,ARZ,6,4,20,44,0.45
James Davis,5119,HB,2,CLV,4,4,5,11,0.45
Darcy Johnson,3377,TE,13,NYG,7,5,45,102,0.44
Jonathan Stupar,4601,TE,10,BUF,7,5,39,90,0.43
Owen Schmitt,4477,FB,13,SEA,9,6,21,53,0.40
Michael Turner,1873,HB,10,ATL,7,5,35,87,0.40
Dan Gronkowski,5179,TE,1,DET,3,1,4,10,0.40
Lawrence Vickers,3125,FB,16,CLV,16,8,27,68,0.40
Hank Baskett,3220,WR,6,IND,10,4,28,72,0.39
Jacob Hester,4383,FB,14,SD,10,9,24,62,0.39
Darrius Heyward-Bey,4930,WR,11,OAK,38,9,124,323,0.38
Alex Smith,2288,TE,16,PHI,7,3,25,65,0.38
Fred Taylor,333,HB,6,NE,3,2,17,45,0.38
Jim Kleinsasser,469,TE,16,MIN,15,10,70,190,0.37
LenDale White,2990,HB,12,TEN,5,3,14,38,0.37
Jordan Kent,3826,WR,2,STR,2,1,5,14,0.36
Hank Baskett,3220,WR,1,PHI,2,1,6,17,0.35
Lousaka Polite,2152,FB,16,MIA,18,11,51,152,0.34
Isaiah Stanback,3719,WR,5,NE,7,3,22,65,0.34
Mike Vrabel,268,ED,3,KC,1,1,1,3,0.33
Thomas Jones,585,HB,16,NYJ,16,10,58,184,0.32
Brad Hoover,740,FB,11,CAR,9,4,23,75,0.31
Matt Spaeth,3693,TE,16,PIT,6,5,25,83,0.30
Madison Hedgecock,2468,FB,16,NYG,9,4,23,78,0.29
Terrelle Smith,651,FB,5,DET,4,2,7,25,0.28
Todd Yoder,772,TE,8,WAS,4,4,9,32,0.28
John Owens,1133,TE,16,SEA,6,3,16,61,0.26
Jake O'Connell,5161,TE,4,KC,9,2,7,27,0.26
Larry Johnson,1343,HB,6,CIN,4,3,4,16,0.25
Limas Sweed,4367,WR,5,PIT,5,1,5,23,0.22
Tim Carter,1053,WR,2,STR,5,1,6,29,0.21
Clifton Smith,4854,HB,4,TB,4,2,4,19,0.21
Charly Martin,5366,WR,4,CAR,1,1,6,32,0.19
BenJarvus Green-Ellis,4599,HB,7,NE,5,2,11,57,0.19
Mike Bell,3225,HB,13,NO,4,4,12,66,0.18
Mike Karney,1875,FB,14,STR,7,6,16,89,0.18
Greg Jones II,1776,FB,13,JAX,8,5,14,92,0.15
Quinn Johnson,5069,FB,8,GB,4,2,4,26,0.15
Colin Cloherty,5308,TE,1,IND,1,1,2,13,0.15
Jason McKie,1279,FB,16,CHI,10,5,13,90,0.14
B.J. Askew,1400,FB,5,TB,2,2,3,24,0.13
Brandon Manumaleuna,876,TE,16,SD,6,5,13,105,0.12
Kahlil Bell,5243,HB,7,CHI,3,1,4,35,0.11
Deon Anderson,3811,FB,15,DAL,3,1,5,45,0.11
Chris Pressley,5347,FB,6,TB,1,1,2,22,0.09
Tony Richardson,110,FB,16,NYJ,5,3,10,128,0.08
Chad Simpson,4692,HB,6,IND,4,3,1,20,0.05
Ben Hartsock,1789,TE,15,NYJ,3,1,2,84,0.02
Jackie Battle,3885,HB,5,KC,2,2,-3,7,-0.43
Lance Long,4648,WR,1,ARZ,1,0,,35,
Brock Bolen,5264,FB,3,JAX,1,0,,15,
Tony Fiammetta,5052,FB,6,CAR,3,0,,28,
Keith Zinger,4546,TE,10,ATL,1,0,,23,
Wayne Hunter,1388,TE,7,NYJ,1,0,,13,
