player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Jeremy Stewart,7534,HB,3,OAK,1,1,1,3,0.33
Matt Asiata,6432,HB,3,MIN,6,5,13,39,0.33
Matt Spaeth,3693,TE,4,PIT,2,1,11,34,0.32
Brian Tyms,7321,WR,6,CLV,5,2,12,39,0.31
Joe Webb III,5722,WR,16,MIN,11,5,33,105,0.31
Ben Obomanu,3194,WR,1,NYJ,1,1,8,27,0.30
Bobby Rainey Jr.,7511,HB,8,TB,13,10,22,78,0.28
Brandon Jacobs,2327,HB,7,NYG,6,2,13,46,0.28
Willis McGahee,1339,HB,12,CLV,10,8,20,72,0.28
Tashard Choice,4436,HB,10,BUF,8,4,10,41,0.24
Skye Dawson,8453,WR,7,TB,7,2,12,54,0.22
David Wilson,7036,HB,5,NYG,5,2,8,36,0.22
Alex Smith,2288,TE,12,CIN,5,3,12,55,0.22
Nick Kasa,7954,TE,8,OAK,4,1,9,44,0.20
Brandon Tate,5006,WR,11,CIN,2,1,6,30,0.20
Kendall Hunter,6267,HB,15,SF,3,2,13,70,0.19
Taylor Thompson,7140,TE,11,TEN,6,3,13,70,0.19
MarQueis Gray,8286,TE,8,CLV,7,2,8,51,0.16
BenJarvus Green-Ellis,4599,HB,16,CIN,5,4,22,147,0.15
Chris Ivory,6007,HB,12,NYJ,8,2,10,71,0.14
Marlon Moore,5887,WR,5,SF,3,1,6,47,0.13
Dante Rosario,3771,TE,15,CHI,4,1,13,103,0.13
Visanthe Shiancoe,1406,TE,1,TEN,2,2,2,18,0.11
Craig Stevens,4399,TE,14,TEN,5,2,5,89,0.06
David Reed,5679,WR,5,IND,3,1,2,47,0.04
Deji Karim,5703,HB,2,HST,2,1,-1,18,-0.06
Vick Ballard,7162,HB,1,IND,1,1,-5,12,-0.42
Josh Vaughan,5289,HB,1,ATL,1,1,-5,2,-2.50
Michael Campbell,6516,WR,3,NYJ,2,0,,20,
Jared Allen,1847,ED,1,MIN,1,0,,1,
Brian Robiskie,4959,WR,1,ATL,2,0,,2,
Armanti Edwards,5613,WR,3,CAR,4,0,,18,
Denard Robinson,7917,HB,8,JAX,1,0,,20,
Greg Jenkins,8049,WR,1,OAK,1,0,,1,
C.J. Anderson,8101,HB,2,DEN,1,0,,11,
Quinn Johnson,5069,FB,4,TEN,1,0,,8,
Kyle Juszczyk,7912,FB,2,BLT,1,0,,3,
Saalim Hakim,7334,WR,1,NYJ,1,0,,2,
Ryan Spadola,8236,WR,3,NYJ,1,0,,16,
Chase Coffman,5021,TE,9,ATL,2,0,,23,
Stephen Williams,5880,WR,2,JAX,2,0,,8,
Stephen Williams,5880,WR,3,SEA,2,0,,21,
Zach Sudfeld,8313,TE,3,NE,2,0,,24,
Steve Maneri,6028,TE,4,CHI,1,0,,13,
Julian Talley,7501,WR,2,NYG,2,0,,9,
Tyler Clutts,6124,FB,1,MIA,1,0,,4,
Nate Solder,6169,T,1,NE,1,0,,1,
Marvin McNutt,7182,WR,1,CAR,1,0,,3,
Evan Rodriguez,7111,FB,4,BUF,1,0,,7,
D.J. Williams Jr.,6293,TE,1,JAX,1,0,,14,
D.J. Williams Jr.,6293,TE,2,NE,1,0,,7,
