player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Rock Cartwright,1211,HB,4,WAS,1,1,-7,8,-0.88
Jackie Battle,3885,HB,1,KC,1,1,-2,2,-1.00
JaMarcus Russell,3617,QB,1,OAK,1,0,,1,
Todd Watkins,3163,WR,7,OAK,1,0,,49,
Jeb Putzier,1174,TE,3,SEA,4,0,,17,
Darrell Reid,2758,DI,3,IND,1,0,,3,
Mark Bradley,2256,WR,1,CHI,1,0,,1,
Jordan Kent,3826,WR,5,SEA,6,0,,45,
Dominique Rodgers-Cromartie,4330,CB,2,ARZ,1,0,,2,
Terrance Copper,2016,WR,2,BLT,1,0,,8,
Cliff Russell,1090,WR,2,DEN,2,0,,3,
T.J. Duckett,1025,HB,11,SEA,1,0,,22,
Dan Kreider,749,FB,11,STR,4,0,,51,
Lorenzo Alexander,2476,DI,2,WAS,1,0,,2,
Earl Bennett,4384,WR,4,CHI,1,0,,10,
Eddie Kennison,161,WR,3,STR,2,0,,24,
Matthew Slater,4467,WR,4,NE,2,0,,10,
Marcus Smith,4420,WR,5,BLT,3,0,,71,
Adam Jennings,3129,WR,2,ATL,1,0,,4,
Gary Barnidge,4455,TE,4,CAR,1,0,,7,
Tyson DeVree,4890,TE,1,NE,1,0,,7,
Troy Smith,3790,QB,1,BLT,1,0,,1,
John Madsen,3408,TE,2,OAK,1,0,,3,
