player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Mark Bruener,125,TE,7,HST,1,0,,16,
Brian Clark,3271,WR,1,TB,1,0,,8,
Mike Williams,2227,WR,2,TEN,2,0,,13,
Quinton Ganther,3191,FB,1,TEN,1,0,,3,
Derek Stanley,3865,WR,1,STR,1,0,,5,
Terry Glenn,156,WR,1,DAL,1,0,,3,
Brandon Williams,3029,WR,3,STR,1,0,,11,
Marcellus Rivers,981,TE,3,NE,2,0,,13,
Chris Barclay,3216,HB,1,NO,1,0,,1,
Jason Taylor,264,ED,1,MIA,1,0,,2,
Justin Jenkins,2081,WR,9,BUF,1,0,,40,
Tom Ashworth,938,T,2,SEA,1,0,,2,
Paul Smith,669,HB,1,DEN,1,0,,1,
Kyle Boller,1335,QB,1,BLT,1,0,,1,
Billy Bajema,2466,TE,11,SF,1,0,,33,
Chad Owens,2402,WR,1,JAX,1,0,,16,
