player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Jeremiah Johnson,5484,HB,6,DEN,9,7,62,32,1.94
Greg Salas,6264,WR,6,STR,35,27,264,137,1.93
Vincent Jackson,2278,WR,16,SD,110,60,1106,574,1.93
Brandon Lloyd,1436,WR,11,STR,112,51,683,355,1.92
Fred Davis,4362,TE,12,WAS,83,58,788,411,1.92
Ray Rice,4369,HB,16,BLT,99,76,704,368,1.91
James Casey,5076,FB,14,HST,23,18,260,136,1.91
Matt Forte,4358,HB,12,CHI,70,52,490,256,1.91
Brent Celek,3778,TE,16,PHI,94,62,811,426,1.90
Mossis Madu,6730,HB,5,TB,12,10,72,38,1.89
Mewelde Moore,1840,HB,12,PIT,14,11,104,55,1.89
Eddie Williams,5145,FB,2,SEA,1,1,17,9,1.89
LaDainian Tomlinson,777,HB,14,NYJ,57,42,449,237,1.89
Aaron Hernandez,5637,TE,14,NE,108,79,910,484,1.88
Jake Ballard,5822,TE,14,NYG,57,38,604,323,1.87
Jeremy Maclin,4942,WR,13,PHI,94,63,859,459,1.87
Denarius Moore,6300,WR,13,OAK,73,33,618,333,1.86
Fred Jackson,3368,HB,10,BUF,48,39,442,238,1.86
Jahvid Best,5555,HB,6,DET,36,27,300,162,1.85
Nate Washington,2832,WR,16,TEN,118,74,1023,558,1.83
Steve Johnson,4538,WR,16,BUF,132,76,1004,550,1.83
Tony Scheffler,3006,TE,15,DET,41,26,347,193,1.80
Leonard Hankerson,6231,WR,4,WAS,20,13,163,91,1.79
Dustin Keller,4344,TE,16,NYJ,109,65,815,455,1.79
Jeff King,3100,TE,16,ARZ,33,27,271,151,1.79
Dez Bryant,5549,WR,15,DAL,100,63,928,518,1.79
Curtis Brinkley,5514,HB,4,SD,7,7,41,23,1.78
DeSean Jackson,4363,WR,15,PHI,95,58,961,544,1.77
Vernon Davis,2951,TE,16,SF,92,67,792,450,1.76
Sidney Rice,3660,WR,9,SEA,56,32,484,277,1.75
Tony Gonzalez,237,TE,16,ATL,113,80,875,500,1.75
Michael Bush,3716,HB,16,OAK,43,37,418,241,1.73
Felix Jones,4336,HB,12,DAL,41,33,231,134,1.72
Brit Miller,5340,FB,11,STR,3,3,41,24,1.71
Anquan Boldin,1369,WR,14,BLT,102,57,887,520,1.71
Joel Dreessen,2415,TE,16,HST,36,28,353,208,1.70
Spencer Larsen,4497,FB,12,DEN,9,9,76,45,1.69
T.J. Houshmandzadeh,921,WR,9,OAK,19,11,146,87,1.68
Jason Witten,1384,TE,16,DAL,114,79,942,560,1.68
Jabar Gaffney,1040,WR,16,WAS,110,68,947,567,1.67
Anthony Hill,5046,TE,3,IND,3,2,10,6,1.67
Pierre Garcon,4519,WR,16,IND,123,70,947,570,1.66
Reggie Wayne,800,WR,16,IND,121,75,960,577,1.66
Owen Daniels,3043,TE,15,HST,79,54,677,410,1.65
Miles Austin,3211,WR,10,DAL,72,43,579,351,1.65
Jonathan Stewart,4327,HB,16,CAR,57,47,413,254,1.63
Josh Morgan,4488,WR,5,SF,19,15,220,135,1.63
Antonio Gates,1609,TE,13,SD,87,64,778,477,1.63
Darrel Young,5438,FB,13,WAS,19,15,146,90,1.62
Steve Breaston,3758,WR,16,KC,96,61,785,485,1.62
Scott Chandler,3745,TE,14,BUF,43,38,389,240,1.62
Brian Leonard,3668,HB,13,CIN,29,22,210,130,1.62
Danario Alexander,6106,WR,10,STR,54,26,431,266,1.62
Torrey Smith,6210,WR,16,BLT,90,50,841,519,1.62
Jordan Norwood,5358,WR,13,CLV,33,23,268,168,1.60
Arrelious Benn,5564,WR,14,TB,50,30,441,278,1.59
Mike Tolbert,4740,HB,15,SD,70,54,433,272,1.59
Deji Karim,5703,HB,12,JAX,18,14,120,76,1.58
Jared Cook,5012,TE,16,TEN,74,49,759,480,1.58
Early Doucet,4395,WR,16,ARZ,89,54,689,440,1.57
Kendall Hunter,6267,HB,15,SF,22,16,195,124,1.57
Leonard Pope,3017,TE,16,KC,31,24,247,158,1.56
Roy Williams,1728,WR,15,CHI,60,37,507,325,1.56
Kyle Williams,5729,WR,13,SF,26,20,241,156,1.54
Earnest Graham,1613,HB,7,TB,30,26,163,106,1.54
Rashied Davis,2554,WR,9,DET,5,4,63,41,1.54
Louis Murphy,5048,WR,10,OAK,34,15,241,157,1.54
Jermichael Finley,4405,TE,16,GB,91,55,767,500,1.53
Ahmad Bradshaw,3866,HB,12,NYG,41,34,267,176,1.52
Keiland Williams,5794,HB,10,DET,8,8,62,41,1.51
Evan Moore,4771,TE,16,CLV,47,34,324,216,1.50
Santana Moss,786,WR,12,WAS,90,46,584,390,1.50
Anthony Dixon,5696,HB,3,SF,1,1,6,4,1.50
Riley Cooper,5682,WR,15,PHI,31,16,315,210,1.50
Todd Heap,801,TE,10,ARZ,32,24,283,190,1.49
Darren McFadden,4318,HB,7,OAK,22,19,154,104,1.48
Joshua Cribbs,2544,WR,16,CLV,63,41,518,350,1.48
Dante Rosario,3771,TE,12,DEN,10,7,117,79,1.48
Kregg Lumpkin,4714,HB,15,TB,48,41,291,197,1.48
Michael Jenkins,1750,WR,11,MIN,54,38,466,317,1.47
Earl Bennett,4384,WR,11,CHI,40,24,381,259,1.47
Charles Clay,6326,TE,14,MIA,24,16,233,158,1.47
Kevin Boss,3769,TE,13,OAK,36,27,333,226,1.47
Jermaine Gresham,5546,TE,14,CIN,86,56,596,407,1.46
Lorenzo Booker,3687,HB,11,MIN,10,8,82,56,1.46
Craig Stevens,4399,TE,14,TEN,14,9,166,114,1.46
Vincent Brown,6234,WR,14,SD,38,19,329,225,1.46
Preston Parker,5950,WR,16,TB,60,40,554,382,1.45
Jason Avant,3054,WR,16,PHI,80,52,679,467,1.45
Robert Meachem,3643,WR,16,NO,60,40,620,430,1.44
Clay Harbor,5648,TE,16,PHI,19,13,163,113,1.44
Dennis Pitta,5638,TE,16,BLT,54,40,405,282,1.44
Donte' Stallworth,1020,WR,11,WAS,32,22,309,214,1.44
Kris Durham,6259,WR,3,SEA,4,3,30,21,1.43
Kellen Winslow,1727,TE,16,TB,114,75,772,538,1.43
Colin Cloherty,5308,TE,4,JAX,8,4,57,40,1.43
Jeremy Kerley,6305,WR,13,NYJ,44,29,314,223,1.41
Heath Miller,2247,TE,16,PIT,74,51,631,450,1.40
Dexter McCluster,5561,HB,16,KC,58,46,328,234,1.40
Jason Hill,3692,WR,10,JAX,53,25,367,262,1.40
Davone Bess,4694,WR,16,MIA,79,51,537,390,1.38
Brandon Pettigrew,4943,TE,16,DET,117,83,777,564,1.38
Steve Smith,3667,WR,9,PHI,20,11,124,90,1.38
Brandon LaFell,5602,WR,16,CAR,56,36,613,443,1.38
Jerome Simpson,4360,WR,16,CIN,96,50,725,526,1.38
Marcedes Lewis,2973,TE,15,JAX,75,39,460,336,1.37
Roy Helu,6257,HB,15,WAS,56,49,379,276,1.37
Deion Branch,1072,WR,15,NE,85,51,702,517,1.36
Javon Ringer,5097,HB,12,TEN,31,28,187,137,1.36
Brandon Jacobs,2327,HB,14,NYG,21,15,128,94,1.36
Kevin Walter,1549,WR,15,HST,56,39,474,352,1.35
Adrian Arrington,4551,WR,4,NO,3,2,31,23,1.35
Mario Manningham,4409,WR,12,NYG,73,39,523,388,1.35
Donald Lee,1465,TE,9,CIN,13,11,115,85,1.35
Jason Snelling,3860,HB,15,ATL,31,26,179,135,1.33
Ryan Taylor,6370,TE,2,GB,1,1,4,3,1.33
Reagan Mauia,3797,FB,3,ARZ,2,1,12,9,1.33
Golden Tate,5585,WR,16,SEA,54,35,382,287,1.33
Kahlil Bell,5243,HB,7,CHI,22,19,133,100,1.33
Hines Ward,380,WR,15,PIT,60,46,381,293,1.30
Jacoby Jones,3689,WR,16,HST,58,31,512,393,1.30
Da'Rel Scott,6373,HB,5,NYG,2,2,13,10,1.30
Derek Hagan,3027,WR,6,OAK,18,11,114,88,1.30
Josh Baker,6514,FB,7,NYJ,4,3,27,21,1.29
Eric Decker,5611,WR,16,DEN,91,44,612,475,1.29
Damian Williams,5601,WR,15,TEN,89,45,592,463,1.28
LeGarrette Blount,5863,HB,14,TB,23,15,148,116,1.28
Chris Johnson,4338,HB,16,TEN,75,57,418,328,1.27
Brian Hartline,5031,WR,16,MIA,66,35,549,435,1.26
Emmanuel Sanders,5606,WR,11,PIT,41,22,288,229,1.26
Ben Obomanu,3194,WR,16,SEA,56,37,436,346,1.26
Titus Young,6196,WR,16,DET,80,48,607,486,1.25
BenJarvus Green-Ellis,4599,HB,16,NE,13,9,159,127,1.25
Maurice Jones-Drew,3005,HB,16,JAX,56,43,374,302,1.24
Mike Caussin,5987,TE,5,BUF,6,5,41,33,1.24
David Nelson,5862,WR,16,BUF,94,61,658,532,1.24
Mike Williams,5625,WR,16,TB,119,65,777,628,1.24
Chastin West,5944,WR,12,JAX,24,13,163,131,1.24
DeMarco Murray,6223,HB,13,DAL,34,26,183,148,1.24
Donald Driver,533,WR,16,GB,54,37,445,361,1.23
Maurice Morris,1061,HB,14,DET,33,26,230,187,1.23
Jerome Felton,4460,FB,4,IND,2,2,16,13,1.23
Stephen Burton,6388,WR,2,MIN,4,2,38,31,1.23
Chaz Schilens,4540,WR,15,OAK,34,23,271,223,1.22
Jerricho Cotchery,1829,WR,12,PIT,27,16,237,194,1.22
Randy McMichael,1114,TE,16,SD,37,30,271,222,1.22
Danny Ware,4095,HB,16,NYG,34,27,170,140,1.21
Zack Pianalto,6681,TE,10,TB,5,4,40,33,1.21
Toby Gerhart,5576,HB,16,MIN,26,23,190,157,1.21
Braylon Edwards,2220,WR,9,SF,32,15,181,149,1.21
Tashard Choice,4436,HB,6,DAL,12,11,71,59,1.20
Henry Hynoski,6666,FB,11,NYG,13,12,83,69,1.20
Dallas Clark,1340,TE,11,IND,62,34,352,293,1.20
Chad Johnson,806,WR,15,NE,31,15,276,230,1.20
Greg Olsen,3647,TE,16,CAR,85,45,540,452,1.19
Plaxico Burress,586,WR,16,NYJ,90,45,612,515,1.19
Greg Little,6211,WR,16,CLV,113,61,709,597,1.19
Jamie Harper,6282,HB,7,TEN,6,4,32,27,1.19
Benjamin Watson,1753,TE,13,CLV,69,37,410,346,1.18
Anthony Fasano,2998,TE,15,MIA,45,32,451,381,1.18
Naaman Roosevelt,5799,WR,10,BUF,26,16,257,218,1.18
Nate Burleson,1386,WR,16,DET,110,73,757,642,1.18
Lance Kendricks,6199,TE,15,STR,53,28,352,301,1.17
Devin Aromashodu,3178,WR,16,MIN,78,26,468,399,1.17
Kevin Smith,4378,HB,7,DET,28,22,179,153,1.17
Bilal Powell,6278,HB,1,NYJ,1,1,7,6,1.17
Reggie Bush,2947,HB,15,MIA,52,43,296,252,1.17
Austin Collie,5051,WR,16,IND,92,54,514,442,1.16
Brandon Gibson,5118,WR,15,STR,65,36,431,373,1.16
Matt Willis,4283,WR,16,DEN,33,18,267,231,1.16
Dane Sanzenbacher,6570,WR,14,CHI,53,27,276,241,1.15
Carlton Mitchell,5700,WR,6,CLV,4,3,31,27,1.15
Brandon Myers,5126,TE,15,OAK,24,16,151,131,1.15
Shonn Greene,4988,HB,16,NYJ,40,30,211,183,1.15
Michael Sellers,432,FB,5,WAS,1,1,15,13,1.15
Ricky Williams,440,HB,14,BLT,17,13,83,73,1.14
Anthony Sherman,6288,FB,13,ARZ,9,8,72,63,1.14
Bruce Miller,6363,FB,13,SF,13,11,83,73,1.14
Harry Douglas,4398,WR,16,ATL,60,39,498,435,1.14
Santonio Holmes,2970,WR,16,NYJ,98,51,654,574,1.14
Devin Hester,3002,WR,14,CHI,53,26,369,324,1.14
Steven Jackson,1745,HB,14,STR,56,42,333,292,1.14
Alex Smith,2288,TE,14,CLV,22,14,131,115,1.14
Marshawn Lynch,3628,HB,15,SEA,36,28,212,187,1.13
Knowshon Moreno,4935,HB,6,DEN,14,11,101,89,1.13
Chris Cooley,1802,TE,5,WAS,11,8,65,58,1.12
Ed Dickson,5595,TE,16,BLT,85,54,528,471,1.12
James Starks,5716,HB,13,GB,35,29,216,193,1.12
Bryant Johnson,1333,WR,14,HST,10,6,90,81,1.11
Travis Beckum,5023,TE,12,NYG,10,5,93,84,1.11
C.J. Spiller,5534,HB,16,BUF,52,39,271,246,1.10
Jacquizz Rodgers,6297,HB,16,ATL,25,21,188,171,1.10
Logan Paulsen,5795,TE,16,WAS,18,11,138,126,1.10
Zach Miller,5104,TE,3,JAX,7,4,42,39,1.08
Austin Pettis,6230,WR,12,STR,46,27,256,238,1.08
Chauncey Washington,4527,HB,1,DAL,3,2,13,12,1.08
Devery Henderson,1771,WR,16,NO,48,32,503,467,1.08
Visanthe Shiancoe,1406,TE,16,MIN,65,36,409,377,1.08
Chris Ogbonnaya,5135,HB,11,CLV,29,22,157,146,1.08
Lex Hilliard,4518,FB,14,MIA,6,5,49,46,1.07
Keary Colbert,1783,WR,7,KC,12,9,89,84,1.06
Montario Hardesty,5584,HB,9,CLV,20,14,122,116,1.05
Lavelle Hawkins,4440,WR,16,TEN,74,47,470,449,1.05
Donald Jones,6000,WR,8,BUF,45,23,231,221,1.05
Derek Hagan,3027,WR,4,BUF,22,13,138,131,1.05
Dezmon Briscoe,5714,WR,16,TB,49,35,387,371,1.04
Kyle Rudolph,6195,TE,15,MIN,33,26,249,240,1.04
Marion Barber III,2326,HB,11,CHI,8,5,50,48,1.04
Sammie Stroughter,5157,WR,6,TB,6,4,52,51,1.02
Rob Housler,6221,TE,12,ARZ,24,12,133,132,1.01
Luke Stocker,6256,TE,14,TB,17,12,92,91,1.01
Ted Ginn Jr.,3625,WR,14,SF,30,19,220,219,1.00
Brody Eldridge,5685,TE,12,IND,10,9,45,45,1.00
Tashard Choice,4436,HB,1,WAS,1,1,2,2,1.00
Mike Goodson,5034,HB,2,CAR,3,1,4,4,1.00
Legedu Naanee,3788,WR,15,CAR,74,44,467,470,0.99
Mike Thomas,5030,WR,15,JAX,86,44,408,414,0.99
Tim Hightower,4463,HB,5,WAS,13,10,78,79,0.99
Patrick Crayton,1932,WR,14,SD,32,23,248,253,0.98
Jonathan Baldwin,6178,WR,11,KC,51,21,254,265,0.96
Andre Caldwell,4411,WR,13,CIN,63,37,317,331,0.96
Cameron Morrah,5172,TE,8,SEA,13,6,74,77,0.96
Jacob Tamme,4441,TE,15,IND,28,19,177,185,0.96
Kellen Davis,4472,TE,16,CHI,31,18,206,215,0.96
Anthony McCoy,5708,TE,16,SEA,24,13,146,152,0.96
Andre Roberts,5612,WR,16,ARZ,91,51,586,614,0.95
David Anderson,3196,WR,4,WAS,12,6,70,74,0.95
Tony Fiammetta,5052,FB,10,DAL,5,3,39,41,0.95
Phillip Tanner,6420,HB,4,DAL,2,2,19,20,0.95
Rashard Mendenhall,4337,HB,15,PIT,24,18,154,162,0.95
John Phillips,5132,TE,14,DAL,16,15,101,106,0.95
Ben Tate,5583,HB,15,HST,17,13,98,103,0.95
Evan Royster,6329,HB,6,WAS,13,9,68,72,0.94
Ramses Barden,5008,WR,8,NYG,19,9,94,100,0.94
Jackie Battle,3885,HB,13,KC,11,9,68,72,0.94
Michael Turner,1873,HB,16,ATL,24,17,168,181,0.93
Patrick Turner,5010,WR,13,NYJ,15,8,96,103,0.93
Tashard Choice,4436,HB,5,BUF,14,7,51,55,0.93
Martellus Bennett,4375,TE,14,DAL,24,17,144,155,0.93
Mohamed Massaquoi,4973,WR,14,CLV,69,31,384,413,0.93
Terrence Austin,5742,WR,11,WAS,23,12,137,147,0.93
Colin Cochart,6712,TE,9,CIN,8,5,44,48,0.92
Rock Cartwright,1211,HB,7,OAK,5,4,24,26,0.92
Derrick Mason,271,WR,5,NYJ,20,13,115,125,0.92
Brad Smith,3048,WR,14,BUF,41,23,240,264,0.91
Mike Williams,2227,WR,12,SEA,35,18,236,258,0.91
Jarett Dillard,5068,WR,13,JAX,46,29,292,321,0.91
Erik Lorig,5775,FB,14,TB,7,6,53,59,0.90
Le'Ron McClain,3753,FB,15,KC,18,13,86,96,0.90
Mark Clayton,2239,WR,2,STR,4,3,26,29,0.90
Kevin Ogletree,5387,WR,13,DAL,26,15,173,194,0.89
Lance Ball,4808,HB,16,DEN,26,16,148,167,0.89
Mike Sims-Walker,3695,WR,4,STR,21,11,139,156,0.89
Delanie Walker,3120,TE,15,SF,29,19,198,224,0.88
Daniel Fells,3309,TE,16,DEN,27,18,242,281,0.86
Ahmard Hall,3336,FB,12,TEN,12,9,46,54,0.85
Matthew Mulligan,4701,TE,15,NYJ,6,5,58,68,0.85
David Johnson,5165,TE,16,PIT,14,12,91,107,0.85
Alfonso Smith,5877,HB,5,ARZ,4,3,21,25,0.84
Bear Pascoe,5108,TE,16,NYG,15,12,136,163,0.83
Justin Forsett,4547,HB,16,SEA,30,23,128,155,0.83
Sam Hurd,3362,WR,12,CHI,14,8,109,133,0.82
LeSean McCoy,4976,HB,15,PHI,61,48,315,388,0.81
Jordan Cameron,6254,TE,6,CLV,13,6,33,41,0.80
Michael Palmer,5784,TE,15,ATL,13,10,72,90,0.80
Adrian Peterson,3623,HB,12,MIN,21,18,131,165,0.79
Andrew Quarless,5677,TE,10,GB,4,3,36,46,0.78
Ruvell Martin,2111,WR,7,BUF,15,7,82,107,0.77
Greg Camarillo,2523,WR,11,MIN,23,9,121,159,0.76
Matt Spaeth,3693,TE,15,CHI,10,7,50,66,0.76
Leon Washington,3062,HB,15,SEA,14,10,48,64,0.75
Jerome Felton,4460,FB,9,CAR,5,2,24,32,0.75
DeAngelo Williams,2972,HB,16,CAR,24,16,135,179,0.75
Kassim Osgood,1676,WR,11,JAX,9,5,42,56,0.75
Daniel Thomas,6214,HB,13,MIA,14,12,72,97,0.74
Chester Taylor,1182,HB,12,ARZ,23,14,91,123,0.74
Cadillac Williams,2222,HB,11,STR,19,14,93,127,0.73
Virgil Green,6356,TE,10,DEN,4,3,24,33,0.73
Billy Bajema,2466,TE,16,STR,13,9,71,99,0.72
Danny Woodhead,4914,HB,15,NE,29,17,151,210,0.72
Ryan Mahaffey,6660,FB,4,IND,1,1,5,7,0.71
Zach Miller,3654,TE,15,SEA,39,25,233,338,0.69
Tiquan Underwood,5177,WR,6,NE,6,3,30,44,0.68
Mike Higgins,6689,TE,1,NO,1,1,4,6,0.67
Derrick Mason,271,WR,7,HST,13,6,55,82,0.67
Kory Sperry,5369,TE,12,SD,2,1,32,48,0.67
Isaac Redman,5233,HB,16,PIT,20,18,78,117,0.67
Emmanuel Arceneaux,6129,WR,3,MIN,2,1,10,15,0.67
Steve Slaton,4403,HB,3,HST,2,1,6,9,0.67
Bernard Berrian,1799,WR,5,MIN,20,7,91,137,0.66
Weslye Saunders,6496,TE,14,PIT,7,4,29,44,0.66
Daniel Graham,1028,TE,13,TEN,5,2,25,38,0.66
Richard Brockel,6037,FB,8,CAR,3,3,13,20,0.65
Joseph Addai,2975,HB,12,IND,21,15,93,142,0.65
Peyton Hillis,4541,HB,10,CLV,30,22,130,200,0.65
Eddie Royal,4356,WR,12,DEN,45,19,155,244,0.64
Kevin Faulk,470,HB,6,NE,9,7,34,53,0.64
Mark Ingram II,6180,HB,10,NO,12,11,46,72,0.64
Roscoe Parrish,2272,WR,2,BUF,4,1,16,25,0.64
Ovie Mughelli,1445,FB,7,ATL,8,4,25,39,0.64
Ryan Whalen,6319,WR,3,CIN,4,4,27,43,0.63
Thomas Jones,585,HB,14,KC,7,5,43,68,0.63
Zach Potter,5302,TE,14,JAX,7,5,50,80,0.63
Lawrence Vickers,3125,FB,10,HST,7,4,29,47,0.62
Michael Hoomanawanui,5655,TE,8,STR,13,7,83,135,0.61
John Kuhn,2686,FB,16,GB,18,15,77,126,0.61
Jake O'Connell,5161,TE,8,KC,11,7,52,87,0.60
Tyler Clutts,6124,FB,16,CHI,10,8,48,82,0.59
Eric Weems,4097,WR,15,ATL,12,11,90,154,0.58
Chansi Stuckey,3851,WR,9,ARZ,8,4,39,67,0.58
Anthony Armstrong,4855,WR,13,WAS,25,7,103,183,0.56
John Gilmore,1176,TE,13,NO,4,3,20,36,0.56
Jacob Hester,4383,FB,15,SD,16,12,48,87,0.55
Donnie Avery,4347,WR,8,TEN,11,3,45,82,0.55
D.J. Williams Jr.,6293,TE,9,GB,3,2,13,24,0.54
Jim Dray,5756,TE,5,ARZ,4,2,25,46,0.54
Bernard Scott,5133,HB,13,CIN,16,13,38,70,0.54
Vonta Leach,2100,FB,16,BLT,22,15,69,128,0.54
Frank Gore,2282,HB,16,SF,29,17,114,214,0.53
Will Heller,1623,TE,16,DET,12,6,42,80,0.53
Julian Edelman,5156,WR,10,NE,8,4,32,60,0.53
Tom Crabtree,5458,TE,16,GB,8,6,38,75,0.51
Marc Mariani,5745,WR,15,TEN,12,5,24,47,0.51
Justin Peelle,1104,TE,11,SF,4,1,19,37,0.51
Allen Reisner,6493,TE,4,MIN,1,1,5,10,0.50
LaQuan Williams,6511,WR,7,BLT,12,4,46,92,0.50
Donald Brown,4950,HB,13,IND,17,16,86,171,0.50
Bryan Walters,6139,WR,2,SD,4,3,27,55,0.49
Chad Hall,5523,WR,7,PHI,7,3,20,41,0.49
DeMarco Sampson,6401,WR,9,ARZ,8,3,36,78,0.46
Owen Schmitt,4477,FB,16,PHI,7,3,32,69,0.46
David Anderson,3196,WR,2,HST,2,1,9,20,0.45
Jerheme Urban,1709,WR,6,KC,13,4,35,77,0.45
Jamaal Charles,4387,HB,1,KC,6,5,9,20,0.45
Lee Smith,6311,TE,7,BUF,4,4,11,25,0.44
Lee Evans,1734,WR,9,BLT,24,4,74,174,0.43
Cedric Benson,2221,HB,15,CIN,21,15,82,189,0.43
Thomas Clayton,3802,HB,3,CLV,1,1,3,7,0.43
Manase Tonga,5922,FB,7,OAK,4,3,18,43,0.42
Owen Marecic,6276,FB,14,CLV,6,5,31,75,0.41
Brett Swain,4531,WR,4,SF,5,2,15,37,0.41
Ryan Torain,4453,HB,8,WAS,9,6,23,57,0.40
Willis McGahee,1339,HB,14,DEN,16,12,51,126,0.40
Jordan Shipley,5608,WR,2,CIN,5,4,14,37,0.38
David Ausberry,6393,TE,9,OAK,2,2,14,37,0.38
Micheal Spurlock,3517,WR,9,TB,6,2,13,35,0.37
Jeron Mastrud,5948,TE,13,MIA,2,1,8,22,0.36
Joe Webb III,5722,QB,8,MIN,4,1,9,25,0.36
Sammy Morris,678,HB,3,DAL,7,5,13,37,0.35
Brandon Stokley,498,WR,2,NYG,3,1,7,20,0.35
Niles Paul,6307,WR,12,WAS,5,2,25,74,0.34
Anthony Becht,602,TE,9,KC,3,3,26,76,0.34
Jed Collins,4743,FB,16,NO,13,11,50,149,0.34
Chris Pressley,5347,FB,15,CIN,4,3,19,57,0.33
Corey McIntyre,1278,FB,7,BUF,1,1,4,12,0.33
Mike Cox,4716,FB,8,ATL,2,2,8,25,0.32
Dave Thomas,3031,TE,5,NO,9,5,16,50,0.32
Clyde Gates,6263,WR,14,MIA,10,2,19,64,0.30
Maurice Stovall,3035,WR,10,DET,3,1,8,28,0.29
Beanie Wells,4954,HB,14,ARZ,14,10,52,190,0.27
Brian Robiskie,4959,WR,6,CLV,8,3,25,93,0.27
Mike Sims-Walker,3695,WR,2,JAX,5,1,11,41,0.27
Cecil Shorts,6266,WR,9,JAX,12,2,30,118,0.25
