lock_version,model_run_id,audit,slice,n_rows,value
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2022_RB,233,0.9570815450643777
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2022_TE,181,0.9668508287292817
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2022_WR,328,0.9725609756097561
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2023_QB,116,0.9655172413793104
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2023_RB,217,0.9723502304147466
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2023_TE,168,0.9821428571428571
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2023_WR,353,0.9688385269121813
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2024_QB,117,0.9572649572649573
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2024_RB,205,0.9365853658536586
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2024_TE,162,0.9814814814814815
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2024_WR,318,0.9685534591194969
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2025_QB,120,0.9916666666666667
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2025_RB,218,0.9678899082568807
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2025_TE,173,0.9710982658959537
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2025_WR,332,0.9457831325301205
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2026_QB,108,0.8055555555555556
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2026_RB,204,0.7990196078431373
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2026_TE,172,0.877906976744186
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2026_WR,301,0.7774086378737541
