league,scope,period,method,n,ppg_crps_delta,ppg_crps_relative_delta,contribution_crps_delta,contribution_crps_relative_delta,played_crps_delta,played_crps_relative_delta
beta,rb_all_saved,all_2017_2025,rb_passing_down_w050,788,-0.00042114533793902176,-0.0002166423612489643,-0.007409763252518076,-0.0003889397155469876,-0.003871786894334539,-0.0021417556758842604
beta,rb_all_saved,all_2017_2025,rb_scoring_role_w050,788,0.0003862181406211196,0.0001986753797413865,0.007812757152795058,0.0004100929329440284,-9.26413565009998e-05,-5.1246402894222776e-05
beta,rb_all_saved,development_2017_2022,rb_dual_role_w050,530,-0.0006604063011228511,-0.00035165518125035433,-0.009098628094367456,-0.0004897823615047647,-0.00018057575495045164,-0.0001020994969220812
beta,rb_all_saved,development_2017_2022,rb_dual_role_w100,530,-0.0011039339599172582,-0.0005878261550549269,-0.013830198875094624,-0.0007444844865478473,-0.0007294196422695798,-0.00041242180347667023
beta,rb_all_saved,development_2017_2022,rb_passing_down_w050,530,-0.0006506624683435547,-0.0003464667551613676,-0.0038781569875006028,-0.00020876255935775578,-0.00048567751481209953,-0.0002746073521459058
beta,rb_all_saved,development_2017_2022,rb_scoring_role_w050,530,-9.616762246444921e-05,-5.120763180277432e-05,-9.591674382036786e-05,-5.163232171812027e-06,-0.0006999974038257584,-0.0003957861496799442
beta,rb_all_saved,recent_2020_2025,rb_dual_role_w050,520,-0.0001609796486286008,-8.298355143154801e-05,-0.014992339295062607,-0.0007942681766665016,-0.0019464767428596375,-0.0010518254862741383
beta,rb_all_saved,recent_2020_2025,rb_dual_role_w100,520,-0.0004485073178870369,-0.00023120146178956524,-0.006478338380215831,-0.00034321115016233694,-0.0030624538438637217,-0.0016548705322734225
beta,rb_all_saved,recent_2020_2025,rb_passing_down_w050,520,-0.0004895957684061258,-0.00025238218603595985,-0.019475549773819267,-0.001031780905166979,-0.007080025122552236,-0.003825861724102042
beta,rb_all_saved,recent_2020_2025,rb_scoring_role_w050,520,0.0006138120281946602,0.0003164145433594001,0.017096590005039047,0.0009057477357778954,-0.0004986483291040678,-0.000269456608286589
beta,rb_all_saved,temporal_2023_2025,rb_dual_role_w050,258,0.0009723356425008767,0.00046758385668699276,-0.0016289506695166267,-8.134366231249412e-05,-0.0020982547673302765,-0.0011112681393866675
beta,rb_all_saved,temporal_2023_2025,rb_dual_role_w100,258,0.000735573099456488,0.00035372775787001487,0.009378787677551514,0.00046834133901030306,-0.0033292630931573974,-0.0017632291658123966
beta,rb_all_saved,temporal_2023_2025,rb_passing_down_w050,258,5.034334079878633e-05,2.420947296410958e-05,-0.014664613331820675,-0.0007322955674039511,-0.010827748022810502,-0.005734542623899719
beta,rb_all_saved,temporal_2023_2025,rb_scoring_role_w050,258,0.0013771656384302666,0.0006622614582529884,0.024059257793112465,0.0012014287344825902,0.001155028043042794,0.0006117206948919041
