year,source_roster_block_id,player,raw_player,player_key,pos,clearing_price,observed_actual_salary,price_source,salary_missing_filled_one,actionable,event_source,is_synthetic_contract_fill,preauction_score,raw_nominal_salary
2023,5,Daniel Jones,"Daniel Jones NYG, QB",danieljones,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,16.666793823242188,1.0
2023,6,Jonathan Taylor,"Jonathan Taylor Ind, RB",jonathantaylor,RB,78.0,78.0,observed,False,True,historical_forecast_matched,False,13.10558795928955,61.0
2023,6,Deandre Hopkins,"DeAndre Hopkins Ten, WR",deandrehopkins,WR,41.0,41.0,observed,False,True,historical_forecast_matched,False,10.746818542480469,29.0
2023,6,Chris Godwin,"Chris Godwin TB, WR",chrisgodwin,WR,20.0,20.0,observed,False,True,historical_forecast_matched,False,11.012168884277344,25.0
2023,6,James Cook,"James Cook Buf, RB",jamescook,RB,30.0,30.0,observed,False,True,historical_forecast_matched,False,10.549459457397461,22.0
2023,6,Marquise Brown,"Marquise Brown Ari, WR",marquisebrown,WR,7.0,7.0,observed,False,True,historical_forecast_matched,False,9.791513442993164,11.0
2023,6,Antonio Gibson,"Antonio Gibson Wsh, RB",antoniogibson,RB,7.0,7.0,observed,False,True,historical_forecast_matched,False,9.320935249328613,8.0
2023,6,Jeff Wilson,"Jeff Wilson Jr. Mia, RB",jeffwilson,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.931286811828613,2.0
2023,6,Tyler Boyd,"Tyler Boyd Cin, WR",tylerboyd,WR,3.0,3.0,observed,False,True,historical_forecast_matched,False,8.111490249633789,1.0
2023,6,Parris Campbell,"Parris Campbell NYG, WR",parriscampbell,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.996496200561523,1.0
2023,6,Allen Lazard,"Allen Lazard NYJ, WR",allenlazard,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.512755393981934,1.0
2023,6,Devante Parker,"DeVante Parker NE, WR",devanteparker,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.850924968719482,1.0
2023,7,Austin Ekeler,"Austin Ekeler LAC, RB",austinekeler,RB,99.0,99.0,observed,False,True,historical_forecast_matched,False,14.939591407775879,98.0
2023,7,Joe Mixon,"Joe Mixon Cin, RB",joemixon,RB,66.0,66.0,observed,False,True,historical_forecast_matched,False,11.853934288024902,53.0
2023,7,Jaxon Smith Njigba,"Jaxon Smith-Njigba Sea, WR",jaxonsmithnjigba,WR,24.0,24.0,observed,False,True,historical_forecast_matched,False,10.535658836364746,13.0
2023,7,Brandon Aiyuk,"Brandon Aiyuk SF, WR",brandonaiyuk,WR,14.0,14.0,observed,False,True,historical_forecast_matched,False,9.112099647521973,15.0
2023,7,Juju Smith Schuster,"JuJu Smith-Schuster NE, WR",jujusmithschuster,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,8.481281280517578,4.0
2023,7,Cole Kmet,"Cole Kmet Chi, TE",colekmet,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.386777877807617,1.0
2023,7,Jakobi Meyers,"Jakobi Meyers LV, WR",jakobimeyers,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.848697662353516,3.0
2023,7,Rondale Moore,"Rondale Moore Ari, WR",rondalemoore,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.884749412536621,1.0
2023,7,Jalin Hyatt,"Jalin Hyatt NYG, WR",jalinhyatt,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.24759292602539,2.0
2023,7,Devin Singletary,"Devin Singletary Hou, RB",devinsingletary,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.417492866516113,1.0
2023,7,Tyjae Spears,"Tyjae Spears Ten, RB",tyjaespears,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.242363929748535,2.0
2023,8,Josh Jacobs,"Josh Jacobs LV, RB",joshjacobs,RB,69.0,69.0,observed,False,True,historical_forecast_matched,False,13.218626022338867,64.0
2023,8,Dk Metcalf,"DK Metcalf Sea, WR",dkmetcalf,WR,52.0,52.0,observed,False,True,historical_forecast_matched,False,11.905801773071289,51.0
2023,8,Christian Watson,"Christian Watson GB, WR",christianwatson,WR,28.0,28.0,observed,False,True,historical_forecast_matched,False,10.768820762634277,29.0
2023,8,Deebo Samuel,"Deebo Samuel SF, WR",deebosamuel,WR,44.0,44.0,observed,False,True,historical_forecast_matched,False,11.213665962219238,38.0
2023,8,Tua Tagovailoa,"Tua Tagovailoa Mia, QB",tuatagovailoa,QB,15.0,15.0,observed,False,True,historical_forecast_matched,False,15.845318794250488,1.0
2023,8,Aaron Rodgers,"Aaron Rodgers NYJ, QB",aaronrodgers,QB,4.0,4.0,observed,False,True,historical_forecast_matched,False,17.180652618408203,1.0
2023,8,David Njoku,"David Njoku Cle, TE",davidnjoku,TE,6.0,6.0,observed,False,True,historical_forecast_matched,False,8.287044525146484,1.0
2023,8,Miles Sanders,"Miles Sanders Car, RB",milessanders,RB,29.0,29.0,observed,False,True,historical_forecast_matched,False,10.379416465759277,28.0
2023,8,Roschon Johnson,"Roschon Johnson Chi, RB",roschonjohnson,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.277883529663086,8.0
2023,8,Michael Gallup,"Michael Gallup Dal, WR",michaelgallup,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.920121669769287,1.0
2023,9,Travis Etienne,"Travis Etienne Jr. Jax, RB",travisetienne,RB,69.0,69.0,observed,False,True,historical_forecast_matched,False,11.9462251663208,49.0
2023,9,Dak Prescott,"Dak Prescott Dal, QB",dakprescott,QB,6.0,6.0,observed,False,True,historical_forecast_matched,False,16.456096649169922,2.0
2023,9,Mark Andrews,"Mark Andrews Bal, TE",markandrews,TE,43.0,43.0,observed,False,True,historical_forecast_matched,False,11.049697875976562,32.0
2023,9,Mike Williams,"Mike Williams LAC, WR",mikewilliams,WR,17.0,17.0,observed,False,True,historical_forecast_matched,False,9.462048530578613,18.0
2023,9,Brandin Cooks,"Brandin Cooks Dal, WR",brandincooks,WR,11.0,11.0,observed,False,True,historical_forecast_matched,False,9.083133697509766,8.0
2023,9,Courtland Sutton,"Courtland Sutton Den, WR",courtlandsutton,WR,9.0,9.0,observed,False,True,historical_forecast_matched,False,8.89570426940918,8.0
2023,9,Christian Kirk,"Christian Kirk Jax, WR",christiankirk,WR,15.0,15.0,observed,False,True,historical_forecast_matched,False,9.871798515319824,13.0
2023,9,Ezekiel Elliott,"Ezekiel Elliott NE, RB",ezekielelliott,RB,7.0,7.0,observed,False,True,historical_forecast_matched,False,8.591774940490723,7.0
2023,9,Elijah Moore,"Elijah Moore Cle, WR",elijahmoore,WR,4.0,4.0,observed,False,True,historical_forecast_matched,False,8.472122192382812,2.0
2023,9,Darnell Mooney,"Darnell Mooney Chi, WR",darnellmooney,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.007694244384766,1.0
2023,9,Damien Harris,"Damien Harris Buf, RB",damienharris,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.36984634399414,2.0
2023,10,Christian Mccaffrey,"Christian McCaffrey SF, RB",christianmccaffrey,RB,105.0,105.0,observed,False,True,historical_forecast_matched,False,16.125547409057617,99.0
2023,10,Diontae Johnson,"Diontae Johnson Pit, WR",diontaejohnson,WR,24.0,24.0,observed,False,True,historical_forecast_matched,False,10.41161823272705,23.0
2023,10,Joe Burrow,"Joe Burrow Cin, QB",joeburrow,QB,15.0,15.0,observed,False,True,historical_forecast_matched,False,17.743188858032227,33.0
2023,10,George Kittle,"George Kittle SF, TE",georgekittle,TE,35.0,35.0,observed,False,True,historical_forecast_matched,False,9.628485679626465,11.0
2023,10,Terry Mclaurin,"Terry McLaurin Wsh, WR",terrymclaurin,WR,25.0,25.0,observed,False,True,historical_forecast_matched,False,10.29248046875,20.0
2023,10,Michael Pittman,"Michael Pittman Jr. Ind, WR",michaelpittman,WR,10.0,10.0,observed,False,True,historical_forecast_matched,False,9.711225509643555,11.0
2023,10,Jaylen Warren,"Jaylen Warren Pit, RB",jaylenwarren,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.095122337341309,3.0
2023,10,Matthew Stafford,"Matthew Stafford LAR, QB",matthewstafford,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,15.127779960632324,1.0
2023,10,Devon Achane,"De'Von Achane Mia, RB",devonachane,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,9.86878776550293,9.0
2023,10,Sam Laporta,"Sam LaPorta Det, TE",samlaporta,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.561712741851807,2.0
2023,10,Elijah Mitchell,"Elijah Mitchell SF, RB",elijahmitchell,RB,1.0,1.0,observed,False,False,historical_opponent_only,False,7.288125,
2023,11,Davante Adams,"Davante Adams LV, WR",davanteadams,WR,95.0,95.0,observed,False,True,historical_forecast_matched,False,14.709924697875977,73.0
2023,11,Najee Harris,"Najee Harris Pit, RB",najeeharris,RB,66.0,66.0,observed,False,True,historical_forecast_matched,False,12.210555076599121,52.0
2023,11,Trevor Lawrence,"Trevor Lawrence Jax, QB",trevorlawrence,QB,6.0,6.0,observed,False,True,historical_forecast_matched,False,16.885629653930664,9.0
2023,11,Rachaad White,"Rachaad White TB, RB",rachaadwhite,RB,35.0,35.0,observed,False,True,historical_forecast_matched,False,10.650429725646973,30.0
2023,11,Kyle Pitts,"Kyle Pitts Atl, TE",kylepitts,TE,14.0,14.0,observed,False,True,historical_forecast_matched,False,8.825201034545898,8.0
2023,11,Jahan Dotson,"Jahan Dotson Wsh, WR",jahandotson,WR,12.0,12.0,observed,False,True,historical_forecast_matched,False,9.06180477142334,6.0
2023,11,Skyy Moore,"Skyy Moore KC, WR",skyymoore,WR,12.0,12.0,observed,False,True,historical_forecast_matched,False,8.301566123962402,4.0
2023,11,Jerick Mckinnon,"Jerick McKinnon KC, RB",jerickmckinnon,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.866061210632324,7.0
2023,11,Quentin Johnston,"Quentin Johnston LAC, WR",quentinjohnston,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,9.249512672424316,6.0
2023,11,Deuce Vaughn,"Deuce Vaughn Dal, RB",deucevaughn,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.028816223144531,2.0
2023,11,Tyler Higbee,"Tyler Higbee LAR, TE",tylerhigbee,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.2814555168151855,1.0
2023,11,Mecole Hardman,"Mecole Hardman Jr. NYJ, WR",mecolehardman,WR,1.0,1.0,observed,False,False,historical_opponent_only,False,7.009375,
2023,12,Josh Allen,"Josh Allen Buf, QB",joshallen,QB,50.0,50.0,observed,False,True,historical_forecast_matched,False,20.420818328857422,48.0
2023,12,Stefon Diggs,"Stefon Diggs Buf, WR",stefondiggs,WR,84.0,84.0,observed,False,True,historical_forecast_matched,False,14.646162033081055,74.0
2023,12,Breece Hall,"Breece Hall NYJ, RB",breecehall,RB,34.0,34.0,observed,False,True,historical_forecast_matched,False,11.854406356811523,35.0
2023,12,Tj Hockenson,"T.J. Hockenson Min, TE",tjhockenson,TE,21.0,21.0,observed,False,True,historical_forecast_matched,False,9.349761009216309,18.0
2023,12,Dandre Swift,"D'Andre Swift Phi, RB",dandreswift,RB,22.0,22.0,observed,False,True,historical_forecast_matched,False,10.620529174804688,16.0
2023,12,Aj Dillon,"AJ Dillon GB, RB",ajdillon,RB,11.0,11.0,observed,False,True,historical_forecast_matched,False,8.58859920501709,10.0
2023,12,Jordan Addison,"Jordan Addison Min, WR",jordanaddison,WR,16.0,16.0,observed,False,True,historical_forecast_matched,False,10.722601890563965,11.0
2023,12,Cam Akers,"Cam Akers LAR, RB",camakers,RB,27.0,27.0,observed,False,True,historical_forecast_matched,False,10.583456039428711,24.0
2023,12,Zay Flowers,"Zay Flowers Bal, WR",zayflowers,WR,14.0,14.0,observed,False,True,historical_forecast_matched,False,9.925578117370605,7.0
2023,12,Dalton Kincaid,"Dalton Kincaid Buf, TE",daltonkincaid,TE,5.0,5.0,observed,False,True,historical_forecast_matched,False,6.433394432067871,2.0
2023,12,Zach Charbonnet,"Zach Charbonnet Sea, RB",zachcharbonnet,RB,6.0,6.0,observed,False,True,historical_forecast_matched,False,9.514792442321777,11.0
2023,12,Anthony Richardson,"Anthony Richardson Ind, QB",anthonyrichardson,QB,5.0,5.0,observed,False,True,historical_forecast_matched,False,12.099981307983398,2.0
2023,12,Zay Jones,"Zay Jones Jax, WR",zayjones,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.569656372070312,1.0
2023,-1,Missing Skill Slot 1,,__missing_skill_slot_1__,UNK,1.0,,synthetic_contract_fill_one,True,False,synthetic_contract_fill,True,0.0,
2024,1,Bijan Robinson,"Bijan Robinson Atl, RB",bijanrobinson,RB,96.0,96.0,observed,False,True,historical_forecast_matched,False,17.520583333333335,103.0
2024,1,Malik Nabers,"Malik Nabers NYG, WR",maliknabers,WR,40.0,40.0,observed,False,True,historical_forecast_matched,False,13.924666666666667,52.0
2024,1,Jaylen Waddle,"Jaylen Waddle Mia, WR",jaylenwaddle,WR,40.0,40.0,observed,False,True,historical_forecast_matched,False,12.310375,32.0
2024,1,Nathaniel Dell,"Tank Dell Hou, WR",nathanieldell,WR,21.0,21.0,observed,False,True,historical_forecast_matched,False,11.734125,20.0
2024,1,Khalil Shakir,"Khalil Shakir Buf, WR",khalilshakir,WR,4.0,4.0,observed,False,True,historical_forecast_matched,False,7.997625,2.0
2024,1,Bucky Irving,"Bucky Irving TB, RB",buckyirving,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,6.8992125,2.0
2024,1,Chase Brown,"Chase Brown Cin, RB",chasebrown,RB,9.0,9.0,observed,False,True,historical_forecast_matched,False,10.006166666666667,8.0
2024,1,Caleb Williams,"Caleb Williams Chi, QB",calebwilliams,QB,3.0,3.0,observed,False,True,historical_forecast_matched,False,18.441000000000003,4.0
2024,1,Romeo Doubs,"Romeo Doubs GB, WR",romeodoubs,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.020375000000001,2.0
2024,1,Dontayvion Wicks,"Dontayvion Wicks GB, WR",dontayvionwicks,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.5045,1.0
2024,1,Trevor Lawrence,"Trevor Lawrence Jax, QB",trevorlawrence,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,16.29925,1.0
2024,2,Marvin Harrison,"Marvin Harrison Jr. Ari, WR",marvinharrison,WR,63.0,63.0,observed,False,True,historical_forecast_matched,False,15.606116666666667,69.0
2024,2,Justin Jefferson,"Justin Jefferson Min, WR",justinjefferson,WR,74.0,74.0,observed,False,True,historical_forecast_matched,False,16.4255,86.0
2024,2,Isiah Pacheco,"Isiah Pacheco KC, RB",isiahpacheco,RB,61.0,61.0,observed,False,True,historical_forecast_matched,False,13.2395,74.0
2024,2,James Cook,"James Cook Buf, RB",jamescook,RB,44.0,44.0,observed,False,True,historical_forecast_matched,False,12.807166666666667,53.0
2024,2,George Kittle,"George Kittle SF, TE",georgekittle,TE,16.0,16.0,observed,False,True,historical_forecast_matched,False,10.215499999999999,15.0
2024,2,Christian Watson,"Christian Watson GB, WR",christianwatson,WR,13.0,13.0,observed,False,True,historical_forecast_matched,False,9.490124999999999,9.0
2024,2,Rome Odunze,"Rome Odunze Chi, WR",romeodunze,WR,13.0,13.0,observed,False,True,historical_forecast_matched,False,10.680266666666668,11.0
2024,2,Pat Freiermuth,"Pat Freiermuth Pit, TE",patfreiermuth,TE,2.0,2.0,observed,False,True,historical_forecast_matched,False,7.2475,1.0
2024,2,Matthew Stafford,"Matthew Stafford LAR, QB",matthewstafford,QB,1.0,1.0,observed,False,False,historical_opponent_only,False,16.7,
2024,2,Ty Chandler,"Ty Chandler Min, RB",tychandler,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.461166666666666,1.0
2024,2,Rico Dowdle,"Rico Dowdle Dal, RB",ricodowdle,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,7.921333333333333,1.0
2024,2,Jayden Daniels,"Jayden Daniels Wsh, QB",jaydendaniels,QB,3.0,3.0,observed,False,True,historical_forecast_matched,False,18.184,5.0
2024,2,Tyler Allgeier,"Tyler Allgeier Atl, RB",tylerallgeier,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,7.202083333333333,1.0
2024,3,Aj Brown,"A.J. Brown Phi, WR",ajbrown,WR,66.0,66.0,observed,False,True,historical_forecast_matched,False,15.593,82.0
2024,3,Cooper Kupp,"Cooper Kupp LAR, WR",cooperkupp,WR,62.0,62.0,observed,False,True,historical_forecast_matched,False,12.66025,37.0
2024,3,Zamir White,"Zamir White LV, RB",zamirwhite,RB,21.0,21.0,observed,False,True,historical_forecast_matched,False,10.591916666666668,25.0
2024,3,Brock Bowers,"Brock Bowers LV, TE",brockbowers,TE,11.0,11.0,observed,False,True,historical_forecast_matched,False,9.138,6.0
2024,3,Tony Pollard,"Tony Pollard Ten, RB",tonypollard,RB,18.0,18.0,observed,False,True,historical_forecast_matched,False,9.478666666666667,17.0
2024,3,Adonai Mitchell,"Adonai Mitchell Ind, WR",adonaimitchell,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.434816666666666,2.0
2024,3,Terry Mclaurin,"Terry McLaurin Wsh, WR",terrymclaurin,WR,21.0,21.0,observed,False,True,historical_forecast_matched,False,9.8805,15.0
2024,3,Deandre Hopkins,"DeAndre Hopkins Ten, WR",deandrehopkins,WR,9.0,9.0,observed,False,True,historical_forecast_matched,False,8.561,5.0
2024,3,Brock Purdy,"Brock Purdy SF, QB",brockpurdy,QB,3.0,3.0,observed,False,True,historical_forecast_matched,False,16.75225,3.0
2024,3,Jameson Williams,"Jameson Williams Det, WR",jamesonwilliams,WR,7.0,7.0,observed,False,True,historical_forecast_matched,False,8.125625,4.0
2024,3,Kirk Cousins,"Kirk Cousins Atl, QB",kirkcousins,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,16.09975,1.0
2024,4,Ceedee Lamb,"CeeDee Lamb Dal, WR",ceedeelamb,WR,88.0,88.0,observed,False,True,historical_forecast_matched,False,17.668374999999997,97.0
2024,4,Chris Olave,"Chris Olave NO, WR",chrisolave,WR,47.0,47.0,observed,False,True,historical_forecast_matched,False,13.276,60.0
2024,4,Puka Nacua,"Puka Nacua LAR, WR",pukanacua,WR,57.0,57.0,observed,False,True,historical_forecast_matched,False,14.88075,75.0
2024,4,Rachaad White,"Rachaad White TB, RB",rachaadwhite,RB,40.0,40.0,observed,False,True,historical_forecast_matched,False,13.369500000000002,60.0
2024,4,Dak Prescott,"Dak Prescott Dal, QB",dakprescott,QB,7.0,7.0,observed,False,True,historical_forecast_matched,False,19.018500000000003,13.0
2024,4,David Njoku,"David Njoku Cle, TE",davidnjoku,TE,10.0,10.0,observed,False,True,historical_forecast_matched,False,8.179,4.0
2024,4,Devin Singletary,"Devin Singletary NYG, RB",devinsingletary,RB,16.0,16.0,observed,False,True,historical_forecast_matched,False,9.296833333333334,13.0
2024,4,Dallas Goedert,"Dallas Goedert Phi, TE",dallasgoedert,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.5969999999999995,2.0
2024,4,Chuba Hubbard,"Chuba Hubbard Car, RB",chubahubbard,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.940166666666666,2.0
2024,4,Skyy Moore,"Skyy Moore KC, WR",skyymoore,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,3.3200000000000003,2.0
2024,5,Devon Achane,"De'Von Achane Mia, RB",devonachane,RB,72.0,72.0,observed,False,True,historical_forecast_matched,False,13.614416666666665,51.0
2024,5,Anthony Richardson,"Anthony Richardson Ind, QB",anthonyrichardson,QB,17.0,17.0,observed,False,True,historical_forecast_matched,False,19.668,15.0
2024,5,Amari Cooper,"Amari Cooper Cle, WR",amaricooper,WR,20.0,20.0,observed,False,True,historical_forecast_matched,False,10.728375,22.0
2024,5,Dj Moore,"DJ Moore Chi, WR",djmoore,WR,30.0,30.0,observed,False,True,historical_forecast_matched,False,11.745000000000001,40.0
2024,5,Aaron Jones,"Aaron Jones Min, RB",aaronjones,RB,32.0,32.0,observed,False,True,historical_forecast_matched,False,10.229333333333333,26.0
2024,5,Brian Robinson,"Brian Robinson Jr. Wsh, RB",brianrobinson,RB,20.0,20.0,observed,False,True,historical_forecast_matched,False,10.0235,18.0
2024,5,Ladd Mcconkey,"Ladd McConkey LAC, WR",laddmcconkey,WR,9.0,9.0,observed,False,True,historical_forecast_matched,False,9.928983333333333,9.0
2024,5,Jordan Love,"Jordan Love GB, QB",jordanlove,QB,6.0,6.0,observed,False,True,historical_forecast_matched,False,16.151,5.0
2024,5,Najee Harris,"Najee Harris Pit, RB",najeeharris,RB,28.0,28.0,observed,False,True,historical_forecast_matched,False,11.231250000000001,22.0
2024,5,Taysom Hill,"Taysom Hill NO, TE",taysomhill,TE,1.0,1.0,observed,False,False,historical_opponent_only,False,6.0425,
2024,5,Dalton Schultz,"Dalton Schultz Hou, TE",daltonschultz,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.359,1.0
2024,6,Josh Allen,"Josh Allen Buf, QB",joshallen,QB,36.0,36.0,observed,False,True,historical_forecast_matched,False,22.5275,38.0
2024,6,Drake London,"Drake London Atl, WR",drakelondon,WR,49.0,49.0,observed,False,True,historical_forecast_matched,False,12.902124999999998,53.0
2024,6,Dk Metcalf,"DK Metcalf Sea, WR",dkmetcalf,WR,48.0,48.0,observed,False,True,historical_forecast_matched,False,12.28525,42.0
2024,6,Josh Jacobs,"Josh Jacobs GB, RB",joshjacobs,RB,47.0,47.0,observed,False,True,historical_forecast_matched,False,12.012500000000001,49.0
2024,6,D'Andre Swift,"D'Andre Swift Chi, RB",dandreswift,RB,32.0,32.0,observed,False,True,historical_forecast_matched,False,10.001583333333333,25.0
2024,6,Devonta Smith,"DeVonta Smith Phi, WR",devontasmith,WR,40.0,40.0,observed,False,True,historical_forecast_matched,False,12.64125,34.0
2024,6,Mark Andrews,"Mark Andrews Bal, TE",markandrews,TE,28.0,28.0,observed,False,True,historical_forecast_matched,False,10.872,21.0
2024,6,Austin Ekeler,"Austin Ekeler Wsh, RB",austinekeler,RB,7.0,7.0,observed,False,True,historical_forecast_matched,False,8.951833333333333,12.0
2024,6,Jordan Addison,"Jordan Addison Min, WR",jordanaddison,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,10.13875,8.0
2024,6,Curtis Samuel,"Curtis Samuel Buf, WR",curtissamuel,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,7.145250000000001,1.0
2024,6,Antonio Gibson,"Antonio Gibson NE, RB",antoniogibson,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.961500000000001,1.0
2024,6,Darnell Mooney,"Darnell Mooney Atl, WR",darnellmooney,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.989000000000001,1.0
2024,6,Justin Herbert,"Justin Herbert LAC, QB",justinherbert,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,16.466749999999998,1.0
2024,7,Christian Mccaffrey,"Christian McCaffrey SF, RB",christianmccaffrey,RB,108.0,108.0,observed,False,True,historical_forecast_matched,False,18.787916666666664,112.0
2024,7,Alvin Kamara,"Alvin Kamara NO, RB",alvinkamara,RB,46.0,46.0,observed,False,True,historical_forecast_matched,False,11.645916666666666,55.0
2024,7,Travis Kelce,"Travis Kelce KC, TE",traviskelce,TE,46.0,46.0,observed,False,True,historical_forecast_matched,False,11.914,37.0
2024,7,Jalen Hurts,"Jalen Hurts Phi, QB",jalenhurts,QB,27.0,27.0,observed,False,True,historical_forecast_matched,False,22.695999999999998,38.0
2024,7,Zack Moss,"Zack Moss Cin, RB",zackmoss,RB,14.0,14.0,observed,False,True,historical_forecast_matched,False,8.565583333333334,10.0
2024,7,Jakobi Meyers,"Jakobi Meyers LV, WR",jakobimeyers,WR,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.88725,3.0
2024,7,Jerome Ford,"Jerome Ford Cle, RB",jeromeford,RB,14.0,14.0,observed,False,True,historical_forecast_matched,False,8.509166666666667,5.0
2024,7,Tj Hockenson,"T.J. Hockenson Min, TE",tjhockenson,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.964499999999999,2.0
2024,7,Xavier Legette,"Xavier Legette Car, WR",xavierlegette,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.293566666666667,2.0
2024,7,Marshawn Lloyd,"MarShawn Lloyd GB, RB",marshawnlloyd,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.0734125,1.0
2024,7,Jaleel Mclaughlin,"Jaleel McLaughlin Den, RB",jaleelmclaughlin,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.942666666666667,1.0
2024,8,Saquon Barkley,"Saquon Barkley Phi, RB",saquonbarkley,RB,97.0,97.0,observed,False,True,historical_forecast_matched,False,14.439999999999998,89.0
2024,8,Jaylen Wright,"Jaylen Wright Mia, RB",jaylenwright,RB,1.0,1.0,observed,False,False,historical_opponent_only,False,3.28,
2024,8,Davante Adams,"Davante Adams LV, WR",davanteadams,WR,39.0,39.0,observed,False,True,historical_forecast_matched,False,13.198625,59.0
2024,8,Trey Benson,"Trey Benson Ari, RB",treybenson,RB,9.0,9.0,observed,False,True,historical_forecast_matched,False,8.002537499999999,4.0
2024,8,Stefon Diggs,"Stefon Diggs Hou, WR",stefondiggs,WR,37.0,37.0,observed,False,True,historical_forecast_matched,False,11.794625,35.0
2024,8,Evan Engram,"Evan Engram Jax, TE",evanengram,TE,9.0,9.0,observed,False,True,historical_forecast_matched,False,8.219,16.0
2024,8,Diontae Johnson,"Diontae Johnson Car, WR",diontaejohnson,WR,8.0,8.0,observed,False,True,historical_forecast_matched,False,9.541625,12.0
2024,8,Aaron Rodgers,"Aaron Rodgers NYJ, QB",aaronrodgers,QB,3.0,3.0,observed,False,True,historical_forecast_matched,False,15.528500000000001,1.0
2024,8,Jayden Reed,"Jayden Reed GB, WR",jaydenreed,WR,8.0,8.0,observed,False,True,historical_forecast_matched,False,10.262125000000001,12.0
2024,8,Jonathon Brooks,"Jonathon Brooks Car, RB",jonathonbrooks,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,9.75983625,16.0
2024,8,Adam Thielen,"Adam Thielen Car, WR",adamthielen,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,7.336749999999999,1.0
2024,9,Rashee Rice,"Rashee Rice KC, WR",rasheerice,WR,26.0,26.0,observed,False,True,historical_forecast_matched,False,12.04475,16.0
2024,9,Joe Mixon,"Joe Mixon Hou, RB",joemixon,RB,52.0,52.0,observed,False,True,historical_forecast_matched,False,11.90975,52.0
2024,9,Jaxon Smith Njigba,"Jaxon Smith-Njigba Sea, WR",jaxonsmithnjigba,WR,17.0,17.0,observed,False,True,historical_forecast_matched,False,9.991625,11.0
2024,9,Chris Godwin,"Chris Godwin TB, WR",chrisgodwin,WR,10.0,10.0,observed,False,True,historical_forecast_matched,False,10.061125,18.0
2024,9,Kyler Murray,"Kyler Murray Ari, QB",kylermurray,QB,13.0,13.0,observed,False,True,historical_forecast_matched,False,18.235750000000003,7.0
2024,9,Tee Higgins,"Tee Higgins Cin, WR",teehiggins,WR,40.0,40.0,observed,False,True,historical_forecast_matched,False,11.551625000000001,25.0
2024,9,Jake Ferguson,"Jake Ferguson Dal, TE",jakeferguson,TE,8.0,8.0,observed,False,True,historical_forecast_matched,False,8.666,6.0
2024,9,Zach Charbonnet,"Zach Charbonnet Sea, RB",zachcharbonnet,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.713583333333333,1.0
