year,source_line,roster_block_id,roster_row,raw_player,player,nfl_team,embedded_pos,actual_salary,replay_price,price_source,salary_missing_filled_one,is_keeper,player_key,pos,position_source,raw_source_sha256
2022,148,9,12,"Saints D/ST NO, D/ST",Saints D/St,NO,D/ST,2.0,2.0,observed,False,False,saintsdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,149,9,13,James Robinson,James Robinson,,,6.0,6.0,observed,False,False,jamesrobinson,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,150,9,14,Kenneth Walker,Kenneth Walker,,,17.0,17.0,observed,False,False,kennethwalker,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,151,9,15,Harrison Butker,Harrison Butker,,,,1.0,imputed_blank_one,True,False,harrisonbutker,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,154,10,1,Cooper Kupp,Cooper Kupp,,,50.0,50.0,observed,False,True,cooperkupp,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,155,10,2,Allen Robinson,Allen Robinson,,,11.0,11.0,observed,False,True,allenrobinson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,156,10,3,Alvin Kamara,Alvin Kamara,,,85.0,85.0,observed,False,False,alvinkamara,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,157,10,4,Joe Mixon,Joe Mixon,,,96.0,96.0,observed,False,False,joemixon,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,158,10,5,Kirk Cousins,Kirk Cousins,,,2.0,2.0,observed,False,False,kirkcousins,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,159,10,6,Hunter Renfrow,Hunter Renfrow,,,16.0,16.0,observed,False,False,hunterrenfrow,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,160,10,7,Pat Freiermuth,Pat Freiermuth,,,4.0,4.0,observed,False,False,patfreiermuth,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,161,10,8,Chase Edmonds,Chase Edmonds,,,23.0,23.0,observed,False,False,chaseedmonds,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,162,10,9,Kadarius Toney,Kadarius Toney,,,5.0,5.0,observed,False,False,kadariustoney,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,163,10,10,Eagles,Eagles,,,1.0,1.0,observed,False,False,eagles,D/ST,name_defense,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,164,10,11,Daniel Carlson,Daniel Carlson,,,1.0,1.0,observed,False,False,danielcarlson,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,165,10,12,Jalen Tolbert,Jalen Tolbert,,,1.0,1.0,observed,False,False,jalentolbert,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,166,10,13,Mecole Hardman,Mecole Hardman,,,2.0,2.0,observed,False,False,mecolehardman,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,167,10,14,Jameson Williams,Jameson Williams,,,1.0,1.0,observed,False,False,jamesonwilliams,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,168,10,15,Raheem Mostert,Raheem Mostert,,,,1.0,imputed_blank_one,True,False,raheemmostert,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,171,11,1,Justin Jefferson,Justin Jefferson,,,29.0,29.0,observed,False,True,justinjefferson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,172,11,2,Leonard Fournette,Leonard Fournette,,,25.0,25.0,observed,False,True,leonardfournette,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,173,11,3,Gabe Davis,Gabriel Davis,,,21.0,21.0,observed,False,False,gabrieldavis,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,174,11,4,Aaron Jones,Aaron Jones,,,67.0,67.0,observed,False,False,aaronjones,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,175,11,5,Davante Adams,Davante Adams,,,88.0,88.0,observed,False,False,davanteadams,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,176,11,6,Marquise Brown,Marquise Brown,,,20.0,20.0,observed,False,False,marquisebrown,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,177,11,7,Joe Burrow,Joe Burrow,,,12.0,12.0,observed,False,False,joeburrow,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,178,11,8,Dallas Goedert,Dallas Goedert,,,5.0,5.0,observed,False,False,dallasgoedert,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,179,11,9,Rashaad Penny,Rashaad Penny,,,27.0,27.0,observed,False,False,rashaadpenny,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,180,11,10,"Steelers D/ST Pit, D/ST",Steelers D/St,PIT,D/ST,1.0,1.0,observed,False,False,steelersdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,181,11,11,Nyheim Hines,Nyheim Hines,,,1.0,1.0,observed,False,False,nyheimhines,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,182,11,12,Kenny Golladay,Kenny Golladay,,,1.0,1.0,observed,False,False,kennygolladay,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,183,11,13,Matthew Stafford,Matthew Stafford,,,1.0,1.0,observed,False,False,matthewstafford,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,184,11,14,KJ Hamler,Kj Hamler,,,1.0,1.0,observed,False,False,kjhamler,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,185,11,15,Chris Boswell,Chris Boswell,,,,1.0,imputed_blank_one,True,False,chrisboswell,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,188,12,1,Courtland Sutton,Courtland Sutton,,,22.0,22.0,observed,False,True,courtlandsutton,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,189,12,2,Deebo Samuel,Deebo Samuel,,,15.0,15.0,observed,False,True,deebosamuel,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,190,12,3,Ezekiel Elliott,Ezekiel Elliott,,,45.0,45.0,observed,False,False,ezekielelliott,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,191,12,4,Devin Singletary,Devin Singletary,,,22.0,22.0,observed,False,False,devinsingletary,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,192,12,5,Clyde Edwards-Helaire,Clyde Edwards Helaire,,,46.0,46.0,observed,False,False,clydeedwardshelaire,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,193,12,6,Justin Herbert,Justin Herbert,,,29.0,29.0,observed,False,False,justinherbert,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,194,12,7,George Kittle,George Kittle,,,17.0,17.0,observed,False,False,georgekittle,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,195,12,8,Adam Thielen,Adam Thielen,,,20.0,20.0,observed,False,False,adamthielen,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,196,12,9,Irv Smith,Irv Smith,,,3.0,3.0,observed,False,False,irvsmith,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,197,12,10,Allen Lazard,Allen Lazard,,,25.0,25.0,observed,False,False,allenlazard,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,198,12,11,Kareem Hunt,Kareem Hunt,,,27.0,27.0,observed,False,False,kareemhunt,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,199,12,12,Justin Tucker,Justin Tucker,,,8.0,8.0,observed,False,False,justintucker,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,200,12,13,"Bills D/ST Buf, D/ST",Bills D/St,BUF,D/ST,5.0,5.0,observed,False,False,billsdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,201,12,14,Russell Wilson,Russell Wilson,,,3.0,3.0,observed,False,False,russellwilson,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,202,12,15,George Pickens,George Pickens,,,3.0,3.0,observed,False,False,georgepickens,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2023,2,1,1,"Rhamondre Stevenson NE, RB",Rhamondre Stevenson,NE,RB,35.0,35.0,observed,False,True,rhamondrestevenson,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,3,1,2,"DeVonta Smith Phi, WR",Devonta Smith,PHI,WR,21.0,21.0,observed,False,True,devontasmith,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,4,1,3,"Jahmyr Gibbs Det, RB",Jahmyr Gibbs,DET,RB,58.0,58.0,observed,False,False,jahmyrgibbs,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,5,1,4,"Justin Fields Chi, QB",Justin Fields,CHI,QB,20.0,20.0,observed,False,False,justinfields,QB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,6,1,5,"Bijan Robinson Atl, RB",Bijan Robinson,ATL,RB,100.0,100.0,observed,False,False,bijanrobinson,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,7,1,6,"Drake London Atl, WR",Drake London,ATL,WR,24.0,24.0,observed,False,False,drakelondon,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,8,1,7,"Pat Freiermuth Pit, TE",Pat Freiermuth,PIT,TE,5.0,5.0,observed,False,False,patfreiermuth,TE,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,9,1,8,"George Pickens Pit, WR",George Pickens,PIT,WR,19.0,19.0,observed,False,False,georgepickens,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,10,1,9,"Cowboys D/ST Dal, D/ST",Cowboys D/St,DAL,D/ST,3.0,3.0,observed,False,False,cowboysdst,D/ST,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,11,1,10,"Jason Myers Sea, K",Jason Myers,SEA,K,1.0,1.0,observed,False,False,jasonmyers,K,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,12,1,11,"Treylon Burks Ten, WR",Treylon Burks,TEN,WR,4.0,4.0,observed,False,False,treylonburks,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,13,1,12,"Kenneth Gainwell Phi, RB",Kenneth Gainwell,PHI,RB,3.0,3.0,observed,False,False,kennethgainwell,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,14,1,13,"Rashaad Penny Phi, RB",Rashaad Penny,PHI,RB,2.0,2.0,observed,False,False,rashaadpenny,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,15,1,14,"Tyler Allgeier Atl, RB",Tyler Allgeier,ATL,RB,3.0,3.0,observed,False,False,tylerallgeier,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,16,1,15,"Jameson Williams Det, WR",Jameson Williams,DET,WR,2.0,2.0,observed,False,False,jamesonwilliams,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,19,2,1,"J.K. Dobbins Bal, RB",Jk Dobbins,BAL,RB,27.0,27.0,observed,False,True,jkdobbins,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,20,2,2,"Tony Pollard Dal, RB",Tony Pollard,DAL,RB,36.0,36.0,observed,False,True,tonypollard,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,21,2,3,"Tyreek Hill Mia, WR",Tyreek Hill,MIA,WR,88.0,88.0,observed,False,False,tyreekhill,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,22,2,4,"Calvin Ridley Jax, WR",Calvin Ridley,JAX,WR,41.0,41.0,observed,False,False,calvinridley,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,23,2,5,"Dameon Pierce Hou, RB",Dameon Pierce,HOU,RB,31.0,31.0,observed,False,False,dameonpierce,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,24,2,6,"Kirk Cousins Min, QB",Kirk Cousins,MIN,QB,2.0,2.0,observed,False,False,kirkcousins,QB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,25,2,7,"Alvin Kamara NO, RB",Alvin Kamara,NO,RB,27.0,27.0,observed,False,False,alvinkamara,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,26,2,8,"Bills D/ST Buf, D/ST",Bills D/St,BUF,D/ST,2.0,2.0,observed,False,False,billsdst,D/ST,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,27,2,9,"Odell Beckham Jr. Bal, WR",Odell Beckham,BAL,WR,5.0,5.0,observed,False,False,odellbeckham,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,28,2,10,"DJ Moore Chi, WR",Dj Moore,CHI,WR,28.0,28.0,observed,False,False,djmoore,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,29,2,11,"Evan McPherson Cin, K",Evan Mcpherson,CIN,K,2.0,2.0,observed,False,False,evanmcpherson,K,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,30,2,12,"Michael Thomas NO, WR",Michael Thomas,NO,WR,8.0,8.0,observed,False,False,michaelthomas,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,31,2,13,"Dalton Schultz Hou, TE",Dalton Schultz,HOU,TE,1.0,1.0,observed,False,False,daltonschultz,TE,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,32,2,14,"Adam Thielen Car, WR",Adam Thielen,CAR,WR,1.0,1.0,observed,False,False,adamthielen,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,33,2,15,"Jared Goff Det, QB",Jared Goff,DET,QB,1.0,1.0,observed,False,False,jaredgoff,QB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,36,3,1,"Jaylen Waddle Mia, WR",Jaylen Waddle,MIA,WR,48.0,48.0,observed,False,True,jaylenwaddle,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,37,3,2,"Ja'Marr Chase Cin, WR",Ja'Marr Chase,CIN,WR,42.0,42.0,observed,False,True,jamarrchase,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,38,3,3,"Chris Olave NO, WR",Chris Olave,NO,WR,65.0,65.0,observed,False,False,chrisolave,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,39,3,4,"Justin Herbert LAC, QB",Justin Herbert,LAC,QB,25.0,25.0,observed,False,False,justinherbert,QB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,40,3,5,"Aaron Jones GB, RB",Aaron Jones,GB,RB,65.0,65.0,observed,False,False,aaronjones,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,41,3,6,"Dalvin Cook NYJ, RB",Dalvin Cook,NYJ,RB,22.0,22.0,observed,False,False,dalvincook,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,42,3,7,"Justin Tucker Bal, K",Justin Tucker,BAL,K,2.0,2.0,observed,False,False,justintucker,K,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,43,3,8,"Isiah Pacheco KC, RB",Isiah Pacheco,KC,RB,17.0,17.0,observed,False,False,isiahpacheco,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,44,3,9,"Evan Engram Jax, TE",Evan Engram,JAX,TE,3.0,3.0,observed,False,False,evanengram,TE,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,45,3,10,"Eagles D/ST Phi, D/ST",Eagles D/St,PHI,D/ST,4.0,4.0,observed,False,False,eaglesdst,D/ST,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,46,3,11,"Kadarius Toney KC, WR",Kadarius Toney,KC,WR,3.0,3.0,observed,False,False,kadariustoney,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,47,3,12,"Marvin Mims Jr. Den, WR",Marvin Mims,DEN,WR,1.0,1.0,observed,False,False,marvinmims,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,48,3,13,"Romeo Doubs GB, WR",Romeo Doubs,GB,WR,1.0,1.0,observed,False,False,romeodoubs,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,49,3,14,"Kyren Williams LAR, RB",Kyren Williams,LAR,RB,1.0,1.0,observed,False,False,kyrenwilliams,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,50,3,15,"Curtis Samuel Wsh, WR",Curtis Samuel,WSH,WR,1.0,1.0,observed,False,False,curtissamuel,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,53,4,1,"Amari Cooper Cle, WR",Amari Cooper,CLE,WR,20.0,20.0,observed,False,True,amaricooper,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,54,4,2,"Nick Chubb Cle, RB",Nick Chubb,CLE,RB,91.0,91.0,observed,False,True,nickchubb,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,55,4,3,"Mike Evans TB, WR",Mike Evans,TB,WR,22.0,22.0,observed,False,False,mikeevans,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,56,4,4,"Deshaun Watson Cle, QB",Deshaun Watson,CLE,QB,2.0,2.0,observed,False,False,deshaunwatson,QB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,57,4,5,"Keenan Allen LAC, WR",Keenan Allen,LAC,WR,37.0,37.0,observed,False,False,keenanallen,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,58,4,6,"Tyler Lockett Sea, WR",Tyler Lockett,SEA,WR,19.0,19.0,observed,False,False,tylerlockett,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,59,4,7,"Darren Waller NYG, TE",Darren Waller,NYG,TE,26.0,26.0,observed,False,False,darrenwaller,TE,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,60,4,8,"Alexander Mattison Min, RB",Alexander Mattison,MIN,RB,40.0,40.0,observed,False,False,alexandermattison,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,61,4,9,"Jerry Jeudy Den, WR",Jerry Jeudy,DEN,WR,8.0,8.0,observed,False,False,jerryjeudy,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,62,4,10,"Tank Bigsby Jax, RB",Tank Bigsby,JAX,RB,4.0,4.0,observed,False,False,tankbigsby,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,63,4,11,"Nico Collins Hou, WR",Nico Collins,HOU,WR,2.0,2.0,observed,False,False,nicocollins,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,64,4,12,"Khalil Herbert Chi, RB",Khalil Herbert,CHI,RB,17.0,17.0,observed,False,False,khalilherbert,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,65,4,13,"Samaje Perine Den, RB",Samaje Perine,DEN,RB,7.0,7.0,observed,False,False,samajeperine,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,66,4,14,"Tyler Bass Buf, K",Tyler Bass,BUF,K,2.0,2.0,observed,False,False,tylerbass,K,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,67,4,15,"Browns D/ST Cle, D/ST",Browns D/St,CLE,D/ST,1.0,1.0,observed,False,False,brownsdst,D/ST,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,70,5,1,"A.J. Brown Phi, WR",Aj Brown,PHI,WR,55.0,55.0,observed,False,True,ajbrown,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,71,5,2,"Amon-Ra St. Brown Det, WR",Amon Ra St Brown,DET,WR,26.0,26.0,observed,False,True,amonrastbrown,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,72,5,3,"Derrick Henry Ten, RB",Derrick Henry,TEN,RB,91.0,91.0,observed,False,False,derrickhenry,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,73,5,4,"Tee Higgins Cin, WR",Tee Higgins,CIN,WR,44.0,44.0,observed,False,False,teehiggins,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,74,5,5,"Lamar Jackson Bal, QB",Lamar Jackson,BAL,QB,32.0,32.0,observed,False,False,lamarjackson,QB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,75,5,6,"David Montgomery Det, RB",David Montgomery,DET,RB,16.0,16.0,observed,False,False,davidmontgomery,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,76,5,7,"Dallas Goedert Phi, TE",Dallas Goedert,PHI,TE,6.0,6.0,observed,False,False,dallasgoedert,TE,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,77,5,8,"Brian Robinson Jr. Wsh, RB",Brian Robinson,WSH,RB,12.0,12.0,observed,False,False,brianrobinson,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,78,5,9,"Daniel Carlson LV, K",Daniel Carlson,LV,K,2.0,2.0,observed,False,False,danielcarlson,K,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,79,5,10,"DJ Chark Jr. Car, WR",Dj Chark,CAR,WR,2.0,2.0,observed,False,False,djchark,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,80,5,11,"Gabe Davis Buf, WR",Gabriel Davis,BUF,WR,5.0,5.0,observed,False,False,gabrieldavis,WR,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,81,5,12,"Jets D/ST NYJ, D/ST",Jets D/St,NYJ,D/ST,1.0,1.0,observed,False,False,jetsdst,D/ST,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,82,5,13,"Jamaal Williams NO, RB",Jamaal Williams,NO,RB,4.0,4.0,observed,False,False,jamaalwilliams,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
2023,83,5,14,"Gus Edwards Bal, RB",Gus Edwards,BAL,RB,2.0,2.0,observed,False,False,gusedwards,RB,espn_suffix,5f3aef24961b5b1d8224e6cb8419dc97b3fb638184f2524b023f1fe02b4236c2
