path_id,year,trial,order_regime,price_rule,nominal_buffer,policy_mode,status,failure_reason,complete,clean_policy_path,roster,roster_size,paid_spend,historical_clearing_spend,unused_personal_budget,events_seen,completion_nomination,forced_buys,nominal_relaxation_events,top_n_relaxation_events,generic_repair_buys,synthetic_contract_fill_buys,synthetic_contract_fill_events_seen,final_forecast_ev,actual_points,failure_penalized_points,actual_ppg,drafted_only_points,actual_waiver_starts,outcome_salary_missing_players,raw_outcome_missing_players,qb_count,rb_count,wr_count,te_count
2022_2_tier_early_plus_one_operational_buffer5,2022,2,tier_early,plus_one,5.0,operational,complete,,True,True,Alvin Kamara|Chase Claypool|Darrell Henderson|Davante Adams|Dj Chark|Ezekiel Elliott|Jalen Hurts|Jaylen Waddle|Kenneth Gainwell|Rondale Moore|Russell Gage|Treylon Burks|Zach Ertz,13,296.0,283.0,2.0,106,106.0,0,0,0,0,0,0,1567.3876953125,1570.60009765625,1570.60009765625,98.16250610351562,1544.3800048828125,46.0,0.0,0.0,1,4,7,1
2022_2_tier_early_plus_one_operational_buffer10,2022,2,tier_early,plus_one,10.0,operational,failed,both_buy_and_pass_continuations_infeasible,False,False,Alvin Kamara|Chase Claypool|Darrell Henderson|Davante Adams|Ezekiel Elliott|Jalen Hurts|Jaylen Waddle|Kenneth Gainwell|Marvin Jones|Russell Gage|Tj Hockenson|Treylon Burks,12,297.0,285.0,1.0,136,,0,0,0,0,0,0,,,0.0,,,,,,1,4,6,1
2022_3_tier_early_clearing_strict_buffer5,2022,3,tier_early,clearing,5.0,strict,complete,,True,True,Dalvin Cook|Damien Harris|Devonta Smith|Dj Chark|George Kittle|James Robinson|Jaylen Waddle|Joe Mixon|Kenneth Gainwell|Kenny Golladay|Matthew Stafford|Robert Woods|Russell Gage,13,298.0,298.0,0.0,98,98.0,0,0,0,0,0,0,1557.956298828125,1451.760009765625,1451.760009765625,90.73500061035156,1344.5799560546875,48.0,0.0,0.0,1,5,6,1
2022_3_tier_early_clearing_strict_buffer10,2022,3,tier_early,clearing,10.0,strict,complete,,True,True,Christian Kirk|Dallas Goedert|Dalvin Cook|Dj Chark|Dk Metcalf|Drake London|James Robinson|Jaylen Waddle|Joe Mixon|Kenneth Gainwell|Matthew Stafford|Russell Gage|Zach Ertz,13,292.0,292.0,6.0,90,90.0,0,0,0,0,0,0,1562.157958984375,1478.760009765625,1478.760009765625,92.42250061035156,1344.780029296875,40.0,0.0,0.0,1,4,6,2
2022_3_tier_early_clearing_operational_buffer5,2022,3,tier_early,clearing,5.0,operational,complete,,True,True,Dalvin Cook|Damien Harris|Devonta Smith|Dj Chark|George Kittle|James Robinson|Jaylen Waddle|Joe Mixon|Kenneth Gainwell|Kenny Golladay|Matthew Stafford|Robert Woods|Russell Gage,13,298.0,298.0,0.0,98,98.0,0,0,0,0,0,0,1557.956298828125,1451.760009765625,1451.760009765625,90.73500061035156,1344.5799560546875,48.0,0.0,0.0,1,5,6,1
2022_3_tier_early_clearing_operational_buffer10,2022,3,tier_early,clearing,10.0,operational,complete,,True,True,Christian Kirk|Dallas Goedert|Dalvin Cook|Dj Chark|Dk Metcalf|Drake London|James Robinson|Jaylen Waddle|Joe Mixon|Kenneth Gainwell|Matthew Stafford|Russell Gage|Zach Ertz,13,292.0,292.0,6.0,90,90.0,0,0,0,0,0,0,1562.157958984375,1478.760009765625,1478.760009765625,92.42250061035156,1344.780029296875,40.0,0.0,0.0,1,4,6,2
2022_3_tier_early_plus_one_strict_buffer5,2022,3,tier_early,plus_one,5.0,strict,failed,both_buy_and_pass_continuations_infeasible,False,False,Dallas Goedert|Dalvin Cook|Darnell Mooney|Ezekiel Elliott|Jaylen Waddle|Kenneth Gainwell|Lamar Jackson|Michael Carter|Michael Pittman,9,293.0,284.0,5.0,104,,0,0,0,0,0,0,,,0.0,,,,,,1,4,3,1
2022_3_tier_early_plus_one_strict_buffer10,2022,3,tier_early,plus_one,10.0,strict,complete,,True,True,Dallas Goedert|Dalvin Cook|Devin Singletary|Devonta Smith|Dj Chark|Jaylen Waddle|Joe Mixon|Kenneth Gainwell|Kenny Golladay|Matthew Stafford|Russell Gage|Treylon Burks|Zach Ertz,13,294.0,281.0,4.0,97,97.0,0,0,0,0,0,0,1566.947998046875,1444.5599365234375,1444.5599365234375,90.28499603271484,1336.380126953125,47.0,0.0,0.0,1,4,6,2
2022_3_tier_early_plus_one_operational_buffer5,2022,3,tier_early,plus_one,5.0,operational,failed,both_buy_and_pass_continuations_infeasible,False,False,Dallas Goedert|Dalvin Cook|Darnell Mooney|Ezekiel Elliott|Jaylen Waddle|Kenneth Gainwell|Lamar Jackson|Michael Carter|Michael Pittman,9,293.0,284.0,5.0,104,,0,0,0,0,0,0,,,0.0,,,,,,1,4,3,1
2022_3_tier_early_plus_one_operational_buffer10,2022,3,tier_early,plus_one,10.0,operational,complete,,True,True,Dallas Goedert|Dalvin Cook|Devin Singletary|Devonta Smith|Dj Chark|Jaylen Waddle|Joe Mixon|Kenneth Gainwell|Kenny Golladay|Matthew Stafford|Russell Gage|Treylon Burks|Zach Ertz,13,294.0,281.0,4.0,97,97.0,0,0,0,0,0,0,1566.947998046875,1444.5599365234375,1444.5599365234375,90.28499603271484,1336.380126953125,47.0,0.0,0.0,1,4,6,2
2022_4_tier_early_clearing_strict_buffer5,2022,4,tier_early,clearing,5.0,strict,complete,,True,True,Breece Hall|Cole Kmet|Dalvin Cook|Dj Chark|Drake London|Jalen Tolbert|James Robinson|Joe Mixon|Kenneth Gainwell|Kenny Golladay|Marquise Brown|Russell Gage|Tom Brady,13,297.0,297.0,1.0,136,136.0,1,0,0,0,0,0,1563.2218017578125,1321.860107421875,1321.860107421875,82.61625671386719,1344.300048828125,65.0,0.0,0.0,1,5,6,1
2022_4_tier_early_clearing_strict_buffer10,2022,4,tier_early,clearing,10.0,strict,complete,,True,True,Breece Hall|Christian Mccaffrey|Cordarrelle Patterson|Deandre Hopkins|Dj Chark|Drake London|Jalen Tolbert|Kenneth Gainwell|Khalil Herbert|Patrick Mahomes|Russell Gage|Tyreek Hill|Zach Ertz,13,297.0,297.0,1.0,136,136.0,1,0,0,0,0,0,1575.337646484375,1728.340087890625,1728.340087890625,108.02125549316406,1669.260009765625,35.0,1.0,0.0,1,5,6,1
2022_4_tier_early_clearing_operational_buffer5,2022,4,tier_early,clearing,5.0,operational,complete,,True,True,Breece Hall|Cole Kmet|Dalvin Cook|Dj Chark|Drake London|Jalen Tolbert|James Robinson|Joe Mixon|Kenneth Gainwell|Kenny Golladay|Marquise Brown|Russell Gage|Tom Brady,13,297.0,297.0,1.0,136,136.0,1,0,0,0,0,0,1563.2218017578125,1321.860107421875,1321.860107421875,82.61625671386719,1344.300048828125,65.0,0.0,0.0,1,5,6,1
2022_4_tier_early_clearing_operational_buffer10,2022,4,tier_early,clearing,10.0,operational,complete,,True,True,Breece Hall|Christian Mccaffrey|Cordarrelle Patterson|Deandre Hopkins|Dj Chark|Drake London|Jalen Tolbert|Kenneth Gainwell|Khalil Herbert|Patrick Mahomes|Russell Gage|Tyreek Hill|Zach Ertz,13,297.0,297.0,1.0,136,136.0,1,0,0,0,0,0,1575.337646484375,1728.340087890625,1728.340087890625,108.02125549316406,1669.260009765625,35.0,1.0,0.0,1,5,6,1
2022_4_tier_early_plus_one_strict_buffer5,2022,4,tier_early,plus_one,5.0,strict,failed,both_buy_and_pass_continuations_infeasible,False,False,Aaron Rodgers|Breece Hall|Cordarrelle Patterson|Davante Adams|Drake London|Hunter Renfrow|Joe Mixon|Marvin Jones|Robert Woods|Russell Gage,10,295.0,285.0,3.0,111,,0,0,0,0,0,0,,,0.0,,,,,,1,3,6,0
2022_4_tier_early_plus_one_strict_buffer10,2022,4,tier_early,plus_one,10.0,strict,failed,both_buy_and_pass_continuations_infeasible,False,False,Breece Hall|Christian Mccaffrey|Cordarrelle Patterson|Drake London|Kenneth Gainwell|Kenny Golladay|Marvin Jones|Patrick Mahomes|Treylon Burks|Tyreek Hill,10,295.0,285.0,3.0,111,,0,0,0,0,0,0,,,0.0,,,,,,1,4,5,0
2022_4_tier_early_plus_one_operational_buffer5,2022,4,tier_early,plus_one,5.0,operational,failed,both_buy_and_pass_continuations_infeasible,False,False,Aaron Rodgers|Breece Hall|Cordarrelle Patterson|Davante Adams|Drake London|Hunter Renfrow|Joe Mixon|Marvin Jones|Robert Woods|Russell Gage,10,295.0,285.0,3.0,111,,0,0,0,0,0,0,,,0.0,,,,,,1,3,6,0
2022_4_tier_early_plus_one_operational_buffer10,2022,4,tier_early,plus_one,10.0,operational,failed,both_buy_and_pass_continuations_infeasible,False,False,Breece Hall|Christian Mccaffrey|Cordarrelle Patterson|Drake London|Kenneth Gainwell|Kenny Golladay|Marvin Jones|Patrick Mahomes|Treylon Burks|Tyreek Hill,10,295.0,285.0,3.0,111,,0,0,0,0,0,0,,,0.0,,,,,,1,4,5,0
2022_5_tier_early_clearing_strict_buffer5,2022,5,tier_early,clearing,5.0,strict,complete,,True,True,Alvin Kamara|Chase Claypool|Darnell Mooney|Drake London|Ezekiel Elliott|Kenneth Gainwell|Kyler Murray|Marvin Jones|Robert Woods|Russell Gage|Travis Kelce|Tyreek Hill|Zach Ertz,13,296.0,296.0,2.0,89,89.0,0,0,0,0,0,0,1586.95751953125,1508.56005859375,1508.56005859375,94.28500366210938,1457.360107421875,54.0,0.0,0.0,1,3,7,2
2022_5_tier_early_clearing_strict_buffer10,2022,5,tier_early,clearing,10.0,strict,complete,,True,True,Alvin Kamara|Christian Mccaffrey|Cole Kmet|Darrell Henderson|Diontae Johnson|Drake London|Kenny Golladay|Lamar Jackson|Michael Gallup|Miles Sanders|Russell Gage|Van Jefferson|Zach Ertz,13,296.0,296.0,2.0,121,121.0,0,0,0,0,0,0,1584.3931884765625,1433.300048828125,1433.300048828125,89.58125305175781,1403.5599365234375,52.0,0.0,0.0,1,4,6,2
2022_5_tier_early_clearing_operational_buffer5,2022,5,tier_early,clearing,5.0,operational,complete,,True,True,Alvin Kamara|Chase Claypool|Darnell Mooney|Drake London|Ezekiel Elliott|Kenneth Gainwell|Kyler Murray|Marvin Jones|Robert Woods|Russell Gage|Travis Kelce|Tyreek Hill|Zach Ertz,13,296.0,296.0,2.0,89,89.0,0,0,0,0,0,0,1586.95751953125,1508.56005859375,1508.56005859375,94.28500366210938,1457.360107421875,54.0,0.0,0.0,1,3,7,2
2022_5_tier_early_clearing_operational_buffer10,2022,5,tier_early,clearing,10.0,operational,complete,,True,True,Alvin Kamara|Christian Mccaffrey|Cole Kmet|Darrell Henderson|Diontae Johnson|Drake London|Kenny Golladay|Lamar Jackson|Michael Gallup|Miles Sanders|Russell Gage|Van Jefferson|Zach Ertz,13,296.0,296.0,2.0,121,121.0,0,0,0,0,0,0,1584.3931884765625,1433.300048828125,1433.300048828125,89.58125305175781,1403.5599365234375,52.0,0.0,0.0,1,4,6,2
2022_5_tier_early_plus_one_strict_buffer5,2022,5,tier_early,plus_one,5.0,strict,failed,both_buy_and_pass_continuations_infeasible,False,False,Christian Mccaffrey|Darnell Mooney|Ezekiel Elliott|George Kittle|Jaylen Waddle|Kenneth Gainwell|Kenneth Walker|Kyler Murray|Miles Sanders|Treylon Burks,10,294.0,284.0,4.0,115,,0,0,0,0,0,0,,,0.0,,,,,,1,5,3,1
2022_5_tier_early_plus_one_strict_buffer10,2022,5,tier_early,plus_one,10.0,strict,complete,,True,True,Alvin Kamara|Amari Cooper|Darrell Henderson|Derrick Henry|Devonta Smith|Dj Chark|Drake London|Ezekiel Elliott|Lamar Jackson|Marvin Jones|Romeo Doubs|Treylon Burks|Zach Ertz,13,298.0,285.0,0.0,121,121.0,0,0,0,0,0,0,1600.230224609375,1564.4000244140625,1564.4000244140625,97.7750015258789,1493.3599853515625,36.0,0.0,0.0,1,4,7,1
2022_5_tier_early_plus_one_operational_buffer5,2022,5,tier_early,plus_one,5.0,operational,failed,both_buy_and_pass_continuations_infeasible,False,False,Christian Mccaffrey|Darnell Mooney|Ezekiel Elliott|George Kittle|Jaylen Waddle|Kenneth Gainwell|Kenneth Walker|Kyler Murray|Miles Sanders|Treylon Burks,10,294.0,284.0,4.0,115,,0,0,0,0,0,0,,,0.0,,,,,,1,5,3,1
2022_5_tier_early_plus_one_operational_buffer10,2022,5,tier_early,plus_one,10.0,operational,complete,,True,True,Alvin Kamara|Amari Cooper|Darrell Henderson|Derrick Henry|Devonta Smith|Dj Chark|Drake London|Ezekiel Elliott|Lamar Jackson|Marvin Jones|Romeo Doubs|Treylon Burks|Zach Ertz,13,298.0,285.0,0.0,121,121.0,0,0,0,0,0,0,1600.230224609375,1564.4000244140625,1564.4000244140625,97.7750015258789,1493.3599853515625,36.0,0.0,0.0,1,4,7,1
2022_6_tier_early_clearing_strict_buffer5,2022,6,tier_early,clearing,5.0,strict,complete,,True,True,Aaron Rodgers|Chase Claypool|Derrick Henry|Devonta Smith|Drake London|Ezekiel Elliott|Juju Smith Schuster|Kenneth Gainwell|Kenny Golladay|Marvin Jones|Russell Gage|Travis Etienne|Travis Kelce,13,297.0,297.0,1.0,96,96.0,0,0,0,0,0,0,1611.6588134765625,1590.3599853515625,1590.3599853515625,99.39749908447266,1581.5,39.0,0.0,0.0,1,4,7,1
2022_6_tier_early_clearing_strict_buffer10,2022,6,tier_early,clearing,10.0,strict,complete,,True,True,Aaron Rodgers|Alvin Kamara|Cole Kmet|Ezekiel Elliott|George Kittle|Juju Smith Schuster|Kenneth Gainwell|Marvin Jones|Robert Woods|Russell Gage|Travis Etienne|Treylon Burks|Tyreek Hill,13,297.0,297.0,1.0,109,109.0,0,0,0,0,0,0,1611.556396484375,1447.56005859375,1447.56005859375,90.47250366210938,1441.199951171875,47.0,0.0,0.0,1,4,6,2
2022_6_tier_early_clearing_operational_buffer5,2022,6,tier_early,clearing,5.0,operational,complete,,True,True,Aaron Rodgers|Chase Claypool|Derrick Henry|Devonta Smith|Drake London|Ezekiel Elliott|Juju Smith Schuster|Kenneth Gainwell|Kenny Golladay|Marvin Jones|Russell Gage|Travis Etienne|Travis Kelce,13,297.0,297.0,1.0,96,96.0,0,0,0,0,0,0,1611.6588134765625,1590.3599853515625,1590.3599853515625,99.39749908447266,1581.5,39.0,0.0,0.0,1,4,7,1
2022_6_tier_early_clearing_operational_buffer10,2022,6,tier_early,clearing,10.0,operational,complete,,True,True,Aaron Rodgers|Alvin Kamara|Cole Kmet|Ezekiel Elliott|George Kittle|Juju Smith Schuster|Kenneth Gainwell|Marvin Jones|Robert Woods|Russell Gage|Travis Etienne|Treylon Burks|Tyreek Hill,13,297.0,297.0,1.0,109,109.0,0,0,0,0,0,0,1611.556396484375,1447.56005859375,1447.56005859375,90.47250366210938,1441.199951171875,47.0,0.0,0.0,1,4,6,2
2022_6_tier_early_plus_one_strict_buffer5,2022,6,tier_early,plus_one,5.0,strict,complete,,True,True,Aaron Rodgers|Cole Kmet|Derrick Henry|Devonta Smith|Dj Chark|Ezekiel Elliott|Juju Smith Schuster|Kenneth Gainwell|Robert Woods|Rondale Moore|Russell Gage|Travis Etienne|Travis Kelce,13,298.0,285.0,0.0,109,109.0,0,0,0,0,0,0,1588.994384765625,1570.659912109375,1570.659912109375,98.16624450683594,1586.300048828125,42.0,0.0,0.0,1,4,6,2
2022_6_tier_early_plus_one_strict_buffer10,2022,6,tier_early,plus_one,10.0,strict,failed,both_buy_and_pass_continuations_infeasible,False,False,Aaron Rodgers|Alvin Kamara|Derrick Henry|Devonta Smith|Dk Metcalf|James Cook|Jaylen Waddle|Kenneth Gainwell|Kenneth Walker|Treylon Burks|Tyler Boyd,11,296.0,285.0,2.0,109,,0,0,0,0,0,0,,,0.0,,,,,,1,5,5,0
2022_6_tier_early_plus_one_operational_buffer5,2022,6,tier_early,plus_one,5.0,operational,complete,,True,True,Aaron Rodgers|Cole Kmet|Derrick Henry|Devonta Smith|Dj Chark|Ezekiel Elliott|Juju Smith Schuster|Kenneth Gainwell|Robert Woods|Rondale Moore|Russell Gage|Travis Etienne|Travis Kelce,13,298.0,285.0,0.0,109,109.0,0,0,0,0,0,0,1588.994384765625,1570.659912109375,1570.659912109375,98.16624450683594,1586.300048828125,42.0,0.0,0.0,1,4,6,2
2022_6_tier_early_plus_one_operational_buffer10,2022,6,tier_early,plus_one,10.0,operational,failed,both_buy_and_pass_continuations_infeasible,False,False,Aaron Rodgers|Alvin Kamara|Derrick Henry|Devonta Smith|Dk Metcalf|James Cook|Jaylen Waddle|Kenneth Gainwell|Kenneth Walker|Treylon Burks|Tyler Boyd,11,296.0,285.0,2.0,109,,0,0,0,0,0,0,,,0.0,,,,,,1,5,5,0
2022_7_tier_early_clearing_strict_buffer5,2022,7,tier_early,clearing,5.0,strict,complete,,True,True,Aaron Rodgers|Darrell Henderson|Derrick Henry|Drake London|Ezekiel Elliott|George Kittle|Keenan Allen|Kenneth Gainwell|Kenny Golladay|Michael Pittman|Miles Sanders|Robert Woods|Treylon Burks,13,298.0,298.0,0.0,103,103.0,0,0,0,0,0,0,1621.888916015625,1504.860107421875,1504.860107421875,94.05375671386719,1478.9000244140625,47.0,0.0,0.0,1,5,6,1
