"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Chase Brown","CIN","rb","10","17","252","40","0","0","0","0","0","0","233.7077","1008.7346","6.8326","69.0422","56.2257","401.6954","2.395","3.7669","1.725","0.5428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Josh Jacobs","GB","rb","5","17","251.4","39","0","0","0","0","0","0","260.1941","1130.2883","10.8661","48.3212","39.3095","279.2658","1.1293","3.9427","1.782","0.4598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Puka Nacua","LA","wr","8","17","290.8","38","0","0","0","0","0","0","10.8375","64.726","0.5667","157.7217","112.307","1305.6163","6.3234","1.3572","0.7326","0.4327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Kyren Williams","LA","rb","8","17","228.7","33","0","0","0","0","0","0","248.3946","1093.571","8.7183","41.9039","34.2247","241.5199","1.588","3.7283","1.6815","0.3969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Nico Collins","HST","wr","6","17","273.7","33","0","0","0","0","0","0","0","0","0","151.989","99.6255","1299.2556","7.2368","0","0","0.3757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","CeeDee Lamb","DAL","wr","10","17","273.3","33","0","0","0","0","0","0","8.7278","51.5616","0.446","145.6429","102.712","1164.4834","7.7068","1.2252","0.663","0.3701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Kenneth Walker III","SEA","rb","8","17","227.8","33","0","0","0","0","0","0","211.2463","904.1489","7.4619","60.0016","50.1764","342.233","1.4892","3.3979","1.5554","0.406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Brian Thomas Jr.","JAX","wr","8","17","273","33","0","0","0","0","0","0","7.3425","43.5163","0.3359","152.4997","97.1486","1245.4112","7.4651","1.1465","0.6217","0.3832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Omarion Hampton","LAC","rb","12","17","223.2","32","0","0","0","0","0","0","221.955","975.4599","7.7438","51.3035","41.332","293.0385","1.5635","3.4474","1.5665","0.389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Malik Nabers","NYG","wr","14","17","268.4","32","0","0","0","0","0","0","2.0174","12.037","0.1039","151.1034","102.5571","1172.235","7.775","1.1328","0.6221","0.3846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Amon-Ra St. Brown","DET","wr","8","17","266.8","31","0","0","0","0","0","0","5.8106","36.6141","0.2975","132.0122","100.4483","1140.2057","7.7875","1.1614","0.6322","0.4149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","James Cook","BUF","rb","7","17","220.9","31","0","0","0","0","0","0","211.2703","959.5877","9.3095","43.1856","34.8435","250.1455","1.6434","3.2329","1.4643","0.4274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","RJ Harvey","DEN","rb","12","17","220.9","31","0","0","0","0","0","0","193.3704","839.461","5.6613","68.122","54.3062","369.5376","2.0746","3.2006","1.4736","0.3865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Jonathan Taylor","IND","rb","11","17","215.5","29","0","0","0","0","0","0","250.7247","1089.7143","8.5893","38.0787","30.2127","199.5126","0.9696","3.7166","1.6715","0.3634","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Alvin Kamara","NO","rb","11","17","215.3","29","0","0","0","0","0","0","194.0405","830.1874","5.7861","68.6869","53.8047","365.3291","1.3332","3.2043","1.4746","0.3581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Trey McBride","ARZ","te","8","17","241.1","29","0","0","0","0","0","0","0","0","0","139.4428","105.9756","987.5221","5.9367","0","0","0.3779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Drake London","ATL","wr","5","17","258.3","29","0","0","0","0","0","0","0","0","0","154.1641","98.2691","1147.1066","7.4205","0","0","0.4204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","A.J. Brown","PHI","wr","9","17","257.1","28","0","0","0","0","0","0","0","0","0","142.5192","93.2247","1193.0962","7.2643","0","0","0.4698","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Tee Higgins","CIN","wr","10","17","252.9","27","0","0","0","0","0","0","0","0","0","138.0843","91.1514","1114.4783","8.2535","0","0","0.3654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","D'Andre Swift","CHI","rb","5","17","205.3","27","0","0","0","0","0","0","204.8093","870.4977","5.7072","58.5379","46.9152","309.3711","1.1647","3.2757","1.4977","0.3289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Garrett Wilson","NYJ","wr","9","17","250.5","27","0","0","0","0","0","0","2.1397","12.7691","0.0794","150.6409","100.3288","1094.878","6.4583","1.1105","0.6096","0.3841","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","James Conner","ARZ","rb","8","17","205","26","0","0","0","0","0","0","192.003","863.1421","6.9187","49.4439","41.5348","282.221","1.3498","3.0445","1.3895","0.3471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Chuba Hubbard","CAR","rb","14","17","203.7","26","0","0","0","0","0","0","215.0572","944.3798","6.977","46.7723","38.5893","238.0702","0.9816","3.3245","1.5091","0.3334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Jayden Daniels","WAS","qb","12","17","351.7","26","370.9655","520.3374","3766.5241","23.8986","8.9701","42.964","153.0094","828.0015","4.7301","0","0","0","0","0","0","1.5989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Ladd McConkey","LAC","wr","12","17","241.6","24","0","0","0","0","0","0","0","0","0","135.0991","93.0784","1103.2931","6.2496","0","0","0.3467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","George Kittle","SF","te","14","17","221.7","24","0","0","0","0","0","0","0","0","0","105.0754","76.5381","1043.3935","6.708","0","0","0.293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Brock Bowers","LV","te","8","17","220.6","24","0","0","0","0","0","0","0","0","0","126.7005","96.1545","929.2667","5.1462","0","0","0.301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Marvin Harrison Jr.","ARZ","wr","8","17","235.3","22","0","0","0","0","0","0","0","0","0","142.7761","87.0589","1038.7205","7.262","0","0","0.3869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Terry McLaurin","WAS","wr","12","17","234.4","22","0","0","0","0","0","0","0.8362","5.071","0.0375","125.8476","82.1007","1056.1017","7.6134","0.8963","0.4934","0.3629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Mike Evans","TB","wr","9","17","229.3","21","0","0","0","0","0","0","0","0","0","120.7573","79.8076","983.9699","8.4061","0","0","0.3401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Aaron Jones","MIN","rb","6","17","183.8","21","0","0","0","0","0","0","158.7011","703.027","4.1486","59.5988","48.0667","314.342","1.6176","2.6645","1.2302","0.3042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Josh Allen","BUF","qb","7","17","332","20","345.8772","489.9706","3623.6848","25.8014","10.3333","21.3228","108.2303","497.2601","6.8412","0","0","0","0","0","0","1.6905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Lamar Jackson","BLT","qb","7","17","328.4","19","315.6411","444.1323","3403.1158","26.023","8.2876","35.4901","114.3651","699.7788","3.8706","0","0","0","0","0","0","1.6172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Davante Adams","LA","wr","8","17","223.8","19","0","0","0","0","0","0","0","0","0","124.5478","83.722","971.5612","7.0493","0","0","0.3319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Jalen Hurts","PHI","qb","9","17","327.3","19","340.0032","469.3765","3493.9624","21.2042","9.1767","37.8167","124.692","586.3688","8.3235","0","0","0","0","0","0","1.6612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","David Montgomery","DET","rb","8","17","178.2","19","0","0","0","0","0","0","157.7789","707.2114","6.2142","45.3792","37.7856","268.0418","1.0203","2.5412","1.1636","0.346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Rashee Rice","KC","wr","10","13","222.7","19","0","0","0","0","0","0","2.274","12.8923","0.1099","126.3409","94.6553","898.9696","6.0166","1.0511","0.5767","0.3232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Travis Hunter","JAX","wr","8","17","222.5","19","0","0","0","0","0","0","3.8645","22.9033","0.2101","130.881","84.8059","964.8321","6.2583","0.9664","0.5275","0.326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","DJ Moore","CHI","wr","5","17","221.7","19","0","0","0","0","0","0","11.824","69.282","0.4123","127.9161","87.9159","949.778","4.8988","1.1076","0.5934","0.3056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Jaxon Smith-Njigba","SEA","wr","8","17","220.8","18","0","0","0","0","0","0","5.2913","31.5885","0.2424","121.1461","86.5569","962.5416","5.5415","1.0046","0.5464","0.3232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Tyreek Hill","MIA","wr","12","17","219.1","18","0","0","0","0","0","0","6.4235","38.4258","0.289","117.3689","77.9872","996.6784","5.9687","0.9276","0.5022","0.301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Jameson Williams","DET","wr","8","17","216.6","17","0","0","0","0","0","0","10.7272","67.5953","0.6353","116.6893","73.4528","979.1926","5.7371","0.9369","0.5008","0.374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Tetairoa McMillan","CAR","wr","14","17","215.5","17","0","0","0","0","0","0","0","0","0","132.1589","84.8642","949.7251","5.8456","0","0","0.314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Jordan Mason","MIN","rb","6","17","168.7","16","0","0","0","0","0","0","192.7368","872.6428","5.0522","35.7593","28.0926","189.1073","0.8031","2.9095","1.3139","0.2877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","DeVonta Smith","PHI","wr","9","17","213.4","16","0","0","0","0","0","0","0","0","0","116.1666","82.5627","944.7039","5.9376","0","0","0.3829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Jaylen Warren","PIT","rb","5","17","167.4","16","0","0","0","0","0","0","139.7435","610.4351","3.4096","56.7804","46.8014","322.9417","1.2161","2.3945","1.1099","0.3015","542.7066","0.1387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","TreVeyon Henderson","NE","rb","14","17","167.4","16","0","0","0","0","0","0","164.0994","719.2599","4.9899","43.7859","34.8728","237.9264","1.2599","2.5953","1.1838","0.263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Tony Pollard","TEN","rb","10","17","166.7","16","0","0","0","0","0","0","197.8586","843.7133","5.2151","35.4493","28.1963","189.043","0.7848","2.9799","1.345","0.2844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Breece Hall","NYJ","rb","9","17","166.7","16","0","0","0","0","0","0","142.501","615.9689","3.6771","54.152","43.2447","307.2127","1.6053","2.3934","1.1051","0.2708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Xavier Worthy","KC","wr","10","17","211.4","16","0","0","0","0","0","0","12.8364","72.6492","0.6713","107.2211","74.5616","876.5249","6.3117","0.9774","0.52","0.2894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Joe Burrow","CIN","qb","10","17","313.8","15","411.4455","573.4855","4243.8778","31.3996","9.8844","46.6813","44.8552","185.298","1.1186","0","0","0","0","0","0","1.5391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Tyrone Tracy","NYG","rb","14","17","164.3","15","0","0","0","0","0","0","169.8659","738.7966","4.472","41.0545","33.0521","241.3683","1.1752","2.6536","1.2073","0.2988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Chris Olave","NO","wr","11","17","209.6","15","0","0","0","0","0","0","0","0","0","133.4851","81.7978","983.3475","4.8113","0","0","0.3023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Isiah Pacheco","KC","rb","10","17","164.1","15","0","0","0","0","0","0","171.3745","705.9811","4.8682","40.4072","33.9767","229.6305","1.311","2.684","1.2218","0.3375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","D.K. Metcalf","PIT","wr","5","17","209","15","0","0","0","0","0","0","0","0","0","119.9342","74.1336","942.4445","6.6602","0","0","0.3084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","T.J. Hockenson","MIN","te","6","17","187.3","14","0","0","0","0","0","0","0","0","0","116.8136","82.4706","762.7387","4.6738","0","0","0.2607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Zay Flowers","BLT","wr","7","17","205.6","14","0","0","0","0","0","0","6.5315","42.9386","0.3116","111.3352","76.2215","926.2912","5.0523","0.91","0.4923","0.3878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Kaleb Johnson","PIT","rb","5","17","158.6","14","0","0","0","0","0","0","211.1202","918.0864","5.8584","20.8581","16.5685","117.6934","0.6767","3.0339","1.3547","0.2885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Jaylen Waddle","MIA","wr","12","17","203.4","13","0","0","0","0","0","0","3.6132","21.6367","0.1811","116.1526","78.775","938.4869","4.574","0.898","0.4902","0.2945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Joe Mixon","HST","rb","6","17","156.5","13","0","0","0","0","0","0","159.3721","668.1131","5.5309","36.7068","30.0616","205.096","1.0935","2.4795","1.1271","0.2655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Sam LaPorta","DET","te","8","17","179.9","12","0","0","0","0","0","0","0","0","0","94.2944","71.7736","694.6343","6.3524","0","0","0.2909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Courtland Sutton","DEN","wr","12","17","199.4","12","0","0","0","0","0","0","0","0","0","119.5021","75.1417","852.0338","6.4046","0","0","0.2955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","George Pickens","DAL","wr","10","17","199.4","12","0","0","0","0","0","0","0","0","0","114.5643","72.4816","916.1444","5.7825","0","0","0.2828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","David Njoku","CLV","te","9","17","179.2","12","0","0","0","0","0","0","0","0","0","106.7831","76.9538","714.4836","5.0551","0","0","0.242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Rome Odunze","CHI","wr","5","17","198","12","0","0","0","0","0","0","1.6891","9.9","0.0773","124.664","75.3406","903.4529","5.1274","0.835","0.4583","0.2885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Rhamondre Stevenson","NE","rb","14","17","152.1","12","0","0","0","0","0","0","183.5268","783.2951","4.6663","30.4366","25.0668","164.1153","0.8389","2.7523","1.2411","0.2506","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Calvin Ridley","TEN","wr","10","17","197","12","0","0","0","0","0","0","4.9985","29.1578","0.1994","118.7269","69.5593","914.4678","5.2997","0.8174","0.4436","0.2835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Stefon Diggs","NE","wr","14","17","196.2","11","0","0","0","0","0","0","0","0","0","116.4065","79.0964","854.7696","5.1877","0","0","0.2738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Deebo Samuel","WAS","wr","12","17","195.4","11","0","0","0","0","0","0","20.9048","111.869","1.0931","103.5737","74.0043","790.0862","4.0962","1.0805","0.5647","0.3236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Jakobi Meyers","LV","wr","8","17","194.4","11","0","0","0","0","0","0","3.1284","17.663","0.1489","110.3325","75.7949","856.867","5.0262","0.8594","0.4695","0.2658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
