origin_season,position,component,weight,global_penalty,position_penalty,training_rows
2013,WR,fftoday,0.0,10.0,10.0,674
2013,TE,configured_median,1.0,10.0,10.0,241
2013,TE,fftoday,0.0,10.0,10.0,241
2014,ALL,configured_median,1.0,10.0,10.0,2001
2014,ALL,fftoday,0.0,10.0,10.0,2001
2014,QB,configured_median,1.0,10.0,10.0,300
2014,QB,fftoday,0.0,10.0,10.0,300
2014,RB,configured_median,1.0,10.0,10.0,596
2014,RB,fftoday,0.0,10.0,10.0,596
2014,WR,configured_median,1.0,10.0,10.0,814
2014,WR,fftoday,0.0,10.0,10.0,814
2014,TE,configured_median,1.0,10.0,10.0,291
2014,TE,fftoday,0.0,10.0,10.0,291
2015,ALL,configured_median,0.9981860405697786,10.0,10.0,2578
2015,ALL,fftoday,0.0018139594302214728,10.0,10.0,2578
2015,QB,configured_median,0.9776476829452361,10.0,10.0,390
2015,QB,fftoday,0.022352317054763995,10.0,10.0,390
2015,RB,configured_median,0.9987443367775877,10.0,10.0,738
2015,RB,fftoday,0.0012556632224123621,10.0,10.0,738
2015,WR,configured_median,1.0,10.0,10.0,1039
2015,WR,fftoday,1.474514954580286e-17,10.0,10.0,1039
2015,TE,configured_median,0.9992068088475553,10.0,10.0,411
2015,TE,fftoday,0.0007931911524447111,10.0,10.0,411
2016,ALL,configured_median,0.5427083058415583,0.0,10.0,3315
2016,ALL,fftoday,0.45729169415844184,0.0,10.0,3315
2016,QB,configured_median,0.5315806943025154,0.0,10.0,508
2016,QB,fftoday,0.4684193056974847,0.0,10.0,508
2016,RB,configured_median,0.5455526186181132,0.0,10.0,930
2016,RB,fftoday,0.45444738138188695,0.0,10.0,930
2016,WR,configured_median,0.5435613964078373,0.0,10.0,1308
2016,WR,fftoday,0.4564386035921628,0.0,10.0,1308
2016,TE,configured_median,0.5461658545617448,0.0,10.0,569
2016,TE,fftoday,0.45383414543825534,0.0,10.0,569
2017,ALL,configured_median,0.6729451736778553,0.1,10.0,4108
2017,ALL,fantasydata,0.015969741388340574,0.1,10.0,4108
2017,ALL,fantasypros,0.23544490642073485,0.1,10.0,4108
2017,ALL,fftoday,0.0756401785130693,0.1,10.0,4108
2017,QB,configured_median,0.6813565957076385,0.1,10.0,622
2017,QB,fantasydata,0.03939883811615383,0.1,10.0,622
2017,QB,fantasypros,0.17018532982444304,0.1,10.0,622
2017,QB,fftoday,0.10905923635176466,0.1,10.0,622
2017,RB,configured_median,0.6719801471138551,0.1,10.0,1109
2017,RB,fantasydata,0.015485092069588733,0.1,10.0,1109
2017,RB,fantasypros,0.2345907976420851,0.1,10.0,1109
2017,RB,fftoday,0.07794396317447104,0.1,10.0,1109
2017,WR,configured_median,0.6624391063036068,0.1,10.0,1665
2017,WR,fantasydata,0.007815152596684811,0.1,10.0,1665
2017,WR,fantasypros,0.2660941117607862,0.1,10.0,1665
2017,WR,fftoday,0.06365162933892221,0.1,10.0,1665
2017,TE,configured_median,0.6729943318181091,0.1,10.0,712
2017,TE,fantasydata,0.016254968847885895,0.1,10.0,712
2017,TE,fantasypros,0.23613481155032154,0.1,10.0,712
2017,TE,fftoday,0.0746158877836836,0.1,10.0,712
2018,ALL,configured_median,8.117963766485214e-18,0.01,10.0,5065
2018,ALL,fantasydata,0.40562914236353576,0.01,10.0,5065
2018,ALL,fantasypros,0.32143859356394505,0.01,10.0,5065
2018,ALL,fftoday,0.27293226407251936,0.01,10.0,5065
2018,QB,configured_median,0.008240251880983386,0.01,10.0,752
2018,QB,fantasydata,0.4301582259045804,0.01,10.0,752
2018,QB,fantasypros,0.26423698118506317,0.01,10.0,752
2018,QB,fftoday,0.2973645410293733,0.01,10.0,752
2018,RB,configured_median,7.551057019731105e-18,0.01,10.0,1340
2018,RB,fantasydata,0.4047611969414518,0.01,10.0,1340
2018,RB,fantasypros,0.3203887623154765,0.01,10.0,1340
2018,RB,fftoday,0.27485004074307184,0.01,10.0,1340
2018,WR,configured_median,8.953830005565979e-18,0.01,10.0,2057
2018,WR,fantasydata,0.3957165548430014,0.01,10.0,2057
2018,WR,fantasypros,0.3418914808596634,0.01,10.0,2057
2018,WR,fftoday,0.26239196429733536,0.01,10.0,2057
2018,TE,configured_median,0.0005372532287955903,0.01,10.0,916
2018,TE,fantasydata,0.40648402218656393,0.01,10.0,916
2018,TE,fantasypros,0.3227539889043504,0.01,10.0,916
2018,TE,fftoday,0.2702247356802902,0.01,10.0,916
2019,ALL,configured_median,3.681981196527624e-18,0.01,1.0,6038
2019,ALL,fantasydata,0.37729713746285515,0.01,1.0,6038
2019,ALL,fantasypros,0.2808242374553678,0.01,1.0,6038
2019,ALL,ffa,1.2337511043443918e-17,0.01,1.0,6038
2019,ALL,fftoday,0.34187862508177697,0.01,1.0,6038
2019,QB,configured_median,6.732743874010129e-19,0.01,1.0,884
2019,QB,fantasydata,0.5484046363106554,0.01,1.0,884
2019,QB,fantasypros,0.004799572487989035,0.01,1.0,884
2019,QB,ffa,0.01730809835650453,0.01,1.0,884
2019,QB,fftoday,0.42948769284485094,0.01,1.0,884
2019,RB,configured_median,0.0,0.01,1.0,1570
2019,RB,fantasydata,0.38861002265107963,0.01,1.0,1570
2019,RB,fantasypros,0.2778208981554589,0.01,1.0,1570
2019,RB,ffa,7.157428404298838e-20,0.01,1.0,1570
2019,RB,fftoday,0.33356907919346146,0.01,1.0,1570
2019,WR,configured_median,2.782725928042911e-17,0.01,1.0,2458
2019,WR,fantasydata,0.31809612979139984,0.01,1.0,2458
2019,WR,fantasypros,0.40745120402108653,0.01,1.0,2458
2019,WR,ffa,8.572571647011911e-18,0.01,1.0,2458
2019,WR,fftoday,0.27445266618751357,0.01,1.0,2458
2019,TE,configured_median,0.0005445751245675663,0.01,1.0,1126
2019,TE,fantasydata,0.3616407712494268,0.01,1.0,1126
2019,TE,fantasypros,0.28797849077053483,0.01,1.0,1126
2019,TE,ffa,0.004035167571225132,0.01,1.0,1126
2019,TE,fftoday,0.3458009952842457,0.01,1.0,1126
2020,ALL,configured_median,3.6782840631451107e-16,0.01,1.0,6865
2020,ALL,fantasydata,0.17671589074962193,0.01,1.0,6865
2020,ALL,fantasypros,0.22083837016736432,0.01,1.0,6865
2020,ALL,ffa,0.3443678126592402,0.01,1.0,6865
2020,ALL,fftoday,0.2580779264237731,0.01,1.0,6865
2020,QB,configured_median,0.0,0.01,1.0,1013
2020,QB,fantasydata,0.27883143068017563,0.01,1.0,1013
2020,QB,fantasypros,3.705358001316757e-17,0.01,1.0,1013
2020,QB,ffa,0.3727894688708134,0.01,1.0,1013
2020,QB,fftoday,0.34837910044901094,0.01,1.0,1013
2020,RB,configured_median,5.884500044098919e-17,0.01,1.0,1771
2020,RB,fantasydata,0.17730453936187068,0.01,1.0,1771
2020,RB,fantasypros,0.21037465029788227,0.01,1.0,1771
2020,RB,ffa,0.3774778782461405,0.01,1.0,1771
2020,RB,fftoday,0.23484293209410648,0.01,1.0,1771
2020,WR,configured_median,7.983861740109444e-17,0.01,1.0,2789
2020,WR,fantasydata,0.1276646140476264,0.01,1.0,2789
2020,WR,fantasypros,0.36271297925569196,0.01,1.0,2789
2020,WR,ffa,0.3055479051000312,0.01,1.0,2789
2020,WR,fftoday,0.20407450159665028,0.01,1.0,2789
2020,TE,configured_median,5.656156741797012e-17,0.01,1.0,1292
2020,TE,fantasydata,0.178693000206573,0.01,1.0,1292
2020,TE,fantasypros,0.22395079937440912,0.01,1.0,1292
2020,TE,ffa,0.36087415978932696,0.01,1.0,1292
2020,TE,fftoday,0.2364820406296908,0.01,1.0,1292
2021,ALL,configured_median,1.4603373817240336e-16,0.0,0.01,7726
2021,ALL,fantasydata,3.956109172526697e-18,0.0,0.01,7726
2021,ALL,fantasypros,0.3469299376371592,0.0,0.01,7726
2021,ALL,ffa,0.47102181124469555,0.0,0.01,7726
2021,ALL,fftoday,0.18204825111814507,0.0,0.01,7726
2021,QB,configured_median,2.453381347394931e-16,0.0,0.01,1131
2021,QB,fantasydata,0.30859704518551206,0.0,0.01,1131
2021,QB,fantasypros,3.2653766094721133e-16,0.0,0.01,1131
2021,QB,ffa,0.3348888953422145,0.0,0.01,1131
2021,QB,fftoday,0.35651405947227305,0.0,0.01,1131
2021,RB,configured_median,0.0,0.0,0.01,1987
2021,RB,fantasydata,6.293171126728347e-17,0.0,0.01,1987
2021,RB,fantasypros,1.1102230246251565e-16,0.0,0.01,1987
2021,RB,ffa,1.0,0.0,0.01,1987
2021,RB,fftoday,0.0,0.0,0.01,1987
2021,WR,configured_median,4.120182415472403e-17,0.0,0.01,3151
2021,WR,fantasydata,0.0,0.0,0.01,3151
2021,WR,fantasypros,0.6574357646888335,0.0,0.01,3151
2021,WR,ffa,0.3295796872478956,0.0,0.01,3151
2021,WR,fftoday,0.012984548063270991,0.0,0.01,3151
2021,TE,configured_median,4.930745842933131e-18,0.0,0.01,1457
2021,TE,fantasydata,0.03421675173506224,0.0,0.01,1457
2021,TE,fantasypros,0.23499374406262333,0.0,0.01,1457
2021,TE,ffa,0.7307895042023145,0.0,0.01,1457
2021,TE,fftoday,0.0,0.0,0.01,1457
2022,ALL,configured_median,0.4464265309124667,0.1,0.01,8531
2022,ALL,fantasydata,5.285485590866834e-18,0.1,0.01,8531
2022,ALL,fantasypros,0.24576579279404193,0.1,0.01,8531
2022,ALL,ffa,0.11648131674811507,0.1,0.01,8531
2022,ALL,fftoday,0.1913263595453764,0.1,0.01,8531
2022,QB,configured_median,0.0,0.1,0.01,1245
2022,QB,fantasydata,0.20529294609755588,0.1,0.01,1245
2022,QB,fantasypros,5.617451123572959e-17,0.1,0.01,1245
2022,QB,ffa,0.3192903361042041,0.1,0.01,1245
2022,QB,fftoday,0.47541671779823996,0.1,0.01,1245
2022,RB,configured_median,0.0,0.1,0.01,2183
2022,RB,fantasydata,3.220913462336138e-17,0.1,0.01,2183
2022,RB,fantasypros,3.2528954203898065e-19,0.1,0.01,2183
2022,RB,ffa,0.8485423585553338,0.1,0.01,2183
2022,RB,fftoday,0.15145764144466625,0.1,0.01,2183
2022,WR,configured_median,6.509682146716879e-17,0.1,0.01,3471
2022,WR,fantasydata,0.0,0.1,0.01,3471
2022,WR,fantasypros,0.6713657473860098,0.1,0.01,3471
2022,WR,ffa,0.09695599049299494,0.1,0.01,3471
2022,WR,fftoday,0.23167826212099527,0.1,0.01,3471
2022,TE,configured_median,0.072490060135684,0.1,0.01,1632
2022,TE,fantasydata,0.12100349724855025,0.1,0.01,1632
2022,TE,fantasypros,0.31042552293170894,0.1,0.01,1632
2022,TE,ffa,0.46781518794852117,0.1,0.01,1632
2022,TE,fftoday,0.02826573173553567,0.1,0.01,1632
2023,ALL,configured_median,9.535573689706872e-17,0.01,0.01,9346
2023,ALL,fantasydata,0.03459644825210852,0.01,0.01,9346
2023,ALL,fantasypros,0.3015607753445694,0.01,0.01,9346
2023,ALL,ffa,0.2948324727276788,0.01,0.01,9346
2023,ALL,fftoday,0.3690103036756431,0.01,0.01,9346
2023,QB,configured_median,2.2874497415324558e-17,0.01,0.01,1358
2023,QB,fantasydata,0.15219581317453382,0.01,0.01,1358
2023,QB,fantasypros,0.0,0.01,0.01,1358
2023,QB,ffa,0.325882722180912,0.01,0.01,1358
2023,QB,fftoday,0.5219214646445541,0.01,0.01,1358
2023,RB,configured_median,8.242789180703836e-18,0.01,0.01,2398
2023,RB,fantasydata,0.01390139250387176,0.01,0.01,2398
2023,RB,fantasypros,0.0,0.01,0.01,2398
2023,RB,ffa,0.7275235933468387,0.01,0.01,2398
2023,RB,fftoday,0.2585750141492896,0.01,0.01,2398
2023,WR,configured_median,0.0,0.01,0.01,3785
2023,WR,fantasydata,0.012296665193858719,0.01,0.01,3785
2023,WR,fantasypros,0.6409103657804566,0.01,0.01,3785
2023,WR,ffa,0.025201693819587558,0.01,0.01,3785
2023,WR,fftoday,0.3215912752060972,0.01,0.01,3785
2023,TE,configured_median,0.0,0.01,0.01,1805
2023,TE,fantasydata,0.21822507367474006,0.01,0.01,1805
2023,TE,fantasypros,0.1824068457082928,0.01,0.01,1805
2023,TE,ffa,0.4734705793922644,0.01,0.01,1805
2023,TE,fftoday,0.12589750122470264,0.01,0.01,1805
2024,ALL,configured_median,0.49882351720671314,0.1,10.0,10158
2024,ALL,fantasydata,0.0,0.1,10.0,10158
2024,ALL,fantasypros,0.17814211325018361,0.1,10.0,10158
2024,ALL,ffa,0.06730014699605338,0.1,10.0,10158
2024,ALL,fftoday,0.25573422254704986,0.1,10.0,10158
2024,QB,configured_median,0.4896768887912699,0.1,10.0,1470
2024,QB,fantasydata,0.003843706775607196,0.1,10.0,1470
2024,QB,fantasypros,0.1385383158898503,0.1,10.0,1470
2024,QB,ffa,0.08065894606309167,0.1,10.0,1470
2024,QB,fftoday,0.28728214248018097,0.1,10.0,1470
2024,RB,configured_median,0.49835256864020094,0.1,10.0,2604
2024,RB,fantasydata,0.0004801006880044193,0.1,10.0,2604
2024,RB,fantasypros,0.17326405599709918,0.1,10.0,2604
2024,RB,ffa,0.07341560190325716,0.1,10.0,2604
2024,RB,fftoday,0.25448767277143824,0.1,10.0,2604
2024,WR,configured_median,0.4896364606414381,0.1,10.0,4115
2024,WR,fantasydata,3.940521824577073e-18,0.1,10.0,4115
2024,WR,fantasypros,0.20000839728449157,0.1,10.0,4115
2024,WR,ffa,0.05924302999056946,0.1,10.0,4115
2024,WR,fftoday,0.2511121120835008,0.1,10.0,4115
2024,TE,configured_median,0.498523879500749,0.1,10.0,1969
2024,TE,fantasydata,0.004228224677489122,0.1,10.0,1969
2024,TE,fantasypros,0.17600037470787958,0.1,10.0,1969
2024,TE,ffa,0.06805064616952204,0.1,10.0,1969
2024,TE,fftoday,0.2531968749443602,0.1,10.0,1969
2025,ALL,configured_median,9.620577453132876e-17,0.01,10.0,10921
2025,ALL,fantasydata,0.12082436257069594,0.01,10.0,10921
2025,ALL,fantasypros,0.2731468583652302,0.01,10.0,10921
2025,ALL,ffa,0.20223222452080797,0.01,10.0,10921
2025,ALL,fftoday,0.4037965545432658,0.01,10.0,10921
2025,QB,configured_median,8.090255410195875e-17,0.01,10.0,1582
2025,QB,fantasydata,0.12802039127714035,0.01,10.0,1582
2025,QB,fantasypros,0.23513862746105052,0.01,10.0,1582
2025,QB,ffa,0.2119059008410327,0.01,10.0,1582
2025,QB,fftoday,0.4249350804207764,0.01,10.0,1582
2025,RB,configured_median,7.374897250729625e-05,0.01,10.0,2794
2025,RB,fantasydata,0.12207119431384812,0.01,10.0,2794
2025,RB,fantasypros,0.2689206310687069,0.01,10.0,2794
2025,RB,ffa,0.2081790766956253,0.01,10.0,2794
2025,RB,fftoday,0.4007553489493124,0.01,10.0,2794
2025,WR,configured_median,8.29274004106308e-17,0.01,10.0,4420
2025,WR,fantasydata,0.11501654156874938,0.01,10.0,4420
2025,WR,fantasypros,0.2906165249278878,0.01,10.0,4420
2025,WR,ffa,0.19472388407666957,0.01,10.0,4420
2025,WR,fftoday,0.39964304942669315,0.01,10.0,4420
2025,TE,configured_median,8.692896548092543e-17,0.01,10.0,2125
2025,TE,fantasydata,0.12577317868855212,0.01,10.0,2125
2025,TE,fantasypros,0.27102345450785365,0.01,10.0,2125
2025,TE,ffa,0.2027248321330072,0.01,10.0,2125
2025,TE,fftoday,0.40047853467058697,0.01,10.0,2125
2026,ALL,configured_median,0.9231176096026809,1.0,10.0,11726
2026,ALL,fantasydata,2.8245358254132525e-17,1.0,10.0,11726
2026,ALL,fantasypros,0.019312361267682366,1.0,10.0,11726
2026,ALL,ffa,1.2184913260555439e-17,1.0,10.0,11726
2026,ALL,fftoday,0.05757002912963683,1.0,10.0,11726
2026,QB,configured_median,0.905883955691703,1.0,10.0,1701
2026,QB,fantasydata,0.0,1.0,10.0,1701
2026,QB,fantasypros,0.0,1.0,10.0,1701
2026,QB,ffa,6.383085361099524e-17,1.0,10.0,1701
2026,QB,fftoday,0.09411604430829697,1.0,10.0,1701
2026,RB,configured_median,0.9217966213382914,1.0,10.0,3003
2026,RB,fantasydata,1.1926223897340549e-18,1.0,10.0,3003
2026,RB,fantasypros,0.015321663165864459,1.0,10.0,3003
2026,RB,ffa,0.0038014399647290096,1.0,10.0,3003
2026,RB,fftoday,0.05908027553111496,1.0,10.0,3003
2026,WR,configured_median,0.9078882479463248,1.0,10.0,4729
2026,WR,fantasydata,3.191929257663538e-17,1.0,10.0,4729
2026,WR,fantasypros,0.03841093715019704,1.0,10.0,4729
2026,WR,ffa,1.4162857607665655e-17,1.0,10.0,4729
2026,WR,fftoday,0.05370081490347817,1.0,10.0,4729
2026,TE,configured_median,0.9226748033797291,1.0,10.0,2293
2026,TE,fantasydata,0.0034572160921395073,1.0,10.0,2293
2026,TE,fantasypros,0.0175216949976071,1.0,10.0,2293
2026,TE,ffa,1.0513378030504382e-17,1.0,10.0,2293
2026,TE,fftoday,0.056346285530524516,1.0,10.0,2293
