model_name,expert_tier,n_rows,actual_mean,prediction_mean,bias,rmse
projection_only_lasso_plus_stack,low,738,5.766573571640645,5.924805372853114,0.15823180121246974,2.8814475805138864
projection_only_lasso_plus_stack,middle,741,7.355159638831704,7.9512479365243,0.5960882976925963,3.1612544902182527
projection_only_lasso_plus_stack,high,738,9.8438514951868,10.557947307225115,0.7140958120383131,3.4392606630818934
projection_only_lasso_plus_stack,top,754,14.84084203841399,14.249007740078689,-0.5918342983353013,3.696021653290212
projection_only_lightgbm_core,bottom,725,4.847027766907423,5.236187342174923,0.38915957526750156,2.495007396404394
projection_only_lightgbm_core,low,738,5.766573571640645,5.9678520935339066,0.20127852189326098,2.858024605434376
projection_only_lightgbm_core,middle,741,7.355159638831704,7.669435395123439,0.31427575629173504,3.1141005066112535
projection_only_lightgbm_core,high,738,9.8438514951868,10.139957614023754,0.2961061188369524,3.388151758202786
projection_only_lightgbm_core,top,754,14.84084203841399,14.47210678066761,-0.36873525774637694,3.6547286383940265
projection_only_lightgbm_median,bottom,725,4.847027766907423,5.238299779607463,0.3912720127000402,2.500788715601556
projection_only_lightgbm_median,low,738,5.766573571640645,5.978442261950966,0.21186869031032143,2.895736001257527
projection_only_lightgbm_median,middle,741,7.355159638831704,7.604137623920142,0.2489779850884383,3.109704677429796
projection_only_lightgbm_median,high,738,9.8438514951868,10.036454941137146,0.19260344595034345,3.3700330816240847
projection_only_lightgbm_median,top,754,14.84084203841399,14.214569867595896,-0.6262721708180904,3.6562625591150666
projection_only_lightgbm_plus_active,bottom,725,4.847027766907423,5.258417882588787,0.4113901156813649,2.499077401391543
projection_only_lightgbm_plus_active,low,738,5.766573571640645,5.9876048186856,0.22103124704495403,2.8635028777353067
projection_only_lightgbm_plus_active,middle,741,7.355159638831704,7.68734442487701,0.3321847860453074,3.1164907724890614
projection_only_lightgbm_plus_active,high,738,9.8438514951868,10.144285705913248,0.30043421072644627,3.377992686145894
projection_only_lightgbm_plus_active,top,754,14.84084203841399,14.423538179328004,-0.417303859085983,3.647001310537925
projection_only_lightgbm_plus_all,bottom,725,4.847027766907423,5.262560492145959,0.41553272523853696,2.5226564312007547
projection_only_lightgbm_plus_all,low,738,5.766573571640645,5.981642883924981,0.21506931228433535,2.891275616961067
projection_only_lightgbm_plus_all,middle,741,7.355159638831704,7.66677759856658,0.31161795973487677,3.132092955185913
projection_only_lightgbm_plus_all,high,738,9.8438514951868,10.16077895429721,0.31692745911040904,3.4171343950123463
projection_only_lightgbm_plus_all,top,754,14.84084203841399,14.414828380296214,-0.42601365811777325,3.655016660913894
projection_only_lightgbm_plus_room,bottom,725,4.847027766907423,5.258297499369894,0.41126973246247145,2.502799272218836
projection_only_lightgbm_plus_room,low,738,5.766573571640645,5.987602352117951,0.22102878047730518,2.855023948418084
projection_only_lightgbm_plus_room,middle,741,7.355159638831704,7.696805735964292,0.34164609713258715,3.131394399438796
projection_only_lightgbm_plus_room,high,738,9.8438514951868,10.141947310457857,0.29809581527105555,3.3775519486215546
projection_only_lightgbm_plus_room,top,754,14.84084203841399,14.404726750536293,-0.43611528787769493,3.642462399541239
projection_only_lightgbm_plus_shape,bottom,725,4.847027766907423,5.261178912991705,0.41415114608428305,2.518084023701086
projection_only_lightgbm_plus_shape,low,738,5.766573571640645,5.957292761004283,0.19071918936363852,2.887408249634187
projection_only_lightgbm_plus_shape,middle,741,7.355159638831704,7.650397993855549,0.2952383550238448,3.1019291768267983
projection_only_lightgbm_plus_shape,high,738,9.8438514951868,10.159797637625626,0.3159461424388256,3.3826550988462176
projection_only_lightgbm_plus_shape,top,754,14.84084203841399,14.400023940005804,-0.4408180984081868,3.6464192000320828
projection_only_lightgbm_plus_stack,bottom,725,4.847027766907423,5.277456178252718,0.4304284113452962,2.5094006383485263
projection_only_lightgbm_plus_stack,low,738,5.766573571640645,5.99112657177239,0.22455300013174548,2.875924518867321
projection_only_lightgbm_plus_stack,middle,741,7.355159638831704,7.674809989190698,0.31965035035899386,3.117236107341066
projection_only_lightgbm_plus_stack,high,738,9.8438514951868,10.139678183467156,0.2958266882803547,3.404959844186891
projection_only_lightgbm_plus_stack,top,754,14.84084203841399,14.392368410939284,-0.4484736274747033,3.6476458581873663
