league,method,match_rank,player,season_template,template_distance,template_sample_prob,historical_pred_fp_per_game,played_games
beta,both050_wr,9,Jerry Jeudy,2022,0.6813688278053938,0.020991589313516152,11.369407888708215,13.0
beta,both050_wr,10,Cooper Kupp,2020,0.6926186052255602,0.018217724349809505,12.776470603841194,15.0
beta,both050_wr,11,Christian Watson,2023,0.693483059343341,0.021621210669500006,11.2096392854494,9.0
beta,both050_wr,12,Tee Higgins,2021,0.7151990910153089,0.018320886985151174,12.487140454843196,13.0
beta,ppg225_ypr050_wr,1,Zay Flowers,2025,0.3818818583842123,0.04999999999999998,11.285747111762042,15.0
beta,ppg225_ypr050_wr,2,Terrelle Pryor,2017,0.4856162282140934,0.025387796038965002,11.688733230279823,8.0
beta,ppg225_ypr050_wr,3,Chris Godwin,2019,0.5231149695063054,0.025881709402910884,11.510304758180384,14.0
beta,ppg225_ypr050_wr,4,Cooper Kupp,2019,0.5437183109077915,0.024559740567412395,11.442291050608773,15.0
beta,ppg225_ypr050_wr,5,Gabriel Davis,2022,0.5462954400603873,0.029016407994071493,11.635011971204257,14.0
beta,ppg225_ypr050_wr,6,Kenny Golladay,2019,0.5757680079961829,0.02265195538036309,11.908842647033422,15.0
beta,ppg225_ypr050_wr,7,Jerry Jeudy,2022,0.5943939155208101,0.025711727205558536,11.369407888708215,13.0
beta,ppg225_ypr050_wr,8,Christian Watson,2023,0.6375502323950706,0.024483570951748045,11.2096392854494,9.0
beta,ppg225_ypr050_wr,9,Jeremy Maclin,2011,0.6699361923810498,0.011313375711388891,12.40625,12.0
beta,ppg225_ypr050_wr,10,Tyler Boyd,2019,0.6972808113686825,0.016816410034423513,10.999605518635045,15.0
beta,ppg225_ypr050_wr,11,Marquise Brown,2022,0.6994850919249324,0.019893228397131292,10.913368370954847,10.0
beta,ppg225_ypr050_wr,12,Darnell Mooney,2022,0.7149553651751177,0.01917485704273378,11.051785815555018,11.0
beta,ppg225_tdrate050_wr,1,Zay Flowers,2025,0.4081907128119646,0.04853257049130776,11.285747111762042,15.0
beta,ppg225_tdrate050_wr,2,Terrelle Pryor,2017,0.5179098712284607,0.023056994385080857,11.688733230279823,8.0
beta,ppg225_tdrate050_wr,3,Chris Godwin,2019,0.5292138380066448,0.02515232039120302,11.510304758180384,14.0
beta,ppg225_tdrate050_wr,4,Kenny Golladay,2019,0.5492994804030049,0.023914893237117936,11.908842647033422,15.0
beta,ppg225_tdrate050_wr,5,Gabriel Davis,2022,0.5608735116572316,0.02762937143395953,11.635011971204257,14.0
beta,ppg225_tdrate050_wr,6,Cooper Kupp,2019,0.6009033176187193,0.021042975596258746,11.442291050608773,15.0
beta,ppg225_tdrate050_wr,7,Keenan Allen,2015,0.6476269026671142,0.01490870811533848,13.1525,8.0
beta,ppg225_tdrate050_wr,8,Tyler Boyd,2019,0.6684686480479844,0.017869320595606888,10.999605518635045,15.0
beta,ppg225_tdrate050_wr,9,Jeremy Maclin,2011,0.6872712152393287,0.010765877876074954,12.40625,12.0
beta,ppg225_tdrate050_wr,10,Percy Harvin,2010,0.6935261938708293,0.010012874223490209,11.45,13.0
beta,ppg225_tdrate050_wr,11,Jerry Jeudy,2022,0.6940411628284664,0.02000148964262792,11.369407888708215,13.0
beta,ppg225_tdrate050_wr,12,Diontae Johnson,2021,0.7015142066056728,0.018550379473195357,12.792722752163899,14.0
beta,ppg225_both025_wr,1,Zay Flowers,2025,0.39503628559808845,0.05,11.285747111762042,15.0
beta,ppg225_both025_wr,2,Terrelle Pryor,2017,0.501763049721277,0.024343047548876822,11.688733230279823,8.0
beta,ppg225_both025_wr,3,Chris Godwin,2019,0.5261644037564751,0.02567673872254513,11.510304758180384,14.0
beta,ppg225_both025_wr,4,Gabriel Davis,2022,0.5535844758588095,0.0284904682916527,11.635011971204257,14.0
beta,ppg225_both025_wr,5,Kenny Golladay,2019,0.5625337441995939,0.023424954493937684,11.908842647033422,15.0
beta,ppg225_both025_wr,6,Cooper Kupp,2019,0.5723108142632555,0.022858469208973005,11.442291050608773,15.0
beta,ppg225_both025_wr,7,Jerry Jeudy,2022,0.6442175391746382,0.022766956593376884,11.369407888708215,13.0
beta,ppg225_both025_wr,8,Christian Watson,2023,0.673072525821397,0.022497221420016273,11.2096392854494,9.0
beta,ppg225_both025_wr,9,Jeremy Maclin,2011,0.6786037038101893,0.011100504107378303,12.40625,12.0
beta,ppg225_both025_wr,10,Tyler Boyd,2019,0.6828747297083334,0.01744193569503916,10.999605518635045,15.0
beta,ppg225_both025_wr,11,Keenan Allen,2015,0.6957361061277416,0.013426134873095335,13.1525,8.0
beta,ppg225_both025_wr,12,Xavier Worthy,2025,0.725431464731263,0.02230584305639481,11.773504239832267,13.0
beta,ppg225_both050_wr,1,Zay Flowers,2025,0.46321635427406155,0.04866656789994858,11.285747111762042,15.0
beta,ppg225_both050_wr,2,Terrelle Pryor,2017,0.5319036149112115,0.025712515182056125,11.688733230279823,8.0
beta,ppg225_both050_wr,3,Chris Godwin,2019,0.5534560987677704,0.027332389516913483,11.510304758180384,14.0
beta,ppg225_both050_wr,4,Cooper Kupp,2019,0.6037146903532016,0.02411241232534213,11.442291050608773,15.0
beta,ppg225_both050_wr,5,Kenny Golladay,2019,0.6081446487695612,0.023850146285646728,11.908842647033422,15.0
beta,ppg225_both050_wr,6,Gabriel Davis,2022,0.6581187293143295,0.02510471712636811,11.635011971204257,14.0
beta,ppg225_both050_wr,7,Jeremy Maclin,2011,0.7030314186448808,0.011944517232886271,12.40625,12.0
beta,ppg225_both050_wr,8,Jerry Jeudy,2022,0.7093295076208741,0.0222152673837492,11.369407888708215,13.0
beta,ppg225_both050_wr,9,Christian Watson,2023,0.7094610939144101,0.023528952793890275,11.2096392854494,9.0
beta,ppg225_both050_wr,10,Tyler Boyd,2019,0.7415077304380806,0.017326211679222343,10.999605518635045,15.0
beta,ppg225_both050_wr,11,Xavier Worthy,2025,0.7836087791801446,0.022248423291491865,11.773504239832267,13.0
beta,ppg225_both050_wr,12,Keenan Allen,2015,0.7953364971239127,0.012160306635887958,13.1525,8.0
